epoch,global_step,train_loss,train_acc,eval_ran,eval_loss,eval_acc,eval_loss_avg5
0.0,0,1.6726455688476562,0.1875,NO,,,
0.0,0,1.6726455688476562,0.1875,NO,,,
0.0,0,1.6726455688476562,0.1875,NO,,,
0.0,0,1.6726455688476562,0.1875,NO,,,
0.0,0,1.6726455688476562,0.1875,NO,,,
0.0,0,1.6726455688476562,0.1875,NO,,,
0.0,0,1.6726455688476562,0.1875,NO,,,
0.0,0,1.6726455688476562,0.1875,NO,,,
0.0,0,1.6726455688476562,0.1875,NO,,,
0.0,0,1.6726455688476562,0.1875,NO,,,
0.08264462809917356,10,1.7109527587890625,0.3125,NO,,,
0.08264462809917356,10,1.7109527587890625,0.3125,NO,,,
0.08264462809917356,10,1.7109527587890625,0.3125,NO,,,
0.08264462809917356,10,1.7109527587890625,0.3125,NO,,,
0.08264462809917356,10,1.7109527587890625,0.3125,NO,,,
0.08264462809917356,10,1.7109527587890625,0.3125,NO,,,
0.08264462809917356,10,1.7109527587890625,0.3125,NO,,,
0.08264462809917356,10,1.7109527587890625,0.3125,NO,,,
0.08264462809917356,10,1.7109527587890625,0.3125,NO,,,
0.08264462809917356,10,1.7109527587890625,0.3125,NO,,,
0.1652892561983471,20,1.8891448974609375,0.25,NO,,,
0.1652892561983471,20,1.8891448974609375,0.25,NO,,,
0.1652892561983471,20,1.8891448974609375,0.25,NO,,,
0.1652892561983471,20,1.8891448974609375,0.25,NO,,,
0.1652892561983471,20,1.8891448974609375,0.25,NO,,,
0.1652892561983471,20,1.8891448974609375,0.25,NO,,,
0.1652892561983471,20,1.8891448974609375,0.25,NO,,,
0.1652892561983471,20,1.8891448974609375,0.25,NO,,,
0.1652892561983471,20,1.8891448974609375,0.25,NO,,,
0.1652892561983471,20,1.8891448974609375,0.25,NO,,,
0.24793388429752067,30,2.1032333374023438,0.234375,NO,,,
0.24793388429752067,30,2.1032333374023438,0.234375,NO,,,
0.24793388429752067,30,2.1032333374023438,0.234375,NO,,,
0.24793388429752067,30,2.1032333374023438,0.234375,NO,,,
0.24793388429752067,30,2.1032333374023438,0.234375,NO,,,
0.24793388429752067,30,2.1032333374023438,0.234375,NO,,,
0.24793388429752067,30,2.1032333374023438,0.234375,NO,,,
0.24793388429752067,30,2.1032333374023438,0.234375,NO,,,
0.24793388429752067,30,2.1032333374023438,0.234375,NO,,,
0.24793388429752067,30,2.1032333374023438,0.234375,NO,,,
0.3305785123966942,40,1.8811492919921875,0.203125,NO,,,
0.3305785123966942,40,1.8811492919921875,0.203125,NO,,,
0.3305785123966942,40,1.8811492919921875,0.203125,NO,,,
0.3305785123966942,40,1.8811492919921875,0.203125,NO,,,
0.3305785123966942,40,1.8811492919921875,0.203125,NO,,,
0.3305785123966942,40,1.8811492919921875,0.203125,NO,,,
0.3305785123966942,40,1.8811492919921875,0.203125,NO,,,
0.3305785123966942,40,1.8811492919921875,0.203125,NO,,,
0.3305785123966942,40,1.8811492919921875,0.203125,NO,,,
0.3305785123966942,40,1.8811492919921875,0.203125,NO,,,
0.4132231404958678,50,2.3571243286132812,0.28125,NO,,,
0.4132231404958678,50,2.3571243286132812,0.28125,NO,,,
0.4132231404958678,50,2.3571243286132812,0.28125,NO,,,
0.4132231404958678,50,2.3571243286132812,0.28125,NO,,,
0.4132231404958678,50,2.3571243286132812,0.28125,NO,,,
0.4132231404958678,50,2.3571243286132812,0.28125,NO,,,
0.4132231404958678,50,2.3571243286132812,0.28125,NO,,,
0.4132231404958678,50,2.3571243286132812,0.28125,NO,,,
0.4132231404958678,50,2.3571243286132812,0.28125,NO,,,
0.4132231404958678,50,2.3571243286132812,0.28125,NO,,,
0.49586776859504134,60,1.8157501220703125,0.25,NO,,,
0.49586776859504134,60,1.8157501220703125,0.25,NO,,,
0.49586776859504134,60,1.8157501220703125,0.25,NO,,,
0.49586776859504134,60,1.8157501220703125,0.25,NO,,,
0.49586776859504134,60,1.8157501220703125,0.25,NO,,,
0.49586776859504134,60,1.8157501220703125,0.25,NO,,,
0.49586776859504134,60,1.8157501220703125,0.25,NO,,,
0.49586776859504134,60,1.8157501220703125,0.25,NO,,,
0.49586776859504134,60,1.8157501220703125,0.25,NO,,,
0.49586776859504134,60,1.8157501220703125,0.25,NO,,,
0.5785123966942148,70,1.7716217041015625,0.234375,NO,,,
0.5785123966942148,70,1.7716217041015625,0.234375,NO,,,
0.5785123966942148,70,1.7716217041015625,0.234375,NO,,,
0.5785123966942148,70,1.7716217041015625,0.234375,NO,,,
0.5785123966942148,70,1.7716217041015625,0.234375,NO,,,
0.5785123966942148,70,1.7716217041015625,0.234375,NO,,,
0.5785123966942148,70,1.7716217041015625,0.234375,NO,,,
0.5785123966942148,70,1.7716217041015625,0.234375,NO,,,
0.5785123966942148,70,1.7716217041015625,0.234375,NO,,,
0.5785123966942148,70,1.7716217041015625,0.234375,NO,,,
0.6611570247933884,80,1.7080917358398438,0.1875,NO,,,
0.6611570247933884,80,1.7080917358398438,0.1875,NO,,,
0.6611570247933884,80,1.7080917358398438,0.1875,NO,,,
0.6611570247933884,80,1.7080917358398438,0.1875,NO,,,
