group,model,dataset,seed,G_method,h_G,G_hat,alignment_eff,norm_ratio_eff,zero_coord_frac_eff,corr_h_2h,sign_flip_rate_h_2h,stability_score,fallback_flags
A_seed,roberta-large,sst-5,16,absG_candidate,1e-05,23.187917961044977,0.795288254759872,0.9664206624441853,0.5935319723057424,nan,nan,0.8218230551016851,candidate_not_primary_pass
A_seed,roberta-large,sst-5,16,absG_candidate,3e-05,27.092412737990696,0.9414202633901941,1.0197249848806396,0.30569567334059194,nan,nan,0.37400039483103736,candidate_not_primary_pass
A_seed,roberta-large,sst-5,16,absG_candidate,0.0001,26.367292279415068,0.9921286574443218,1.007235326458498,0.10903590623305824,nan,nan,0.11627123269155613,candidate_not_primary_pass
A_seed,roberta-large,sst-5,16,absG_candidate,0.0003,26.13620993547338,0.9991117026522975,1.0008767067045323,0.03737395803503954,nan,nan,0.038250664739571866,
A_seed,roberta-large,sst-5,16,absG_candidate,0.001,25.83420921701166,0.9999226960077162,1.0000812239759795,0.011254657329885079,1.0,0.0,0.011335881305864617,
A_seed,roberta-large,sst-5,16,absG_candidate,0.0015,25.50511608581195,0.9999662418941376,1.000034493043348,0.007503338582151997,0.9999999999999999,0.0,0.007537831625500013,
A_seed,roberta-large,sst-5,16,absG_candidate,0.002,25.48878095460228,0.9999812783654841,1.0000223246645248,0.005624558637127881,1.0,0.0,0.005646883301652667,
A_seed,roberta-large,sst-5,16,absG_candidate,0.003,25.4995382361306,0.9999918548667477,1.0000081416411952,0.0037484433117803435,nan,nan,0.0037565849529755686,
A_seed,roberta-large,sst-5,16,absG_candidate,0.004,24.398112132980962,0.9999955021234236,1.0000086834220248,0.0028104653180481467,nan,nan,0.0028191487400729045,
A_seed,roberta-large,sst-5,16,absG_candidate,0.005,22.68495528692087,0.999997146926445,1.0000032221287183,0.0022484364798621846,-1.0,1.0,2.8022516586085806,candidate_not_primary_pass
A_seed,roberta-large,sst-5,16,absG_candidate,0.01,3.5188263132637334,0.9999993075067802,1.0000009900474778,0.0011213709945269105,nan,nan,0.0011223610420046885,
A_seed,roberta-large,sst-5,16,absG,0.0003,26.13620993547338,0.9991117026522975,1.0008767067045323,0.03737395803503954,nan,nan,0.038250664739571866,
A_seed,roberta-large,sst-5,16,absG_fixed_0.0003,0.0003,26.13620993547338,,,,,,,diagnostic_only
A_seed,roberta-large,sst-5,16,absG_fixed_0.001,0.001,25.83420921701166,,,,,,,diagnostic_only
A_seed,roberta-large,sst-5,16,richardsonG_candidate,0.001,25.949351971148126,,,,,,,diagnostic_only
