group,model,dataset,seed,h,alignment_eff,norm_ratio_eff,zero_coord_frac_eff,rms_snap_error,visibility_pass
A_seed,roberta-large,sst-5,16,1e-05,0.795288254759872,0.9664206624441853,0.5935319723057424,1.2598829010716681e-05,False
A_seed,roberta-large,sst-5,16,3e-05,0.9414202633901941,1.0197249848806396,0.30569567334059194,2.0773048724214702e-05,False
A_seed,roberta-large,sst-5,16,0.0001,0.9921286574443218,1.007235326458498,0.10903590623305824,2.5226870608031365e-05,False
A_seed,roberta-large,sst-5,16,0.0003,0.9991117026522975,1.0008767067045323,0.03737395803503954,2.5307039565026474e-05,True
A_seed,roberta-large,sst-5,16,0.001,0.9999226960077162,1.0000812239759795,0.011254657329885079,2.487341160352398e-05,True
A_seed,roberta-large,sst-5,16,0.0015,0.9999662418941376,1.000034493043348,0.007503338582151997,2.4657725146616207e-05,True
A_seed,roberta-large,sst-5,16,0.002,0.9999812783654841,1.0000223246645248,0.005624558637127881,2.4483727255442082e-05,True
A_seed,roberta-large,sst-5,16,0.003,0.9999918548667477,1.0000081416411952,0.0037484433117803435,2.422450421162613e-05,True
A_seed,roberta-large,sst-5,16,0.004,0.9999955021234236,1.0000086834220248,0.0028104653180481467,2.4036198833979106e-05,True
A_seed,roberta-large,sst-5,16,0.005,0.999997146926445,1.0000032221287183,0.0022484364798621846,2.3914130013355925e-05,True
A_seed,roberta-large,sst-5,16,0.01,0.9999993075067802,1.0000009900474778,0.0011213709945269105,2.3792052004925223e-05,True
