group,model,dataset,seed,G_method,h_G,G_hat,alignment_eff,norm_ratio_eff,zero_coord_frac_eff,corr_h_2h,sign_flip_rate_h_2h,stability_score,fallback_flags
C_model,OPT-1.3B,sst-2,16,absG_candidate,1e-05,77.13493779212949,0.9177094165757438,1.036326170529272,0.38776441676877255,nan,nan,0.49638117072230065,candidate_not_primary_pass
C_model,OPT-1.3B,sst-2,16,absG_candidate,3e-05,54.269489265787605,0.987694908309711,1.0118618974827478,0.1535375794538157,nan,nan,0.1677045686268525,candidate_not_primary_pass
C_model,OPT-1.3B,sst-2,16,absG_candidate,0.0001,51.81367908632761,0.998836738129008,1.0010990846802794,0.047528988003630576,nan,nan,0.04862807268390999,
C_model,OPT-1.3B,sst-2,16,absG_candidate,0.0003,51.91608492032117,0.9998681678412373,1.000118343860595,0.015909366674761366,nan,nan,0.016027710535356315,
C_model,OPT-1.3B,sst-2,16,absG_candidate,0.001,52.233082335080184,0.9999884482802421,1.0000154758931084,0.0047748975252350345,0.9827783840103507,0.0,0.0047903734183433865,
C_model,OPT-1.3B,sst-2,16,absG_candidate,0.0015,52.56141598228311,0.9999949443952109,1.00000508297071,0.003182817999491213,0.9488259316186113,0.0625,0.003187900970201104,
C_model,OPT-1.3B,sst-2,16,absG_candidate,0.002,51.88107550944449,0.9999971876472371,1.0000070863307098,0.0023872429877078924,0.747347620205928,0.0625,0.15504670911248966,candidate_not_primary_pass
C_model,OPT-1.3B,sst-2,16,absG_candidate,0.003,47.90189295174876,0.9999987682868539,1.0000008776615363,0.0015912723864861236,nan,nan,0.0015921500480224596,
C_model,OPT-1.3B,sst-2,16,absG_candidate,0.004,50.37076532216178,0.9999993227694797,1.0000050442909707,0.0011939079256879806,nan,nan,0.0011989522166586822,
C_model,OPT-1.3B,sst-2,16,absG_candidate,0.005,54.778327980441,0.9999995624904554,1.000000730959099,0.0009555115177404041,0.6869097345694313,0.1875,0.30154650790740817,candidate_not_primary_pass
C_model,OPT-1.3B,sst-2,16,absG_candidate,0.01,36.55104868939827,0.9999998816787354,1.0000004687760262,0.00047752547337577436,nan,nan,0.00047799424940199334,
C_model,OPT-1.3B,sst-2,16,absG,0.0001,51.81367908632761,0.998836738129008,1.0010990846802794,0.047528988003630576,nan,nan,0.04862807268390999,
C_model,OPT-1.3B,sst-2,16,absG_fixed_0.0003,0.0003,51.91608492032117,,,,,,,diagnostic_only
C_model,OPT-1.3B,sst-2,16,absG_fixed_0.001,0.001,52.233082335080184,,,,,,,diagnostic_only
C_model,OPT-1.3B,sst-2,16,richardsonG_candidate,0.001,52.70738942899421,,,,,,,diagnostic_only
C_model,OPT-1.3B,sst-2,17,absG_candidate,1e-05,68.78123635529363,0.9177135693816316,1.0363326572535196,0.3877593160970746,nan,nan,0.4963784039689626,candidate_not_primary_pass
C_model,OPT-1.3B,sst-2,17,absG_candidate,3e-05,59.74088668201464,0.9876946745110892,1.0118617186843961,0.15353975785579063,nan,nan,0.16770680202909757,candidate_not_primary_pass
C_model,OPT-1.3B,sst-2,17,absG_candidate,0.0001,54.20082444214331,0.9988365075382666,1.0010986079425,0.047528705466889476,nan,nan,0.04862731340938942,
C_model,OPT-1.3B,sst-2,17,absG_candidate,0.0003,58.54239603396365,0.999868162896724,1.000117934939162,0.0159068565248712,nan,nan,0.01602479146403321,
C_model,OPT-1.3B,sst-2,17,absG_candidate,0.001,57.12532495784436,0.9999884502083588,1.0000155018048584,0.004775118880516393,0.981222285127318,0.0,0.004790620685374824,
C_model,OPT-1.3B,sst-2,17,absG_candidate,0.0015,56.608478978511705,0.9999949399837174,1.0000050828378175,0.0031838172333321334,0.8523742663512623,0.1875,0.13831463371988734,candidate_not_primary_pass
C_model,OPT-1.3B,sst-2,17,absG_candidate,0.002,58.09465220410131,0.9999971942669375,1.0000071188023938,0.0023887278731360706,0.6326578135682792,0.375,0.5447380331072507,candidate_not_primary_pass
C_model,OPT-1.3B,sst-2,17,absG_candidate,0.003,62.39496809606726,0.9999987729549608,1.0000009340846745,0.0015922490097875744,nan,nan,0.001593183094462072,
C_model,OPT-1.3B,sst-2,17,absG_candidate,0.004,53.91225943135433,0.9999993131340882,1.000005020021637,0.0011945256304259214,nan,nan,0.0011995456520629692,
C_model,OPT-1.3B,sst-2,17,absG_candidate,0.005,73.72858203213646,0.9999995617587173,1.0000007326693487,0.0009557758140463024,0.41068704849443277,0.5625,0.9527694599889623,candidate_not_primary_pass
C_model,OPT-1.3B,sst-2,17,absG_candidate,0.01,48.127834771835126,0.99999988382823,1.0000004644405862,0.0004783183622934696,nan,nan,0.0004787828028796816,
C_model,OPT-1.3B,sst-2,17,absG,0.0001,54.20082444214331,0.9988365075382666,1.0010986079425,0.047528705466889476,nan,nan,0.04862731340938942,
C_model,OPT-1.3B,sst-2,17,absG_fixed_0.0003,0.0003,58.54239603396365,,,,,,,diagnostic_only
C_model,OPT-1.3B,sst-2,17,absG_fixed_0.001,0.001,57.12532495784436,,,,,,,diagnostic_only
C_model,OPT-1.3B,sst-2,17,richardsonG_candidate,0.001,56.802215875758705,,,,,,,diagnostic_only
