group,model,dataset,seed,selector,Delta_mode,Delta_value,G_method,G_hat,G_h_used,L_mode,L_q,L_hat,L_h2_used,d_trainable,hstar_cont,hstar_nearest_grid,nmse_at_selected_h,corr_at_selected_h,empirical_min_nmse_h,empirical_min_nmse,empirical_max_corr_h,empirical_max_corr,nmse_ratio,corr_gap,success_pass,strict_success_pass,notes
C_model,OPT-1.3B,sst-2,16,calibrated_hstar_absG_Lclean32_q90,delta_ulp_rms,1.862740730238239e-05,absG,51.81367908632761,0.0001,L_clean32,q90,0.00014293973158293146,3e-05,1315758080,3.58182135245163e-05,3e-05,0.10068786991473337,0.9528745756631197,0.0003,0.014693664842640446,0.0003,0.9928411398388746,6.852468120525562,0.03996656417575484,False,False,
C_model,OPT-1.3B,sst-2,16,calibrated_hstar_absG_Lclean32_q50,delta_ulp_rms,1.862740730238239e-05,absG,51.81367908632761,0.0001,L_clean32,q50,0.00010905149446924025,3e-05,1315758080,4.100762254616085e-05,3e-05,0.10068786991473337,0.9528745756631197,0.0003,0.014693664842640446,0.0003,0.9928411398388746,6.852468120525562,0.03996656417575484,False,False,
C_model,OPT-1.3B,sst-2,16,calibrated_hstar_absG_Lclean32_q95,delta_ulp_rms,1.862740730238239e-05,absG,51.81367908632761,0.0001,L_clean32,q95,0.00014734910874309319,3e-05,1315758080,3.527821848419834e-05,3e-05,0.10068786991473337,0.9528745756631197,0.0003,0.014693664842640446,0.0003,0.9928411398388746,6.852468120525562,0.03996656417575484,False,False,
C_model,OPT-1.3B,sst-2,16,calibrated_hstar_absG_Loracle_q90,delta_ulp_rms,1.862740730238239e-05,absG,51.81367908632761,0.0001,L_oracle_precision,q90,0.00014626572668987808,0.002,1315758080,3.5408629338394586e-05,3e-05,0.10068786991473337,0.9528745756631197,0.0003,0.014693664842640446,0.0003,0.9928411398388746,6.852468120525562,0.03996656417575484,False,False,diagnostic oracle-precision L
C_model,OPT-1.3B,sst-2,16,oldSNR_L_ablation,delta_ulp_rms,1.862740730238239e-05,absG,51.81367908632761,0.0001,L_oracle_precision,q90,0.0028571025219365394,3e-05,1315758080,8.011567386499997e-06,1e-05,0.9345415212128393,0.7912468950688947,0.0003,0.014693664842640446,0.0003,0.9928411398388746,63.60166310839174,0.2015942447699799,False,False,old SNR L ablation only
C_model,OPT-1.3B,sst-2,16,calibrated_hstar_richardsonG_Lclean32_q90,delta_ulp_rms,1.862740730238239e-05,richardsonG_candidate,52.70738942899421,0.001,L_clean32,q90,0.00014293973158293146,3e-05,1315758080,3.612579879932291e-05,3e-05,0.10068786991473337,0.9528745756631197,0.0003,0.014693664842640446,0.0003,0.9928411398388746,6.852468120525562,0.03996656417575484,False,False,
C_model,OPT-1.3B,sst-2,16,mezo_default_h_1e-3,,,,,,,,,,1315758080,0.001,0.001,0.033817910424911696,0.983677286969606,0.0003,0.014693664842640446,0.0003,0.9928411398388746,2.3015299984570152,0.009163852869268574,True,True,reference selector
C_model,OPT-1.3B,sst-2,16,empirical_probe_min_nmse,,,,,,,,,,1315758080,0.0003,0.0003,0.014693664842640446,0.9928411398388746,0.0003,0.014693664842640446,0.0003,0.9928411398388746,0.9999999999319434,0.0,True,True,reference selector
C_model,OPT-1.3B,sst-2,16,empirical_probe_max_corr,,,,,,,,,,1315758080,0.0003,0.0003,0.014693664842640446,0.9928411398388746,0.0003,0.014693664842640446,0.0003,0.9928411398388746,0.9999999999319434,0.0,True,True,reference selector
C_model,OPT-1.3B,sst-2,17,calibrated_hstar_absG_Lclean32_q90,delta_ulp_rms,1.862740730238239e-05,absG,54.20082444214331,0.0001,L_clean32,q90,0.0001840807800535694,3e-05,1315758080,3.228173811936196e-05,3e-05,0.1296201226850455,0.9408214756268556,0.0001,0.0172546021886059,0.0001,0.9903941601877478,7.512205802294772,0.049572684560892255,False,False,
C_model,OPT-1.3B,sst-2,17,calibrated_hstar_absG_Lclean32_q50,delta_ulp_rms,1.862740730238239e-05,absG,54.20082444214331,0.0001,L_clean32,q50,8.395452192493775e-05,3e-05,1315758080,4.7801231625959615e-05,3e-05,0.1296201226850455,0.9408214756268556,0.0001,0.0172546021886059,0.0001,0.9903941601877478,7.512205802294772,0.049572684560892255,False,False,
C_model,OPT-1.3B,sst-2,17,calibrated_hstar_absG_Lclean32_q95,delta_ulp_rms,1.862740730238239e-05,absG,54.20082444214331,0.0001,L_clean32,q95,0.00019897873907061075,3e-05,1315758080,3.104972769949506e-05,3e-05,0.1296201226850455,0.9408214756268556,0.0001,0.0172546021886059,0.0001,0.9903941601877478,7.512205802294772,0.049572684560892255,False,False,
C_model,OPT-1.3B,sst-2,17,calibrated_hstar_absG_Loracle_q90,delta_ulp_rms,1.862740730238239e-05,absG,54.20082444214331,0.0001,L_oracle_precision,q90,8.073381884997665e-05,0.0003,1315758080,4.874537155886705e-05,3e-05,0.1296201226850455,0.9408214756268556,0.0001,0.0172546021886059,0.0001,0.9903941601877478,7.512205802294772,0.049572684560892255,False,False,diagnostic oracle-precision L
C_model,OPT-1.3B,sst-2,17,oldSNR_L_ablation,delta_ulp_rms,1.862740730238239e-05,absG,54.20082444214331,0.0001,L_oracle_precision,q90,0.007093892367976192,1e-05,1315758080,5.200185495735263e-06,1e-05,0.5235132861711508,0.8490093487811282,0.0001,0.0172546021886059,0.0001,0.9903941601877478,30.34050164810598,0.14138481140661963,False,False,old SNR L ablation only
