group,model,dataset,seed,L_mode,h2,m_L,lambda_q50,lambda_q90,lambda_q95,median_abs_K,MAD_K,SNR2,finite_rate,zero_K_frac,stability_q90_2x,stability_q90_next,stability_q90_prev,log_slope_q90_next,log_slope_q90_prev,low_h2_noise_suspected,large_h2_nonlocal_suspected,alignment_eff,norm_ratio_eff,zero_coord_frac_eff,rms_snap_error
C_model,OPT-1.3B,sst-2,16,L_clean32,1e-05,4,0.00024145141002269584,0.0003449191163798274,0.0003668002188110177,317692.756652832,221729.27856445312,0.9664074591425408,1.0,0.0,nan,0.5855847780524001,nan,0.8018177707445675,nan,False,False,1.0000000040845096,1.0000000006294762,5.819990860325935e-05,1.2031934611592907e-09
C_model,OPT-1.3B,sst-2,16,L_clean32,3e-05,4,0.00010905149446924025,0.00014293973158293146,0.00014734910874309319,143481.62545098198,24073.653750949445,4.020039148297229,1.0,0.0,nan,0.4877213886183493,1.4130387761828962,0.555566235954346,0.8018177707445675,False,False,1.000000001364744,0.9999999996589612,1.949085503620848e-05,1.2026746660804477e-09
C_model,OPT-1.3B,sst-2,16,L_clean32,0.0001,4,6.957908785757705e-05,7.322496671884862e-05,7.394960099568183e-05,91549.75414276123,33771.99172973633,1.8284223120686134,1.0,0.0,nan,0.6222522965773256,0.95206275995582,0.8861440632985467,0.555566235954346,False,False,0.9999999986187953,0.99999999868674,5.914841123377331e-06,1.1998033989204524e-09
C_model,OPT-1.3B,sst-2,16,L_clean32,0.0003,4,1.7709132781257194e-05,2.7660562388994538e-05,2.833529967807449e-05,23300.780190361875,23300.780190361875,0.6744907594765952,1.0,0.0,nan,1.069779862228755,1.647269568919303,0.6042015668949744,0.8861440632985467,False,False,1.0000000005035241,0.9999999997525906,2.03038844344395e-06,1.1924330005189308e-09
C_model,OPT-1.3B,sst-2,16,L_clean32,0.001,4,1.7389373078779898e-05,5.725127608044286e-05,6.542558620077266e-05,22880.31578063965,12394.905090332031,1.2450729921268449,1.0,0.0,1.55612642035686,0.6031628637613915,0.5168568318549625,1.1640421293482275,0.6042015668949744,False,False,1.0000000000458544,0.9999999973269287,6.500055086114311e-07,1.1734804488649166e-09
C_model,OPT-1.3B,sst-2,16,L_clean32,0.0015,4,3.272120203886547e-05,9.17831203182797e-05,0.0001027807182024854,43052.84553103977,43052.84553103977,0.6744907594765952,1.0,0.0,0.002351683743107635,0.5944271652847517,0.3762330561638833,1.6216322544229507,1.1640421293482275,False,False,1.000000000926617,1.0000000013279684,4.541108347212278e-07,1.1639078755242868e-09
C_model,OPT-1.3B,sst-2,16,L_clean32,0.002,4,3.8297194687935664e-05,0.00014634150094449116,0.0001666269199496898,50389.50592279434,50389.50592279434,0.6744907594765952,1.0,0.0,0.6467010723235426,0.37134056320214803,0.3728155027881702,1.1447732383441025,1.6216322544229507,False,False,0.9999999985518823,0.9999999983684299,3.6157862697677677e-07,1.1592301806063878e-09
C_model,OPT-1.3B,sst-2,16,L_clean32,0.003,4,4.4826171728214196e-05,9.199896519257557e-05,9.626159624617062e-05,58980.33248053657,39964.0699227651,0.9954363838783598,1.0,0.0,nan,0.43801220979672945,0.5906863739986362,2.0031667250937075,1.1447732383441025,False,False,1.0000000012882997,1.00000000064421,2.7151647816595585e-07,1.1573409816332242e-09
C_model,OPT-1.3B,sst-2,16,L_clean32,0.004,4,2.60708837797543e-05,5.170229471155094e-05,5.446226588705694e-05,34302.75619029999,16849.562525749207,1.3731449727302132,1.0,0.0,nan,0.5497631800370546,0.7793980891262793,1.9633197087925702,2.0031667250937075,False,False,0.9999999994559714,0.999999998459864,2.2154528589328517e-07,1.1680789276241031e-09
C_model,OPT-1.3B,sst-2,16,L_clean32,0.005,4,1.0857615250160136e-05,8.012631321714936e-05,9.477878881886471e-05,14286.059141159058,3668.8828468322754,2.626362105938465,1.0,0.0,0.9140503428203389,0.9140503428203389,0.3547401223094679,3.540364304419138,1.9633197087925702,True,True,0.9999999983759766,1.0000000026102824,1.9380462402328548e-07,1.1884858800831324e-09
