global_step,eps,zo_two_point_precision,fd_mean,td_mean,mae,mse,rmse,sign_acc,corr,probe_num_seeds
200,0.01,fp16,-2.644824981689453,-1.4150905907154083,12.955798298120499,289.06395448224475,17.001880910130055,0.625,0.26306769245174283,16
400,0.01,fp16,-3.466796875,0.02368578314781189,14.670451253652573,286.56902560437544,16.92834976022103,0.5,-0.14484012858036097,16
600,0.01,fp16,0.23169517517089844,-13.993998944759369,19.818561255931854,615.3090116463493,24.805423028973912,0.625,0.1423738117192078,16
800,0.01,fp16,-2.3242950439453125,-5.598953679203987,19.031196430325508,494.6391043432436,22.24048345569951,0.3125,-0.06350905660833597,16
1000,0.01,fp16,2.2640228271484375,0.7877039462327957,14.088678553700447,301.3871814938628,17.360506372046373,0.5625,0.16914938520958084,16
1200,0.01,fp16,0.7180333137512207,-1.7936598658561707,12.59368121623993,240.41047933067142,15.505175888414534,0.4375,0.12969619825104722,16
1400,0.01,fp16,-2.2283554077148438,0.6951103359460831,15.332144096493721,419.658390220627,20.485565411299415,0.5,-0.25066522521697615,16
1600,0.01,fp16,0.3699302673339844,-3.0407496094703674,18.82821696996689,486.3277613423194,22.052840210329357,0.1875,-0.5283415577501646,16
1800,0.01,fp16,1.578831672668457,0.6308622807264328,10.502626582980156,157.05742355337816,12.532255325893187,0.5625,0.12340898733735467,16
2000,0.01,fp16,0.9717941284179688,-2.536144532263279,15.343252532184124,416.3187023154273,20.403889391864173,0.5625,0.11003919202031731,16
2200,0.01,fp16,0.21066665649414062,5.657311737537384,11.589584648609161,225.78469039925875,15.026133581173127,0.625,0.0951215599402116,16
2400,0.01,fp16,-0.9613990783691406,15.37228637933731,30.990799486637115,2988.034026589747,54.662912715933345,0.625,0.3465476214635333,16
2600,0.01,fp16,-0.37589073181152344,-4.787554174661636,11.997431844472885,227.4189549510723,15.080416272473128,0.5,0.12236445301041031,16
2800,0.01,fp16,0.48906803131103516,-2.801857277750969,11.4146216660738,213.7599787304041,14.620532778609817,0.5625,0.01670369443449248,16
3000,0.01,fp16,0.8295297622680664,0.35252468287944794,15.978999838232994,342.89954082976885,18.51754683617052,0.1875,-0.6067345684253455,16
3200,0.01,fp16,-1.448965072631836,0.7092826962471008,27.573571383953094,1189.4706790564642,34.48870364418565,0.4375,-0.38524315504103296,16
3400,0.01,fp16,-2.805638313293457,4.644040584564209,16.27582085132599,374.71062555155856,19.35744367295327,0.5625,0.3273293764387235,16
3600,0.01,fp16,-4.812884330749512,-0.6184104979038239,17.883118122816086,706.9481284851033,26.588496168175876,0.5,-0.18509953256950903,16
3800,0.01,fp16,-4.893755912780762,0.5231429040431976,16.817690938711166,410.6801452552879,20.26524476179076,0.5625,0.12461954870284486,16
4000,0.01,fp16,-4.526019096374512,2.8626675456762314,22.46310256421566,845.5815883738185,29.078885610934584,0.625,0.37127090725450745,16
4200,0.01,fp16,3.1273603439331055,2.9228596910834312,16.533501870930195,374.0488640174076,19.340342913645756,0.5625,0.009981387446541121,16
4400,0.01,fp16,0.8288860321044922,0.6618773639202118,16.950586885213852,436.6672323064396,20.896584225811633,0.4375,-0.3104476287906282,16
4600,0.01,fp16,2.7240753173828125,-3.47458690777421,14.865547861903906,294.09965632895364,17.149333990827564,0.3125,-0.35330968208350466,16
4800,0.01,fp16,-1.8254280090332031,-1.30757737159729,22.93366575241089,668.2990333976054,25.851480294126397,0.375,-0.10153255451158852,16
5000,0.01,fp16,0.5364894866943359,-1.2928530275821686,17.88399186730385,477.04559436372705,21.841373454151803,0.4375,-0.12386854494151493,16
5200,0.01,fp16,3.016519546508789,2.0087729394435883,22.13695451617241,616.1692183661844,24.822756059031487,0.375,0.3144093152415255,16
5400,0.01,fp16,4.204750061035156,1.6848951578140259,25.53364783525467,1691.1557621549255,41.12366425982643,0.6875,0.6598167621894707,16
5600,0.01,fp16,-0.7503986358642578,2.258212000131607,11.799482747912407,228.95743156231822,15.131339384281823,0.625,0.2820980137208298,16
5800,0.01,fp16,-0.8248329162597656,0.9943744838237762,20.783352583646774,602.8660041104661,24.5533297968008,0.5,-0.02015496205718462,16
