source,run_name,precision_mode,h,seed,data_seed,batch_size,max_steps,steps_completed,best_eval_acc,best_eval_step,last_eval_acc,last_eval_step,best_eval_loss,last_eval_loss,last5_eval_acc_mean,last5_eval_acc_std,last5_eval_loss_mean,last5_eval_loss_std,final_train_loss,final_train_acc,last5_train_acc_mean,last5_train_acc_std,nan_occurred,first_nan_step,checkpoint_count,final_checkpoint_path,best_acc_checkpoint_path,best_loss_checkpoint_path,probe_corr_fd_true,probe_nMSE_fd_true,probe_sign_agreement,probe_alignment,probe_norm_ratio,status
previous_11h,fp32_h1e-5_seed16_bs64_ckpt1k,fp32,1e-05,16,16,64,20000,19990,0.48243559718969553,16990,0.477751756440281,19990,1.2051464319229126,1.2051464319229126,,,,,1.2351832389831543,0.484375,,,False,,23,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp32/h_sweep_11h_checkpointed/results/fp32_h1e-5_seed16_bs64_ckpt1k/seed16/checkpoints/final,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp32/h_sweep_11h_checkpointed/results/fp32_h1e-5_seed16_bs64_ckpt1k/seed16/checkpoints/best_acc,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp32/h_sweep_11h_checkpointed/results/fp32_h1e-5_seed16_bs64_ckpt1k/seed16/checkpoints/best_loss,,,,1.0000000025583198,1.0000000525835187,completed
previous_11h,fp16_h1e-5_seed16_bs64_ckpt1k,fp16,1e-05,16,16,64,20000,19990,0.4637002341920375,18990,0.4637002341920375,19990,1.380859375,1.380859375,,,,,1.365997314453125,0.46875,,,False,,23,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp16/h_sweep_11h_checkpointed/results/fp16_h1e-5_seed16_bs64_ckpt1k/seed16/checkpoints/final,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp16/h_sweep_11h_checkpointed/results/fp16_h1e-5_seed16_bs64_ckpt1k/seed16/checkpoints/best_acc,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp16/h_sweep_11h_checkpointed/results/fp16_h1e-5_seed16_bs64_ckpt1k/seed16/checkpoints/best_loss,,,,0.999999997848377,1.0000002589327206,completed
previous_11h,fp32_h2e-3_seed16_bs64_ckpt1k,fp32,0.002,16,16,64,20000,19990,0.4812646370023419,18990,0.48009367681498827,19990,1.232218623161316,1.232218623161316,,,,,1.278825283050537,0.453125,,,False,,23,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp32/h_sweep_11h_checkpointed/results/fp32_h2e-3_seed16_bs64_ckpt1k/seed16/checkpoints/final,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp32/h_sweep_11h_checkpointed/results/fp32_h2e-3_seed16_bs64_ckpt1k/seed16/checkpoints/best_acc,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp32/h_sweep_11h_checkpointed/results/fp32_h2e-3_seed16_bs64_ckpt1k/seed16/checkpoints/best_loss,,,,0.999999999565907,0.9999999983988014,completed
previous_11h,fp16_h2e-3_seed16_bs64_ckpt1k,fp16,0.002,16,16,64,20000,19990,0.4379391100702576,19990,0.4379391100702576,19990,1.46875,1.46875,,,,,1.4659271240234375,0.421875,,,False,,23,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp16/h_sweep_11h_checkpointed/results/fp16_h2e-3_seed16_bs64_ckpt1k/seed16/checkpoints/final,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp16/h_sweep_11h_checkpointed/results/fp16_h2e-3_seed16_bs64_ckpt1k/seed16/checkpoints/best_acc,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp16/h_sweep_11h_checkpointed/results/fp16_h2e-3_seed16_bs64_ckpt1k/seed16/checkpoints/best_loss,,,,0.999999999267358,1.000000000140952,completed
previous_11h,fp32_h3e-5_seed16_bs64_ckpt1k,fp32,3e-05,16,16,64,20000,19990,0.48711943793911006,16990,0.48009367681498827,19990,1.2054637670516968,1.2054637670516968,,,,,1.2338266372680664,0.46875,,,False,,23,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp32/h_sweep_11h_checkpointed/results/fp32_h3e-5_seed16_bs64_ckpt1k/seed16/checkpoints/final,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp32/h_sweep_11h_checkpointed/results/fp32_h3e-5_seed16_bs64_ckpt1k/seed16/checkpoints/best_acc,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp32/h_sweep_11h_checkpointed/results/fp32_h3e-5_seed16_bs64_ckpt1k/seed16/checkpoints/best_loss,,,,0.9999999986707683,1.0000000140277885,completed
previous_11h,fp16_h3e-5_seed16_bs64_ckpt1k,fp16,3e-05,16,16,64,20000,19990,0.4566744730679157,19990,0.4566744730679157,19990,1.3984375,1.3984375,,,,,1.3907089233398438,0.4375,,,False,,23,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp16/h_sweep_11h_checkpointed/results/fp16_h3e-5_seed16_bs64_ckpt1k/seed16/checkpoints/final,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp16/h_sweep_11h_checkpointed/results/fp16_h3e-5_seed16_bs64_ckpt1k/seed16/checkpoints/best_acc,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp16/h_sweep_11h_checkpointed/results/fp16_h3e-5_seed16_bs64_ckpt1k/seed16/checkpoints/best_loss,,,,0.9999999977795073,0.9999998970617654,completed
previous_11h,fp32_h3e-3_seed16_bs64_ckpt1k,fp32,0.003,16,16,64,20000,19990,0.48009367681498827,19990,0.48009367681498827,19990,1.2771409749984741,1.2771409749984741,,,,,1.338771939277649,0.4375,,,False,,23,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp32/h_sweep_11h_checkpointed/results/fp32_h3e-3_seed16_bs64_ckpt1k/seed16/checkpoints/final,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp32/h_sweep_11h_checkpointed/results/fp32_h3e-3_seed16_bs64_ckpt1k/seed16/checkpoints/best_acc,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp32/h_sweep_11h_checkpointed/results/fp32_h3e-3_seed16_bs64_ckpt1k/seed16/checkpoints/best_loss,,,,1.0000000098702937,0.9999999997441887,completed
previous_11h,fp16_h3e-3_seed16_bs64_ckpt1k,fp16,0.003,16,16,64,20000,19990,0.40866510538641687,19990,0.40866510538641687,19990,1.4853515625,1.4853515625,,,,,1.4881591796875,0.421875,,,False,,23,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp16/h_sweep_11h_checkpointed/results/fp16_h3e-3_seed16_bs64_ckpt1k/seed16/checkpoints/final,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp16/h_sweep_11h_checkpointed/results/fp16_h3e-3_seed16_bs64_ckpt1k/seed16/checkpoints/best_acc,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp16/h_sweep_11h_checkpointed/results/fp16_h3e-3_seed16_bs64_ckpt1k/seed16/checkpoints/best_loss,,,,0.9999999988965108,0.9999999970737989,completed
previous_11h,fp32_h1e-4_seed16_bs64_ckpt1k,fp32,0.0001,16,16,64,20000,19990,0.48360655737704916,16990,0.477751756440281,19990,1.2052714824676514,1.2052714824676514,,,,,1.2340571880340576,0.484375,,,False,,23,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp32/h_sweep_11h_checkpointed/results/fp32_h1e-4_seed16_bs64_ckpt1k/seed16/checkpoints/final,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp32/h_sweep_11h_checkpointed/results/fp32_h1e-4_seed16_bs64_ckpt1k/seed16/checkpoints/best_acc,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp32/h_sweep_11h_checkpointed/results/fp32_h1e-4_seed16_bs64_ckpt1k/seed16/checkpoints/best_loss,,,,1.0000000004483165,1.000000010362745,completed
previous_11h,fp16_h1e-4_seed16_bs64_ckpt1k,fp16,0.0001,16,16,64,20000,19990,0.4637002341920375,19990,0.4637002341920375,19990,1.4072265625,1.4072265625,,,,,1.3934707641601562,0.453125,,,False,,23,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp16/h_sweep_11h_checkpointed/results/fp16_h1e-4_seed16_bs64_ckpt1k/seed16/checkpoints/final,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp16/h_sweep_11h_checkpointed/results/fp16_h1e-4_seed16_bs64_ckpt1k/seed16/checkpoints/best_acc,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_11h_seed16_bs64_ckpt1k_20260517/fp16/h_sweep_11h_checkpointed/results/fp16_h1e-4_seed16_bs64_ckpt1k/seed16/checkpoints/best_loss,,,,1.000000009594676,0.9999999975279894,completed
