run_dir,eps,metrics_csv,eval_count,last_eval_loss,last_eval_step,converged_eval_loss,eval_loss_last5_mean,eval_loss_last5_count,final_eval_loss,e_d_mean_mean,e_d_abs_mean,param_changed_ratio_mean,delta_zero_frac_mean,h_eff_over_h_mean,slope_a_mean,dir_corr_mean,dir_sign_match_mean,n_probe_rows
/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/h-loss/sst5_bs32_hloss_eps1e-9/seed16,1e-09,/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/h-loss/sst5_bs32_hloss_eps1e-9/seed16/metrics_logs/metrics_adaptiveH-0_cscale-0.csv,14,8697336037376.0,49990.0,8697336037376.0,8697336037376.0,5,8697336037376.0,602023.2828690797,10471115.775641536,0.030978126656009207,0.4368811881188119,0.17301940988643594,3.1997375601978937,0.06069376095170695,0.5299816849816851,101
/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/h-loss/sst5_bs32_hloss_eps3e-9/seed16,3e-09,/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/h-loss/sst5_bs32_hloss_eps3e-9/seed16/metrics_logs/metrics_adaptiveH-0_cscale-0.csv,14,1.5864675045013428,49990.0,1.586730694770813,1.586730694770813,5,1.586730694770813,-0.22003236533817516,51.9178079141739,0.6392698276033192,0.11386138613861387,1.0199491325173358,0.7676696404206615,0.3113923814983044,0.5958392267798207,101
/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/h-loss/sst5_bs32_hloss_eps1e-8/seed16,1e-08,/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/h-loss/sst5_bs32_hloss_eps1e-8/seed16/metrics_logs/metrics_adaptiveH-0_cscale-0.csv,14,1.5941332578659058,49990.0,1.5935187578201293,1.5935187578201293,5,1.5935187578201293,-0.21616557116393698,28.57661571654072,0.8542106184643546,0.07673267326732673,1.011287295205971,1.0485759301552195,0.6672993717884598,0.7680457331447427,101
/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/h-loss/sst5_bs32_hloss_eps3e-8/seed16,3e-08,/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/h-loss/sst5_bs32_hloss_eps3e-8/seed16/metrics_logs/metrics_adaptiveH-0_cscale-0.csv,14,1.0834543704986572,49990.0,1.0837263345718384,1.0837263345718384,5,1.0837263345718384,-0.3724123225803267,6.56179914244033,0.9542460087989189,0.050742574257425746,1.0013767125868405,1.0159614424974732,0.9134508165875779,0.8823078736445072,101
/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/h-loss/sst5_bs32_hloss_eps1e-7/seed16,1e-07,/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/h-loss/sst5_bs32_hloss_eps1e-7/seed16/metrics_logs/metrics_adaptiveH-0_cscale-0.csv,14,1.1081966161727905,49990.0,1.1081022500991822,1.1081022500991822,5,1.1081022500991822,0.18200124342424137,1.7090042709125886,0.9861916908526718,0.017326732673267328,1.0001249409429969,0.9938206123492497,0.9915719787129738,0.9681753889674682,101
/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/h-loss/sst5_bs32_hloss_eps3e-7/seed16,3e-07,/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/h-loss/sst5_bs32_hloss_eps3e-7/seed16/metrics_logs/metrics_adaptiveH-0_cscale-0.csv,14,1.1069698333740234,49990.0,1.1072967767715454,1.1072967767715454,5,1.1072967767715454,-0.01392957658532255,0.5154886538596108,0.995394643650713,0.0,1.0000139279664293,1.000827636320661,0.9989809630421306,0.9888613861386139,101
/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/h-loss/sst5_bs32_hloss_eps1e-6/seed16,1e-06,/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/h-loss/sst5_bs32_hloss_eps1e-6/seed16/metrics_logs/metrics_adaptiveH-0_cscale-0.csv,14,1.0721454620361328,49990.0,1.0721951007843018,1.0721951007843018,5,1.0721951007843018,-0.0012629688476679744,0.20083461887162615,0.9986193578151044,0.0012376237623762376,1.0000012303883803,1.0010696729467508,0.9998809404225858,0.9962871287128713,101
/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/h-loss/sst5_bs32_hloss_eps3e-6/seed16,3e-06,/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/h-loss/sst5_bs32_hloss_eps3e-6/seed16/metrics_logs/metrics_adaptiveH-0_cscale-0.csv,14,1.0507142543792725,49990.0,1.0510124921798707,1.0510124921798707,5,1.0510124921798707,0.011930471961076593,0.10070790999199157,0.9995397808849824,0.0012376237623762376,1.0000001634754592,1.0012134947962146,0.9999141157731101,1.0,101
/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/h-loss/sst5_bs32_hloss_eps1e-5/seed16,1e-05,/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/h-loss/sst5_bs32_hloss_eps1e-5/seed16/metrics_logs/metrics_adaptiveH-0_cscale-0.csv,14,1.062276005744934,49990.0,1.0623673439025878,1.0623673439025878,5,1.0623673439025878,-0.2655038959069855,1.0049314464302586,0.9998618919390185,0.0,0.9999999761522655,0.9987893448643644,0.994105012464719,0.9975247524752475,101
/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/h-loss/sst5_bs32_hloss_eps3e-5/seed16,3e-05,/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/h-loss/sst5_bs32_hloss_eps3e-5/seed16/metrics_logs/metrics_adaptiveH-0_cscale-0.csv,14,1.0456804037094116,49990.0,1.045735764503479,1.045735764503479,5,1.045735764503479,-0.04877382050768863,0.5746475872324693,0.9999538978619349,0.0,0.9999999734597361,0.9802373459669801,0.9890832871879854,0.9913366336633663,101
/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/h-loss/sst5_bs32_hloss_eps1e-4/seed16,0.0001,/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/h-loss/sst5_bs32_hloss_eps1e-4/seed16/metrics_logs/metrics_adaptiveH-0_cscale-0.csv,14,1.0488189458847046,49990.0,1.049048376083374,1.049048376083374,5,1.049048376083374,-0.0019636290268254136,0.7715467246270568,0.9999861051207178,0.0,0.9999999740590817,0.9692967218630218,0.9872549443318782,0.9863861386138614,101
