global_step,eps,precision,zo_quantization_bits,fd_mean,td_mean,mae,mse,rmse,sign_acc,corr,probe_num_seeds
200,1e-06,fp16,16,-30.517578125,4.6450274139642715,605.9461175650358,577369.2658480229,759.8481860529923,0.1875,-0.40727391793183587,16
400,1e-06,fp16,16,-152.587890625,-19.431655548512936,480.9781850799918,420882.14324932895,648.7543011412941,0.375,0.11875479863872519,16
600,1e-06,fp16,16,122.0703125,16.12487329542637,637.7202689498663,548509.9422789256,740.6145706633954,0.3125,-0.12978575778354234,16
800,1e-06,fp16,16,427.24609375,-6.23347207903862,633.0553552806377,638541.1032692895,799.0876693262695,0.25,-0.09361498032479186,16
1000,1e-06,fp16,16,-122.0703125,-16.141552440822124,584.5563029870391,594202.5527871498,770.8453494619721,0.1875,-0.34585689100967454,16
1200,1e-06,fp16,16,-61.03515625,-16.08335703611374,971.4053633213043,1519019.7229129178,1232.4851816200135,0.375,0.008994073463950493,16
1400,1e-06,fp16,16,-213.623046875,0.7997627258300781,951.4338303804398,1304946.9572528696,1142.3427494639557,0.4375,0.21024033081706725,16
1600,1e-06,fp16,16,671.38671875,0.166568785905838,1026.5084366500378,1516084.1822919184,1231.2937026931952,0.5,0.480250863280037,16
1800,1e-06,fp16,16,-152.587890625,-19.320933163166046,1000.7940551638603,1621031.908302704,1273.1975134686306,0.5625,0.3491656669011771,16
2000,1e-06,fp16,16,793.45703125,4.410490334033966,1159.2758682370186,1872229.4522645446,1368.2943587783093,0.4375,0.24454105750690927,16
2200,1e-06,fp16,16,91.552734375,-0.048985034227371216,960.624827414751,1728075.6274314518,1314.5629035658399,0.375,-0.06544689879702292,16
2400,1e-06,fp16,16,122.0703125,-31.459018766880035,1838.5790590643883,5222064.497730263,2285.183690150589,0.5,0.09455243521459655,16
2600,1e-06,fp16,16,-244.140625,-9.589944757521152,2210.0180931910872,7896703.258131146,2810.107339254347,0.4375,-0.02526154190335875,16
2800,1e-06,fp16,16,1708.984375,34.075839161872864,3879.118140101433,21535954.40530695,4640.684691433685,0.4375,0.016250898899850492,16
