global_step,eps,precision,zo_quantization_bits,fd_mean,td_mean,mae,mse,rmse,sign_acc,corr,probe_num_seeds
100,0.03,fp16,16,3.115844934247434,27.060878179967403,47.86784289870411,3206.0673440124674,56.622145349787544,0.5,0.1338906387120208,16
200,0.03,fp16,16,-8.637492518872023,-30.089248925447464,52.155144196003675,4049.296390994013,63.63408199223128,0.5,0.16807595285386584,16
300,0.03,fp16,16,1.60929374396801,-4.495594382286072,30.005758985877037,1758.9206790308358,41.93948830196711,0.375,-0.143421299874594,16
400,0.03,fp16,16,1.3031007330864668,3.4274999126791954,35.57933666743338,1908.7292222758178,43.68900573686494,0.4375,0.36213692788049656,16
500,0.03,fp16,16,0.17496750503778458,13.09319294989109,53.10762087255716,4644.887412404125,68.15341086405085,0.5,0.12241184510313688,16
600,0.03,fp16,16,-0.13529453799128532,3.8158117458224297,59.536204259842634,4596.61141272836,67.79831423220168,0.4375,0.2463058110408542,16
700,0.03,fp16,16,-3.3925376310944557,-0.17844420671463013,63.96388137340546,6243.847987083272,79.01802317878669,0.5625,0.3864477183457295,16
800,0.03,fp16,16,-2.357991650700569,-11.47160717844963,51.92194673418999,5056.734160676582,71.11071762172409,0.75,0.3932314503543028,16
900,0.03,fp16,16,-1.2145999521017075,16.651686310768127,67.06298588216305,6287.135186111272,79.29145720764168,0.6875,0.4536912315394151,16
1000,0.03,fp16,16,-6.29679399728775,-13.104790300130844,62.42185905575752,6446.809407179609,80.29202580069585,0.5625,0.2395778861706822,16
1100,0.03,fp16,16,-0.6306968331336975,25.22883516550064,41.63667243719101,2519.0337188392673,50.18997627852864,0.25,-0.09964485203889163,16
1200,0.03,fp16,16,-3.6265057921409607,-8.219742178916931,38.21270418167114,1977.7916003032492,44.47236895312919,0.625,0.2364376765430414,16
1300,0.03,fp16,16,4.647827509790659,13.992277413606644,58.317849073559046,4567.525279490288,67.58346898088531,0.4375,-0.33777484286980036,16
1400,0.03,fp16,16,-1.6418457422405481,9.700862005352974,29.66306590475142,1321.3342017798761,36.35016095947687,0.4375,-0.2292655560744659,16
1500,0.03,fp16,16,-3.641764760017395,-46.96592724323273,66.76375192403793,7342.699835794034,85.6895549982262,0.5,-0.23764134963473396,16
1600,0.03,fp16,16,-2.764892790466547,-3.67900887131691,45.655123237520456,3185.7455541719373,56.4424091811462,0.4375,0.01991841964353938,16
1700,0.03,fp16,16,-3.3325198516249657,-28.80694867670536,80.03625410795212,9730.78199565973,98.64472614214979,0.5,-0.31925359219842214,16
1800,0.03,fp16,16,1.774088703095913,-0.9025527387857437,35.72641948610544,1952.8675652089144,44.19126118599598,0.5,-0.008925324318257625,16
1900,0.03,fp16,16,2.657064052298665,42.34981471300125,79.69610476307571,10002.856788797948,100.01428292398015,0.5625,0.18012623608475123,16
2000,0.03,fp16,16,-0.8300781957805157,40.73267036676407,69.07234758511186,6224.768902367072,78.89720465496272,0.4375,-0.01730571022246901,16
2100,0.03,fp16,16,-2.0263675302267075,3.242955058813095,31.993440821766853,1974.8041576354917,44.43876863320463,0.625,-0.0788438127199718,16
2200,0.03,fp16,16,0.8463542498648167,19.938431814312935,57.145446587353945,4828.245995031952,69.48558120237573,0.5625,-0.35524544641721967,16
2300,0.03,fp16,16,1.6510010762140155,8.907292138785124,32.50778791401535,1879.4103470620005,43.35216657863826,0.5,-0.07345844251377537,16
2400,0.03,fp16,16,3.1117758005857468,-26.221261352300644,58.570161536335945,4916.803974018807,70.11992565611295,0.75,0.2413719804298822,16
