epoch,global_step,train_loss,train_acc,eval_ran,eval_loss,eval_acc
0.0,0,0.6835461854934692,0.53125,NO,,
0.0,0,0.6835461854934692,0.53125,NO,,
0.0,0,0.6835461854934692,0.53125,NO,,
0.0,0,0.6835461854934692,0.53125,NO,,
0.0,0,0.6835461854934692,0.53125,NO,,
0.0,0,0.6835461854934692,0.53125,NO,,
0.0,0,0.6835461854934692,0.53125,NO,,
0.0,0,0.6835461854934692,0.53125,NO,,
0.0,0,0.6835461854934692,0.53125,NO,,
0.0,0,0.6835461854934692,0.53125,NO,,
10.0,10,0.7077873945236206,0.53125,NO,,
10.0,10,0.7077873945236206,0.53125,NO,,
10.0,10,0.7077873945236206,0.53125,NO,,
10.0,10,0.7077873945236206,0.53125,NO,,
10.0,10,0.7077873945236206,0.53125,NO,,
10.0,10,0.7077873945236206,0.53125,NO,,
10.0,10,0.7077873945236206,0.53125,NO,,
10.0,10,0.7077873945236206,0.53125,NO,,
10.0,10,0.7077873945236206,0.53125,NO,,
10.0,10,0.7077873945236206,0.53125,NO,,
20.0,20,0.6849732398986816,0.53125,NO,,
20.0,20,0.6849732398986816,0.53125,NO,,
20.0,20,0.6849732398986816,0.53125,NO,,
20.0,20,0.6849732398986816,0.53125,NO,,
20.0,20,0.6849732398986816,0.53125,NO,,
20.0,20,0.6849732398986816,0.53125,NO,,
20.0,20,0.6849732398986816,0.53125,NO,,
20.0,20,0.6849732398986816,0.53125,NO,,
20.0,20,0.6849732398986816,0.53125,NO,,
20.0,20,0.6849732398986816,0.53125,NO,,
30.0,30,0.6954022645950317,0.53125,NO,,
30.0,30,0.6954022645950317,0.53125,NO,,
30.0,30,0.6954022645950317,0.53125,NO,,
30.0,30,0.6954022645950317,0.53125,NO,,
30.0,30,0.6954022645950317,0.53125,NO,,
30.0,30,0.6954022645950317,0.53125,NO,,
30.0,30,0.6954022645950317,0.53125,NO,,
30.0,30,0.6954022645950317,0.53125,NO,,
30.0,30,0.6954022645950317,0.53125,NO,,
30.0,30,0.6954022645950317,0.53125,NO,,
40.0,40,0.6860696077346802,0.53125,NO,,
40.0,40,0.6860696077346802,0.53125,NO,,
40.0,40,0.6860696077346802,0.53125,NO,,
40.0,40,0.6860696077346802,0.53125,NO,,
40.0,40,0.6860696077346802,0.53125,NO,,
40.0,40,0.6860696077346802,0.53125,NO,,
40.0,40,0.6860696077346802,0.53125,NO,,
40.0,40,0.6860696077346802,0.53125,NO,,
40.0,40,0.6860696077346802,0.53125,NO,,
40.0,40,0.6860696077346802,0.53125,NO,,
50.0,50,0.675694465637207,0.53125,NO,,
50.0,50,0.675694465637207,0.53125,NO,,
50.0,50,0.675694465637207,0.53125,NO,,
50.0,50,0.675694465637207,0.53125,NO,,
