global_step,eps,zo_two_point_precision,fd_mean,td_mean,td_u2_mean_debug,mae,mse,rmse,sign_acc,corr,mae_u2_debug,mse_u2_debug,rmse_u2_debug,sign_acc_u2_debug,corr_u2_debug,probe_num_seeds
200,0.001,fp16,0.7553100027143955,0.7424552738666534,,0.1869426630437374,0.053745165421782426,0.23183003563339766,1.0,0.9998381974011643,,,,,,16
400,0.001,fp16,2.380370848812163,2.467597458511591,,0.41847389098256826,0.2709871567068304,0.5205642676047122,0.9375,0.998092741376232,,,,,,16
600,0.001,fp16,-2.855539172887802,-2.7650379985570908,,0.3833731710910797,0.22828385217247948,0.47779059447887784,1.0,0.9994740536616291,,,,,,16
800,0.001,fp16,3.3366677183657885,4.750651765614748,,3.8343643192201853,43.33027220680147,6.582573372686511,0.875,0.4540688332003282,,,,,,16
1000,0.001,fp16,-0.7202624306082726,-0.6681927591562271,,0.3685958608984947,0.21408373879051457,0.4626918399869556,1.0,0.9971639958864192,,,,,,16
1200,0.001,fp16,-0.41508669033646584,-0.9895893856883049,,1.2561734206974506,3.3718491488328883,1.8362595537757969,1.0,0.9485863852166935,,,,,,16
1400,0.001,fp16,3.6723610684275627,3.627050943672657,,0.4108270853757858,0.5082909103470037,0.7129452365694042,1.0,0.9951471071834488,,,,,,16
1600,0.001,fp16,0.16736982204020023,0.3142825085669756,,0.946303628385067,2.500495966391542,1.581295660650323,1.0,0.9576495094345409,,,,,,16
1800,0.001,fp16,0.03433227527420968,-0.29071028623729944,,2.8255406679818407,22.45277436766323,4.738435856658105,0.75,0.7257966660636954,,,,,,16
2000,0.001,fp16,1.9297597780823708,2.0005547776818275,,0.24393697082996368,0.09488329474421953,0.30803132104417486,1.0,0.999178611637014,,,,,,16
2200,0.001,fp16,-0.49781796522438526,-0.42687164805829525,,0.18377630040049553,0.050481355152012575,0.2246805624703939,1.0,0.9993146363601985,,,,,,16
2400,0.001,fp16,1.6508100591599941,1.74174714833498,,0.3143262453377247,0.14298604766466583,0.37813495959070725,1.0,0.9993034658586057,,,,,,16
2600,0.001,fp16,-1.2311934512108564,-1.3401383757591248,,0.3262063357979059,0.1669816363759809,0.4086338659190901,0.9375,0.9984056248971528,,,,,,16
2800,0.001,fp16,0.06961822230368853,-0.07485437393188477,,0.3242194326594472,0.1393378467666851,0.3732798504697047,0.9375,0.9967502801370679,,,,,,16
3000,0.001,fp16,-0.328779187053442,-0.1757248304784298,,1.01068764179945,1.3002583305491435,1.1402887049116743,0.9375,0.9785684852649608,,,,,,16
3200,0.001,fp16,-2.6910302783362567,-2.7283467557281256,,0.4401047448627651,0.2849418946818361,0.5337994892109172,1.0,0.993827506794638,,,,,,16
3400,0.001,fp16,-1.308441013097763,-1.3528495989739895,,0.3421904779970646,0.19650078749063504,0.4432840934329079,0.9375,0.9989467713815628,,,,,,16
3600,0.001,fp16,-1.9800661224871874,-1.9163606390357018,,0.3336752373725176,0.18426857074052277,0.42926515202206056,1.0,0.9982224938339898,,,,,,16
3800,0.001,fp16,-1.8119810614734888,-1.9030014220625162,,0.29611849412322044,0.15255083283760873,0.39057756315181336,1.0,0.9942856532629859,,,,,,16
4000,0.001,fp16,1.0685919933021069,1.2934557273983955,,0.7539105676114559,1.1956999182561108,1.0934806437500897,1.0,0.9907644839193073,,,,,,16
4200,0.001,fp16,-0.1635551881045103,-0.24710771441459656,,0.2600927520543337,0.11145117477065863,0.3338430391226671,1.0,0.9992158444266787,,,,,,16
