global_step,training_h_source,training_h,h_additive,h_two_point,h_two_point_tilde,eps_est,nu3_est,noise_est,delta_tilde,g_tilde,l_tilde,delta_hat,g_hat,l_hat,h2,two_point_precision,additive_noise_precision
50,fixed,0.001,0.001,0.000405148493774125,0.00016414530200744215,nan,nan,nan,4.3957337766187266e-05,11.634597599629476,1.1632458946746617e-05,4.3957337766187266e-05,11.634597599629476,1.1632458946746617e-05,0.006630033013959076,fp16,fp16
100,fixed,0.001,0.001,0.00024841466324089214,0.0001523141412627087,nan,nan,nan,4.488727790885605e-05,9.67652984168983,1.3375185443668752e-05,4.442230783752166e-05,10.655563720659654,1.2503822195207685e-05,0.006630033013959076,fp16,fp16
150,fixed,0.001,0.001,0.00020879083600550726,0.0001754872785331723,nan,nan,nan,4.4240918214200065e-05,18.327100880799172,3.5540007979186534e-06,4.4240918214200065e-05,13.212742774039492,1.1632458946746617e-05,0.0066650062143648195,fp16,fp16
200,fixed,0.001,0.001,0.00019756835786418427,0.0001869490863484106,nan,nan,nan,4.4037595216650516e-05,19.04017066803111,1.1127495700162133e-05,4.4240918214200065e-05,14.669599747537397,1.1379977323454374e-05,0.006651384683973711,fp16,fp16
250,fixed,0.001,0.001,0.00018890119405052177,0.0001806142516922834,nan,nan,nan,4.57922178611625e-05,8.264057579608526,7.293677747358724e-06,4.4240918214200065e-05,13.388491313951622,1.1127495700162133e-05,0.006651384683973711,fp16,fp16
300,fixed,0.001,0.001,0.00019626490827378168,0.00020391567355267036,nan,nan,nan,4.296832412364893e-05,10.161805147404865,8.498419821403385e-06,4.4037595216650516e-05,13.0939328235067,8.498419821403385e-06,0.006651384683973711,fp16,fp16
350,fixed,0.001,0.001,0.00019895095608732594,0.000201673764689745,nan,nan,nan,4.5566561311716214e-05,6.096091080025356,1.0472571563157366e-05,4.5566561311716214e-05,12.377845071173805,8.498419821403385e-06,0.006636082821714216,fp16,fp16
400,fixed,0.001,0.001,0.00019716099739220584,0.0001953871429279638,nan,nan,nan,4.443303987500258e-05,16.010732738010397,7.213952609934925e-06,4.443303987500258e-05,11.914571442616051,8.498419821403385e-06,0.006750300831201245,fp16,fp16
450,fixed,0.001,0.001,0.00018871787460755736,0.00018063631584063817,nan,nan,nan,4.357397119747475e-05,10.384758030094796,1.0319216054238467e-05,4.443303987500258e-05,10.183488915028788,8.498419821403385e-06,0.006665811269080649,fp16,fp16
500,fixed,0.001,0.001,0.00018668374966148793,0.0001846715498473373,nan,nan,nan,4.529551733867265e-05,10.564356171319297,3.315161768982887e-06,4.443303987500258e-05,10.643548633370942,8.498419821403385e-06,0.006665811269080649,fp16,fp16
550,fixed,0.001,0.001,0.0001775589973630759,0.00016888024587972353,nan,nan,nan,4.628414899343625e-05,9.955977425797677,1.0884425308402349e-05,4.529551733867265e-05,10.602383089049505,1.0319216054238467e-05,0.006665811269080649,fp16,fp16
