epoch,global_step,train_loss,train_acc,eval_ran,eval_loss,eval_acc
0.0,0,0.8513078689575195,0.5,NO,,
0.0,0,0.8513078689575195,0.5,NO,,
0.0,0,0.8513078689575195,0.5,NO,,
0.0,0,0.8513078689575195,0.5,NO,,
0.0,0,0.8513078689575195,0.5,NO,,
0.0,0,0.8513078689575195,0.5,NO,,
0.0,0,0.8513078689575195,0.5,NO,,
0.0,0,0.8513078689575195,0.5,NO,,
0.0,0,0.8513078689575195,0.5,NO,,
0.0,0,0.8513078689575195,0.5,NO,,
0.03205128205128205,10,0.8994022607803345,0.375,NO,,
0.03205128205128205,10,0.8994022607803345,0.375,NO,,
0.03205128205128205,10,0.8994022607803345,0.375,NO,,
0.03205128205128205,10,0.8994022607803345,0.375,NO,,
0.03205128205128205,10,0.8994022607803345,0.375,NO,,
0.03205128205128205,10,0.8994022607803345,0.375,NO,,
0.03205128205128205,10,0.8994022607803345,0.375,NO,,
0.03205128205128205,10,0.8994022607803345,0.375,NO,,
0.03205128205128205,10,0.8994022607803345,0.375,NO,,
0.03205128205128205,10,0.8994022607803345,0.375,NO,,
0.0641025641025641,20,0.7633975744247437,0.5,NO,,
0.0641025641025641,20,0.7633975744247437,0.5,NO,,
0.0641025641025641,20,0.7633975744247437,0.5,NO,,
0.0641025641025641,20,0.7633975744247437,0.5,NO,,
0.0641025641025641,20,0.7633975744247437,0.5,NO,,
0.0641025641025641,20,0.7633975744247437,0.5,NO,,
0.0641025641025641,20,0.7633975744247437,0.5,NO,,
0.0641025641025641,20,0.7633975744247437,0.5,NO,,
0.0641025641025641,20,0.7633975744247437,0.5,NO,,
0.0641025641025641,20,0.7633975744247437,0.5,NO,,
0.09615384615384616,30,0.9497767686843872,0.25,NO,,
0.09615384615384616,30,0.9497767686843872,0.25,NO,,
0.09615384615384616,30,0.9497767686843872,0.25,NO,,
0.09615384615384616,30,0.9497767686843872,0.25,NO,,
0.09615384615384616,30,0.9497767686843872,0.25,NO,,
0.09615384615384616,30,0.9497767686843872,0.25,NO,,
0.09615384615384616,30,0.9497767686843872,0.25,NO,,
0.09615384615384616,30,0.9497767686843872,0.25,NO,,
0.09615384615384616,30,0.9497767686843872,0.25,NO,,
0.09615384615384616,30,0.9497767686843872,0.25,NO,,
0.1282051282051282,40,0.89588463306427,0.375,NO,,
0.1282051282051282,40,0.89588463306427,0.375,NO,,
0.1282051282051282,40,0.89588463306427,0.375,NO,,
0.1282051282051282,40,0.89588463306427,0.375,NO,,
0.1282051282051282,40,0.89588463306427,0.375,NO,,
0.1282051282051282,40,0.89588463306427,0.375,NO,,
0.1282051282051282,40,0.89588463306427,0.375,NO,,
0.1282051282051282,40,0.89588463306427,0.375,NO,,
0.1282051282051282,40,0.89588463306427,0.375,NO,,
0.1282051282051282,40,0.89588463306427,0.375,NO,,
0.16025641025641027,50,0.8238402009010315,0.375,NO,,
0.16025641025641027,50,0.8238402009010315,0.375,NO,,
0.16025641025641027,50,0.8238402009010315,0.375,NO,,
0.16025641025641027,50,0.8238402009010315,0.375,NO,,
0.16025641025641027,50,0.8238402009010315,0.375,NO,,
0.16025641025641027,50,0.8238402009010315,0.375,NO,,
0.16025641025641027,50,0.8238402009010315,0.375,NO,,
0.16025641025641027,50,0.8238402009010315,0.375,NO,,
0.16025641025641027,50,0.8238402009010315,0.375,NO,,
0.16025641025641027,50,0.8238402009010315,0.375,NO,,
0.19230769230769232,60,0.5352630019187927,0.875,NO,,
0.19230769230769232,60,0.5352630019187927,0.875,NO,,
0.19230769230769232,60,0.5352630019187927,0.875,NO,,
0.19230769230769232,60,0.5352630019187927,0.875,NO,,
