run_name,precision_mode,h,checkpoint_step,checkpoint_path,exists,size_gb,resumable_status
fp32_h1e-9_seed16_bs64_ckpt1k,fp32,1e-09,step_1000,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_left_tail_seed16_bs64_ckpt1k_20260519/fp32/h_left_tail_checkpointed/results/fp32_h1e-9_seed16_bs64_ckpt1k/seed16/checkpoints/step_1000,True,1.716243,ok
fp32_h1e-9_seed16_bs64_ckpt1k,fp32,1e-09,step_2000,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_left_tail_seed16_bs64_ckpt1k_20260519/fp32/h_left_tail_checkpointed/results/fp32_h1e-9_seed16_bs64_ckpt1k/seed16/checkpoints/step_2000,True,1.716304,ok
fp32_h1e-9_seed16_bs64_ckpt1k,fp32,1e-09,step_3000,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_left_tail_seed16_bs64_ckpt1k_20260519/fp32/h_left_tail_checkpointed/results/fp32_h1e-9_seed16_bs64_ckpt1k/seed16/checkpoints/step_3000,True,1.716364,ok
fp32_h1e-9_seed16_bs64_ckpt1k,fp32,1e-09,step_4000,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_left_tail_seed16_bs64_ckpt1k_20260519/fp32/h_left_tail_checkpointed/results/fp32_h1e-9_seed16_bs64_ckpt1k/seed16/checkpoints/step_4000,True,1.716423,ok
fp32_h1e-9_seed16_bs64_ckpt1k,fp32,1e-09,step_5000,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_left_tail_seed16_bs64_ckpt1k_20260519/fp32/h_left_tail_checkpointed/results/fp32_h1e-9_seed16_bs64_ckpt1k/seed16/checkpoints/step_5000,True,1.716484,ok
fp32_h1e-9_seed16_bs64_ckpt1k,fp32,1e-09,step_6000,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_left_tail_seed16_bs64_ckpt1k_20260519/fp32/h_left_tail_checkpointed/results/fp32_h1e-9_seed16_bs64_ckpt1k/seed16/checkpoints/step_6000,True,1.716545,ok
fp32_h1e-9_seed16_bs64_ckpt1k,fp32,1e-09,step_7000,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_left_tail_seed16_bs64_ckpt1k_20260519/fp32/h_left_tail_checkpointed/results/fp32_h1e-9_seed16_bs64_ckpt1k/seed16/checkpoints/step_7000,True,1.716606,ok
fp32_h1e-9_seed16_bs64_ckpt1k,fp32,1e-09,step_8000,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_left_tail_seed16_bs64_ckpt1k_20260519/fp32/h_left_tail_checkpointed/results/fp32_h1e-9_seed16_bs64_ckpt1k/seed16/checkpoints/step_8000,True,1.716669,ok
fp32_h1e-9_seed16_bs64_ckpt1k,fp32,1e-09,step_9000,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_left_tail_seed16_bs64_ckpt1k_20260519/fp32/h_left_tail_checkpointed/results/fp32_h1e-9_seed16_bs64_ckpt1k/seed16/checkpoints/step_9000,True,1.716730,ok
fp32_h1e-9_seed16_bs64_ckpt1k,fp32,1e-09,step_10000,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_left_tail_seed16_bs64_ckpt1k_20260519/fp32/h_left_tail_checkpointed/results/fp32_h1e-9_seed16_bs64_ckpt1k/seed16/checkpoints/step_10000,True,1.716792,ok
fp32_h1e-9_seed16_bs64_ckpt1k,fp32,1e-09,step_11000,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_left_tail_seed16_bs64_ckpt1k_20260519/fp32/h_left_tail_checkpointed/results/fp32_h1e-9_seed16_bs64_ckpt1k/seed16/checkpoints/step_11000,True,1.716854,ok
fp32_h1e-9_seed16_bs64_ckpt1k,fp32,1e-09,step_12000,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_left_tail_seed16_bs64_ckpt1k_20260519/fp32/h_left_tail_checkpointed/results/fp32_h1e-9_seed16_bs64_ckpt1k/seed16/checkpoints/step_12000,True,1.716917,ok
fp32_h1e-9_seed16_bs64_ckpt1k,fp32,1e-09,step_13000,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_left_tail_seed16_bs64_ckpt1k_20260519/fp32/h_left_tail_checkpointed/results/fp32_h1e-9_seed16_bs64_ckpt1k/seed16/checkpoints/step_13000,True,1.716979,ok
fp32_h1e-9_seed16_bs64_ckpt1k,fp32,1e-09,step_14000,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_left_tail_seed16_bs64_ckpt1k_20260519/fp32/h_left_tail_checkpointed/results/fp32_h1e-9_seed16_bs64_ckpt1k/seed16/checkpoints/step_14000,True,1.717041,ok
fp32_h1e-9_seed16_bs64_ckpt1k,fp32,1e-09,step_15000,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_left_tail_seed16_bs64_ckpt1k_20260519/fp32/h_left_tail_checkpointed/results/fp32_h1e-9_seed16_bs64_ckpt1k/seed16/checkpoints/step_15000,True,1.717102,ok
fp32_h1e-9_seed16_bs64_ckpt1k,fp32,1e-09,step_16000,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_left_tail_seed16_bs64_ckpt1k_20260519/fp32/h_left_tail_checkpointed/results/fp32_h1e-9_seed16_bs64_ckpt1k/seed16/checkpoints/step_16000,True,1.717165,ok
fp32_h1e-9_seed16_bs64_ckpt1k,fp32,1e-09,step_17000,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_left_tail_seed16_bs64_ckpt1k_20260519/fp32/h_left_tail_checkpointed/results/fp32_h1e-9_seed16_bs64_ckpt1k/seed16/checkpoints/step_17000,True,1.717227,ok
fp32_h1e-9_seed16_bs64_ckpt1k,fp32,1e-09,step_18000,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_left_tail_seed16_bs64_ckpt1k_20260519/fp32/h_left_tail_checkpointed/results/fp32_h1e-9_seed16_bs64_ckpt1k/seed16/checkpoints/step_18000,True,1.717291,ok
fp32_h1e-9_seed16_bs64_ckpt1k,fp32,1e-09,step_19000,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_left_tail_seed16_bs64_ckpt1k_20260519/fp32/h_left_tail_checkpointed/results/fp32_h1e-9_seed16_bs64_ckpt1k/seed16/checkpoints/step_19000,True,1.717354,ok
fp32_h1e-9_seed16_bs64_ckpt1k,fp32,1e-09,step_20000,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_left_tail_seed16_bs64_ckpt1k_20260519/fp32/h_left_tail_checkpointed/results/fp32_h1e-9_seed16_bs64_ckpt1k/seed16/checkpoints/step_20000,True,1.717418,ok
fp32_h1e-9_seed16_bs64_ckpt1k,fp32,1e-09,final,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_left_tail_seed16_bs64_ckpt1k_20260519/fp32/h_left_tail_checkpointed/results/fp32_h1e-9_seed16_bs64_ckpt1k/seed16/checkpoints/final,True,1.717418,ok
fp32_h1e-9_seed16_bs64_ckpt1k,fp32,1e-09,best_acc,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_left_tail_seed16_bs64_ckpt1k_20260519/fp32/h_left_tail_checkpointed/results/fp32_h1e-9_seed16_bs64_ckpt1k/seed16/checkpoints/best_acc,True,1.716484,ok
fp32_h1e-9_seed16_bs64_ckpt1k,fp32,1e-09,best_loss,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_left_tail_seed16_bs64_ckpt1k_20260519/fp32/h_left_tail_checkpointed/results/fp32_h1e-9_seed16_bs64_ckpt1k/seed16/checkpoints/best_loss,True,1.716484,ok
fp16_h1e-9_seed16_bs64_ckpt1k,fp16,1e-09,step_1000,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_left_tail_seed16_bs64_ckpt1k_20260519/fp16/h_left_tail_checkpointed/results/fp16_h1e-9_seed16_bs64_ckpt1k/seed16/checkpoints/step_1000,True,0.860423,ok
fp16_h1e-9_seed16_bs64_ckpt1k,fp16,1e-09,step_2000,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_left_tail_seed16_bs64_ckpt1k_20260519/fp16/h_left_tail_checkpointed/results/fp16_h1e-9_seed16_bs64_ckpt1k/seed16/checkpoints/step_2000,True,0.860474,ok
fp16_h1e-9_seed16_bs64_ckpt1k,fp16,1e-09,step_3000,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_left_tail_seed16_bs64_ckpt1k_20260519/fp16/h_left_tail_checkpointed/results/fp16_h1e-9_seed16_bs64_ckpt1k/seed16/checkpoints/step_3000,True,0.860524,ok
fp16_h1e-9_seed16_bs64_ckpt1k,fp16,1e-09,step_4000,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_left_tail_seed16_bs64_ckpt1k_20260519/fp16/h_left_tail_checkpointed/results/fp16_h1e-9_seed16_bs64_ckpt1k/seed16/checkpoints/step_4000,True,0.860575,ok
fp16_h1e-9_seed16_bs64_ckpt1k,fp16,1e-09,step_5000,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_left_tail_seed16_bs64_ckpt1k_20260519/fp16/h_left_tail_checkpointed/results/fp16_h1e-9_seed16_bs64_ckpt1k/seed16/checkpoints/step_5000,True,0.860626,ok
fp16_h1e-9_seed16_bs64_ckpt1k,fp16,1e-09,step_6000,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_left_tail_seed16_bs64_ckpt1k_20260519/fp16/h_left_tail_checkpointed/results/fp16_h1e-9_seed16_bs64_ckpt1k/seed16/checkpoints/step_6000,True,0.860676,ok
fp16_h1e-9_seed16_bs64_ckpt1k,fp16,1e-09,step_7000,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_left_tail_seed16_bs64_ckpt1k_20260519/fp16/h_left_tail_checkpointed/results/fp16_h1e-9_seed16_bs64_ckpt1k/seed16/checkpoints/step_7000,True,0.860727,ok
fp16_h1e-9_seed16_bs64_ckpt1k,fp16,1e-09,step_8000,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_left_tail_seed16_bs64_ckpt1k_20260519/fp16/h_left_tail_checkpointed/results/fp16_h1e-9_seed16_bs64_ckpt1k/seed16/checkpoints/step_8000,True,0.860778,ok
fp16_h1e-9_seed16_bs64_ckpt1k,fp16,1e-09,step_9000,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_left_tail_seed16_bs64_ckpt1k_20260519/fp16/h_left_tail_checkpointed/results/fp16_h1e-9_seed16_bs64_ckpt1k/seed16/checkpoints/step_9000,True,0.860829,ok
fp16_h1e-9_seed16_bs64_ckpt1k,fp16,1e-09,step_10000,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_left_tail_seed16_bs64_ckpt1k_20260519/fp16/h_left_tail_checkpointed/results/fp16_h1e-9_seed16_bs64_ckpt1k/seed16/checkpoints/step_10000,True,0.860879,ok
fp16_h1e-9_seed16_bs64_ckpt1k,fp16,1e-09,step_11000,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_left_tail_seed16_bs64_ckpt1k_20260519/fp16/h_left_tail_checkpointed/results/fp16_h1e-9_seed16_bs64_ckpt1k/seed16/checkpoints/step_11000,True,0.860930,ok
fp16_h1e-9_seed16_bs64_ckpt1k,fp16,1e-09,step_12000,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_left_tail_seed16_bs64_ckpt1k_20260519/fp16/h_left_tail_checkpointed/results/fp16_h1e-9_seed16_bs64_ckpt1k/seed16/checkpoints/step_12000,True,0.860981,ok
fp16_h1e-9_seed16_bs64_ckpt1k,fp16,1e-09,step_13000,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_left_tail_seed16_bs64_ckpt1k_20260519/fp16/h_left_tail_checkpointed/results/fp16_h1e-9_seed16_bs64_ckpt1k/seed16/checkpoints/step_13000,True,0.861032,ok
fp16_h1e-9_seed16_bs64_ckpt1k,fp16,1e-09,step_14000,/scratch/jy03364/MeZO_/experiments/main_latest/mezo/roberta-large/sst5/fp32_fp16_h_sweep_left_tail_seed16_bs64_ckpt1k_20260519/fp16/h_left_tail_checkpointed/results/fp16_h1e-9_seed16_bs64_ckpt1k/seed16/checkpoints/step_14000,True,0.861083,ok
