global_step,eps,precision,zo_quantization_bits,fd_mean,td_mean,td_u2_mean_debug,mae,mse,rmse,sign_acc,corr,mae_u2_debug,mse_u2_debug,rmse_u2_debug,sign_acc_u2_debug,corr_u2_debug,probe_num_seeds
200,0.001,fp16,16,0.35095209162682295,0.28433362301439047,,0.38181116059422493,0.22970349437572782,0.47927392415582953,0.875,0.9945148389469961,,,,,,16
400,0.001,fp16,16,0.2746581546962261,0.1854806076735258,,0.5158534813672304,0.4677943386557473,0.6839549244327051,0.875,0.9951249261976572,,,,,,16
600,0.001,fp16,16,0.4272460900247097,0.49728770181536674,,0.44125034287571907,0.24508445197295659,0.495060048855648,1.0,0.9943602039649009,,,,,,16
800,0.001,fp16,16,0.5340575566515326,0.365852702409029,,0.64303367305547,0.5868647132806946,0.7660709583848578,1.0,0.9860167190801213,,,,,,16
1000,0.001,fp16,16,-0.015258783474564552,-0.03423882322385907,,0.3489817106164992,0.15541906022668994,0.3942322414855106,0.9375,0.9885300768991797,,,,,,16
1200,0.001,fp16,16,-0.4882811829447746,-0.3168610706925392,,0.3893764317035675,0.23346955424658267,0.48318687300731034,1.0,0.9933522512119026,,,,,,16
1400,0.001,fp16,16,-1.739501839503646,-2.179422300308943,,0.701186565682292,0.7912613529379782,0.8895287251899053,1.0,0.9981275246563305,,,,,,16
1600,0.001,fp16,16,1.113891483284533,1.0655245669186115,,0.5700179962441325,0.5284047105252389,0.7269145139046536,0.9375,0.9937940206486928,,,,,,16
1800,0.001,fp16,16,0.7019042083993554,0.6745848522987217,,0.3539841033052653,0.1591459699227429,0.39893103404315755,1.0,0.9960408229492396,,,,,,16
2000,0.001,fp16,16,-0.717163017950952,-0.5707474702503532,,0.343888170318678,0.17854659202861117,0.4225477393485985,0.9375,0.993733279525719,,,,,,16
2200,0.001,fp16,16,0.8392333202064037,1.063298277091235,,0.4361938056536019,0.2432898361106581,0.493244195212329,1.0,0.9956253018217132,,,,,,16
2400,0.001,fp16,16,0.6103514963760972,0.7661812687292695,,0.5458333194255829,0.4263899336525833,0.6529854007959008,0.875,0.9943473103483177,,,,,,16
2600,0.001,fp16,16,0.21362304128706455,0.21329911332577467,,0.48176532331854105,0.3575855837577282,0.5979846016058676,0.9375,0.9962761574419285,,,,,,16
2800,0.001,fp16,16,-2.822875691577792,-2.8760361135937274,,0.4188174563460052,0.24267909404795035,0.4926246989828569,1.0,0.9909603449917613,,,,,,16
3000,0.001,fp16,16,1.0223387768492103,1.03357208147645,,0.3959736516699195,0.2088879384424403,0.45704260024907994,1.0,0.991602094150325,,,,,,16
3200,0.001,fp16,16,0.30517576448619366,0.12519492208957672,,0.3882081340998411,0.2400479356710405,0.4899468702533373,1.0,0.9968066791397417,,,,,,16
3400,0.001,fp16,16,-0.1525878682732582,-0.32387469708919525,,0.4720427021384239,0.36107235857368725,0.6008929676520497,0.9375,0.983609681136144,,,,,,16
3600,0.001,fp16,16,0.6561278589069843,0.8862511618062854,,0.40750555973500013,0.26566442362454296,0.5154264483168699,1.0,0.9933750274972759,,,,,,16
3800,0.001,fp16,16,-3.4484860319644213,-3.2251077480614185,,0.4923024754971266,0.37044767466696854,0.6086441280970092,1.0,0.9949789114830239,,,,,,16
4000,0.001,fp16,16,-1.9531248304992914,-1.793198823928833,,0.35055852122604847,0.169012437077885,0.4111112222718871,1.0,0.9952918278378522,,,,,,16
4200,0.001,fp16,16,1.0223387563601136,1.143411980010569,,0.37942124158143997,0.20801725767292778,0.4560890896227707,1.0,0.9939057346079098,,,,,,16
4400,0.001,fp16,16,0.0762939378619194,0.13909663539379835,,0.33382298331707716,0.2011522957521541,0.44850005100574303,0.9375,0.9825856614060745,,,,,,16
4600,0.001,fp16,16,-0.33569333516061306,-0.17167039774358273,,0.37037185952067375,0.22547326250595778,0.47484024945865505,0.9375,0.9900796290991658,,,,,,16
4800,0.001,fp16,16,0.5340575743466616,0.6643171608448029,,0.44827556051313877,0.31734264770390325,0.5633317385909508,1.0,0.9899729245819904,,,,,,16
