time,step,epoch,phase,metric,value,task,model,eps
2025-11-21 15:55:13,1,0.00018264840182648402,train,loss,1.3535,SQuAD,opt-1.3b,0.000215
2025-11-21 15:55:13,1,0.00018264840182648402,train,learning_rate,1e-07,SQuAD,opt-1.3b,0.000215
2025-11-21 15:55:13,1,0.00018264840182648402,train,epoch,0.0,SQuAD,opt-1.3b,0.000215
2025-11-21 15:55:19,2,0.00036529680365296805,train,loss,1.7891,SQuAD,opt-1.3b,0.000215
2025-11-21 15:55:19,2,0.00036529680365296805,train,learning_rate,1e-07,SQuAD,opt-1.3b,0.000215
2025-11-21 15:55:19,2,0.00036529680365296805,train,epoch,0.0,SQuAD,opt-1.3b,0.000215
2025-11-21 15:55:24,3,0.000547945205479452,train,loss,1.7939,SQuAD,opt-1.3b,0.000215
2025-11-21 15:55:24,3,0.000547945205479452,train,learning_rate,1e-07,SQuAD,opt-1.3b,0.000215
2025-11-21 15:55:24,3,0.000547945205479452,train,epoch,0.0,SQuAD,opt-1.3b,0.000215
2025-11-21 15:55:29,4,0.0007305936073059361,train,loss,2.1797,SQuAD,opt-1.3b,0.000215
2025-11-21 15:55:29,4,0.0007305936073059361,train,learning_rate,1e-07,SQuAD,opt-1.3b,0.000215
2025-11-21 15:55:29,4,0.0007305936073059361,train,epoch,0.0,SQuAD,opt-1.3b,0.000215
2025-11-21 15:55:33,5,0.0009132420091324201,train,loss,1.3564,SQuAD,opt-1.3b,0.000215
2025-11-21 15:55:33,5,0.0009132420091324201,train,learning_rate,1e-07,SQuAD,opt-1.3b,0.000215
2025-11-21 15:55:33,5,0.0009132420091324201,train,epoch,0.0,SQuAD,opt-1.3b,0.000215
2025-11-21 15:55:37,6,0.001095890410958904,train,loss,1.543,SQuAD,opt-1.3b,0.000215
2025-11-21 15:55:37,6,0.001095890410958904,train,learning_rate,1e-07,SQuAD,opt-1.3b,0.000215
2025-11-21 15:55:37,6,0.001095890410958904,train,epoch,0.0,SQuAD,opt-1.3b,0.000215
2025-11-21 15:55:43,7,0.0012785388127853881,train,loss,1.4307,SQuAD,opt-1.3b,0.000215
