global_step,eps,zo_two_point_precision,fd_mean,td_mean,mae,mse,rmse,sign_acc,corr,probe_num_seeds
200,0.0001,fp16,0.25272369384765625,-0.3615013062953949,7.2917819917202,76.71824679964045,8.75889529562036,0.5,0.12494171282132352,16
400,0.0001,fp16,0.91552734375,-1.2019939720630646,12.342515140771866,215.38987966637382,14.676167063180149,0.5,0.04416207025542606,16
600,0.0001,fp16,3.7670135498046875,-0.8067641220986843,12.612802412360907,252.4686514315298,15.889262142451102,0.5,-0.38065725382574983,16
800,0.0001,fp16,1.583099365234375,0.2649063169956207,8.040108665823936,89.30391205397504,9.450074711555198,0.3125,-0.10172520348228907,16
1000,0.0001,fp16,0.782012939453125,6.258783884346485,11.574369482696056,188.40370224418928,13.726022812314909,0.5,0.07853684975444042,16
1200,0.0001,fp16,-1.33514404296875,-2.3555173575878143,7.94444876909256,81.01681373609537,9.000934047980541,0.5,0.14765113032661126,16
1400,0.0001,fp16,-4.9686431884765625,1.9378806799650192,13.011333748698235,228.0326357872062,15.100749510776152,0.375,-0.3114443312709173,16
1600,0.0001,fp16,-1.392364501953125,-3.668131396174431,10.05227316915989,136.11839677376054,11.666978905173375,0.4375,-0.031155853871091446,16
1800,0.0001,fp16,1.7404556274414062,-1.2250129282474518,21.327933460474014,570.0966201220103,23.876696172670336,0.25,-0.05063691411058908,16
2000,0.0001,fp16,-3.719329833984375,-0.12512187659740448,10.937996909022331,185.21324963147254,13.609307463330842,0.4375,-0.3228136683734844,16
2200,0.0001,fp16,-0.91552734375,-1.9692009687423706,13.249663457274437,267.7280982810681,16.362398915839577,0.5,-0.11759280467558603,16
2400,0.0001,fp16,-0.03814697265625,0.2925781384110451,12.440293349325657,222.48225543438724,14.915839079126163,0.5625,0.06794942293051796,16
2600,0.0001,fp16,-4.179477691650391,-0.7558862268924713,16.997413784265518,395.0478302007025,19.87581017721548,0.4375,-0.3730055245761809,16
2800,0.0001,fp16,2.7322769165039062,-13.211221933364868,34.559392631053925,1707.9480009947754,41.327327532696515,0.3125,-0.11895225007934361,16
3000,0.0001,fp16,-7.061958312988281,1.1303697116672993,14.429125178605318,267.2649113201264,16.348238783432496,0.375,-0.026240391407454558,16
3200,0.0001,fp16,2.8133392333984375,-0.31794457137584686,7.699029847979546,72.80852191388024,8.532790980322924,0.4375,0.40864431109395877,16
3400,0.0001,fp16,0.04291534423828125,-1.1656324341893196,8.928865380585194,127.41477070626496,11.287815143164995,0.4375,-0.01757297036823488,16
3600,0.0001,fp16,1.1014938354492188,-0.8449978679418564,12.414844796061516,206.64897647271908,14.37529048307265,0.4375,-0.2167073348663882,16
3800,0.0001,fp16,3.8909912109375,0.15230891108512878,15.492654830217361,360.92335260608667,18.997982856242572,0.6875,0.19098301129632841,16
4000,0.0001,fp16,1.2063980102539062,3.5675895884633064,9.639552183449268,164.69816189071693,12.833478168085101,0.5625,-0.06370929604885582,16
4200,0.0001,fp16,-0.9679794311523438,-2.9318203665316105,12.278920460492373,218.16036687737542,14.770252769583038,0.4375,-0.174991444018014,16
4400,0.0001,fp16,-2.803802490234375,1.6068663150072098,10.983505174517632,211.1616954948564,14.531403768901901,0.375,-0.13430280385093324,16
4600,0.0001,fp16,0.87738037109375,-6.064120307564735,14.754784628748894,307.4724375038216,17.53489200148725,0.4375,-0.035566543197732704,16
4800,0.0001,fp16,-1.25885009765625,0.06464584171772003,13.07962416112423,365.44426182787515,19.11659650219869,0.5625,0.12798385677052349,16
5000,0.0001,fp16,1.926422119140625,-5.072942920029163,9.23501155525446,127.42940348123551,11.288463291397793,0.4375,-0.12072109005616999,16
