global_step,eps,zo_two_point_precision,fd_mean,td_mean,mae,mse,rmse,sign_acc,corr,probe_num_seeds
200,3e-06,fp16,-2.861022859811783,-0.8508760556578636,22.275325171649456,592.7646947156142,24.34675942945209,0.4375,0.20871899412194878,16
400,3e-06,fp16,-5.8809910118579865,0.13870743662118912,17.296487398445606,431.4029585654987,20.77024214027123,0.625,0.28619625052983766,16
600,3e-06,fp16,-13.669330954551697,1.868911661207676,26.94929287582636,1173.1794906269827,34.2517078497844,0.5625,-0.013500597714200162,16
800,3e-06,fp16,-5.0862627029418945,-2.2106567919254303,29.013428688049316,1263.0033758916582,35.53875878377941,0.3125,-0.2916670151846652,16
1000,3e-06,fp16,5.563100039958954,5.080689579248428,20.68183821439743,578.0572858584039,24.042821919616756,0.6875,0.11640274683669642,16
1200,3e-06,fp16,-9.854633629322052,-2.0096924901008606,19.03633224964142,485.12750280124874,22.025610157297542,0.75,0.3250150564881048,16
1400,3e-06,fp16,-0.9536741375923157,2.7409644722938538,14.663980424404144,299.75136150755543,17.31332901286045,0.375,0.2353026539643765,16
1600,3e-06,fp16,-8.940696716308594e-08,-3.000583216547966,16.610947459936142,447.15971051705867,21.146151198671088,0.625,0.30422507795318304,16
1800,3e-06,fp16,3.8146972358226776,0.8959697782993317,23.774083375930786,866.7517462588411,29.440647857322045,0.625,-0.12739706323979982,16
2000,3e-06,fp16,0.3178914785385132,-0.14665742963552475,13.746944107115269,330.4401732567012,18.178013457380352,0.4375,-0.24221999574743938,16
2200,3e-06,fp16,-2.5431313514709473,-1.3991375267505646,17.40497249364853,430.3450204825849,20.744758867785976,0.5,-0.09067125318588344,16
2400,3e-06,fp16,6.516774296760559,-2.3276569098234177,18.011873796582222,594.6979790563464,24.386430223719632,0.5625,0.19509545233361725,16
2600,3e-06,fp16,-1.9073483347892761,-1.8063862100243568,21.525721542537212,719.6148419332047,26.825637773093202,0.25,-0.037408225189867375,16
2800,3e-06,fp16,5.404154002666473,-1.1463112384080887,20.15337534248829,549.4986524719973,23.441387596983187,0.5,0.03614245155792799,16
3000,3e-06,fp16,-19.232430636882782,0.07076828181743622,24.47909088432789,910.9509038374571,30.181963220397993,0.4375,0.11214517390180632,16
3200,3e-06,fp16,-1.1126199662685394,1.2797576859593391,17.53081925958395,446.6147816282386,21.133262446395694,0.4375,0.033372793951859596,16
3400,3e-06,fp16,-4.291534185409546,-1.940246544778347,16.514968045055866,475.4408769574659,21.804606782913236,0.75,0.19958483962891302,16
3600,3e-06,fp16,-10.649362355470657,1.5370622128248215,21.29055319726467,549.0287871223476,23.431363321888625,0.375,-0.141683690277349,16
3800,3e-06,fp16,4.291534125804901,-2.2517105117440224,21.523303724825382,626.0150641653693,25.02029304715213,0.3125,0.049842626963007196,16
4000,3e-06,fp16,-0.4768370985984802,2.0677440613508224,10.769680008292198,159.22004265788075,12.618242455186886,0.625,0.5124444116471966,16
4200,3e-06,fp16,11.761982321739197,-6.244989514350891,31.39124196767807,1632.0416860345997,40.39853569171288,0.375,-0.11051856230153816,16
4400,3e-06,fp16,-5.4041542410850525,2.071180861443281,22.99082761630416,746.9599337187622,27.330567753319034,0.375,-0.08120964250383036,16
4600,3e-06,fp16,-3.1789141297340393,-2.777026303112507,21.520558051764965,621.1083428602872,24.92204531855857,0.25,-0.3895438384072855,16
4800,3e-06,fp16,2.7020770013332367,1.7176101673394442,16.345912205055356,384.20659141918475,19.60118852057662,0.4375,0.007348890755909037,16
5000,3e-06,fp16,-6.198882699012756,-2.325190369039774,15.466062907129526,407.22678215356086,20.17986080609975,0.625,0.3394122230139359,16
5200,3e-06,fp16,11.285145312547684,0.5160733163356781,23.564344942569733,975.1252491806074,31.226995519591817,0.4375,-0.44248815033906314,16
5400,3e-06,fp16,-7.629394173622131,-1.9823884963989258,13.415582716464996,250.4726991689951,15.826329301799426,0.625,0.49958989748594484,16
5600,3e-06,fp16,2.861022800207138,0.23625120520591736,22.188271939754486,1051.7553764407014,32.430778227490954,0.5,-0.3839319884269029,16
5800,3e-06,fp16,-0.15894576907157898,-1.164065919816494,21.341531448066235,593.6115521296512,24.36414480603929,0.625,0.5007793473720984,16
6000,3e-06,fp16,-0.9536741971969604,-0.8108888193964958,14.12295100837946,387.9985629013805,19.697679124744127,0.625,0.07330776532417255,16
6200,3e-06,fp16,1.4305113852024078,-0.580674447119236,22.27574621886015,651.9941232346184,25.53417559340067,0.375,-0.2971031833096959,16
6400,3e-06,fp16,6.834665387868881,2.4527522195130587,16.9369664657861,480.2730148246033,21.91513209690061,0.375,-0.15565500050073114,16
6600,3e-06,fp16,-3.337859958410263,-0.8052647262811661,22.103774562478065,661.5285293827633,25.720196915707376,0.4375,-0.07387506835772714,16
6800,3e-06,fp16,2.225239872932434,0.8555036932229996,16.843140050768852,369.1940007320924,19.2144216861214,0.4375,-0.061425916381784414,16
7000,3e-06,fp16,-7.629393965005875,0.6393017508089542,16.45279873535037,423.65474821554716,20.582875120243703,0.5625,0.585519286921788,16
7200,3e-06,fp16,-8.742013841867447,-1.416367381811142,21.91557475924492,760.0748493766492,27.56945500688487,0.375,-0.13704451423898892,16
7400,3e-06,fp16,-9.695687979459763,1.069917943328619,23.66158290579915,832.3968602440491,28.85128871028206,0.5,-0.23190497706347854,16
7600,3e-06,fp16,-8.900959551334381,-0.11572360247373581,23.104948289692402,643.4431934194422,25.366182082044634,0.5625,0.34481713194440367,16
7800,3e-06,fp16,-5.324681311845779,-0.4365188777446747,20.40398359298706,673.2979319752267,25.947985123612714,0.5625,0.040116013365731756,16
8000,3e-06,fp16,-3.0199682116508484,-1.0106624495238066,26.65843947418034,914.8929111664396,30.247196748896247,0.4375,-0.13916686326743857,16
8200,3e-06,fp16,-1.7484027743339539,-0.17752689123153687,19.9433034658432,650.2857642766894,25.500701250685037,0.4375,-0.02390964321305302,16
8400,3e-06,fp16,10.64936250448227,1.2662824615836143,20.389901764690876,584.1350057544391,24.168885074707916,0.375,-0.139454496451502,16
8600,3e-06,fp16,-5.722045570611954,-0.1482430100440979,26.230236440896988,1283.0041135831555,35.81904679891908,0.5,-0.23259040662258018,16
8800,3e-06,fp16,2.7020770013332367,3.3437612168490887,15.747971426695585,392.7645614747827,19.818288560690167,0.5,-0.20963283580434672,16
9000,3e-06,fp16,9.218851178884506,-0.7226927056908607,15.986402653157711,414.07171373864037,20.348752142051374,0.5,-0.09299069031638674,16
9200,3e-06,fp16,-10.967253804206848,0.3380565233528614,25.589969594031572,1133.7247750633128,33.67082973529629,0.5625,0.1329013319559237,16
9400,3e-06,fp16,-12.71565693616867,-2.1402962058782578,31.61778734624386,1688.1967225918,41.08767117508365,0.4375,0.23457415847983884,16
9600,3e-06,fp16,-1.9073485136032104,1.1054214984178543,13.166683092713356,277.60558792282984,16.66150017023767,0.75,0.6011221543214338,16
9800,3e-06,fp16,0.31789126992225647,2.8008954972028732,19.457500979304314,668.1415956880362,25.84843507232181,0.5625,-0.2329186334714862,16
10000,3e-06,fp16,8.742014110088348,3.0374481081962585,16.113056480884552,405.78798653535625,20.14417996681315,0.5625,0.013499561690642287,16
10200,3e-06,fp16,2.3841858506202698,1.9960006773471832,32.09165570139885,1377.76170471282,37.118212574325554,0.4375,0.13500285469056797,16
10400,3e-06,fp16,-0.15894553065299988,0.3441849499940872,15.992656007409096,514.5952668981865,22.68469234744405,0.375,-0.05657007342791117,16
10600,3e-06,fp16,5.722045481204987,-0.09109357371926308,15.160102661699057,358.82110535411505,18.942573884087533,0.625,0.34918787849878874,16
10800,3e-06,fp16,4.1325885355472565,-0.6035179607570171,16.699126090854406,486.73058264924407,22.0619714134808,0.5,0.02223657069380253,16
11000,3e-06,fp16,1.112619936466217,2.374993711709976,26.93434026837349,1088.6039387700046,32.99399852655032,0.375,-0.39276859028406097,16
11200,3e-06,fp16,-1.9073483645915985,2.1330823488533497,15.366858135908842,342.66209071675553,18.51113423636584,0.625,0.07951162453186908,16
11400,3e-06,fp16,10.013579607009888,0.10556027293205261,23.766873687505722,799.2480581901787,28.270975543659237,0.4375,-0.13955787517408744,16
11600,3e-06,fp16,-3.337859958410263,-0.37028468400239944,17.63377919048071,427.0181480707739,20.66441743845623,0.4375,-0.02809417775404601,16
11800,3e-06,fp16,-5.0862627029418945,-5.317128002643585,23.98811662197113,989.4157279129088,31.45497938185477,0.375,-0.43298898009444603,16
12000,3e-06,fp16,4.92731711268425,0.29207440465688705,16.457542918622494,513.0163809322294,22.649864920838475,0.6875,0.2853396767662772,16
12200,3e-06,fp16,5.5630998611450195,1.1546960324048996,15.791707172989845,398.6234433886989,19.965556425722248,0.4375,-0.2390679062512178,16
12400,3e-06,fp16,-7.152556657791138,-2.507791317999363,19.683932788670063,534.150117779489,23.111687904164185,0.6875,0.09828526773889265,16
12600,3e-06,fp16,3.8146973252296448,1.1420883415266871,30.049737689085305,1225.242660747936,35.003466410456205,0.375,-0.3736740218479681,16
12800,3e-06,fp16,5.56309974193573,3.2002574913203716,16.746119629591703,592.7689094796108,24.34684598627943,0.5,0.16054824891834396,16
13000,3e-06,fp16,-4.609425336122513,-4.130115132778883,21.50758309289813,677.6104977299026,26.03095268579125,0.5,-0.020192216695431368,16
13200,3e-06,fp16,-2.0662941932678223,-1.1750835794955492,15.793332977220416,336.1963117089226,18.335656838764262,0.5,-0.04933746035893913,16
