group,model,dataset,seed,checkpoint,d_trainable,Delta_mode,Delta_value,G_method,G_hat,h_G,L_mode,L_q,L_hat,h2_L,hstar_cont,hstar_cont_q50,hstar_cont_q95,notes,source_output_dir
A_seed,roberta-large,sst-5,16,initial_pretrained,407938142,delta_ulp_rms,4.466073069942735e-05,absG,13.599494754343972,0.0003,L_clean32,q90,3.506662235592895e-05,1e-05,0.00010302679218989455,0.000152182835807125,8.354465191499091e-05,,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
A_seed,roberta-large,sst-5,16,initial_pretrained,407938142,delta_ulp_rms,4.466073069942735e-05,absG,13.599494754343972,0.0003,L_clean32,q50,1.6071741817409646e-05,1e-05,0.000152182835807125,0.000152182835807125,8.354465191499091e-05,,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
A_seed,roberta-large,sst-5,16,initial_pretrained,407938142,delta_ulp_rms,4.466073069942735e-05,absG,13.599494754343972,0.0003,L_clean32,q95,5.3328207294946835e-05,1e-05,8.354465191499091e-05,0.000152182835807125,8.354465191499091e-05,,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
A_seed,roberta-large,sst-5,16,initial_pretrained,407938142,delta_ulp_rms,4.466073069942735e-05,absG,13.599494754343972,0.0003,L_oracle_precision,q90,3.0129775118266063e-05,0.0003,0.00011114737262885124,0.000125073810852294,0.0001063907887484704,diagnostic oracle-precision L,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
A_seed,roberta-large,sst-5,16,initial_pretrained,407938142,delta_ulp_rms,4.466073069942735e-05,absG,13.599494754343972,0.0003,L_oracle_precision,q90,3.0129775118266063e-05,0.0003,0.00011114737262885124,0.000125073810852294,0.0001063907887484704,old SNR L ablation,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
A_seed,roberta-large,sst-5,16,initial_pretrained,407938142,delta_ulp_rms,4.466073069942735e-05,richardsonG_candidate,13.666802467239918,0.001,L_clean32,q90,3.506662235592895e-05,1e-05,0.00010328143174998107,0.00015255896874826543,8.375113969316035e-05,diagnostic richardsonG,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
A_seed,roberta-large,sst-5,17,initial_pretrained,407938142,delta_ulp_rms,4.466085632157065e-05,absG,18.308295534448792,0.0003,L_clean32,q90,2.797702134114638e-05,0.0003,0.00013383188348658402,0.00020948772656900218,0.0001275135038933736,,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
A_seed,roberta-large,sst-5,17,initial_pretrained,407938142,delta_ulp_rms,4.466085632157065e-05,absG,18.308295534448792,0.0003,L_clean32,q50,1.141835357163965e-05,0.0003,0.00020948772656900218,0.00020948772656900218,0.0001275135038933736,,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
A_seed,roberta-large,sst-5,17,initial_pretrained,407938142,delta_ulp_rms,4.466085632157065e-05,absG,18.308295534448792,0.0003,L_clean32,q95,3.081827277460076e-05,0.0003,0.0001275135038933736,0.00020948772656900218,0.0001275135038933736,,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
A_seed,roberta-large,sst-5,17,initial_pretrained,407938142,delta_ulp_rms,4.466085632157065e-05,absG,18.308295534448792,0.0003,L_oracle_precision,q90,2.7429946486914652e-05,0.0003,0.00013515989538492182,0.0001911537114870166,0.00013328078984578784,diagnostic oracle-precision L,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
A_seed,roberta-large,sst-5,17,initial_pretrained,407938142,delta_ulp_rms,4.466085632157065e-05,absG,18.308295534448792,0.0003,L_oracle_precision,q90,0.00012904936064073738,0.0001,6.231353634279677e-05,8.567719322986595e-05,5.6560071674057125e-05,old SNR L ablation,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
A_seed,roberta-large,sst-5,17,initial_pretrained,407938142,delta_ulp_rms,4.466085632157065e-05,richardsonG_candidate,18.350154308173572,0.001,L_clean32,q90,2.797702134114638e-05,0.0003,0.00013398478794860615,0.00020972706869956767,0.00012765918953423457,diagnostic richardsonG,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
A_seed,roberta-large,sst-5,18,initial_pretrained,407938142,delta_ulp_rms,4.466086710821347e-05,absG,17.39243253766267,0.0003,L_clean32,q90,3.945106909741728e-05,1e-05,0.00010984674637705538,0.00014269497345518727,0.00010335514563304106,,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
A_seed,roberta-large,sst-5,18,initial_pretrained,407938142,delta_ulp_rms,4.466086710821347e-05,absG,17.39243253766267,0.0003,L_clean32,q50,2.337845583854553e-05,1e-05,0.00014269497345518727,0.00014269497345518727,0.00010335514563304106,,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
A_seed,roberta-large,sst-5,18,initial_pretrained,407938142,delta_ulp_rms,4.466086710821347e-05,absG,17.39243253766267,0.0003,L_clean32,q95,4.45624403496824e-05,1e-05,0.00010335514563304106,0.00014269497345518727,0.00010335514563304106,,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
A_seed,roberta-large,sst-5,18,initial_pretrained,407938142,delta_ulp_rms,4.466086710821347e-05,absG,17.39243253766267,0.0003,L_oracle_precision,q90,3.355896472793494e-05,0.0003,0.00011910015011122118,0.00017304779727317626,0.00011409273903395971,diagnostic oracle-precision L,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
A_seed,roberta-large,sst-5,18,initial_pretrained,407938142,delta_ulp_rms,4.466086710821347e-05,absG,17.39243253766267,0.0003,L_oracle_precision,q90,3.0561813366758346e-05,0.001,0.0001248035751896061,0.00016910821742681723,0.00011895744382349084,old SNR L ablation,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
A_seed,roberta-large,sst-5,18,initial_pretrained,407938142,delta_ulp_rms,4.466086710821347e-05,richardsonG_candidate,17.45595528113198,0.001,L_clean32,q90,3.945106909741728e-05,1e-05,0.00011004716132832121,0.0001429553198659288,0.00010354371668460426,diagnostic richardsonG,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
A_seed,roberta-large,sst-5,19,initial_pretrained,407938142,delta_ulp_rms,4.466083881123877e-05,absG,15.760413483574519,0.0003,L_clean32,q90,2.7763480469985133e-05,1e-05,0.00012464737415679306,0.0001921005318492349,0.0001171773834490024,,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
A_seed,roberta-large,sst-5,19,initial_pretrained,407938142,delta_ulp_rms,4.466083881123877e-05,absG,15.760413483574519,0.0003,L_clean32,q50,1.1689152981923993e-05,1e-05,0.0001921005318492349,0.0001921005318492349,0.0001171773834490024,,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
A_seed,roberta-large,sst-5,19,initial_pretrained,407938142,delta_ulp_rms,4.466083881123877e-05,absG,15.760413483574519,0.0003,L_clean32,q95,3.141612273085923e-05,1e-05,0.0001171773834490024,0.0001921005318492349,0.0001171773834490024,,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
A_seed,roberta-large,sst-5,19,initial_pretrained,407938142,delta_ulp_rms,4.466083881123877e-05,absG,15.760413483574519,0.0003,L_oracle_precision,q90,1.735239671637002e-05,0.0003,0.0001576668367263519,0.00025469454066542977,0.00015229409159328515,diagnostic oracle-precision L,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
A_seed,roberta-large,sst-5,19,initial_pretrained,407938142,delta_ulp_rms,4.466083881123877e-05,absG,15.760413483574519,0.0003,L_oracle_precision,q90,2.296479115622784e-05,0.002,0.00013705309213951292,0.0001679241866779648,0.0001331368581512405,old SNR L ablation,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
A_seed,roberta-large,sst-5,19,initial_pretrained,407938142,delta_ulp_rms,4.466083881123877e-05,richardsonG_candidate,15.700327093926749,0.001,L_clean32,q90,2.7763480469985133e-05,1e-05,0.0001244095389358697,0.00019173399165742637,0.0001169538014516411,diagnostic richardsonG,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
B_task,roberta-large,rte,16,initial_pretrained,407935067,delta_ulp_rms,4.4660880618127325e-05,absG,15.326760571964124,0.0003,L_clean32,q90,1.9141027498170934e-05,0.0003,0.00014804054932689254,0.00022255611378394058,0.00014057648446139004,,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
B_task,roberta-large,rte,16,initial_pretrained,407935067,delta_ulp_rms,4.4660880618127325e-05,absG,15.326760571964124,0.0003,L_clean32,q50,8.469300935201397e-06,0.0003,0.00022255611378394058,0.00022255611378394058,0.00014057648446139004,,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
B_task,roberta-large,rte,16,initial_pretrained,407935067,delta_ulp_rms,4.4660880618127325e-05,absG,15.326760571964124,0.0003,L_clean32,q95,2.122761813648718e-05,0.0003,0.00014057648446139004,0.00022255611378394058,0.00014057648446139004,,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
B_task,roberta-large,rte,16,initial_pretrained,407935067,delta_ulp_rms,4.4660880618127325e-05,absG,15.326760571964124,0.0003,L_oracle_precision,q90,2.1845792258887108e-05,0.0003,0.00013857325289774432,0.00023201229650049503,0.000123287243977534,diagnostic oracle-precision L,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
B_task,roberta-large,rte,16,initial_pretrained,407935067,delta_ulp_rms,4.4660880618127325e-05,absG,15.326760571964124,0.0003,L_oracle_precision,q90,2.6533002560438073e-05,0.004,0.00012573903183889042,0.00023057983402977657,0.00011187691500507075,old SNR L ablation,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
B_task,roberta-large,rte,16,initial_pretrained,407935067,delta_ulp_rms,4.4660880618127325e-05,richardsonG_candidate,15.450444408425152,0.001,L_clean32,q90,1.9141027498170934e-05,0.0003,0.00014863667762697523,0.0002234523006623753,0.00014114255653484962,diagnostic richardsonG,analysis/fp16_direct_hstar_mse_roberta_20260520_180346
