step,loss_plus,loss_minus,train_loss,d_h,d_h_finite,update_norm,seconds,scale_refreshed,eval_loss,eval_acc,nan_flag
1,1.638671875,1.7431640625,1.69091796875,-10.44921875,True,0.21105189793886253,3.2567033767700195,True,,,False
2,1.736328125,1.6884765625,1.71240234375,4.78515625,True,0.0966544761042773,1.4084677696228027,True,,,False
3,1.59375,1.73828125,1.666015625,-14.453125,True,0.291906551804392,1.4093992710113525,True,,,False
4,1.6728515625,1.642578125,1.65771484375,3.02734375,True,0.06114379387496407,1.4136216640472412,True,,,False
5,1.7587890625,1.6357421875,1.697265625,12.3046875,True,0.24852457504683892,1.4144175052642822,True,,,False
6,1.611328125,1.6181640625,1.61474609375,-0.68359375,True,0.013807307837887575,1.4083938598632812,True,,,False
7,1.71875,1.6181640625,1.66845703125,10.05859375,True,0.2031536041608997,1.4033524990081787,True,,,False
8,1.7197265625,1.6669921875,1.693359375,5.2734375,True,0.10651132968174835,1.432349443435669,True,,,False
9,1.666015625,1.5751953125,1.62060546875,9.08203125,True,0.18343602792533917,1.4274401664733887,True,,,False
10,1.638671875,1.615234375,1.626953125,2.34375,True,0.04733762077897923,1.4367380142211914,True,,,False
11,1.7265625,1.6826171875,1.70458984375,4.39453125,True,0.08875826513901626,1.4340898990631104,True,,,False
12,1.6337890625,1.583984375,1.60888671875,4.98046875,True,0.10059986075796996,1.4160852432250977,True,,,False
13,1.6669921875,1.6640625,1.66552734375,0.29296875,True,0.005917453882767421,1.4094476699829102,True,,,False
14,1.642578125,1.5458984375,1.59423828125,9.66796875,True,0.19526169853799938,1.4288015365600586,True,,,False
15,1.5322265625,1.576171875,1.55419921875,-4.39453125,True,0.08876038900875495,1.4083282947540283,True,,,False
16,1.7705078125,1.638671875,1.70458984375,13.18359375,True,0.2662839974301968,1.40873122215271,True,,,False
17,1.6142578125,1.6845703125,1.6494140625,-7.03125,True,0.14201765342890058,1.3993265628814697,True,,,False
18,1.6513671875,1.732421875,1.69189453125,-8.10546875,True,0.1637138344572579,1.4473974704742432,True,,,False
19,1.578125,1.548828125,1.5634765625,2.9296875,True,0.05917326208572282,1.4039242267608643,True,,,False
20,1.59375,1.609375,1.6015625,-1.5625,True,0.031558514189385385,1.4297761917114258,True,,,False
21,1.607421875,1.6298828125,1.61865234375,-2.24609375,True,0.04536488055347348,1.3984222412109375,True,,,False
22,1.796875,1.7685546875,1.78271484375,2.83203125,True,0.057199864028168054,1.4624147415161133,True,,,False
23,1.6416015625,1.7021484375,1.671875,-6.0546875,True,0.12228772756245018,1.4087531566619873,True,,,False
