global_step,eps,precision,zo_quantization_bits,fd_mean,td_mean,mae,mse,rmse,sign_acc,corr,probe_num_seeds
100,1e-06,fp16,16,-244.140625,-8.533001448959112,511.01863661780953,582463.4874975824,763.1929556131807,0.1875,0.15216505506484296,16
200,1e-06,fp16,16,305.17578125,5.994772985577583,558.8543861359358,652841.8239323492,807.9862770693258,0.25,0.005822310267966849,16
300,1e-06,fp16,16,-61.03515625,4.825428277254105,620.6402357518673,726667.3926763441,852.4478826745622,0.25,-0.31330911917013315,16
400,1e-06,fp16,16,427.24609375,-4.567754253745079,920.3677961677313,1258522.525644006,1121.8389036060419,0.3125,-0.07250251790856035,16
500,1e-06,fp16,16,-61.03515625,-3.6124333441257477,577.0279034078121,676684.0955271989,822.6081056780312,0.0,-0.37233752501034256,16
600,1e-06,fp16,16,183.10546875,-1.9378418549895287,919.9599703028798,1373853.757945512,1172.1150787979445,0.375,-0.03579970327304,16
700,1e-06,fp16,16,-427.24609375,-3.6814744621515274,1034.369253411889,1699625.686651983,1303.6969305218076,0.5,0.4701110131235812,16
800,1e-06,fp16,16,244.140625,0.6901249568909407,980.0707616005093,1544521.0412944201,1242.787609084682,0.375,0.08569450543650926,16
900,1e-06,fp16,16,183.10546875,9.679277889430523,913.1134051159024,1345417.3644909023,1159.9212751264208,0.375,0.28184932660279105,16
1000,1e-06,fp16,16,0.0,7.0940961837768555,737.2136654853821,942765.7448151232,970.9612478441779,0.3125,0.15676000111832206,16
1100,1e-06,fp16,16,-305.17578125,-3.841571919620037,811.9728070572019,1139025.6042043995,1067.2514250186782,0.25,-0.1330479191293493,16
1200,1e-06,fp16,16,610.3515625,-10.14345532655716,1228.8147233128548,2380154.0897576357,1542.7748020231713,0.4375,0.19432266020662523,16
1300,1e-06,fp16,16,0.0,14.662161737680435,857.8819274902344,1176585.3315186328,1084.705181843727,0.3125,0.2350907553046112,16
1400,1e-06,fp16,16,-244.140625,-10.539710387587547,862.6840078979731,1305956.7889992348,1142.7846643174885,0.3125,0.01610486753197441,16
1500,1e-06,fp16,16,-610.3515625,12.912566840648651,877.9506070017815,1672800.4161969335,1293.3678580345706,0.25,0.14759895432252979,16
1600,1e-06,fp16,16,-305.17578125,4.814633246511221,1053.0283547900617,1866129.7399050272,1366.0635929212913,0.25,-0.17411400827691564,16
1700,1e-06,fp16,16,91.552734375,3.974447473883629,575.8598152250051,478227.9764142965,691.54029269038,0.5625,0.5097608414893947,16
1800,1e-06,fp16,16,-488.28125,10.530272163450718,736.4536229744554,1082830.5640273835,1040.5914491419692,0.25,0.026348699305539618,16
1900,1e-06,fp16,16,122.0703125,-2.7858938723802567,1351.6669866889715,2767924.5721385535,1663.7080790026096,0.4375,-0.22187093606978409,16
2000,1e-06,fp16,16,0.0,12.260918840765953,982.5228181034327,1665450.1104022556,1290.5231925084709,0.375,0.06402293396091813,16
2100,1e-06,fp16,16,61.03515625,-1.404184214770794,1036.522533543408,1489307.3100255658,1220.37179171987,0.5,0.025707532162760418,16
2200,1e-06,fp16,16,-183.10546875,0.6820314526557922,807.3650980591774,1370476.5466221115,1170.6735440002526,0.1875,0.022557617929854765,16
2300,1e-06,fp16,16,366.2109375,-14.284261703491211,1102.1863969564438,2015301.4992334992,1419.61315126111,0.3125,0.3010815046010578,16
2400,1e-06,fp16,16,-61.03515625,5.54779265075922,1040.3781537786126,1487641.7743976687,1219.6892122166485,0.4375,0.06204684321494641,16
