time,step,epoch,phase,split,metric,value,task,model,eps,seed,precision,zo_quantization_bits
2026-04-20 07:28:53,500,0.020371577574967405,train,train,loss,2.3398,MNLI,opt-1.3b,0.003,42,fp16,8
2026-04-20 07:28:53,500,0.020371577574967405,train,train,learning_rate,1e-06,MNLI,opt-1.3b,0.003,42,fp16,8
2026-04-20 07:28:53,500,0.020371577574967405,train,train,epoch,0.02,MNLI,opt-1.3b,0.003,42,fp16,8
2026-04-20 07:29:30,500,0.020371577574967405,train,train,eval_loss,2.224609375,MNLI,opt-1.3b,0.003,42,fp16,8
2026-04-20 07:29:30,500,0.020371577574967405,train,train,eval_runtime,36.7026,MNLI,opt-1.3b,0.003,42,fp16,8
2026-04-20 07:29:30,500,0.020371577574967405,train,train,eval_samples_per_second,267.419,MNLI,opt-1.3b,0.003,42,fp16,8
2026-04-20 07:29:30,500,0.020371577574967405,train,train,eval_steps_per_second,33.431,MNLI,opt-1.3b,0.003,42,fp16,8
2026-04-20 07:29:30,500,0.020371577574967405,train,train,epoch,0.02,MNLI,opt-1.3b,0.003,42,fp16,8
2026-04-20 07:29:30,500,0.020371577574967405,eval,eval,eval_loss,2.224609375,MNLI,opt-1.3b,0.003,42,fp16,8
2026-04-20 07:29:30,500,0.020371577574967405,eval,eval,eval_runtime,36.7026,MNLI,opt-1.3b,0.003,42,fp16,8
2026-04-20 07:29:30,500,0.020371577574967405,eval,eval,eval_samples_per_second,267.419,MNLI,opt-1.3b,0.003,42,fp16,8
2026-04-20 07:29:30,500,0.020371577574967405,eval,eval,eval_steps_per_second,33.431,MNLI,opt-1.3b,0.003,42,fp16,8
2026-04-20 07:29:30,500,0.020371577574967405,eval,eval,epoch,0.02,MNLI,opt-1.3b,0.003,42,fp16,8
2026-04-20 07:29:30,500,0.020371577574967405,eval,eval,accuracy,0.33438614365766683,MNLI,opt-1.3b,0.003,42,fp16,8
2026-04-20 07:29:30,500,0.020371577574967405,train_probe,train_probe,accuracy,0.29296875,MNLI,opt-1.3b,0.003,42,fp16,8
2026-04-20 07:43:35,1000,0.04074315514993481,train,train,loss,4.2195,MNLI,opt-1.3b,0.003,42,fp16,8
2026-04-20 07:43:35,1000,0.04074315514993481,train,train,learning_rate,1e-06,MNLI,opt-1.3b,0.003,42,fp16,8
2026-04-20 07:43:35,1000,0.04074315514993481,train,train,epoch,0.04,MNLI,opt-1.3b,0.003,42,fp16,8
2026-04-20 07:44:12,1000,0.04074315514993481,train,train,eval_loss,8.2578125,MNLI,opt-1.3b,0.003,42,fp16,8
2026-04-20 07:44:12,1000,0.04074315514993481,train,train,eval_runtime,36.745,MNLI,opt-1.3b,0.003,42,fp16,8
2026-04-20 07:44:12,1000,0.04074315514993481,train,train,eval_samples_per_second,267.111,MNLI,opt-1.3b,0.003,42,fp16,8
2026-04-20 07:44:12,1000,0.04074315514993481,train,train,eval_steps_per_second,33.392,MNLI,opt-1.3b,0.003,42,fp16,8
2026-04-20 07:44:12,1000,0.04074315514993481,train,train,epoch,0.04,MNLI,opt-1.3b,0.003,42,fp16,8
2026-04-20 07:44:12,1000,0.04074315514993481,eval,eval,eval_loss,8.2578125,MNLI,opt-1.3b,0.003,42,fp16,8
2026-04-20 07:44:12,1000,0.04074315514993481,eval,eval,eval_runtime,36.745,MNLI,opt-1.3b,0.003,42,fp16,8
2026-04-20 07:44:12,1000,0.04074315514993481,eval,eval,eval_samples_per_second,267.111,MNLI,opt-1.3b,0.003,42,fp16,8
2026-04-20 07:44:12,1000,0.04074315514993481,eval,eval,eval_steps_per_second,33.392,MNLI,opt-1.3b,0.003,42,fp16,8
2026-04-20 07:44:12,1000,0.04074315514993481,eval,eval,epoch,0.04,MNLI,opt-1.3b,0.003,42,fp16,8
2026-04-20 07:44:12,1000,0.04074315514993481,eval,eval,accuracy,0.3207335710646969,MNLI,opt-1.3b,0.003,42,fp16,8
2026-04-20 07:44:12,1000,0.04074315514993481,train_probe,train_probe,accuracy,0.3671875,MNLI,opt-1.3b,0.003,42,fp16,8
2026-04-20 07:58:38,1500,0.06111473272490222,train,train,loss,8.0828,MNLI,opt-1.3b,0.003,42,fp16,8
2026-04-20 07:58:38,1500,0.06111473272490222,train,train,learning_rate,1e-06,MNLI,opt-1.3b,0.003,42,fp16,8
2026-04-20 07:58:38,1500,0.06111473272490222,train,train,epoch,0.06,MNLI,opt-1.3b,0.003,42,fp16,8
2026-04-20 07:59:15,1500,0.06111473272490222,train,train,eval_loss,11.8125,MNLI,opt-1.3b,0.003,42,fp16,8
2026-04-20 07:59:15,1500,0.06111473272490222,train,train,eval_runtime,37.0879,MNLI,opt-1.3b,0.003,42,fp16,8
2026-04-20 07:59:15,1500,0.06111473272490222,train,train,eval_samples_per_second,264.642,MNLI,opt-1.3b,0.003,42,fp16,8
2026-04-20 07:59:15,1500,0.06111473272490222,train,train,eval_steps_per_second,33.084,MNLI,opt-1.3b,0.003,42,fp16,8
2026-04-20 07:59:15,1500,0.06111473272490222,train,train,epoch,0.06,MNLI,opt-1.3b,0.003,42,fp16,8
2026-04-20 07:59:15,1500,0.06111473272490222,eval,eval,eval_loss,11.8125,MNLI,opt-1.3b,0.003,42,fp16,8
2026-04-20 07:59:15,1500,0.06111473272490222,eval,eval,eval_runtime,37.0879,MNLI,opt-1.3b,0.003,42,fp16,8
2026-04-20 07:59:15,1500,0.06111473272490222,eval,eval,eval_samples_per_second,264.642,MNLI,opt-1.3b,0.003,42,fp16,8
2026-04-20 07:59:15,1500,0.06111473272490222,eval,eval,eval_steps_per_second,33.084,MNLI,opt-1.3b,0.003,42,fp16,8
2026-04-20 07:59:15,1500,0.06111473272490222,eval,eval,epoch,0.06,MNLI,opt-1.3b,0.003,42,fp16,8
2026-04-20 07:59:15,1500,0.06111473272490222,eval,eval,accuracy,0.3241976566479878,MNLI,opt-1.3b,0.003,42,fp16,8
2026-04-20 07:59:15,1500,0.06111473272490222,train_probe,train_probe,accuracy,0.34765625,MNLI,opt-1.3b,0.003,42,fp16,8
2026-04-20 08:13:18,2000,0.08148631029986962,train,train,loss,12.9694,MNLI,opt-1.3b,0.003,42,fp16,8
2026-04-20 08:13:18,2000,0.08148631029986962,train,train,learning_rate,1e-06,MNLI,opt-1.3b,0.003,42,fp16,8
2026-04-20 08:13:18,2000,0.08148631029986962,train,train,epoch,0.08,MNLI,opt-1.3b,0.003,42,fp16,8
2026-04-20 08:13:55,2000,0.08148631029986962,train,train,eval_loss,14.75,MNLI,opt-1.3b,0.003,42,fp16,8
2026-04-20 08:13:55,2000,0.08148631029986962,train,train,eval_runtime,36.5292,MNLI,opt-1.3b,0.003,42,fp16,8
2026-04-20 08:13:55,2000,0.08148631029986962,train,train,eval_samples_per_second,268.689,MNLI,opt-1.3b,0.003,42,fp16,8
2026-04-20 08:13:55,2000,0.08148631029986962,train,train,eval_steps_per_second,33.59,MNLI,opt-1.3b,0.003,42,fp16,8
2026-04-20 08:13:55,2000,0.08148631029986962,train,train,epoch,0.08,MNLI,opt-1.3b,0.003,42,fp16,8
2026-04-20 08:13:55,2000,0.08148631029986962,eval,eval,eval_loss,14.75,MNLI,opt-1.3b,0.003,42,fp16,8
2026-04-20 08:13:55,2000,0.08148631029986962,eval,eval,eval_runtime,36.5292,MNLI,opt-1.3b,0.003,42,fp16,8
2026-04-20 08:13:55,2000,0.08148631029986962,eval,eval,eval_samples_per_second,268.689,MNLI,opt-1.3b,0.003,42,fp16,8
2026-04-20 08:13:55,2000,0.08148631029986962,eval,eval,eval_steps_per_second,33.59,MNLI,opt-1.3b,0.003,42,fp16,8
2026-04-20 08:13:55,2000,0.08148631029986962,eval,eval,epoch,0.08,MNLI,opt-1.3b,0.003,42,fp16,8
2026-04-20 08:13:55,2000,0.08148631029986962,eval,eval,accuracy,0.33163525216505346,MNLI,opt-1.3b,0.003,42,fp16,8
