global_step,eps,zo_two_point_precision,fd_mean,td_mean,td_u2_mean_debug,mae,mse,rmse,sign_acc,corr,mae_u2_debug,mse_u2_debug,rmse_u2_debug,sign_acc_u2_debug,corr_u2_debug,probe_num_seeds
200,3e-05,fp16,-145.7611767053604,43.5575857758522,43.80430817604065,486.84953755140305,371989.7006240054,609.9095839745473,0.375,0.036044397968961035,486.51476657390594,371376.90211734304,609.4070085889585,0.375,0.04116474380507625,16
400,3e-05,fp16,341.2008533477783,-176.04824769496918,-176.94752299785614,1705.0927711725235,3688058.1052004583,1920.4317496855904,0.375,-0.37324759616464,1706.838094830513,3693989.232629052,1921.975346519578,0.375,-0.37930699669229473,16
600,3e-05,fp16,721.2321746349335,-195.1692951321602,-199.35623717308044,3042.151820242405,11969252.543821804,3459.6607555975493,0.125,-0.5208161890915612,3033.376079559326,11894627.653345414,3448.85889148069,0.125,-0.5109286154688378,16
800,3e-05,fp16,-989.6020889282227,620.2379865646362,675.432050704956,3461.2863912582397,18432922.480295505,4293.357949239209,0.375,-0.14661295392257795,3498.1859245300293,18809806.657356538,4337.027398732516,0.375,-0.16151952226157656,16
1000,3e-05,fp16,339.38589668273926,321.2827606201172,273.731990814209,5502.307210922241,41253992.33073513,6422.927084338972,0.5,0.1861292603522747,5471.168504714966,40662103.11386723,6376.684335441674,0.5,0.18109348409534987,16
1200,3e-05,fp16,-1706.5605478286743,3041.2746572494507,3084.483772277832,6480.680429458618,62548948.150155485,7908.789297367549,0.625,0.3759249052805166,6467.870991706848,61957978.15945707,7871.339032175979,0.625,0.3852876972659724,16
1400,3e-05,fp16,-154.71035385504365,3445.1238689422607,3462.7929191589355,9272.76312064752,160134737.06346893,12654.435469963444,0.6875,0.3433626009828689,9378.071712490171,161074970.89804217,12691.531463855817,0.6875,0.3378197171312631,16
1600,3e-05,fp16,-615.9981536865234,-890.5364456176758,-762.6206893920898,8345.075080871582,108326408.1656633,10407.997317719835,0.5625,0.2920291885207759,8374.717430114746,109812202.39128813,10479.131757511599,0.5625,0.2901591487386617,16
1800,3e-05,fp16,352.91515731811523,2475.7500610351562,2493.917007446289,9965.579502105713,151786914.58820152,12320.183220561354,0.5625,0.176675580068797,10052.726245880127,154512378.01268265,12430.300801375752,0.5625,0.16794604326029772,16
2000,3e-05,fp16,-904.4637832641602,3316.448902130127,3367.1700744628906,15728.468074798584,373715459.0882998,19331.721575904714,0.375,-0.2999484826490899,15692.703651428223,369087895.6284431,19211.66040789924,0.375,-0.2998966252110458,16
