group,model,dataset,seed,G_method,h_G,G_hat,alignment_eff,norm_ratio_eff,zero_coord_frac_eff,corr_h_2h,sign_flip_rate_h_2h,stability_score,fallback_flags
A_seed,roberta-large,sst-5,16,absG_candidate,1e-05,23.187917961044977,0.7952940470565248,0.9664197430217955,0.5935433943806118,nan,nan,0.8218296043022915,candidate_not_primary_pass
A_seed,roberta-large,sst-5,16,absG_candidate,3e-05,27.092412737990696,0.9414214459826831,1.0197229984245995,0.3057108472097714,nan,nan,0.37401239965168775,candidate_not_primary_pass
A_seed,roberta-large,sst-5,16,absG_candidate,0.0001,26.367292279415068,0.9921275432319835,1.0072334844316089,0.10903766140112488,nan,nan,0.11627114583273375,candidate_not_primary_pass
A_seed,roberta-large,sst-5,16,absG_candidate,0.0003,26.13620993547338,0.9991114760139539,1.0008754079157645,0.037378198874083224,nan,nan,0.03825360678984768,
A_seed,roberta-large,sst-5,16,absG_candidate,0.001,25.83420921701166,0.999922693726752,1.0000809549703238,0.011256255611420615,1.0,0.0,0.011337210581744403,
A_seed,roberta-large,sst-5,16,absG_candidate,0.0015,25.50511608581195,0.9999662348822778,1.0000342367184192,0.007504549550063891,0.9999999999999999,0.0,0.0075387862684830696,
A_seed,roberta-large,sst-5,16,absG_candidate,0.002,25.48878095460228,0.9999812798499078,1.0000224432468752,0.005626555263371278,1.0,0.0,0.005648998510246448,
A_seed,roberta-large,sst-5,16,absG_candidate,0.003,25.4995382361306,0.9999918571521735,1.0000082182248788,0.0037511042544288494,nan,nan,0.0037593224793076915,
A_seed,roberta-large,sst-5,16,absG_candidate,0.004,24.398112132980962,0.9999955106576166,1.0000086852821173,0.002813406940506191,nan,nan,0.002822092222623473,
A_seed,roberta-large,sst-5,16,absG_candidate,0.005,22.68495528692087,0.9999971459566368,1.0000032504220169,0.0022507566845759667,-1.0,1.0,2.8022540071065927,candidate_not_primary_pass
A_seed,roberta-large,sst-5,16,absG_candidate,0.01,3.5188263132637334,0.9999993059193968,1.0000009947383595,0.0011239583966139652,nan,nan,0.0011249531349734262,
A_seed,roberta-large,sst-5,16,absG,0.0003,26.13620993547338,0.9991114760139539,1.0008754079157645,0.037378198874083224,nan,nan,0.03825360678984768,
A_seed,roberta-large,sst-5,16,absG_fixed_0.0003,0.0003,26.13620993547338,,,,,,,diagnostic_only
A_seed,roberta-large,sst-5,16,absG_fixed_0.001,0.001,25.83420921701166,,,,,,,diagnostic_only
A_seed,roberta-large,sst-5,16,richardsonG_candidate,0.001,25.949351971148126,,,,,,,diagnostic_only
