group,model,dataset,seed,L_mode,h2,m_L,lambda_q50,lambda_q90,lambda_q95,median_abs_K,MAD_K,SNR2,finite_rate,zero_K_frac,stability_q90_2x,stability_q90_next,stability_q90_prev,log_slope_q90_next,log_slope_q90_prev,low_h2_noise_suspected,large_h2_nonlocal_suspected,alignment_eff,norm_ratio_eff,zero_coord_frac_eff,rms_snap_error
A_seed,roberta-large,sst-5,16,L_clean32,1e-05,8,1.314945407346826e-05,5.6396477336091626e-05,7.787436762410518e-05,5364.418029785155,4768.371582031249,0.7588021044111696,1.0,0.125,nan,0.09211129636908216,nan,0.0802037195378341,nan,False,False,1.0000000000563334,1.0000000022868898,0.0001375073674772976,3.111925398868188e-09
A_seed,roberta-large,sst-5,16,L_clean32,3e-05,8,1.964233596423229e-05,6.159123006627988e-05,9.78421550947495e-05,8013.513353135851,5165.7358805338545,1.0463254089316412,1.0,0.0,nan,0.2622971016735279,0.08434240784370835,0.19347044789486234,0.0802037195378341,False,False,1.0000000024197468,0.9999999929128879,4.5989202941459695e-05,3.111583248161137e-09
A_seed,roberta-large,sst-5,16,L_clean32,0.0001,8,2.1476373499874538e-05,7.774643146346965e-05,0.000114480427247986,8761.882781982422,3522.634506225586,1.6776673712869623,1.0,0.0,nan,0.6306188947453595,0.20779347534410061,0.9065312418429328,0.19347044789486234,True,False,0.9999999987485624,0.9999999951505082,1.3872814079738591e-05,3.108500087764411e-09
A_seed,roberta-large,sst-5,16,L_clean32,0.0003,8,1.442252360956798e-05,2.8718062152961683e-05,2.9162541751550213e-05,5883.6407131618935,3539.1913519965283,1.121290401794549,1.0,0.0,nan,0.4710820439844692,1.7072310569611546,0.529016892625552,0.9065312418429328,False,False,1.0000000047425064,0.9999999992073312,4.737237833475253e-06,3.0889154742055707e-09
A_seed,roberta-large,sst-5,16,L_clean32,0.001,8,1.079046971178827e-05,1.5189498263589425e-05,1.556453785241016e-05,4401.862621307373,3889.5606994628906,0.76332930424951,1.0,0.0,0.5549943737504086,0.2735579586138015,0.8906523944341882,0.7882221444487754,0.529016892625552,False,False,1.0000000011864802,1.000000001587684,1.5192254319773805e-06,3.0373192906206274e-09
A_seed,roberta-large,sst-5,16,L_clean32,0.0015,8,5.366203071054521e-06,1.103428985267606e-05,1.1783040000277093e-05,2189.1858842637803,2345.879872639974,0.6294378782707312,1.0,0.0,0.372757881675822,0.38741757649319064,0.3765723113874268,1.7035186532462285,0.7882221444487754,False,False,1.000000000389397,1.0000000005803664,1.032632050375912e-06,3.009350834333193e-09
A_seed,roberta-large,sst-5,16,L_clean32,0.002,8,2.5291996640721193e-06,6.759411632211319e-06,7.991506954060774e-06,1031.7713022232056,1074.8058557510376,0.647484571766126,1.0,0.0,2.6477110394924845,1.2409357973695805,0.6324333863112939,1.9900443445662481,1.7035186532462285,False,False,0.9999999996750993,0.999999999705177,7.813684654179751e-07,2.989436435579119e-09
A_seed,roberta-large,sst-5,16,L_clean32,0.003,8,9.236862377160325e-06,1.5147408736714489e-05,1.921266634240018e-05,3768.4374385409883,1670.0625419616697,1.521964696589119,1.0,0.0,nan,0.6277624034451065,0.553757853672647,1.6935581315425379,1.9900443445662481,False,False,0.9999999974827093,1.000000000569452,5.448129927502588e-07,2.9548940919343488e-09
A_seed,roberta-large,sst-5,16,L_clean32,0.004,8,5.599239769755333e-06,2.4656383079002184e-05,2.7890621583737016e-05,2284.1617465019226,2937.3466968536377,0.5245026039369962,1.0,0.0,nan,0.5280302498893823,0.3856597265770899,3.364831202949628,1.6935581315425379,False,False,0.9999999976260177,0.999999999891054,4.4124336870662124e-07,2.93470360272601e-09
A_seed,roberta-large,sst-5,16,L_clean32,0.005,8,3.5390382965656295e-06,1.1637066432398074e-05,1.2400869291634422e-05,1443.772315979004,1443.772315979004,0.6744907594765949,1.0,0.0,0.49712245940882266,0.49712245940882266,1.1187798577464454,0.9917209733682332,3.364831202949628,False,True,0.9999999974590412,0.9999999980148819,3.6096158912249983e-07,2.917421753752551e-09
A_seed,roberta-large,sst-5,16,L_clean32,0.01,8,2.9915612153074843e-06,5.852018850098031e-06,6.381851097356428e-06,1220.3603982925415,1220.3603982925415,0.6744907594765949,1.0,0.0,nan,nan,0.9885557005079424,nan,0.9917209733682332,False,False,0.9999999991614316,0.9999999973830704,2.120419521840152e-07,2.930885763062016e-09
A_seed,roberta-large,sst-5,16,L_oracle_precision,1e-05,8,0.008041717254835015,0.013109642154013886,0.013567920836339639,3280639.6484374995,1640319.8242187498,1.3489815189531904,1.0,0.0,nan,0.9367545769126249,nan,2.512927030512888,nan,True,False,0.7952988970279451,0.9664041146300216,0.5935432154319122,1.2598347992829994e-05
A_seed,roberta-large,sst-5,16,L_oracle_precision,3e-05,8,0.0006233803779036149,0.0008291248636179421,0.0008508979617033037,254313.15104166666,55101.18272569444,3.113034274507363,1.0,0.0,nan,0.7830205129798973,14.811420829906922,1.269092170754331,2.512927030512888,True,False,0.9414154725452348,1.0197339670137902,0.30573356879190766,2.0773912755572976e-05
A_seed,roberta-large,sst-5,16,L_oracle_precision,0.0001,8,8.415632613343634e-05,0.0001799030868004132,0.00018252154653841072,34332.275390625,26702.880859375,0.8672024050413366,1.0,0.0,nan,0.8455643509572508,3.6087305935392493,1.7003066502414135,1.269092170754331,True,False,0.9921251643173453,1.0072292771023812,0.10904268789850005,2.523218610580185e-05
A_seed,roberta-large,sst-5,16,L_oracle_precision,0.0003,8,1.4441578767773483e-05,2.7783449129251515e-05,2.9164390272689458e-05,5891.587999131945,3772.3117404513896,1.0534181524409745,1.0,0.0,nan,0.43791218017971273,5.4751888971126785,0.4784968366402222,1.7003066502414135,False,False,0.99911159558448,1.0008752085096186,0.03737510097793209,2.5308625264282854e-05
A_seed,roberta-large,sst-5,16,L_oracle_precision,0.001,8,1.0454194469074142e-05,1.5616737910236662e-05,1.579379131104878e-05,4264.83154296875,3940.582275390625,0.7299909671779606,1.0,0.0,0.5747392785073292,0.31071799326006316,0.7790814259588895,0.9177233395936364,0.4784968366402222,False,False,0.9999226935826453,1.000080595709051,0.011251652585111788,2.4873018573585253e-05
A_seed,roberta-large,sst-5,16,L_oracle_precision,0.0015,8,5.60626598613961e-06,1.0764336134781581e-05,1.16861775802451e-05,2287.1229383680557,2431.2337239583335,0.6345104843332822,1.0,0.0,0.39442517906107494,0.38303812179284136,0.4507850055881347,1.6787561303193514,0.9177233395936364,False,False,0.9999662344513798,1.0000346411208585,0.007502456708252596,2.4657458079956384e-05
A_seed,roberta-large,sst-5,16,L_oracle_precision,0.002,8,2.6929982347396068e-06,6.6411846563299095e-06,7.892765344986281e-06,1098.6328125,1131.0577392578125,0.655154599424146,1.0,0.0,2.7177329345769716,1.2601480388272315,0.6208456880770642,2.011098609321602,1.6787561303193514,False,False,0.9999812847508722,1.0000224435070395,0.005626837781694853,2.4482116612133826e-05
A_seed,roberta-large,sst-5,16,L_oracle_precision,0.003,8,9.131448441185777e-06,1.5010061736641585e-05,1.9126802202361643e-05,3725.2638075086807,1623.3656141493052,1.5478066018380665,1.0,0.0,nan,0.6449068249998645,0.5575511060245018,1.7299782952554443,2.011098609321602,False,False,0.9999918621047715,1.0000082009498064,0.0037506513671379128,2.4223512080547628e-05
A_seed,roberta-large,sst-5,16,L_oracle_precision,0.004,8,5.702702379442452e-06,2.4690153639177887e-05,2.7884040155496047e-05,2326.369285583496,2943.0389404296875,0.533161340375314,1.0,0.0,nan,0.5298169296986365,0.392062830063288,3.3818281747060617,1.7299782952554443,False,False,0.999995500457249,1.0000088172015718,0.002813228604644672,2.4033255620918914e-05
A_seed,roberta-large,sst-5,16,L_oracle_precision,0.005,8,3.6153746108968996e-06,1.1608891714464114e-05,1.2353132280751892e-05,1474.91455078125,1474.91455078125,0.6744907594765949,1.0,0.0,0.49806007694221494,0.49806007694221494,1.1268311497456738,0.9944133958374203,3.3818281747060617,False,True,0.9999971544312937,1.0000032641661383,0.0022503902074447356,2.3914685073283738e-05
A_seed,roberta-large,sst-5,16,L_oracle_precision,0.01,8,2.979869915143946e-06,5.8269657158842e-06,6.345043632796078e-06,1215.5914306640625,1215.5914306640625,0.6744907594765949,1.0,0.0,nan,nan,0.9922702978238223,nan,0.9944133958374203,False,False,0.999999313099784,1.0000010075202297,0.0011262982121441343,2.3794458476851308e-05
A_seed,roberta-large,sst-5,17,L_clean32,1e-05,8,1.753287147464424e-05,4.1787207834611823e-05,4.2810042324715576e-05,7152.557373046873,6556.510925292968,0.7358081012471945,1.0,0.25,nan,0.267307395870737,nan,0.21563065647427343,nan,False,False,1.0000000037013486,0.9999999930876429,0.00013678544429905257,3.1118907971594836e-09
A_seed,roberta-large,sst-5,17,L_clean32,3e-05,8,1.753224021210172e-05,5.2957237808898565e-05,6.397879993923711e-05,7152.557373046875,7152.557373046875,0.6744907594765951,1.0,0.0,nan,0.3584786081912416,0.2109254603434839,0.2544620626153151,0.21563065647427343,False,False,0.9999999970473619,0.999999997402967,4.549464266570102e-05,3.111761990745654e-09
A_seed,roberta-large,sst-5,17,L_clean32,0.0001,8,2.957080839438275e-05,7.194127507076373e-05,7.486589069352722e-05,12063.980102539062,10341.405868530273,0.7868410934758665,1.0,0.0,nan,0.5700263313801803,0.2638824093583197,0.7682704049857558,0.2544620626153151,False,False,1.0000000065806507,0.9999999960739725,1.3864847185581387e-05,3.1083755032520467e-09
A_seed,roberta-large,sst-5,17,L_clean32,0.0003,8,1.2321603546782342e-05,3.0932853397337526e-05,3.173491775649486e-05,5026.658376057943,2574.920654296875,1.3167142141016863,1.0,0.0,nan,0.07790943337332872,1.325723812832349,0.06737015280809354,0.7682704049857558,False,False,1.0000000031571017,1.0000000003876852,4.651440511782299e-06,3.089040967714791e-09
A_seed,roberta-large,sst-5,17,L_clean32,0.001,8,8.774820438724085e-06,2.852289223862128e-05,3.442939107057716e-05,3579.73575592041,1716.1369323730469,1.4069382478690378,1.0,0.0,0.08480117390945364,0.012610542712487287,0.08449217050159032,0.03090695543492478,0.06737015280809354,False,False,0.999999998757267,0.9999999981424382,1.4279125681755937e-06,3.0369512578269686e-09
A_seed,roberta-large,sst-5,17,L_clean32,0.0015,8,6.307224540556784e-06,2.8882581402090628e-05,3.5699846330661e-05,2573.0927785237627,2281.4803653293184,0.7607022741743918,1.0,0.0,0.37163519209669127,0.09619860006691561,0.012453497352207427,0.3515882383733895,0.03090695543492478,False,False,1.0000000007971055,0.9999999999811695,9.462218906708656e-07,3.009366762910176e-09
A_seed,roberta-large,sst-5,17,L_clean32,0.002,8,9.91353760739374e-06,2.6104117408692177e-05,3.268341618860453e-05,4043.9963340759277,4706.427454948425,0.5795559763326532,1.0,0.0,0.135490401299343,0.3047534469963959,0.10643776395349461,0.8964735473785963,0.3515882383733895,False,False,0.9999999985226469,0.9999999988842451,7.323414244505727e-07,2.9894248138444095e-09
A_seed,roberta-large,sst-5,17,L_clean32,0.003,8,5.75637579927622e-06,1.8148797342841163e-05,2.1475840318585922e-05,2348.3170403374565,2348.3170403374565,0.674490759476595,1.0,0.0,nan,0.2434575834512271,0.43833866659216086,0.7574190188783847,0.8964735473785963,False,False,0.99999999887996,0.9999999995967463,5.00075817867504e-07,2.954885781690122e-09
A_seed,roberta-large,sst-5,17,L_clean32,0.004,8,1.2143862013000475e-05,2.2567259929932907e-05,2.7776772633667904e-05,4954.129457473755,4376.623779535294,0.7634913825450275,1.0,0.0,nan,1.1094691603201328,0.19579082285662572,3.3450947995265587,0.7574190188783847,False,False,0.9999999985564374,0.9999999981181795,3.775082154489981e-07,2.934841871670157e-09
A_seed,roberta-large,sst-5,17,L_clean32,0.005,8,1.5265613568013898e-05,4.7604939964590904e-05,5.1773430347091845e-05,6227.347850799561,4784.99174118042,0.8778047713776324,1.0,0.0,0.7636084054403615,0.7636084054403615,0.52594708715806,2.0807493567607316,3.3450947995265587,False,True,0.9999999992079176,1.0000000007049046,3.0703184405835727e-07,2.917432528786253e-09
A_seed,roberta-large,sst-5,17,L_clean32,0.01,8,3.973251351289665e-06,1.12534069035371e-05,1.2927792393873082e-05,1620.87082862854,1404.7974348068237,0.7782349035720286,1.0,0.0,nan,nan,3.2302688547909137,nan,2.0807493567607316,False,True,0.9999999964020638,1.0000000009382146,1.893669457365916e-07,2.9306024475625466e-09
A_seed,roberta-large,sst-5,17,L_oracle_precision,1e-05,8,0.004114546259854977,0.006975761086216236,0.0070411446171847305,1678466.7968749998,1029968.2617187498,1.0991701265544516,1.0,0.0,nan,0.8555215625562952,nan,1.7609715678245625,nan,True,False,0.7952938660363661,0.9663886578489012,0.5935536882207009,1.2598286605557958e-05
A_seed,roberta-large,sst-5,17,L_oracle_precision,3e-05,8,0.0007169069244073413,0.0010078470608616003,0.00104420437636203,292460.1236979166,122918.02300347222,1.6048228415132781,1.0,0.0,nan,0.867316964733293,5.92144805614779,1.6776061563119284,1.7609715678245625,True,False,0.9414137435998424,1.0197351001733617,0.3057177937286384,2.0774017604109913e-05
A_seed,roberta-large,sst-5,17,L_oracle_precision,0.0001,8,5.704247074899267e-05,0.00013372420625242974,0.00016972559366874277,23269.6533203125,6866.455078125,2.285774240448461,1.0,0.0,nan,0.788818905346932,6.536758546334834,1.4154577198432359,1.6776061563119284,True,False,0.9921260316699011,1.0072264253031515,0.10904805881083804,2.5230471581848323e-05
A_seed,roberta-large,sst-5,17,L_oracle_precision,0.0003,8,1.1012691767944354e-05,2.8240023469181853e-05,2.8458166272649638e-05,4492.865668402778,2246.4328342013887,1.3489815189531904,1.0,0.0,nan,0.04730014628855309,3.7352723577970712,0.038385886552015254,1.4154577198432359,False,False,0.999111572195994,1.0008754284564239,0.037379116905425336,2.5308552223625232e-05
A_seed,roberta-large,sst-5,17,L_oracle_precision,0.001,8,9.042234339305369e-06,2.9575780757766474e-05,3.5257261428289306e-05,3688.812255859375,1598.358154296875,1.5566409651882274,1.0,0.0,0.11526252112588065,0.024802719613456495,0.04516388778916575,0.06194241894506766,0.038385886552015254,False,False,0.999922676692165,1.0000804885165617,0.01125114086537169,2.487380472458427e-05
A_seed,roberta-large,sst-5,17,L_oracle_precision,0.0015,8,6.495607210299103e-06,2.884222093547981e-05,3.548375144604353e-05,2649.943033854167,2512.613932291667,0.7113556390431296,1.0,0.0,0.3667129952165904,0.09276051454590621,0.0254335405894747,0.3383902986919844,0.06194241894506766,False,False,0.9999662316462398,1.000034696142834,0.007502248956166497,2.4658789968262876e-05
