source,h,loss,loss_column,source_file
fp32,1e-08,1.5935187578201293,converged_eval_loss,/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/h-loss/analysis/converged_eval_loss_vs_h_points.csv
fp32,3e-08,1.0837263345718384,converged_eval_loss,/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/h-loss/analysis/converged_eval_loss_vs_h_points.csv
fp32,1e-07,1.1081022500991822,converged_eval_loss,/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/h-loss/analysis/converged_eval_loss_vs_h_points.csv
fp32,3e-07,1.1072967767715454,converged_eval_loss,/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/h-loss/analysis/converged_eval_loss_vs_h_points.csv
fp32,1e-06,1.0721951007843018,converged_eval_loss,/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/h-loss/analysis/converged_eval_loss_vs_h_points.csv
fp32,3e-06,1.0510124921798707,converged_eval_loss,/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/h-loss/analysis/converged_eval_loss_vs_h_points.csv
fp32,1e-05,1.0623673439025878,converged_eval_loss,/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/h-loss/analysis/converged_eval_loss_vs_h_points.csv
fp32,3e-05,1.045735764503479,converged_eval_loss,/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/h-loss/analysis/converged_eval_loss_vs_h_points.csv
fp32,0.0001,1.049048376083374,converged_eval_loss,/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/h-loss/analysis/converged_eval_loss_vs_h_points.csv
fp32,0.0003,1.0450361728668214,converged_eval_loss,/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/h-loss/analysis/converged_eval_loss_vs_h_points.csv
fp32,0.001,1.0438325643539428,converged_eval_loss,/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/h-loss/analysis/converged_eval_loss_vs_h_points.csv
fp32,0.003,1.0722573041915893,converged_eval_loss,/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/h-loss/analysis/converged_eval_loss_vs_h_points.csv
fp32,0.01,1.674006962776184,converged_eval_loss,/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/h-loss/analysis/converged_eval_loss_vs_h_points.csv
fp16,1e-06,1.5671578645706177,eval_loss,/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/h_precision_sweep_16/analysis/mezo_fp16_roberta_sst5_oldfull_loss_mse.csv
fp16,3e-06,1.2135010957717896,eval_loss,/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/h_precision_sweep_16/analysis/mezo_fp16_roberta_sst5_oldfull_loss_mse.csv
fp16,1e-05,1.0748587846755981,eval_loss,/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/h_precision_sweep_16/analysis/mezo_fp16_roberta_sst5_oldfull_loss_mse.csv
fp16,3e-05,1.0531409978866577,eval_loss,/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/h_precision_sweep_16/analysis/mezo_fp16_roberta_sst5_oldfull_loss_mse.csv
fp16,0.0001,1.0580774545669556,eval_loss,/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/h_precision_sweep_16/analysis/mezo_fp16_roberta_sst5_oldfull_loss_mse.csv
fp16,0.0003,1.0521399974822998,eval_loss,/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/h_precision_sweep_16/analysis/mezo_fp16_roberta_sst5_oldfull_loss_mse.csv
fp16,0.001,1.0471101999282837,eval_loss,/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/h_precision_sweep_16/analysis/mezo_fp16_roberta_sst5_oldfull_loss_mse.csv
fp16,0.003,1.0473164319992065,eval_loss,/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/h_precision_sweep_16/analysis/mezo_fp16_roberta_sst5_oldfull_loss_mse.csv
fp16,0.01,1.6764545440673828,eval_loss,/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/h_precision_sweep_16/analysis/mezo_fp16_roberta_sst5_oldfull_loss_mse.csv
