global_step,eps,zo_two_point_precision,fd_mean,td_mean,mae,rmse,sign_acc,corr,probe_num_seeds
200,0.0003,fp32,-2.8670958876609802,-2.854616940021515,0.07322132587432861,0.08961555754943769,1.0,0.9999989855513362,16
400,0.0003,fp32,7.076536426320672,7.120399653911591,0.1584321167320013,0.23047146863062062,1.0,0.9999822317604886,16
600,0.0003,fp32,-4.966234058141708,-7.615724980831146,6.7454273998737335,9.077652666611419,0.875,0.9495439170082222,16
800,0.0003,fp32,11.415568195283413,11.522040486335754,0.27256541699171066,0.37963319880353613,1.0,0.9999682203253737,16
1000,0.0003,fp32,-7.6712170615792274,-7.890754222869873,0.2996998056769371,0.37989233229948416,1.0,0.9999788758178193,16
1200,0.0003,fp32,3.432581901550293,3.442055821418762,0.04600214958190918,0.05567240806588076,1.0,0.9999982728461856,16
1400,0.0003,fp32,12.395344389602542,12.418449223041534,0.11315764300525188,0.14193207008781084,1.0,0.9999911773429637,16
1600,0.0003,fp32,12.082767769694328,12.099184781312943,0.0632864385843277,0.08576916800893705,1.0,0.9999960402605794,16
1800,0.0003,fp32,-4.747633866965771,-4.761701852083206,0.06317488104104996,0.07396555492855784,1.0,0.9999975477234628,16
2000,0.0003,fp32,-5.115518629550934,-5.094123005867004,0.11056870222091675,0.1489963310877127,1.0,0.9999955870727603,16
2200,0.0003,fp32,-4.91802841424942,-5.018414676189423,0.17688190937042236,0.24868709369375674,1.0,0.9999822670107056,16
2400,0.0003,fp32,5.751314029097557,5.516522258520126,0.3165944367647171,0.43893377229392794,1.0,0.9999620966571489,16
2600,0.0003,fp32,2.172998785972595,2.1755914390087128,0.07152929902076721,0.10063949640750694,1.0,0.9999973309192689,16
2800,0.0003,fp32,3.2480311393737793,3.3364818692207336,0.13843518495559692,0.18618789439704364,1.0,0.9999945535585059,16
3000,0.0003,fp32,13.462788917124271,13.480279356241226,0.19575249403715134,0.349167063181174,1.0,0.9999518916950114,16
3200,0.0003,fp32,6.653554439544678,6.645443797111511,0.09582388401031494,0.11471752862014109,1.0,0.9999956664889154,16
3400,0.0003,fp32,30.892180167138577,30.799734711647034,0.25260063260793686,0.372588989470976,1.0,0.9998900942510923,16
3600,0.0003,fp32,-5.883152514696121,-5.206727594137192,2.323583960533142,2.9519974874983945,1.0,0.9981660176756159,16
3800,0.0003,fp32,15.923554435372353,15.91096156835556,0.14156745374202728,0.19817887561365696,1.0,0.9999775308521004,16
4000,0.0003,fp32,2.3829434514045715,2.111240565776825,0.3409816026687622,0.4435273244244816,1.0,0.9999773415904563,16
4200,0.0003,fp32,4.310210458934307,4.3878979086875916,0.22434062510728836,0.28384297041036444,1.0,0.9999842076354496,16
4400,0.0003,fp32,-1.0644148960709572,-1.1184343546628952,0.08637905865907669,0.12048801896266965,1.0,0.9999962745421954,16
4600,0.0003,fp32,-7.411688471212983,-7.408153057098389,0.7310070749372244,1.3642914868967952,1.0,0.9990682924694525,16
4800,0.0003,fp32,1.5400970131158829,1.5100343525409698,0.44332434237003326,0.7274696602984994,1.0,0.9997949963806277,16
5000,0.0003,fp32,-5.970137417316437,-5.965799391269684,0.08131170272827148,0.0965149904208827,1.0,0.9999972442047174,16
5200,0.0003,fp32,-3.2564624920487404,-3.236435890197754,0.24897035211324692,0.279766329901608,1.0,0.999969375915624,16
5400,0.0003,fp32,5.289799898862839,5.2716569900512695,0.2561052739620209,0.31008401024501164,1.0,0.9999724854796629,16
5600,0.0003,fp32,-13.118200063705444,-13.129760563373566,0.07873857021331787,0.1072110921149237,1.0,0.9999947780935868,16
5800,0.0003,fp32,6.543409764766693,6.449643701314926,0.2094467580318451,0.3167126709922849,1.0,0.999973305390919,16
6000,0.0003,fp32,-1.4088056236505508,-1.1584199368953705,0.5253254622220993,0.6453000990360165,1.0,0.9998783339917681,16
6200,0.0003,fp32,6.126320578157902,5.15759950876236,1.0160240307450294,1.4539748398644132,1.0,0.9997201453498739,16
6400,0.0003,fp32,-6.075948767364025,-6.008012056350708,0.5481073930859566,0.6886508970367857,1.0,0.99988108843099,16
6600,0.0003,fp32,-12.901797890663147,-12.425900936126709,1.3790770769119263,1.7501764043494608,1.0,0.9994530694128233,16
6800,0.0003,fp32,20.917125582695007,20.94444739818573,0.1961444616317749,0.2786320120502994,1.0,0.9999811260652313,16
7000,0.0003,fp32,-5.924316495656967,-5.964958935976028,0.16974085569381714,0.21656281878386843,1.0,0.9999826648298679,16
7200,0.0003,fp32,-5.348188303411007,-6.257165551185608,3.0793165490031242,3.830515347780326,0.875,0.9934717363661297,16
7400,0.0003,fp32,-6.1849129647016525,-6.210807532072067,0.08348052203655243,0.10803205548131796,1.0,0.9999978421920498,16
7600,0.0003,fp32,-6.22584144026041,-6.302525699138641,0.21232201904058456,0.24596571695961578,1.0,0.9999873935303328,16
7800,0.0003,fp32,12.090044718235731,12.060565322637558,0.15053289011120796,0.22125174422705635,1.0,0.9999822738760844,16
8000,0.0003,fp32,-0.6038322299718857,-0.6438241004943848,0.1865835338830948,0.21270066211545313,1.0,0.9999874952204868,16
8200,0.0003,fp32,-7.350916385650635,-7.128414750099182,0.8825997114181519,1.2282941634041022,1.0,0.9994732924661102,16
8400,0.0003,fp32,1.3212111089378595,1.3048653453588486,0.06906756199896336,0.07588792538192313,1.0,0.9999980312588643,16
8600,0.0003,fp32,13.48078839480877,13.54902195930481,0.19580884277820587,0.2929445175237152,1.0,0.9999793700525214,16
8800,0.0003,fp32,4.065384149551392,3.9577038884162903,0.26062411069869995,0.42084447145731346,1.0,0.9999401290301663,16
9000,0.0003,fp32,-3.748200513422489,-3.762786716222763,0.08716224879026413,0.10257466297457085,1.0,0.9999978414928109,16
9200,0.0003,fp32,7.107642710208893,7.148559272289276,0.17710435390472412,0.22732342427293623,1.0,0.9999896259071421,16
9400,0.0003,fp32,-4.128540545701981,-4.115310966968536,0.37023231387138367,0.44388201719901743,1.0,0.9999348648580623,16
9600,0.0003,fp32,1.6257040202617645,1.4721724689006805,0.17970651388168335,0.2915197194722425,1.0,0.9999602312070354,16
9800,0.0003,fp32,6.604579508304596,6.583224296569824,0.14558953046798706,0.16485149005543945,1.0,0.9999969234267871,16
10000,0.0003,fp32,16.5184331163764,16.532348692417145,0.0984855517745018,0.1245158267199489,1.0,0.9999956821441984,16
10200,0.0003,fp32,23.2417134642601,23.453238785266876,0.7129361629486084,0.8862086138880243,1.0,0.9997897605886691,16
10400,0.0003,fp32,8.09860110282898,8.150297611951828,0.12288543581962585,0.15545978610640715,1.0,0.9999932040543221,16
10600,0.0003,fp32,-14.510464787483215,-14.450370609760284,0.12104111909866333,0.15362724232295247,1.0,0.9999950558063008,16
10800,0.0003,fp32,-14.620857331901789,-14.611284762620926,0.18179958686232567,0.2557105417382279,1.0,0.9999434589270942,16
11000,0.0003,fp32,5.129209280014038,5.158369228243828,0.1724824458360672,0.2228079438118965,1.0,0.9999797372225774,16
11200,0.0003,fp32,9.806553483009338,9.95551711320877,0.6084251999855042,0.8249637927151544,1.0,0.9998570288024131,16
11400,0.0003,fp32,-4.764757826924324,-4.701667129993439,0.27444256842136383,0.3901583735271785,1.0,0.9999372019064792,16
11600,0.0003,fp32,6.5983521193265915,6.550958663225174,0.13141323626041412,0.16911857328324997,1.0,0.9999917892584947,16
11800,0.0003,fp32,6.5522885620594025,6.6933205127716064,0.6929350197315216,0.8517630739756527,1.0,0.9997534088546595,16
12000,0.0003,fp32,-26.208893805742264,-26.11985355615616,0.20827636122703552,0.2827041503405505,1.0,0.999982754012006,16
12200,0.0003,fp32,-0.0936790406703949,-0.18593242764472961,0.4083549380302429,0.5231263913646171,1.0,0.9998472006633727,16
12400,0.0003,fp32,4.377303093671799,4.453195482492447,0.411018431186676,0.5139372651486742,1.0,0.9999069671011773,16
12600,0.0003,fp32,-16.88317696750164,-16.273880943655968,0.9136955142021179,1.0932733700572952,1.0,0.999765629415859,16
12800,0.0003,fp32,11.917029619216919,11.92727717757225,0.27876320481300354,0.4024721494165669,1.0,0.9999356611022191,16
13000,0.0003,fp32,8.314264345914125,8.667127102613449,0.4760373644530773,0.8257590306285872,1.0,0.99975975928377,16
13200,0.0003,fp32,-8.324248190969229,-8.338889360427856,0.22698963060975075,0.28871591223769344,1.0,0.9999443836072214,16
13400,0.0003,fp32,19.981227427721024,20.04273873567581,0.1700609028339386,0.2202756911622547,1.0,0.999984372857991,16
13600,0.0003,fp32,12.63069561123848,12.674710094928741,0.23928889632225037,0.36691144017241073,1.0,0.9999584469146506,16
13800,0.0003,fp32,0.5472202524542809,0.42090779542922974,0.24824324995279312,0.32998970412735834,1.0,0.9999672686691703,16
14000,0.0003,fp32,-3.4888400435447693,-3.276921659708023,0.43891575932502747,0.7631129546071522,1.0,0.9997307129699725,16
14200,0.0003,fp32,-18.071668457239866,-18.192628264427185,0.28866802528500557,0.44682634615357086,1.0,0.9999516543425622,16
14400,0.0003,fp32,-11.074840255081654,-10.824431419372559,0.9022404029965401,1.228161266920274,1.0,0.9996774195050864,16
14600,0.0003,fp32,6.1673789620399475,6.125067710876465,0.42643600702285767,0.5898883708157246,1.0,0.999885413658043,16
14800,0.0003,fp32,-1.474370390176773,-1.4743922352790833,0.16444101929664612,0.20332164406485584,1.0,0.9999782930483683,16
15000,0.0003,fp32,-6.804267063736916,-7.014238893985748,0.5990684777498245,0.8188039966608407,1.0,0.9997588208098682,16
15200,0.0003,fp32,-29.623992264270782,-29.638956785202026,0.8173933625221252,1.1509701730857922,1.0,0.9998404248929025,16
15400,0.0003,fp32,19.73162043094635,19.880616903305054,0.260353684425354,0.3440495372511038,1.0,0.9999652753577583,16
15600,0.0003,fp32,13.045817136764526,12.625508785247803,0.5531158447265625,0.7188988116998787,1.0,0.9999636904191602,16
15800,0.0003,fp32,-17.91449787840247,-17.712573036551476,0.6593019962310791,0.9242024663648486,1.0,0.9997663496920727,16
16000,0.0003,fp32,4.97435499727726,4.994510516524315,0.4402821362018585,0.5406201003393649,1.0,0.9999362792093679,16
16200,0.0003,fp32,4.916873723268509,4.9216645658016205,0.23613649606704712,0.3206968983827634,1.0,0.9999780532113353,16
16400,0.0003,fp32,1.6689675748348236,1.6352095007896423,0.33892205357551575,0.38760678982092545,1.0,0.9999775149555324,16
16600,0.0003,fp32,20.183473646640778,20.16175851225853,0.2985117733478546,0.3373348466778492,1.0,0.9999802081239519,16
16800,0.0003,fp32,-24.785808205604553,-24.263748347759247,3.039929211139679,4.989869346775815,1.0,0.9964928447675702,16
17000,0.0003,fp32,-3.455343160778284,-3.406533122062683,0.43532848730683327,0.563703967084823,1.0,0.9999433260894178,16
