global_step,eps,precision,zo_quantization_bits,fd_mean,td_mean,td_u2_mean_debug,mae,mse,rmse,sign_acc,corr,mae_u2_debug,mse_u2_debug,rmse_u2_debug,sign_acc_u2_debug,corr_u2_debug,probe_num_seeds
200,0.001,fp16,16,0.7019041925668716,0.9683683281764388,,0.5290647028014064,0.45145534800584625,0.6719042699714345,0.9375,0.9971883416088871,,,,,,16
400,0.001,fp16,16,2.60770320892334e-08,-0.11568734049797058,,0.5364893339574337,0.34628534708653347,0.5884601491065758,1.0,0.9946219652446006,,,,,,16
600,0.001,fp16,16,0.15258789248764515,0.046852873638272285,,0.4775366336107254,0.32366027376301654,0.5689114814828548,1.0,0.9917794139671064,,,,,,16
800,0.001,fp16,16,-1.0986327268183231,-0.8769499075133353,,0.647009712876752,0.5862338493580432,0.7656590947399784,0.875,0.9871897477119169,,,,,,16
1000,0.001,fp16,16,0.7019042428582907,0.6888872310519218,,0.34204710461199284,0.18400713038965627,0.42896052311332367,0.9375,0.9879090362158016,,,,,,16
1200,0.001,fp16,16,0.1525878831744194,0.28729093819856644,,0.355640422552824,0.21305452113679213,0.46157829361527836,1.0,0.9923631543785965,,,,,,16
1400,0.001,fp16,16,-1.1596679128706455,-1.0299212476238608,,0.6757816085591912,0.8250020732799431,0.9082962475315767,0.9375,0.9773991804715103,,,,,,16
1600,0.001,fp16,16,-0.18310546316206455,-0.46484382078051567,,0.48495724983513355,0.3785369145324183,0.6152535367898492,0.8125,0.9946424564762658,,,,,,16
1800,0.001,fp16,16,0.7019042726606131,0.8887689057737589,,0.6356821320950985,0.5204080023319178,0.7213930983395376,0.9375,0.9918292984333581,,,,,,16
2000,0.001,fp16,16,-1.4648436158895493,-1.5613289400935173,,0.5761946588754654,0.503357582846466,0.7094769783766532,0.9375,0.9871635375333592,,,,,,16
2200,0.001,fp16,16,0.18310542032122612,0.4091424513608217,,0.8163974825292826,0.8502232814569901,0.9220755291498577,0.9375,0.9918540312553701,,,,,,16
2400,0.001,fp16,16,-0.42724601924419403,-0.4150428995490074,,0.567335233092308,0.5220897320931148,0.7225577707651581,1.0,0.994385693187335,,,,,,16
2600,0.001,fp16,16,1.1291503217071295,1.1606739219278097,,0.5596438348293304,0.36896140035505176,0.6074219294321302,1.0,0.9923186888204765,,,,,,16
2800,0.001,fp16,16,-1.8310545645654202,-1.8067640132212546,,0.40303521501482464,0.2442639691056951,0.4942306840997381,1.0,0.9960980172218947,,,,,,16
3000,0.001,fp16,16,0.2746581807732582,0.5920237004756927,,0.60019651055336,0.48117939286691624,0.6936709543197814,1.0,0.9865753450148602,,,,,,16
3200,0.001,fp16,16,0.3051757477223873,0.23705605044960976,,0.5639395639300346,0.5002635892996907,0.7072931424096311,0.875,0.9904016785444129,,,,,,16
3400,0.001,fp16,16,-0.8239745385944843,-0.7593150679022074,,0.40025397203862667,0.216865086238951,0.4656877561617344,1.0,0.995035335614302,,,,,,16
3600,0.001,fp16,16,-0.42724605835974216,-0.5111041832715273,,0.4194388799369335,0.26666187781511386,0.5163931426879271,0.9375,0.9821266034956401,,,,,,16
3800,0.001,fp16,16,-1.0070799812674522,-0.9022003842983395,,0.289056503912434,0.13688893815539555,0.3699850512593658,0.8125,0.9972351714027714,,,,,,16
4000,0.001,fp16,16,-2.5329587664455175,-2.2540497202426195,,0.5556341856718063,0.45163171817931114,0.6720355036598223,0.9375,0.9894538047537875,,,,,,16
4200,0.001,fp16,16,1.3427733201533556,1.40172665938735,,0.29826188646256924,0.1309285376185973,0.36184048642820127,0.875,0.9934153765029277,,,,,,16
4400,0.001,fp16,16,0.1220703013241291,0.09908705641282722,,0.37493470805929974,0.187962657805285,0.4335466039600414,0.9375,0.990475508102958,,,,,,16
4600,0.001,fp16,16,0.3967284969985485,0.14097697101533413,,0.47199532948434353,0.4276669571689014,0.6539625044059494,0.9375,0.9856005186919395,,,,,,16
4800,0.001,fp16,16,0.030517570674419403,0.1926528960466385,,0.6375265046954155,0.5780571333224024,0.7603006861251688,0.875,0.9930537160136476,,,,,,16
