time,step,epoch,phase,split,metric,value,task,model,eps,seed,precision,zo_quantization_bits
2026-04-28 22:14:25,500,1.0395010395010396,train,train,loss,1.8897,SST5,opt-1.3b,0.001,16,fp16,16
2026-04-28 22:14:25,500,1.0395010395010396,train,train,learning_rate,1e-06,SST5,opt-1.3b,0.001,16,fp16,16
2026-04-28 22:14:25,500,1.0395010395010396,train,train,epoch,1.0395010395010396,SST5,opt-1.3b,0.001,16,fp16,16
2026-04-28 22:14:39,500,1.0395010395010396,train,train,eval_loss,1.912109375,SST5,opt-1.3b,0.001,16,fp16,16
2026-04-28 22:14:39,500,1.0395010395010396,train,train,eval_model_preparation_time,0.0033,SST5,opt-1.3b,0.001,16,fp16,16
2026-04-28 22:14:39,500,1.0395010395010396,train,train,eval_runtime,13.8594,SST5,opt-1.3b,0.001,16,fp16,16
2026-04-28 22:14:39,500,1.0395010395010396,train,train,eval_samples_per_second,61.619,SST5,opt-1.3b,0.001,16,fp16,16
2026-04-28 22:14:39,500,1.0395010395010396,train,train,eval_steps_per_second,3.896,SST5,opt-1.3b,0.001,16,fp16,16
2026-04-28 22:14:39,500,1.0395010395010396,train,train,epoch,1.0395010395010396,SST5,opt-1.3b,0.001,16,fp16,16
2026-04-28 22:14:39,500,1.0395010395010396,eval,eval,eval_loss,1.912109375,SST5,opt-1.3b,0.001,16,fp16,16
2026-04-28 22:14:39,500,1.0395010395010396,eval,eval,eval_model_preparation_time,0.0033,SST5,opt-1.3b,0.001,16,fp16,16
2026-04-28 22:14:39,500,1.0395010395010396,eval,eval,eval_runtime,13.8594,SST5,opt-1.3b,0.001,16,fp16,16
2026-04-28 22:14:39,500,1.0395010395010396,eval,eval,eval_samples_per_second,61.619,SST5,opt-1.3b,0.001,16,fp16,16
2026-04-28 22:14:39,500,1.0395010395010396,eval,eval,eval_steps_per_second,3.896,SST5,opt-1.3b,0.001,16,fp16,16
2026-04-28 22:14:39,500,1.0395010395010396,eval,eval,epoch,1.0395010395010396,SST5,opt-1.3b,0.001,16,fp16,16
2026-04-28 22:14:39,500,1.0395010395010396,eval,eval,accuracy,0.25526932084309134,SST5,opt-1.3b,0.001,16,fp16,16
2026-04-28 22:14:39,500,1.0395010395010396,train_probe,train_probe,accuracy,0.2421875,SST5,opt-1.3b,0.001,16,fp16,16
2026-04-28 22:20:56,1000,2.079002079002079,train,train,loss,1.888,SST5,opt-1.3b,0.001,16,fp16,16
2026-04-28 22:20:56,1000,2.079002079002079,train,train,learning_rate,1e-06,SST5,opt-1.3b,0.001,16,fp16,16
2026-04-28 22:20:56,1000,2.079002079002079,train,train,epoch,2.079002079002079,SST5,opt-1.3b,0.001,16,fp16,16
2026-04-28 22:21:09,1000,2.079002079002079,train,train,eval_loss,1.9072265625,SST5,opt-1.3b,0.001,16,fp16,16
2026-04-28 22:21:09,1000,2.079002079002079,train,train,eval_model_preparation_time,0.0033,SST5,opt-1.3b,0.001,16,fp16,16
2026-04-28 22:21:09,1000,2.079002079002079,train,train,eval_runtime,13.5595,SST5,opt-1.3b,0.001,16,fp16,16
