global_step,eps,precision,zo_quantization_bits,fd_mean,td_mean,mae,mse,rmse,sign_acc,corr,probe_num_seeds
100,1e-05,fp16,16,36.62109375,50.210567865520716,141.30305245146155,28637.264788017477,169.22548504293755,0.4375,-0.12547392553609288,16
200,1e-05,fp16,16,48.828125,-10.62187859416008,124.79372134804726,25238.626776626406,158.8666949886804,0.625,0.6389442541246685,16
300,1e-05,fp16,16,12.20703125,-4.270525552332401,69.65080437809229,7689.603273024599,87.69038301333048,0.5625,0.5114343002075182,16
400,1e-05,fp16,16,24.4140625,-3.9345738291740417,94.67624145746231,15116.766830457076,122.9502616119912,0.5625,0.4151684194466487,16
500,1e-05,fp16,16,12.20703125,17.39063798636198,86.51383768767118,12663.131240730178,112.53057913620714,0.4375,0.4910734363258608,16
600,1e-05,fp16,16,6.103515625,2.940640315413475,140.55609641969204,23938.368834707704,154.72029225252808,0.5,0.4697597927620996,16
700,1e-05,fp16,16,48.828125,33.45735311508179,158.50752234458923,35263.535607060054,187.78587701704313,0.6875,0.5471779244295115,16
800,1e-05,fp16,16,79.345703125,37.749912694096565,179.9231198579073,71840.23339964339,268.03028448226405,0.5,0.2078935485909926,16
900,1e-05,fp16,16,0.0,10.628059640526772,164.88823726773262,35154.28060412745,187.4947482041229,0.5,0.4537653748395282,16
1000,1e-05,fp16,16,36.62109375,53.66415201127529,121.83311043679714,21015.21555293542,144.9662566010981,0.4375,0.280750855144578,16
1100,1e-05,fp16,16,-42.724609375,0.9399721324443817,167.43237027525902,34999.60041349714,187.0818013957989,0.5,0.4277099443094564,16
1200,1e-05,fp16,16,-36.62109375,-23.201755940914154,128.3453655987978,21972.376961457143,148.2308232502847,0.5,0.4588211012841413,16
1300,1e-05,fp16,16,-12.20703125,-50.7051620259881,125.05504312366247,27228.23874829641,165.00981409690883,0.625,0.11551986370218842,16
1400,1e-05,fp16,16,-6.103515625,23.600493884645402,78.30122046824545,12016.868467092376,109.62147812856921,0.5,0.6744969844462897,16
1500,1e-05,fp16,16,-30.517578125,16.635453894734383,138.45422308146954,27267.32856627393,165.1282185644656,0.6875,0.5260760088177654,16
1600,1e-05,fp16,16,15.2587890625,1.1429804414510727,110.88201074302197,19385.150097751142,139.2305645242852,0.4375,0.06248204856115229,16
1700,1e-05,fp16,16,24.4140625,12.15908832848072,95.02448965609074,14585.567289191446,120.77072198671102,0.5625,0.5129772625686408,16
1800,1e-05,fp16,16,-12.20703125,-4.418448984622955,87.88571220636368,14599.62569973966,120.82891086052071,0.4375,0.3097534771473844,16
1900,1e-05,fp16,16,48.828125,-4.235232014209032,90.02418544515967,12481.21399084323,111.71935369864627,0.5,0.4349911675844562,16
2000,1e-05,fp16,16,-30.517578125,-9.667066611349583,76.41686747223139,8993.842717188345,94.83587252294537,0.5,0.2671900744072668,16
2100,1e-05,fp16,16,-33.5693359375,-1.3849630951881409,87.65675634145737,12504.490064968468,111.8234772530727,0.6875,0.7089007543159218,16
2200,1e-05,fp16,16,0.0,1.0157664730213583,77.57986500719562,10223.427278124997,101.11096517255187,0.4375,0.2774791020834287,16
2300,1e-05,fp16,16,12.20703125,17.65399844944477,114.05782587826252,16368.631889909797,127.93995423600009,0.375,0.2629029200822908,16
2400,1e-05,fp16,16,15.2587890625,4.175911843776703,102.65335047245026,18984.947359662146,137.7858750368199,0.3125,0.07499439331225438,16
