time,step,epoch,phase,split,metric,value,task,model,eps,seed,precision,zo_quantization_bits
2026-04-16 23:03:04,500,1.0395010395010396,train,train,loss,2.917,SST5,opt-1.3b,1e-07,42,fp16,16
2026-04-16 23:03:04,500,1.0395010395010396,train,train,learning_rate,1e-06,SST5,opt-1.3b,1e-07,42,fp16,16
2026-04-16 23:03:04,500,1.0395010395010396,train,train,epoch,1.04,SST5,opt-1.3b,1e-07,42,fp16,16
2026-04-16 23:03:06,500,1.0395010395010396,train,train,eval_loss,nan,SST5,opt-1.3b,1e-07,42,fp16,16
2026-04-16 23:03:06,500,1.0395010395010396,train,train,eval_runtime,2.5936,SST5,opt-1.3b,1e-07,42,fp16,16
2026-04-16 23:03:06,500,1.0395010395010396,train,train,eval_samples_per_second,329.273,SST5,opt-1.3b,1e-07,42,fp16,16
2026-04-16 23:03:06,500,1.0395010395010396,train,train,eval_steps_per_second,41.256,SST5,opt-1.3b,1e-07,42,fp16,16
2026-04-16 23:03:06,500,1.0395010395010396,train,train,epoch,1.04,SST5,opt-1.3b,1e-07,42,fp16,16
2026-04-16 23:03:06,500,1.0395010395010396,eval,eval,eval_loss,nan,SST5,opt-1.3b,1e-07,42,fp16,16
2026-04-16 23:03:06,500,1.0395010395010396,eval,eval,eval_runtime,2.5936,SST5,opt-1.3b,1e-07,42,fp16,16
2026-04-16 23:03:06,500,1.0395010395010396,eval,eval,eval_samples_per_second,329.273,SST5,opt-1.3b,1e-07,42,fp16,16
2026-04-16 23:03:06,500,1.0395010395010396,eval,eval,eval_steps_per_second,41.256,SST5,opt-1.3b,1e-07,42,fp16,16
2026-04-16 23:03:06,500,1.0395010395010396,eval,eval,epoch,1.04,SST5,opt-1.3b,1e-07,42,fp16,16
2026-04-16 23:03:06,500,1.0395010395010396,eval,eval,accuracy,0.11592505854800937,SST5,opt-1.3b,1e-07,42,fp16,16
2026-04-16 23:03:06,500,1.0395010395010396,train_probe,train_probe,accuracy,0.11328125,SST5,opt-1.3b,1e-07,42,fp16,16
2026-04-16 23:37:28,1000,2.079002079002079,train,train,loss,0.0,SST5,opt-1.3b,1e-07,42,fp16,16
2026-04-16 23:37:28,1000,2.079002079002079,train,train,learning_rate,1e-06,SST5,opt-1.3b,1e-07,42,fp16,16
2026-04-16 23:37:28,1000,2.079002079002079,train,train,epoch,2.08,SST5,opt-1.3b,1e-07,42,fp16,16
2026-04-16 23:37:31,1000,2.079002079002079,train,train,eval_loss,nan,SST5,opt-1.3b,1e-07,42,fp16,16
2026-04-16 23:37:31,1000,2.079002079002079,train,train,eval_runtime,2.5401,SST5,opt-1.3b,1e-07,42,fp16,16
2026-04-16 23:37:31,1000,2.079002079002079,train,train,eval_samples_per_second,336.202,SST5,opt-1.3b,1e-07,42,fp16,16
2026-04-16 23:37:31,1000,2.079002079002079,train,train,eval_steps_per_second,42.124,SST5,opt-1.3b,1e-07,42,fp16,16
2026-04-16 23:37:31,1000,2.079002079002079,train,train,epoch,2.08,SST5,opt-1.3b,1e-07,42,fp16,16
2026-04-16 23:37:31,1000,2.079002079002079,eval,eval,eval_loss,nan,SST5,opt-1.3b,1e-07,42,fp16,16
2026-04-16 23:37:31,1000,2.079002079002079,eval,eval,eval_runtime,2.5401,SST5,opt-1.3b,1e-07,42,fp16,16
2026-04-16 23:37:31,1000,2.079002079002079,eval,eval,eval_samples_per_second,336.202,SST5,opt-1.3b,1e-07,42,fp16,16
2026-04-16 23:37:31,1000,2.079002079002079,eval,eval,eval_steps_per_second,42.124,SST5,opt-1.3b,1e-07,42,fp16,16
2026-04-16 23:37:31,1000,2.079002079002079,eval,eval,epoch,2.08,SST5,opt-1.3b,1e-07,42,fp16,16
2026-04-16 23:37:31,1000,2.079002079002079,eval,eval,accuracy,0.11592505854800937,SST5,opt-1.3b,1e-07,42,fp16,16
2026-04-16 23:37:31,1000,2.079002079002079,train_probe,train_probe,accuracy,0.140625,SST5,opt-1.3b,1e-07,42,fp16,16
2026-04-17 00:11:53,1500,3.1185031185031185,train,train,loss,0.0,SST5,opt-1.3b,1e-07,42,fp16,16
2026-04-17 00:11:53,1500,3.1185031185031185,train,train,learning_rate,1e-06,SST5,opt-1.3b,1e-07,42,fp16,16
2026-04-17 00:11:53,1500,3.1185031185031185,train,train,epoch,3.12,SST5,opt-1.3b,1e-07,42,fp16,16
2026-04-17 00:11:56,1500,3.1185031185031185,train,train,eval_loss,nan,SST5,opt-1.3b,1e-07,42,fp16,16
2026-04-17 00:11:56,1500,3.1185031185031185,train,train,eval_runtime,2.5556,SST5,opt-1.3b,1e-07,42,fp16,16
2026-04-17 00:11:56,1500,3.1185031185031185,train,train,eval_samples_per_second,334.171,SST5,opt-1.3b,1e-07,42,fp16,16
2026-04-17 00:11:56,1500,3.1185031185031185,train,train,eval_steps_per_second,41.869,SST5,opt-1.3b,1e-07,42,fp16,16
2026-04-17 00:11:56,1500,3.1185031185031185,train,train,epoch,3.12,SST5,opt-1.3b,1e-07,42,fp16,16
2026-04-17 00:11:56,1500,3.1185031185031185,eval,eval,eval_loss,nan,SST5,opt-1.3b,1e-07,42,fp16,16
2026-04-17 00:11:56,1500,3.1185031185031185,eval,eval,eval_runtime,2.5556,SST5,opt-1.3b,1e-07,42,fp16,16
2026-04-17 00:11:56,1500,3.1185031185031185,eval,eval,eval_samples_per_second,334.171,SST5,opt-1.3b,1e-07,42,fp16,16
2026-04-17 00:11:56,1500,3.1185031185031185,eval,eval,eval_steps_per_second,41.869,SST5,opt-1.3b,1e-07,42,fp16,16
2026-04-17 00:11:56,1500,3.1185031185031185,eval,eval,epoch,3.12,SST5,opt-1.3b,1e-07,42,fp16,16
2026-04-17 00:11:56,1500,3.1185031185031185,eval,eval,accuracy,0.11592505854800937,SST5,opt-1.3b,1e-07,42,fp16,16
2026-04-17 00:11:56,1500,3.1185031185031185,train_probe,train_probe,accuracy,0.11328125,SST5,opt-1.3b,1e-07,42,fp16,16
2026-04-17 00:46:19,2000,4.158004158004158,train,train,loss,0.0,SST5,opt-1.3b,1e-07,42,fp16,16
2026-04-17 00:46:19,2000,4.158004158004158,train,train,learning_rate,1e-06,SST5,opt-1.3b,1e-07,42,fp16,16
2026-04-17 00:46:19,2000,4.158004158004158,train,train,epoch,4.16,SST5,opt-1.3b,1e-07,42,fp16,16
2026-04-17 00:46:21,2000,4.158004158004158,train,train,eval_loss,nan,SST5,opt-1.3b,1e-07,42,fp16,16
2026-04-17 00:46:21,2000,4.158004158004158,train,train,eval_runtime,2.5598,SST5,opt-1.3b,1e-07,42,fp16,16
2026-04-17 00:46:21,2000,4.158004158004158,train,train,eval_samples_per_second,333.617,SST5,opt-1.3b,1e-07,42,fp16,16
2026-04-17 00:46:21,2000,4.158004158004158,train,train,eval_steps_per_second,41.8,SST5,opt-1.3b,1e-07,42,fp16,16
2026-04-17 00:46:21,2000,4.158004158004158,train,train,epoch,4.16,SST5,opt-1.3b,1e-07,42,fp16,16
2026-04-17 00:46:21,2000,4.158004158004158,eval,eval,eval_loss,nan,SST5,opt-1.3b,1e-07,42,fp16,16
2026-04-17 00:46:21,2000,4.158004158004158,eval,eval,eval_runtime,2.5598,SST5,opt-1.3b,1e-07,42,fp16,16
2026-04-17 00:46:21,2000,4.158004158004158,eval,eval,eval_samples_per_second,333.617,SST5,opt-1.3b,1e-07,42,fp16,16
2026-04-17 00:46:21,2000,4.158004158004158,eval,eval,eval_steps_per_second,41.8,SST5,opt-1.3b,1e-07,42,fp16,16
2026-04-17 00:46:21,2000,4.158004158004158,eval,eval,epoch,4.16,SST5,opt-1.3b,1e-07,42,fp16,16
2026-04-17 00:46:21,2000,4.158004158004158,eval,eval,accuracy,0.11592505854800937,SST5,opt-1.3b,1e-07,42,fp16,16
2026-04-17 00:46:21,2000,4.158004158004158,train_probe,train_probe,accuracy,0.125,SST5,opt-1.3b,1e-07,42,fp16,16
2026-04-17 01:14:24,2405,5.0,train,train,train_runtime,9927.1155,SST5,opt-1.3b,1e-07,42,fp16,16
2026-04-17 01:14:24,2405,5.0,train,train,train_samples_per_second,3.873,SST5,opt-1.3b,1e-07,42,fp16,16
2026-04-17 01:14:24,2405,5.0,train,train,train_steps_per_second,0.242,SST5,opt-1.3b,1e-07,42,fp16,16
2026-04-17 01:14:24,2405,5.0,train,train,train_loss,0.6064367853430354,SST5,opt-1.3b,1e-07,42,fp16,16
2026-04-17 01:14:24,2405,5.0,train,train,tail_perf_window_steps,10.0,SST5,opt-1.3b,1e-07,42,fp16,16
2026-04-17 01:14:24,2405,5.0,train,train,tail_perf_measured_steps,10.0,SST5,opt-1.3b,1e-07,42,fp16,16
2026-04-17 01:14:24,2405,5.0,train,train,tail_perf_wallclock_per_step,4.002112913131714,SST5,opt-1.3b,1e-07,42,fp16,16
2026-04-17 01:14:24,2405,5.0,train,train,tail_perf_samples_per_second,3.9978882023795173,SST5,opt-1.3b,1e-07,42,fp16,16
2026-04-17 01:14:24,2405,5.0,train,train,tail_perf_max_gpu_memory_gb,11.37595796585083,SST5,opt-1.3b,1e-07,42,fp16,16
2026-04-17 01:14:24,2405,5.0,train,train,epoch,5.0,SST5,opt-1.3b,1e-07,42,fp16,16
