global_step,eps,precision,zo_quantization_bits,fd_mean,td_mean,mae,mse,rmse,sign_acc,corr,probe_num_seeds
200,0.01,fp16,16,1.8768310546875,25.965571224689484,110.04489535093307,21994.88179888801,148.30671528588317,0.5625,0.10655944643496627,16
400,0.01,fp16,16,7.33489990234375,15.44851847551763,82.63991014100611,10528.383165912559,102.60790986036388,0.375,0.27222701512665615,16
600,0.01,fp16,16,-11.9964599609375,17.431342899799347,94.17708110809326,15131.203539317736,123.00895715076092,0.375,-0.1686353677590978,16
800,0.01,fp16,16,-6.085205078125,-13.096116304397583,62.517733335494995,4735.805198928069,68.81718679899716,0.5625,-0.05983507147499954,16
1000,0.01,fp16,16,4.4464111328125,-2.4784483313560486,68.96556240320206,7834.872127272571,88.51481303868054,0.4375,-0.0832280043806834,16
1200,0.01,fp16,16,-0.5828857421875,-42.97668492794037,115.7684885263443,19932.691622185357,141.18318462970495,0.3125,-0.13911202093712097,16
1400,0.01,fp16,16,-1.9256591796875,6.14965546131134,127.78056621551514,25892.529200457662,160.91155707548685,0.5,0.0673369849976949,16
1600,0.01,fp16,16,-2.78167724609375,-13.997641235589981,37.4822955429554,2803.2785115827824,52.945996180851886,0.3125,0.1261626538206703,16
1800,0.01,fp16,16,2.9693603515625,-8.207916736602783,71.20098805427551,7669.935219251301,87.5781663387131,0.5625,0.10615486079362489,16
2000,0.01,fp16,16,-11.1480712890625,-4.147936463356018,67.20520651340485,7669.612532436089,87.57632404043966,0.3125,-0.12531251072818692,16
2200,0.01,fp16,16,-7.87811279296875,1.8208926916122437,62.44630753993988,5349.371324046821,73.13939652503855,0.25,-0.208182620495491,16
2400,0.01,fp16,16,0.1007080078125,-10.301019668579102,52.929866552352905,3971.4713500430935,63.019610836969576,0.5625,0.010153481455673095,16
2600,0.01,fp16,16,-4.2938232421875,-2.783467620611191,49.0421659052372,3063.2877746907734,55.346976201873694,0.5625,0.035866600865016786,16
2800,0.01,fp16,16,0.8636474609375,-8.040778666734695,52.36329510807991,4670.844936145426,68.34358006532455,0.625,0.3968730459138022,16
3000,0.01,fp16,16,-1.275634765625,-6.579211622476578,46.0589185655117,2743.0198510794307,52.37384701432033,0.4375,0.009002786569751179,16
3200,0.01,fp16,16,2.5604248046875,-10.574018966406584,96.71080743148923,15259.139103768903,123.5278879596381,0.5625,0.14822293728749641,16
3400,0.01,fp16,16,-6.6436767578125,-10.223576896823943,59.27711940463632,5037.41217324331,70.974729117083,0.375,-0.21386743254909796,16
3600,0.01,fp16,16,-2.7801513671875,5.149014979600906,46.08284267783165,2783.4677704379637,52.758580064648854,0.4375,-0.18821461902374279,16
3800,0.01,fp16,16,3.466796875,18.762373380362988,58.865860529243946,4547.194066799965,67.43288564787929,0.5,-0.1361501381139543,16
4000,0.01,fp16,16,-2.825927734375,-9.275017775595188,57.95041032880545,5425.9250643209725,73.66087879139762,0.5625,0.006092416046617545,16
4200,0.01,fp16,16,0.689697265625,-19.704218730330467,39.82728897035122,3120.5944387119284,55.86228100169137,0.5,0.34240371980302947,16
4400,0.01,fp16,16,-1.5289306640625,-4.582557201385498,43.705509424209595,3334.7514509153816,57.74730687153628,0.5625,0.4694074837139511,16
4600,0.01,fp16,16,2.54974365234375,32.25193864107132,153.5890229344368,35815.842765232715,189.25074046151767,0.375,-0.4231927928591476,16
4800,0.01,fp16,16,5.7830810546875,-9.613985687494278,47.11554655432701,3481.92933052798,59.00787515686343,0.5625,0.09798871062086657,16
5000,0.01,fp16,16,1.50146484375,-6.547675371170044,69.59488129615784,5753.05691420007,75.8489084575386,0.375,-0.06529438309420951,16
5200,0.01,fp16,16,3.3294677734375,2.769130438566208,44.11020824313164,2882.062765852747,53.68484670605614,0.875,0.3884876353066114,16
5400,0.01,fp16,16,11.4288330078125,3.948325753211975,57.35017168521881,4238.793303945301,65.10601588137075,0.4375,-0.0073907497504438185,16
5600,0.01,fp16,16,-1.1749267578125,6.832115359604359,37.81944947689772,2251.6522334261135,47.45157777594032,0.5,0.3377358322262539,16
5800,0.01,fp16,16,6.04248046875,-23.0755572617054,52.66543182730675,4093.506894595107,63.98051964930503,0.375,-0.30911549425949236,16
6000,0.01,fp16,16,-4.2755126953125,-47.48646917939186,84.0474947988987,10204.428967375736,101.0169736597555,0.75,0.38845214048529986,16
6200,0.01,fp16,16,0.25634765625,-13.383364662528038,27.679407998919487,1113.7374223611591,33.37270475045676,0.5625,0.21052409395214866,16
6400,0.01,fp16,16,-9.15374755859375,7.832978010177612,76.56783699989319,9240.560521652273,96.12783427110107,0.625,0.3393788760022058,16
6600,0.01,fp16,16,6.24542236328125,-1.960613876581192,57.595569759607315,5371.690400930561,73.29181673918693,0.5,-0.4298038060836089,16
6800,0.01,fp16,16,6.658935546875,-12.057837408035994,48.46511499211192,3338.4620554108924,57.77942588336174,0.4375,-0.0274597847740901,16
7000,0.01,fp16,16,4.47998046875,6.551108628511429,51.2442047894001,4018.271553163124,63.38983793292994,0.5625,0.13477935400738164,16
7200,0.01,fp16,16,5.2032470703125,10.561243534088135,63.364362835884094,6286.576423837545,79.28793365851796,0.4375,-0.2432911341397733,16
7400,0.01,fp16,16,0.6103515625,2.7513493597507477,29.823889702558517,1341.3575388906038,36.6245483097144,0.375,-0.3190550396805095,16
7600,0.01,fp16,16,12.02392578125,-3.768275398761034,44.98736073449254,2969.4822211236947,54.492955701849155,0.8125,0.26013262742920473,16
7800,0.01,fp16,16,-5.2154541015625,11.639590979553759,45.796859382651746,4606.2254045056725,67.86917860491367,0.75,0.06653655860563354,16
8000,0.01,fp16,16,-4.7821044921875,-20.91069370508194,58.0323001742363,4102.850127584869,64.05349426522233,0.5625,-0.09286872961856284,16
8200,0.01,fp16,16,1.031494140625,19.70721985399723,46.94246722757816,3210.138946350792,56.65808809297038,0.5625,0.23499925596638618,16
8400,0.01,fp16,16,6.3018798828125,4.198453646153212,53.812129121273756,3806.268846491532,61.694966135751564,0.25,-0.3497191030573659,16
8600,0.01,fp16,16,-5.609130859375,3.7319091632962227,34.31062989681959,2037.795277180836,45.14194587277819,0.625,0.32779474139153536,16
8800,0.01,fp16,16,5.718994140625,19.128314718604088,36.184700295329094,1992.661315233396,44.6392351551121,0.6875,0.4381435635335259,16
