run_name,dataset,task_name,bitwidth,h,h_label,h_policy,hstar_cont,hstar_nearest_grid,Delta_mode,Delta_value,G_mode,G_value,L_mode,L_hat,d_trainable,direction_mode,sparse_ratio,sparse_mask_strategy,sparse_mask_source,sparse_mask_hash,sparse_mask_restored_from_checkpoint,sparse_rescale,active_params_all,mask_active_frac_all,active_params_quantized_linear,mask_active_frac_quantized_linear,scale_refresh_k,status,steps_completed,seed,data_seed,batch_size,gpu_name,gpu_type_requested,fallback_used,best_eval_acc,best_eval_step,last_eval_acc,last_eval_step,best_eval_loss,best_eval_loss_step,last_eval_loss,last_eval_loss_step,final_train_loss,update_scalar_source,d_h_last,d_g_last,fd_true_error_last,update_variant,perturbed_parameter_scope,quantized_forward_scope,active_frac,alignment,norm_ratio,delta_q_norm,ideal_displacement_norm,code_change_frac,delta_visibility_mse,delta_visibility_nmse,delta_visibility_rel_l2,lowbit_true_nmse,lowbit_true_corr,nMSE_metric_version,true_dir_lowbit,true_dir_lowbit_field_name,legacy_nMSE_fd_true,legacy_nMSE_computed,legacy_nMSE_excluded_from_main_selection,saturation_frac_w,saturation_frac_w_plus,saturation_frac_w_minus,weight_recon_mse,weight_recon_rel_mse,weight_recon_sqnr_db,corr_fd_true,nMSE_fd_true,fd_true_available,fd_true_mse,fd_true_nmse,fd_true_rmse,fd_true_bias,run_dir,resume_command,warnings
int4_sparsep0p1_taskgrad_seedfixed_sst2_fixed_small_h1e-5_seed16_full_bs64_step20k,sst-2,sst-2,4,1e-05,1e-5,fixed_small,0.0004583147549720088,,scale_rms_over_sqrt6,0.00288612211113563,clean32_absG_median_1e-4_3e-4_1e-3,3.8013885991026646,L_clean32,0.0003669103670044343,35588469,sparse,0.1,task_grad_static,static_task_gradient_square_before_zo_training,1a730d7d91dc430663b857afdd0c1b9ea20a9542999b5a722d8215046cc60080,False,none,35556103,0.08716118293404769,35556103,0.1000001636852477,1,complete,20000,16,16,64,NVIDIA H100 80GB HBM3,H100,False,0.5648106904231626,4000,0.5578322197475872,20000,0.6836295645415739,2000,0.7126594254593541,20000,0.658447265625,finite_difference,-73.2421875,,,standard,sparse_task_grad_static_p0.1_all_trainable,Linear.weight_only,7.370898576435588e-05,0.033138784806946535,23.639175934371323,2.818998366576893,0.11925112678967945,7.370898576435588e-05,2.232726452807693e-08,558.2438919286421,23.627185442380608,558.2438919286421,0.033138784806946535,dequantized_effective_displacement_nmse_v1,delta_q_dequantized_fp32_over_2h,delta_q_dequantized_fp32_over_2h,,False,True,0.025134640315016176,0.025134522191641556,0.02513458687825147,2.31861677080112e-05,0.01351940864823441,18.690423044317622,,,False,,,,,outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/sparse_p0p1_taskgrad/fixed_small/int4_sparsep0p1_taskgrad_seedfixed_sst2_fixed_small_h1e-5_seed16_full_bs64_step20k,CUDA_VISIBLE_DEVICES=0 DATALOADER_SHUFFLE=True python tools/rtnclip_roberta_sst5_batch.py --manifest outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/manifests/lane0.csv --only-run-name int4_sparsep0p1_taskgrad_seedfixed_sst2_fixed_small_h1e-5_seed16_full_bs64_step20k run-manifest,
int4_sparsep0p1_taskgrad_seedfixed_sst5_fixed_small_h1e-5_seed16_full_bs64_step20k,sst-5,sst-5,4,1e-05,1e-5,fixed_small,0.0013388576857165132,,scale_rms_over_sqrt6,0.0028862099916490327,clean32_absG_median_1e-4_3e-4_1e-3,14.212155553886564,L_clean32,0.00016084839833201015,35566596,sparse,0.1,task_grad_static,static_task_gradient_square_before_zo_training,246e7499f494fec4b200db1f072e15f8df62f79dbcd4ba9483ee844bd8dbeb90,False,none,35603003,0.08727549433217745,35603003,0.10013120299855283,1,complete,20000,16,16,64,NVIDIA H100 80GB HBM3,H100,False,0.2728337236533958,20000,0.2728337236533958,20000,1.5859306389051522,3000,101.61446135831382,20000,112.59375,finite_difference,-15624.999999999998,,,standard,sparse_task_grad_static_p0.1_all_trainable,Linear.weight_only,9.809780260922156e-06,0.008568837413805028,266.09486918182597,31.7585561159043,0.11935050162104847,9.809780260922156e-06,2.836497888189377e-06,70802.91923762938,266.08817943987924,70802.91923762938,0.008568837413805028,dequantized_effective_displacement_nmse_v1,delta_q_dequantized_fp32_over_2h,delta_q_dequantized_fp32_over_2h,,False,True,0.017689491771368616,0.0176891681875497,0.0176891625626757,0.0032135779034224805,0.011377768318589328,19.43942913860797,,,False,,,,,outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/sparse_p0p1_taskgrad/fixed_small/int4_sparsep0p1_taskgrad_seedfixed_sst5_fixed_small_h1e-5_seed16_full_bs64_step20k,CUDA_VISIBLE_DEVICES=0 DATALOADER_SHUFFLE=True python tools/rtnclip_roberta_sst5_batch.py --manifest outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/manifests/lane0.csv --only-run-name int4_sparsep0p1_taskgrad_seedfixed_sst5_fixed_small_h1e-5_seed16_full_bs64_step20k run-manifest,
int4_sparsep0p1_taskgrad_seedfixed_rte_fixed_small_h1e-5_seed16_full_bs64_step20k,rte,rte,4,1e-05,1e-5,fixed_small,0.00043525285893347395,,scale_rms_over_sqrt6,0.0028858952948455324,clean32_absG_median_1e-4_3e-4_1e-3,4.037918061873794,L_clean32,0.0004323457990226267,35568337,sparse,0.1,task_grad_static,static_task_gradient_square_before_zo_training,4f5d137da8de6e42c31446032dd2713c5fd37d41a9dfd6953df8af375b0b3bb9,False,none,35564813,0.08718253437133415,35564813,0.10002466022317533,1,complete,20000,16,16,64,NVIDIA H100 80GB HBM3,H100,False,0.5100401606425703,8000,0.4979919678714859,20000,0.692394578313253,19000,0.7078352472389559,20000,0.696044921875,finite_difference,-952.1484374999999,,,standard,sparse_task_grad_static_p0.1_all_trainable,Linear.weight_only,1.7237575310963722e-05,0.014687130889310469,50.07073017486949,5.971556986843505,0.11926243068431545,1.7237575310963722e-05,1.0027211056748377e-07,2506.6072304702957,50.06602870680174,2506.6072304702957,0.014687130889310469,dequantized_effective_displacement_nmse_v1,delta_q_dequantized_fp32_over_2h,delta_q_dequantized_fp32_over_2h,,False,True,0.019854995102143815,0.019854930299460224,0.019854933111921522,0.0002054095061165375,0.026177288995423924,15.820753323953486,,,False,,,,,outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/sparse_p0p1_taskgrad/fixed_small/int4_sparsep0p1_taskgrad_seedfixed_rte_fixed_small_h1e-5_seed16_full_bs64_step20k,CUDA_VISIBLE_DEVICES=0 DATALOADER_SHUFFLE=True python tools/rtnclip_roberta_sst5_batch.py --manifest outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/manifests/lane0.csv --only-run-name int4_sparsep0p1_taskgrad_seedfixed_rte_fixed_small_h1e-5_seed16_full_bs64_step20k run-manifest,
int4_sparsep0p1_taskgrad_seedfixed_mnli_fixed_small_h1e-5_seed16_full_bs64_step20k,mnli,mnli,4,1e-05,1e-5,fixed_small,0.0008531355897454983,,scale_rms_over_sqrt6,0.0028855544309274116,clean32_absG_median_1e-4_3e-4_1e-3,10.584000896756885,L_clean32,0.000294987668128699,35561425,sparse,0.1,task_grad_static,static_task_gradient_square_before_zo_training,3278e4b77b6970b68ba561ea1efe137f3ed89304d01e0ce2e6c181c039558851,False,none,35593907,0.08725363530716963,35593907,0.10010619767037077,1,complete,20000,16,16,64,NVIDIA H100 80GB HBM3,H100,False,0.33475935828877007,2000,0.3333333333333333,20000,1.0985188677743825,5000,3.0663345309714796,20000,2.7900390625,finite_difference,-1464.8437499999998,,,standard,sparse_task_grad_static_p0.1_all_trainable,Linear.weight_only,1.9802482986683103e-05,0.016284346524254062,47.377006192096786,5.653539238728816,0.11933086729369016,1.9802482986683103e-05,8.98713052900258e-08,2244.0377099618754,47.37127515659543,2244.0377099618754,0.016284346524254062,dequantized_effective_displacement_nmse_v1,delta_q_dequantized_fp32_over_2h,delta_q_dequantized_fp32_over_2h,,False,True,0.01975161682748314,0.019751698388625963,0.019751625264842743,0.0001904186731263491,0.028112385935031976,15.511022936865626,,,False,,,,,outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/sparse_p0p1_taskgrad/fixed_small/int4_sparsep0p1_taskgrad_seedfixed_mnli_fixed_small_h1e-5_seed16_full_bs64_step20k,CUDA_VISIBLE_DEVICES=0 DATALOADER_SHUFFLE=True python tools/rtnclip_roberta_sst5_batch.py --manifest outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/manifests/lane0.csv --only-run-name int4_sparsep0p1_taskgrad_seedfixed_mnli_fixed_small_h1e-5_seed16_full_bs64_step20k run-manifest,
int4_sparsep0p1_taskgrad_seedfixed_trec_fixed_small_h1e-5_seed16_full_bs64_step20k,trec,trec,4,1e-05,1e-5,fixed_small,0.0012135533363166271,,scale_rms_over_sqrt6,0.0028857595834984756,clean32_absG_median_1e-4_3e-4_1e-3,37.964457278448606,L_clean32,0.0005226951500573748,35580425,sparse,0.1,task_grad_static,static_task_gradient_square_before_zo_training,996cc41b300bf906d351d609f264e4af915cb7c2e0e656eb9afd177b9b0c0209,False,none,35566888,0.08718674468441026,35566888,0.1000293437581898,1,failed,18434,16,16,64,NVIDIA H100 80GB HBM3,H100,False,0.23076923076923078,18000,0.23076923076923078,18000,1.7868589743589745,2000,104.77747252747253,18000,nan,finite_difference,nan,,,standard,sparse_task_grad_static_p0.1_all_trainable,Linear.weight_only,1.2054070273103495e-05,0.009968689159706095,564.5278934652262,67.33913428668856,0.11928398058912211,1.2054070273103495e-05,1.2752714427856065e-05,318681.48742219096,564.5188105122725,318681.48742219096,0.009968689159706095,dequantized_effective_displacement_nmse_v1,delta_q_dequantized_fp32_over_2h,delta_q_dequantized_fp32_over_2h,,False,True,0.01741951501657178,0.017334323759400104,0.017334194387670622,0.01068795544754181,0.009653711247077009,20.15305695539758,,,False,,,,,outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/sparse_p0p1_taskgrad/fixed_small/int4_sparsep0p1_taskgrad_seedfixed_trec_fixed_small_h1e-5_seed16_full_bs64_step20k,CUDA_VISIBLE_DEVICES=0 DATALOADER_SHUFFLE=True python tools/rtnclip_roberta_sst5_batch.py --manifest outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/manifests/lane0.csv --only-run-name int4_sparsep0p1_taskgrad_seedfixed_trec_fixed_small_h1e-5_seed16_full_bs64_step20k run-manifest,
int4_sparsep0p1_taskgrad_seedfixed_sst2_mezo_default_h1e-3_seed16_full_bs64_step20k,sst-2,sst-2,4,0.001,1e-3,mezo_default,0.0004583147549720088,,scale_rms_over_sqrt6,0.00288612211113563,clean32_absG_median_1e-4_3e-4_1e-3,3.8013885991026646,L_clean32,0.0003669103670044343,35588469,sparse,0.1,task_grad_static,static_task_gradient_square_before_zo_training,1a730d7d91dc430663b857afdd0c1b9ea20a9542999b5a722d8215046cc60080,False,none,35556103,0.08716118293404769,35556103,0.1000001636852477,1,complete,20000,16,16,64,NVIDIA H100 80GB HBM3,H100,False,0.9042316258351893,20000,0.9042316258351893,20000,0.2998322371473645,20000,0.2998322371473645,20000,0.32958984375,finite_difference,-22.705078125,,,standard,sparse_task_grad_static_p0.1_all_trainable,Linear.weight_only,0.011829271291727025,0.42198884635022466,2.1204720534531485,25.29298595068693,11.927997782142736,0.011829271291727025,1.483260278761562e-06,3.7067706185366047,1.9252975402614023,3.7067706185366047,0.42198884635022466,dequantized_effective_displacement_nmse_v1,delta_q_dequantized_fp32_over_2h,delta_q_dequantized_fp32_over_2h,,False,True,0.026079087390808726,0.02608250148668021,0.026082501640245292,1.9570809115685273e-05,0.012934317125004468,18.882564951786723,,,False,,,,,outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/sparse_p0p1_taskgrad/mezo_default/int4_sparsep0p1_taskgrad_seedfixed_sst2_mezo_default_h1e-3_seed16_full_bs64_step20k,CUDA_VISIBLE_DEVICES=0 DATALOADER_SHUFFLE=True python tools/rtnclip_roberta_sst5_batch.py --manifest outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/manifests/lane1.csv --only-run-name int4_sparsep0p1_taskgrad_seedfixed_sst2_mezo_default_h1e-3_seed16_full_bs64_step20k run-manifest,
int4_sparsep0p1_taskgrad_seedfixed_sst5_mezo_default_h1e-3_seed16_full_bs64_step20k,sst-5,sst-5,4,0.001,1e-3,mezo_default,0.0013388576857165132,,scale_rms_over_sqrt6,0.0028862099916490327,clean32_absG_median_1e-4_3e-4_1e-3,14.212155553886564,L_clean32,0.00016084839833201015,35566596,sparse,0.1,task_grad_static,static_task_gradient_square_before_zo_training,246e7499f494fec4b200db1f072e15f8df62f79dbcd4ba9483ee844bd8dbeb90,False,none,35603003,0.08727549433217745,35603003,0.10013120299855283,1,complete,20000,16,16,64,NVIDIA H100 80GB HBM3,H100,False,0.4812646370023419,20000,0.4812646370023419,20000,1.2913861241217799,20000,1.2913861241217799,20000,1.37548828125,finite_difference,5.37109375,,,standard,sparse_task_grad_static_p0.1_all_trainable,Linear.weight_only,0.011831649658547648,0.4216698457503567,2.120516550539383,25.30819581265184,11.934920199614677,0.011831649658547648,1.485572106743865e-06,3.7082746676192686,1.9256881023725696,3.7082746676192686,0.4216698457503567,dequantized_effective_displacement_nmse_v1,delta_q_dequantized_fp32_over_2h,delta_q_dequantized_fp32_over_2h,,False,True,0.026077804408783607,0.02608199493991571,0.026082422351758325,1.957243606774953e-05,0.012933775690814548,18.88274675249596,,,False,,,,,outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/sparse_p0p1_taskgrad/mezo_default/int4_sparsep0p1_taskgrad_seedfixed_sst5_mezo_default_h1e-3_seed16_full_bs64_step20k,CUDA_VISIBLE_DEVICES=0 DATALOADER_SHUFFLE=True python tools/rtnclip_roberta_sst5_batch.py --manifest outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/manifests/lane1.csv --only-run-name int4_sparsep0p1_taskgrad_seedfixed_sst5_mezo_default_h1e-3_seed16_full_bs64_step20k run-manifest,
int4_sparsep0p1_taskgrad_seedfixed_rte_mezo_default_h1e-3_seed16_full_bs64_step20k,rte,rte,4,0.001,1e-3,mezo_default,0.00043525285893347395,,scale_rms_over_sqrt6,0.0028858952948455324,clean32_absG_median_1e-4_3e-4_1e-3,4.037918061873794,L_clean32,0.0004323457990226267,35568337,sparse,0.1,task_grad_static,static_task_gradient_square_before_zo_training,4f5d137da8de6e42c31446032dd2713c5fd37d41a9dfd6953df8af375b0b3bb9,False,none,35564813,0.08718253437133415,35564813,0.10002466022317533,1,complete,20000,16,16,64,NVIDIA H100 80GB HBM3,H100,False,0.6265060240963856,20000,0.6265060240963856,20000,0.6473981864959839,20000,0.6473981864959839,20000,0.669189453125,finite_difference,-10.498046875,,,standard,sparse_task_grad_static_p0.1_all_trainable,Linear.weight_only,0.0118898713953696,0.4216466460163561,2.12115559547295,25.30011572386292,11.927515255296338,0.0118898713953696,1.484650378181108e-06,3.710544775160657,1.926277439820302,3.710544775160657,0.4216466460163561,dequantized_effective_displacement_nmse_v1,delta_q_dequantized_fp32_over_2h,delta_q_dequantized_fp32_over_2h,,False,True,0.02608169157280846,0.02608628721315581,0.026085637418521705,1.957733345682963e-05,0.012933168968417874,18.882950484473156,,,False,,,,,outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/sparse_p0p1_taskgrad/mezo_default/int4_sparsep0p1_taskgrad_seedfixed_rte_mezo_default_h1e-3_seed16_full_bs64_step20k,CUDA_VISIBLE_DEVICES=0 DATALOADER_SHUFFLE=True python tools/rtnclip_roberta_sst5_batch.py --manifest outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/manifests/lane1.csv --only-run-name int4_sparsep0p1_taskgrad_seedfixed_rte_mezo_default_h1e-3_seed16_full_bs64_step20k run-manifest,
int4_sparsep0p1_taskgrad_seedfixed_mnli_mezo_default_h1e-3_seed16_full_bs64_step20k,mnli,mnli,4,0.001,1e-3,mezo_default,0.0008531355897454983,,scale_rms_over_sqrt6,0.0028855544309274116,clean32_absG_median_1e-4_3e-4_1e-3,10.584000896756885,L_clean32,0.000294987668128699,35561425,sparse,0.1,task_grad_static,static_task_gradient_square_before_zo_training,3278e4b77b6970b68ba561ea1efe137f3ed89304d01e0ce2e6c181c039558851,False,none,35593907,0.08725363530716963,35593907,0.10010619767037077,1,complete,20000,16,16,64,NVIDIA H100 80GB HBM3,H100,False,0.47081741787624143,17000,0.44784823020117137,20000,1.029590017825312,19000,1.0437340348071047,20000,1.0,finite_difference,-12.6953125,,,standard,sparse_task_grad_static_p0.1_all_trainable,Linear.weight_only,0.011874332098613879,0.42077344143855167,2.1251727593512646,25.357506778561717,11.931974314549507,0.011874332098613879,1.4927163644921935e-06,3.7279267459161907,1.9307839718405035,3.7279267459161907,0.42077344143855167,dequantized_effective_displacement_nmse_v1,delta_q_dequantized_fp32_over_2h,delta_q_dequantized_fp32_over_2h,,False,True,0.02608035362621945,0.026084414962206013,0.026083498064971265,1.9570991155272203e-05,0.012934439102597601,18.88252399566564,,,False,,,,,outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/sparse_p0p1_taskgrad/mezo_default/int4_sparsep0p1_taskgrad_seedfixed_mnli_mezo_default_h1e-3_seed16_full_bs64_step20k,CUDA_VISIBLE_DEVICES=0 DATALOADER_SHUFFLE=True python tools/rtnclip_roberta_sst5_batch.py --manifest outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/manifests/lane1.csv --only-run-name int4_sparsep0p1_taskgrad_seedfixed_mnli_mezo_default_h1e-3_seed16_full_bs64_step20k run-manifest,
int4_sparsep0p1_taskgrad_seedfixed_trec_mezo_default_h1e-3_seed16_full_bs64_step20k,trec,trec,4,0.001,1e-3,mezo_default,0.0012135533363166271,,scale_rms_over_sqrt6,0.0028857595834984756,clean32_absG_median_1e-4_3e-4_1e-3,37.964457278448606,L_clean32,0.0005226951500573748,35580425,sparse,0.1,task_grad_static,static_task_gradient_square_before_zo_training,996cc41b300bf906d351d609f264e4af915cb7c2e0e656eb9afd177b9b0c0209,False,none,35566888,0.08718674468441026,35566888,0.1000293437581898,1,complete,20000,16,16,64,NVIDIA H100 80GB HBM3,H100,False,0.7875457875457875,20000,0.7875457875457875,20000,0.9225707560668498,20000,0.9225707560668498,20000,0.958740234375,finite_difference,-11.962890625,,,standard,sparse_task_grad_static_p0.1_all_trainable,Linear.weight_only,0.01183388240195288,0.42153234431489195,2.1213298086029457,25.308572194925823,11.930522115083692,0.01183388240195288,1.4858130940112809e-06,3.711621902309098,1.9265570072824467,3.711621902309098,0.42153234431489195,dequantized_effective_displacement_nmse_v1,delta_q_dequantized_fp32_over_2h,delta_q_dequantized_fp32_over_2h,,False,True,0.026079740141381574,0.026083410364697853,0.02608299701263123,1.9574154699868193e-05,0.012933682672642825,18.882777986549286,,,False,,,,,outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/sparse_p0p1_taskgrad/mezo_default/int4_sparsep0p1_taskgrad_seedfixed_trec_mezo_default_h1e-3_seed16_full_bs64_step20k,CUDA_VISIBLE_DEVICES=0 DATALOADER_SHUFFLE=True python tools/rtnclip_roberta_sst5_batch.py --manifest outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/manifests/lane1.csv --only-run-name int4_sparsep0p1_taskgrad_seedfixed_trec_mezo_default_h1e-3_seed16_full_bs64_step20k run-manifest,
