run_name,dataset,task_name,bitwidth,h,h_label,h_policy,hstar_cont,hstar_nearest_grid,Delta_mode,Delta_value,G_mode,G_value,L_mode,L_hat,d_trainable,direction_mode,sparse_ratio,sparse_mask_strategy,sparse_rescale,active_params_all,mask_active_frac_all,active_params_quantized_linear,mask_active_frac_quantized_linear,scale_refresh_k,status,steps_completed,seed,data_seed,batch_size,gpu_name,gpu_type_requested,fallback_used,best_eval_acc,best_eval_step,last_eval_acc,last_eval_step,best_eval_loss,best_eval_loss_step,last_eval_loss,last_eval_loss_step,final_train_loss,update_scalar_source,d_h_last,d_g_last,fd_true_error_last,update_variant,perturbed_parameter_scope,quantized_forward_scope,active_frac,alignment,norm_ratio,delta_q_norm,ideal_displacement_norm,code_change_frac,delta_visibility_mse,delta_visibility_nmse,delta_visibility_rel_l2,lowbit_true_nmse,lowbit_true_corr,nMSE_metric_version,true_dir_lowbit,true_dir_lowbit_field_name,legacy_nMSE_fd_true,legacy_nMSE_computed,legacy_nMSE_excluded_from_main_selection,saturation_frac_w,saturation_frac_w_plus,saturation_frac_w_minus,weight_recon_mse,weight_recon_rel_mse,weight_recon_sqnr_db,corr_fd_true,nMSE_fd_true,fd_true_available,fd_true_mse,fd_true_nmse,fd_true_rmse,fd_true_bias,run_dir,resume_command,warnings
int4_dense_lowbitL_mnli_hstar_h5p098073479em05_seed16_full_bs64_step20k,mnli,mnli,4,5.098073478756064e-05,5p098073479em05,hstar_lowbitL_continuous,5.098073478756064e-05,3e-05,scale_rms_over_sqrt6,0.002885492386195027,rtnclip_int4_shared_grid_absG_median_1e-4_3e-4_1e-3,17.59413156631867,L_lowbit_q90,0.011969333106984375,407986357,dense,0.1,task_grad_static,none,,1.0,,1.0,1,complete,20000,16,16,64,NVIDIA H100 80GB HBM3,H100,False,0.3447924624395213,7000,0.3332060096765979,20000,1.1075773988572701,1000,5.011613310096766,20000,4.34375,finite_difference,459.73248713784284,,,standard,full_dense_all_trainable,Linear.weight_only,0.0011500008639856233,0.04223357798935148,19.737396605839386,37.948209169977375,1.922655248196741,0.0011500008639856233,4.0431836965704435e-06,388.8976629651655,19.720488405847497,388.8976629651655,0.04223357798935148,dequantized_effective_displacement_nmse_v1,delta_q_dequantized_fp32_over_2h,delta_q_dequantized_fp32_over_2h,,False,True,0.02833273494382266,0.02833306970793507,0.028332853107947854,0.00033017115852190375,0.0112807120853003,19.476634850197296,,,False,,,,,outputs/int4_lowbitL_hstar_dense_sparse_20260522_20260522_223513/int4_hsearch/dense_lowbitL_hstar/int4_dense_lowbitL_mnli_hstar_h5p098073479em05_seed16_full_bs64_step20k,CUDA_VISIBLE_DEVICES=0 DATALOADER_SHUFFLE=True python tools/rtnclip_roberta_sst5_batch.py --manifest outputs/int4_lowbitL_hstar_dense_sparse_20260522_20260522_223513/manifests/dense_lowbitL_hstar_lane0.csv --only-run-name int4_dense_lowbitL_mnli_hstar_h5p098073479em05_seed16_full_bs64_step20k run-manifest,
int4_dense_lowbitL_rte_hstar_h9p131247237em05_seed16_full_bs64_step20k,rte,rte,4,9.131247237078677e-05,9p131247237em05,hstar_lowbitL_continuous,9.131247237078677e-05,0.0001,scale_rms_over_sqrt6,0.002885492540344832,rtnclip_int4_shared_grid_absG_median_1e-4_3e-4_1e-3,23.203854674420274,L_lowbit_q90,0.0049205692366921586,407985332,dense,0.1,task_grad_static,none,,1.0,,1.0,1,complete,20000,16,16,64,NVIDIA H100 80GB HBM3,H100,False,0.5662650602409639,13000,0.5100401606425703,20000,0.6902100589859438,6000,0.8314762958082329,20000,0.92626953125,finite_difference,245.9788560843506,,,standard,full_dense_all_trainable,Linear.weight_only,0.004909263698531508,0.08719875313147872,9.608920184596078,33.088087826486664,3.443476185754992,0.004909263698531508,3.05660705560878e-06,91.65557541877541,9.573691838511172,91.65557541877541,0.08719875313147872,dequantized_effective_displacement_nmse_v1,delta_q_dequantized_fp32_over_2h,delta_q_dequantized_fp32_over_2h,,False,True,0.027961490150889824,0.027962077794537604,0.027963186137934026,6.011588367398873e-05,0.01148586023006122,19.39836472895744,,,False,,,,,outputs/int4_lowbitL_hstar_dense_sparse_20260522_20260522_223513/int4_hsearch/dense_lowbitL_hstar/int4_dense_lowbitL_rte_hstar_h9p131247237em05_seed16_full_bs64_step20k,CUDA_VISIBLE_DEVICES=0 DATALOADER_SHUFFLE=True python tools/rtnclip_roberta_sst5_batch.py --manifest outputs/int4_lowbitL_hstar_dense_sparse_20260522_20260522_223513/manifests/dense_lowbitL_hstar_lane0.csv --only-run-name int4_dense_lowbitL_rte_hstar_h9p131247237em05_seed16_full_bs64_step20k run-manifest,
int4_dense_lowbitL_sst2_hstar_h0p0006214786935_seed16_full_bs64_step20k,sst-2,sst-2,4,0.0006214786934837964,0p0006214786935,hstar_lowbitL_continuous,0.0006214786934837964,0.0007,scale_rms_over_sqrt6,0.002885492540344832,rtnclip_int4_shared_grid_absG_median_1e-4_3e-4_1e-3,26.773678470484928,L_lowbit_q90,0.00012256626995125016,407985332,dense,0.1,task_grad_static,none,,1.0,,1.0,1,complete,20000,16,16,64,NVIDIA H100 80GB HBM3,H100,False,0.8819599109131403,18000,0.8727542687453601,20000,0.3485989916829065,19000,0.3602093193207127,20000,0.3779296875,finite_difference,-9.03528058785559,,,standard,full_dense_all_trainable,Linear.weight_only,0.07117097568737454,0.3161169593916568,2.744067445172303,64.30901431187904,23.435653677177847,0.07117097568737454,1.0496174216518648e-05,6.795013629533444,2.606724693851164,6.795013629533444,0.3161169593916568,dequantized_effective_displacement_nmse_v1,delta_q_dequantized_fp32_over_2h,delta_q_dequantized_fp32_over_2h,,False,True,0.026111647142848336,0.026127922921072414,0.026125506823977813,1.9679757594433865e-05,0.012926976640534247,18.885030359754648,,,False,,,,,outputs/int4_lowbitL_hstar_dense_sparse_20260522_20260522_223513/int4_hsearch/dense_lowbitL_hstar/int4_dense_lowbitL_sst2_hstar_h0p0006214786935_seed16_full_bs64_step20k,CUDA_VISIBLE_DEVICES=0 DATALOADER_SHUFFLE=True python tools/rtnclip_roberta_sst5_batch.py --manifest outputs/int4_lowbitL_hstar_dense_sparse_20260522_20260522_223513/manifests/dense_lowbitL_hstar_lane0.csv --only-run-name int4_dense_lowbitL_sst2_hstar_h0p0006214786935_seed16_full_bs64_step20k run-manifest,
int4_dense_lowbitL_sst5_hstar_h0p0006145433385_seed16_full_bs64_step20k,sst-5,sst-5,4,0.0006145433384826086,0p0006145433385,hstar_lowbitL_continuous,0.0006145433384826086,0.0007,scale_rms_over_sqrt6,0.002885492935211584,rtnclip_int4_shared_grid_absG_median_1e-4_3e-4_1e-3,59.412067463076085,L_lowbit_q90,0.00027815177451041487,407988407,dense,0.1,task_grad_static,none,,1.0,,1.0,1,complete,20000,16,16,64,NVIDIA H100 80GB HBM3,H100,False,0.4765807962529274,17000,0.4613583138173302,20000,1.2344779164227166,16000,1.2416866400761124,20000,1.23876953125,finite_difference,23.041753710915422,,,standard,full_dense_all_trainable,Linear.weight_only,0.07006105406988883,0.3138861865949049,2.762890367971549,64.03675807850914,23.17745170812576,0.07006105406988883,1.042332838141966e-05,6.89909694197245,2.6266132075302693,6.89909694197245,0.3138861865949049,dequantized_effective_displacement_nmse_v1,delta_q_dequantized_fp32_over_2h,delta_q_dequantized_fp32_over_2h,,False,True,0.026118986843405904,0.026133313645123175,0.02613518375373268,1.9764060525869675e-05,0.012921274685259918,18.886946410260855,,,False,,,,,outputs/int4_lowbitL_hstar_dense_sparse_20260522_20260522_223513/int4_hsearch/dense_lowbitL_hstar/int4_dense_lowbitL_sst5_hstar_h0p0006145433385_seed16_full_bs64_step20k,CUDA_VISIBLE_DEVICES=0 DATALOADER_SHUFFLE=True python tools/rtnclip_roberta_sst5_batch.py --manifest outputs/int4_lowbitL_hstar_dense_sparse_20260522_20260522_223513/manifests/dense_lowbitL_hstar_lane0.csv --only-run-name int4_dense_lowbitL_sst5_hstar_h0p0006145433385_seed16_full_bs64_step20k run-manifest,
int4_dense_lowbitL_trec_hstar_h0p001624253265_seed16_full_bs64_step20k,trec,trec,4,0.0016242532645506479,0p001624253265,hstar_lowbitL_continuous,0.0016242532645506479,0.0015,scale_rms_over_sqrt6,0.002885493597659752,rtnclip_int4_shared_grid_absG_median_1e-4_3e-4_1e-3,114.74433630207825,L_lowbit_q90,7.690152822749053e-05,407989432,dense,0.1,task_grad_static,none,,1.0,,1.0,1,complete,20000,16,16,64,NVIDIA H100 80GB HBM3,H100,False,0.7142857142857143,18000,0.6666666666666666,20000,1.0779282566391941,20000,1.0779282566391941,20000,1.12744140625,finite_difference,-20.74270496191416,,,standard,full_dense_all_trainable,Linear.weight_only,0.19539661412359496,0.5276070377972712,1.740688158470592,106.62957960484916,61.25714079570379,0.19539661412359496,2.3145819613833975e-05,2.1931966191324226,1.4809445023809713,2.1931966191324226,0.5276070377972712,dequantized_effective_displacement_nmse_v1,delta_q_dequantized_fp32_over_2h,delta_q_dequantized_fp32_over_2h,,False,True,0.02609340868185569,0.02623178587040872,0.02622685270431573,1.962662690281827e-05,0.012931265117017195,18.883589842872755,,,False,,,,,outputs/int4_lowbitL_hstar_dense_sparse_20260522_20260522_223513/int4_hsearch/dense_lowbitL_hstar/int4_dense_lowbitL_trec_hstar_h0p001624253265_seed16_full_bs64_step20k,CUDA_VISIBLE_DEVICES=0 DATALOADER_SHUFFLE=True python tools/rtnclip_roberta_sst5_batch.py --manifest outputs/int4_lowbitL_hstar_dense_sparse_20260522_20260522_223513/manifests/dense_lowbitL_hstar_lane0.csv --only-run-name int4_dense_lowbitL_trec_hstar_h0p001624253265_seed16_full_bs64_step20k run-manifest,
int4_sparsep0p1_taskgrad_lowbitL_mnli_hstar_h0p0004373247313_seed16_full_bs64_step20k,mnli,mnli,4,0.0004373247312660918,0p0004373247313,hstar_lowbitL_continuous,0.0004373247312660918,0.0005,scale_rms_over_sqrt6,0.0028855544309274116,rtnclip_int4_shared_grid_absG_median_1e-4_3e-4_1e-3,15.299244840277101,L_lowbit_q90,0.0016227515435622765,35561425,sparse,0.1,task_grad_static,none,35559743,0.08716988689493059,35559743,0.10001011301921936,1,complete,20000,16,16,64,NVIDIA H100 80GB HBM3,H100,False,0.5768016297428062,20000,0.5768016297428062,20000,0.9674547553396359,20000,0.9674547553396359,20000,1.015625,finite_difference,-2.233037443761229,,,standard,sparse_task_grad_static_p0.1_all_trainable,Linear.weight_only,0.005014559057737279,0.2729778258254104,3.1369239262854394,16.356052055059134,5.214041666105646,0.005014559057737279,6.979016855829374e-07,9.127670372496251,3.021203464266558,9.127670372496251,0.2729778258254104,dequantized_effective_displacement_nmse_v1,delta_q_dequantized_fp32_over_2h,delta_q_dequantized_fp32_over_2h,,False,True,0.026084929450681263,0.02608534592590167,0.026085320613822863,1.9579472921709694e-05,0.012933250927700842,18.882922962717554,,,False,,,,,outputs/int4_lowbitL_hstar_dense_sparse_20260522_20260522_223513/int4_hsearch/sparse_p0p1_taskgrad_lowbitL_hstar/int4_sparsep0p1_taskgrad_lowbitL_mnli_hstar_h0p0004373247313_seed16_full_bs64_step20k,CUDA_VISIBLE_DEVICES=0 DATALOADER_SHUFFLE=True python tools/rtnclip_roberta_sst5_batch.py --manifest outputs/int4_lowbitL_hstar_dense_sparse_20260522_20260522_223513/manifests/sparse_p0p1_lowbitL_hstar_lane0.csv --only-run-name int4_sparsep0p1_taskgrad_lowbitL_mnli_hstar_h0p0004373247313_seed16_full_bs64_step20k run-manifest,
int4_sparsep0p1_taskgrad_lowbitL_rte_hstar_h0p0003591546782_seed16_full_bs64_step20k,rte,rte,4,0.0003591546781873233,0p0003591546782,hstar_lowbitL_continuous,0.0003591546781873233,0.0003,scale_rms_over_sqrt6,0.0028858952948455324,rtnclip_int4_shared_grid_absG_median_1e-4_3e-4_1e-3,29.57854002453573,L_lowbit_q90,0.004651260727163781,35568337,sparse,0.1,task_grad_static,none,35592455,0.08725029515542973,35592455,0.10010240227844465,1,complete,20000,16,16,64,NVIDIA H100 80GB HBM3,H100,False,0.6184738955823293,6000,0.5542168674698795,20000,0.6801032254016064,13000,0.6859861320281124,20000,0.70361328125,finite_difference,-38.06681586051678,,,standard,sparse_task_grad_static_p0.1_all_trainable,Linear.weight_only,0.004016883790179047,0.24319246032472594,3.494174870555824,14.973962905679592,4.285407416742759,0.004016883790179047,5.94478914829498e-07,11.5097440608552,3.392601370755957,11.5097440608552,0.24319246032472594,dequantized_effective_displacement_nmse_v1,delta_q_dequantized_fp32_over_2h,delta_q_dequantized_fp32_over_2h,,False,True,0.02609158575221607,0.026092280430157305,0.02609195426322872,1.959423681324752e-05,0.01293077124389025,18.88375571254429,,,False,,,,,outputs/int4_lowbitL_hstar_dense_sparse_20260522_20260522_223513/int4_hsearch/sparse_p0p1_taskgrad_lowbitL_hstar/int4_sparsep0p1_taskgrad_lowbitL_rte_hstar_h0p0003591546782_seed16_full_bs64_step20k,CUDA_VISIBLE_DEVICES=0 DATALOADER_SHUFFLE=True python tools/rtnclip_roberta_sst5_batch.py --manifest outputs/int4_lowbitL_hstar_dense_sparse_20260522_20260522_223513/manifests/sparse_p0p1_lowbitL_hstar_lane0.csv --only-run-name int4_sparsep0p1_taskgrad_lowbitL_rte_hstar_h0p0003591546782_seed16_full_bs64_step20k run-manifest,
int4_sparsep0p1_taskgrad_lowbitL_sst2_hstar_h0p001044005747_seed16_full_bs64_step20k,sst-2,sst-2,4,0.0010440057466626622,0p001044005747,hstar_lowbitL_continuous,0.0010440057466626622,0.001,scale_rms_over_sqrt6,0.00288612211113563,rtnclip_int4_shared_grid_absG_median_1e-4_3e-4_1e-3,35.69823796064657,L_lowbit_q90,0.0006640280036610104,35588469,sparse,0.1,task_grad_static,none,35596794,0.08726093165214453,35596794,0.10011460554802766,1,complete,20000,16,16,64,NVIDIA H100 80GB HBM3,H100,False,0.8910170749814402,20000,0.8910170749814402,20000,0.3865820167501856,20000,0.3865820167501856,20000,0.4483642578125,finite_difference,2.4554238046050787,,,standard,sparse_task_grad_static_p0.1_all_trainable,Linear.weight_only,0.012389752642003647,0.4316945201118938,2.0745018432227114,25.837316267703816,12.454708754350301,0.012389752642003647,1.5323732730596128e-06,3.5124557425881173,1.8741546741366137,3.5124557425881173,0.4316945201118938,dequantized_effective_displacement_nmse_v1,delta_q_dequantized_fp32_over_2h,delta_q_dequantized_fp32_over_2h,,False,True,0.026080254440188157,0.026084669925847716,0.026084810664986424,1.957021323653728e-05,0.012934135995938166,18.882625769767326,,,False,,,,,outputs/int4_lowbitL_hstar_dense_sparse_20260522_20260522_223513/int4_hsearch/sparse_p0p1_taskgrad_lowbitL_hstar/int4_sparsep0p1_taskgrad_lowbitL_sst2_hstar_h0p001044005747_seed16_full_bs64_step20k,CUDA_VISIBLE_DEVICES=0 DATALOADER_SHUFFLE=True python tools/rtnclip_roberta_sst5_batch.py --manifest outputs/int4_lowbitL_hstar_dense_sparse_20260522_20260522_223513/manifests/sparse_p0p1_lowbitL_hstar_lane0.csv --only-run-name int4_sparsep0p1_taskgrad_lowbitL_sst2_hstar_h0p001044005747_seed16_full_bs64_step20k run-manifest,
int4_sparsep0p1_taskgrad_lowbitL_sst5_hstar_h0p00136650442_seed16_full_bs64_step20k,sst-5,sst-5,4,0.0013665044203238033,0p00136650442,hstar_lowbitL_continuous,0.0013665044203238033,0.0015,scale_rms_over_sqrt6,0.0028862099916490327,rtnclip_int4_shared_grid_absG_median_1e-4_3e-4_1e-3,62.72690384513612,L_lowbit_q90,0.000681486709151025,35566596,sparse,0.1,task_grad_static,none,35560181,0.08717052253476215,35560181,0.1000107688212784,1,complete,20000,16,16,64,NVIDIA H100 80GB HBM3,H100,False,0.29508196721311475,19000,0.2681498829039813,20000,1.5582141027517564,19000,1.5765949758489461,20000,1.619140625,finite_difference,-5.002499368703231,,,standard,sparse_task_grad_static_p0.1_all_trainable,Linear.weight_only,0.016396912709155314,0.49758405087611857,1.831971394903926,29.86026105335705,16.299523636896733,0.016396912709155314,1.892638912575432e-06,2.532999696372192,1.591540039198572,2.532999696372192,0.49758405087611857,dequantized_effective_displacement_nmse_v1,delta_q_dequantized_fp32_over_2h,delta_q_dequantized_fp32_over_2h,,False,True,0.026074896282680435,0.026082408534056557,0.026082400059254475,1.9570642235495285e-05,0.012933920667672032,18.88269807197309,,,False,,,,,outputs/int4_lowbitL_hstar_dense_sparse_20260522_20260522_223513/int4_hsearch/sparse_p0p1_taskgrad_lowbitL_hstar/int4_sparsep0p1_taskgrad_lowbitL_sst5_hstar_h0p00136650442_seed16_full_bs64_step20k,CUDA_VISIBLE_DEVICES=0 DATALOADER_SHUFFLE=True python tools/rtnclip_roberta_sst5_batch.py --manifest outputs/int4_lowbitL_hstar_dense_sparse_20260522_20260522_223513/manifests/sparse_p0p1_lowbitL_hstar_lane0.csv --only-run-name int4_sparsep0p1_taskgrad_lowbitL_sst5_hstar_h0p00136650442_seed16_full_bs64_step20k run-manifest,
int4_sparsep0p1_taskgrad_lowbitL_trec_hstar_h0p0006825578664_seed16_full_bs64_step20k,trec,trec,4,0.0006825578664185142,0p0006825578664,hstar_lowbitL_continuous,0.0006825578664185142,0.0007,scale_rms_over_sqrt6,0.0028857595834984756,rtnclip_int4_shared_grid_absG_median_1e-4_3e-4_1e-3,77.51617385740398,L_lowbit_q90,0.0033736683544085596,35580425,sparse,0.1,task_grad_static,none,35564441,0.0871807462410198,35564441,0.1000224617446671,1,complete,20000,16,16,64,NVIDIA H100 80GB HBM3,H100,False,0.8388278388278388,18000,0.826007326007326,20000,0.7895311069139194,20000,0.7895311069139194,20000,0.88330078125,finite_difference,32.19163873283579,,,standard,sparse_task_grad_static_p0.1_all_trainable,Linear.weight_only,0.00791049908508313,0.34396682286132707,2.5428236163787443,20.702823290109958,8.141667065209372,0.00791049908508313,1.0657379799601642e-06,5.716658022413211,2.390953371024456,5.716658022413211,0.34396682286132707,dequantized_effective_displacement_nmse_v1,delta_q_dequantized_fp32_over_2h,delta_q_dequantized_fp32_over_2h,,False,True,0.026082971617453078,0.02608403471917739,0.0260845551684881,1.9586577587512942e-05,0.012932956474398304,18.883021840332262,,,False,,,,,outputs/int4_lowbitL_hstar_dense_sparse_20260522_20260522_223513/int4_hsearch/sparse_p0p1_taskgrad_lowbitL_hstar/int4_sparsep0p1_taskgrad_lowbitL_trec_hstar_h0p0006825578664_seed16_full_bs64_step20k,CUDA_VISIBLE_DEVICES=0 DATALOADER_SHUFFLE=True python tools/rtnclip_roberta_sst5_batch.py --manifest outputs/int4_lowbitL_hstar_dense_sparse_20260522_20260522_223513/manifests/sparse_p0p1_lowbitL_hstar_lane0.csv --only-run-name int4_sparsep0p1_taskgrad_lowbitL_trec_hstar_h0p0006825578664_seed16_full_bs64_step20k run-manifest,
