time,step,epoch,phase,split,metric,value,task,model,eps,seed,precision,zo_quantization_bits
2026-04-13 20:48:22,500,0.020371577574967405,train,train,loss,0.5915,MNLI,opt-1.3b,3e-08,42,fp16,16
2026-04-13 20:48:22,500,0.020371577574967405,train,train,learning_rate,1e-06,MNLI,opt-1.3b,3e-08,42,fp16,16
2026-04-13 20:48:22,500,0.020371577574967405,train,train,epoch,0.02,MNLI,opt-1.3b,3e-08,42,fp16,16
2026-04-13 20:48:58,500,0.020371577574967405,train,train,eval_loss,nan,MNLI,opt-1.3b,3e-08,42,fp16,16
2026-04-13 20:48:58,500,0.020371577574967405,train,train,eval_runtime,36.1407,MNLI,opt-1.3b,3e-08,42,fp16,16
2026-04-13 20:48:58,500,0.020371577574967405,train,train,eval_samples_per_second,271.578,MNLI,opt-1.3b,3e-08,42,fp16,16
2026-04-13 20:48:58,500,0.020371577574967405,train,train,eval_steps_per_second,33.951,MNLI,opt-1.3b,3e-08,42,fp16,16
2026-04-13 20:48:58,500,0.020371577574967405,train,train,epoch,0.02,MNLI,opt-1.3b,3e-08,42,fp16,16
2026-04-13 20:48:58,500,0.020371577574967405,eval,eval,eval_loss,nan,MNLI,opt-1.3b,3e-08,42,fp16,16
2026-04-13 20:48:58,500,0.020371577574967405,eval,eval,eval_runtime,36.1407,MNLI,opt-1.3b,3e-08,42,fp16,16
2026-04-13 20:48:58,500,0.020371577574967405,eval,eval,eval_samples_per_second,271.578,MNLI,opt-1.3b,3e-08,42,fp16,16
2026-04-13 20:48:58,500,0.020371577574967405,eval,eval,eval_steps_per_second,33.951,MNLI,opt-1.3b,3e-08,42,fp16,16
2026-04-13 20:48:58,500,0.020371577574967405,eval,eval,epoch,0.02,MNLI,opt-1.3b,3e-08,42,fp16,16
2026-04-13 20:48:58,500,0.020371577574967405,eval,eval,accuracy,0.3544574630667346,MNLI,opt-1.3b,3e-08,42,fp16,16
