group,model,dataset,seed,G_method,h_G,G_hat,alignment_eff,norm_ratio_eff,zero_coord_frac_eff,corr_h_2h,sign_flip_rate_h_2h,stability_score,fallback_flags
A_seed,roberta-large,sst-5,16,absG_candidate,1e-05,13.65577127345046,0.795281448045029,0.9663936871999437,0.5935450122729637,nan,nan,0.8218698770279911,candidate_not_primary_pass
A_seed,roberta-large,sst-5,16,absG_candidate,3e-05,13.376878789382907,0.9414160766582191,1.0197404556402612,0.30570341225900866,nan,nan,0.3740277912410507,candidate_not_primary_pass
A_seed,roberta-large,sst-5,16,absG_candidate,0.0001,13.645312805297927,0.9921275871536782,1.0072313498876269,0.1090421375699652,nan,nan,0.11627348745759206,candidate_not_primary_pass
A_seed,roberta-large,sst-5,16,absG_candidate,0.0003,13.599494754343972,0.9991115926400983,1.0008761263408075,0.03737948399539458,nan,nan,0.03825561033620205,
A_seed,roberta-large,sst-5,16,absG_candidate,0.001,13.40148109065601,0.9999226932657264,1.000080673497032,0.011254058587147266,0.9949710842186484,0.0,0.011334732084179268,
A_seed,roberta-large,sst-5,16,absG_candidate,0.0015,13.06073423780062,0.9999662310590104,1.000034457165681,0.00750329261930109,0.9833700745298916,0.03125,0.007537749784982047,
A_seed,roberta-large,sst-5,16,absG_candidate,0.002,12.60551696090429,0.9999812766256371,1.0000225417264559,0.005626538716744952,0.9677006098188845,0.0625,0.0056490804432008344,
A_seed,roberta-large,sst-5,16,absG_candidate,0.003,11.829050403922647,0.9999918592029331,1.0000081993259358,0.003750610919829115,nan,nan,0.00375881024576488,
A_seed,roberta-large,sst-5,16,absG_candidate,0.004,11.322113511900575,0.9999955007903891,1.000008702632428,0.002813455354709146,nan,nan,0.002822157987137172,
A_seed,roberta-large,sst-5,16,absG_candidate,0.005,10.880347817137574,0.9999971535682031,1.0000032017306477,0.0022503828533885903,-0.13661600604824686,0.59375,1.532619590632283,candidate_not_primary_pass
A_seed,roberta-large,sst-5,16,absG_candidate,0.01,7.192169023146749,0.9999993030386182,1.0000010097160397,0.0011241931135725965,nan,nan,0.0011252028296122648,
A_seed,roberta-large,sst-5,16,absG,0.0003,13.599494754343972,0.9991115926400983,1.0008761263408075,0.03737948399539458,nan,nan,0.03825561033620205,
A_seed,roberta-large,sst-5,16,absG_fixed_0.0003,0.0003,13.599494754343972,,,,,,,diagnostic_only
