global_step,h,e_d_abs_mean,corr,sign_match,deltaL,delta_pred
0,3e-05,0.010767532783503286,0.9999995420702127,1.0,-0.00013816356658935547,-0.00013823213032460784
500,3e-05,0.009727295356983523,0.9999999012780715,1.0,-0.0003135204315185547,-0.0003135783442937743
1000,3e-05,0.010926343671948705,0.9999996899088454,1.0,-0.00027251243591308594,-0.00027239651681294004
1500,1e-05,0.015220144189498158,0.999999398380623,1.0,-0.0003300905227661133,-0.00033098639745080053
2000,3e-05,0.012230522557024906,0.9999985368434315,1.0,-0.00013744831085205078,-0.00013741399602061838
2500,3e-05,0.0035156364592233147,0.9999999685646063,1.0,-0.0002599954605102539,-0.0002602491248919432
3000,1e-05,0.009939314813032896,0.9999998220409069,1.0,-0.0003930330276489258,-0.0003933110089161288
3500,3e-05,0.0054365906362625616,0.9999999647018236,1.0,-0.0005307197570800781,-0.0005305401755704704
4000,1e-05,0.013418747337311743,0.9999997086810621,1.0,-0.0005822181701660156,-0.0005829769450399645
4500,3e-05,0.005931462354948791,0.9999999575947025,1.0,-0.0007338523864746094,-0.000734827827496552
5000,1e-05,0.02214338033624963,0.9999982176510687,1.0,-0.0002516508102416992,-0.00025167714180423666
5500,3e-05,0.009543329722326133,0.999999914588616,1.0,-0.0004220008850097656,-0.00042281895963568417
6000,1e-05,0.01620542279555387,0.9999997798781297,1.0,-0.00048279762268066406,-0.00048354311873456587
6500,3e-05,0.007694251378080552,0.9999999442078015,1.0,-0.0006159543991088867,-0.0006164254584995417
7000,3e-05,0.006377875826093837,0.9999999587308633,1.0,-0.0007659196853637695,-0.0007666274806961992
7500,3e-05,0.006411888161238555,0.999999895364474,1.0,-0.00041043758392333984,-0.0004109817214658753
8000,0.0001,0.00934067838708652,0.9999998451776526,1.0,-0.0004260540008544922,-0.0004270241858182466
8500,3e-05,0.00646506607933145,0.9999999609447139,1.0,-0.000677943229675293,-0.0006783280201389009
9000,3e-05,0.006685791383569728,0.9999998741037539,1.0,-0.0002478361129760742,-0.00024751733633602755
9500,3e-05,0.00962696947882992,0.999999607781181,1.0,-0.0002580881118774414,-0.00025852417192142045
10000,3e-05,0.004704729048689238,0.9999999867735808,1.0,-0.0009244680404663086,-0.00092492593472705
10500,3e-05,0.008112888713447605,0.999999948550316,1.0,-0.0005239248275756836,-0.0005241085052980986
11000,3e-05,0.006472557923289199,0.9999998266807253,1.0,-0.00012874603271484375,-0.0001285067700722237
11500,3e-05,0.005602291682529903,0.9999999667924692,1.0,-0.0006963014602661133,-0.0006968527776159488
12000,1e-05,0.014641358210655472,0.999999812770241,1.0,-0.00037300586700439453,-0.00037299437687372214
12500,1e-05,0.014069687117310714,0.9999997916813324,1.0,-0.0007044076919555664,-0.0007022635782570684
13000,1e-05,0.027635151707278593,0.9999991396189201,1.0,-0.0006177425384521484,-0.0006171987356358113
13500,1e-05,0.013776187110584703,0.999999838578873,1.0,-0.000876307487487793,-0.0008770691873998588
14000,3e-05,0.0056806230539668545,0.9999999782189809,1.0,-0.0004442930221557617,-0.00044412395914245235
14500,3e-05,0.011099288021113818,0.9999998479652997,1.0,-0.000693202018737793,-0.000694045994930278
15000,3e-05,0.008797292168740367,0.9999998822346342,1.0,-0.0004924535751342773,-0.0004919605078247095
15500,3e-05,0.003739851149724527,0.9999999886411862,1.0,-0.0008802413940429688,-0.0008803664260359486
16000,3e-05,0.005222731784097934,0.9999999699043309,1.0,-0.0007816553115844727,-0.0007829652443699347
16500,3e-05,0.008916950195192008,0.9999999245830673,1.0,-0.0009278059005737305,-0.0009296293734330777
17000,3e-05,0.014903702452783538,0.9999997629012283,1.0,-0.0008214712142944336,-0.000821284359044324
17500,0.0001,0.006906742991937165,0.9999999716787868,1.0,-0.0009027719497680664,-0.0009066174258180104
18000,3e-05,0.006262743016617278,0.9999999354821283,1.0,-0.00046646595001220703,-0.00046721789146435705
18500,3e-05,0.00948328523139036,0.9999998054436054,1.0,-0.0004202127456665039,-0.00042009961019428806
19000,3e-06,0.10144180976123918,0.9999933695604551,1.0,-0.0011718273162841797,-0.0010642850334240633
19500,1e-05,0.07164254933228015,0.9999694845377466,1.0,-0.00017559528350830078,-0.0001764578127218079
20000,1e-05,0.024346594933694288,0.9999991727451881,1.0,-0.0004018545150756836,-0.0004017579331018429
20500,1e-05,0.027661749479581,0.9999995182601378,1.0,-0.000891566276550293,-0.000892905018407635
21000,3e-05,0.007483651752946019,0.9999998179953182,1.0,-0.0006508827209472656,-0.00065158176354442
21500,1e-05,0.014917783049891442,0.9999996130224047,1.0,-0.00038623809814453125,-0.0003857768820456899
22000,3e-05,0.008557690757657221,0.999999930519117,1.0,-0.0007440447807312012,-0.0007438950213048314
22500,3e-05,0.007721020386674882,0.9999998075944045,1.0,-0.00037682056427001953,-0.00037678274654061593
23000,3e-05,0.011053891585315334,0.9999998026273897,1.0,-0.0005526542663574219,-0.0005535285692501011
23500,3e-05,0.00498204861290219,0.9999999606015656,1.0,-0.00040602684020996094,-0.0004073671963379105
24000,3e-05,0.007827654742201484,0.9999997593529788,1.0,-0.00028949975967407227,-0.00028982852939869904
24500,3e-05,0.0074033029729135835,0.9999999119865208,1.0,-0.00046133995056152344,-0.00046156130434437444
25000,3e-05,0.011891108656495675,0.9999999411438228,1.0,-0.0011615157127380371,-0.0011639528664433502
25500,3e-05,0.006872587471565106,0.9999999317033548,1.0,-0.0005022287368774414,-0.0005036785442316715
26000,3e-05,0.00872986484759497,0.9999999284994084,1.0,-0.0006425380706787109,-0.0006427632943650162
26500,3e-05,0.006891603916237624,0.9999998341988706,1.0,-0.0002620816230773926,-0.0002627410091069512
27000,3e-05,0.010641733128728403,0.9999998430630672,1.0,-0.000513911247253418,-0.0005136254402008635
27500,3e-05,0.0065777713112333824,0.9999999407743007,1.0,-0.00046950578689575195,-0.0004701067118973639
28000,3e-05,0.00758288321260403,0.9999999198150568,1.0,-0.0005661845207214355,-0.0005675933650950193
28500,3e-05,0.00738655896660112,0.9999999532565612,1.0,-0.0010740160942077637,-0.001076777882045971
29000,3e-05,0.01079112059731735,0.9999999491179655,1.0,-0.0015012025833129883,-0.0015073855345595817
29500,3e-05,0.008205528150212166,0.9999999336425902,1.0,-0.0005698204040527344,-0.0005715573742883764
30000,3e-05,0.006586320904192165,0.9999999711654515,1.0,-0.0010015368461608887,-0.0010021382888669007
30500,3e-05,0.01116530029533988,0.9999998088417992,1.0,-0.000414431095123291,-0.00041588803843809684
31000,3e-05,0.01035408556474604,0.9999998567360717,1.0,-0.00043314695358276367,-0.0004337763168291605
31500,3e-05,0.010733939293482209,0.9999998431768556,1.0,-0.0006898641586303711,-0.0006901215472645483
32000,3e-05,0.004561986354814029,0.999999978626866,1.0,-0.0007671117782592773,-0.00077101801486539
32500,3e-05,0.011137262355278899,0.9999996588318092,1.0,-0.00032913684844970703,-0.0003294039334079721
33000,3e-05,0.007822703285800703,0.999999911239795,1.0,-0.00038564205169677734,-0.00038755597013755925
33500,3e-05,0.013073002772854794,0.9999999238289422,1.0,-0.0009078383445739746,-0.0009117683377991506
34000,3e-05,0.010488275417678383,0.9999999708881907,1.0,-0.0011696219444274902,-0.0011788511476248185
34500,3e-05,0.01061743953058869,0.9999998964403685,1.0,-0.0009881258010864258,-0.0009920963686096509
35000,3e-05,0.009820036312015556,0.9999999267865751,1.0,-0.0009189844131469727,-0.0009226788507184909
35500,3e-05,0.00860068148208637,0.9999999333196872,1.0,-0.00040715932846069336,-0.00040806428738060643
36000,3e-05,0.013675880931526274,0.9999998619769603,1.0,-0.0014392733573913574,-0.0014450928498816581
36500,3e-05,0.008408937920792114,0.999999974601236,1.0,-0.0035160183906555176,-0.0035761952348745685
37000,3e-05,0.01788051635001886,0.9999998900646349,1.0,-0.0010628700256347656,-0.0010682912900200653
37500,3e-05,0.016280218391683032,0.9999998940520598,1.0,-0.0017483830451965332,-0.0017674435297360723
38000,3e-05,0.017194010511316304,0.9999999301611006,1.0,-0.003185570240020752,-0.003201360149226816
38500,3e-05,0.014641961060493536,0.9999999459700506,1.0,-0.0028108954429626465,-0.002851999739725501
39000,3e-05,0.020065724750209846,0.9999999273109534,1.0,-0.003331005573272705,-0.0033479688524122382
39500,3e-05,0.016155681560060087,0.9999999545479196,1.0,-0.00214993953704834,-0.0021560764143954705
40000,3e-05,0.012157105740170732,0.9999998495840454,1.0,-0.0011889338493347168,-0.0011897981054379684
40500,3e-05,0.015565403453712268,0.9999999264192839,1.0,-0.0014836788177490234,-0.0014921409065789034
41000,3e-05,0.00944750121214799,0.9999999743985841,1.0,-0.002571582794189453,-0.0025800883660218863
41500,3e-05,0.015137885237090698,0.9999998799750156,1.0,-0.003395676612854004,-0.003440737546815126
42000,3e-05,0.028110843932585172,0.9999996211054142,1.0,-0.002280592918395996,-0.002298535505508111
42500,3e-05,0.01686374292997539,0.9999999075881151,1.0,-0.0011046528816223145,-0.0011086683350158845
43000,3e-05,0.020046663143214016,0.9999999385011616,1.0,-0.002463102340698242,-0.002477355537447843
43500,3e-05,0.018214269556744433,0.9999999330951033,1.0,-0.0019872188568115234,-0.0019808002497651166
44000,3e-05,0.012633854639239328,0.9999998987086733,1.0,-0.0013808012008666992,-0.0013898064563934458
44500,3e-05,0.020712932493799352,0.999999850718998,1.0,-0.0019106864929199219,-0.0019208753877595522
45000,3e-05,0.019687970469238092,0.9999998957730702,1.0,-0.002240300178527832,-0.0022548651554703627
45500,3e-05,0.02705622056776885,0.9999999619257673,1.0,-0.004883527755737305,-0.004928112165190614
46000,3e-05,0.04155582960311477,0.9999995379287172,1.0,-0.002012491226196289,-0.0020474411712466246
46500,3e-05,0.032697752286094506,0.9999996899448761,1.0,-0.0023993253707885742,-0.00241606193509826
47000,3e-05,0.025168487967651032,0.9999996977534771,1.0,-0.0017094612121582031,-0.0017075995085548178
47500,3e-05,0.019436179139523002,0.9999999090008789,1.0,-0.003082275390625,-0.0030966985005410077
48000,3e-05,0.021063305227884577,0.9999999260416965,1.0,-0.004350900650024414,-0.0044395364048446205
48500,3e-05,0.022959959332736313,0.9999997011764604,1.0,-0.001185297966003418,-0.001198516057436332
49000,3e-05,0.032337346214797336,0.9999998279279566,1.0,-0.0057065486907958984,-0.005796129843325348
49500,3e-05,0.027614008339172297,0.9999998877191093,1.0,-0.004083395004272461,-0.004236688705283058
50000,3e-05,0.023631271698814516,0.9999998715075962,1.0,-0.0030361413955688477,-0.003071280030062988
