group,model,dataset,seed,L_mode,h2,m_L,lambda_q50,lambda_q90,lambda_q95,median_abs_K,MAD_K,SNR2,finite_rate,zero_K_frac,stability_q90_2x,stability_q90_next,stability_q90_prev,log_slope_q90_next,log_slope_q90_prev,low_h2_noise_suspected,large_h2_nonlocal_suspected,alignment_eff,norm_ratio_eff,zero_coord_frac_eff,rms_snap_error
C_model,OPT-1.3B,sst-2,16,L_clean32,1e-05,16,0.0001465521107164821,0.00029331857282748823,0.0003411041588849773,192821.02584838864,99539.75677490233,1.3065734173094523,1.0,0.0,nan,0.5295471679527554,nan,0.6863746049963876,nan,True,False,1.0000000040845096,1.0000000006294762,5.819990860325935e-05,1.2031934611592907e-09
C_model,OPT-1.3B,sst-2,16,L_clean32,3e-05,16,7.990450680848187e-05,0.00013799255274920066,0.00017214305466078388,105135.97064548069,104241.90097384983,0.6802757818736308,1.0,0.0,nan,0.39331715776818976,1.1256116062652932,0.4150833998241195,0.6863746049963876,False,False,1.000000001364744,0.9999999996589612,1.949085503620848e-05,1.2026746660804477e-09
C_model,OPT-1.3B,sst-2,16,L_clean32,0.0001,16,4.176318453416215e-05,8.37177137153909e-05,9.59749197727508e-05,54949.52201843262,39288.40160369873,0.943355884338122,1.0,0.0,nan,0.5795555988507032,0.6483076994913685,0.788670432743596,0.4150833998241195,False,False,0.9999999986187953,0.99999999868674,5.914841123377331e-06,1.1998033989204524e-09
C_model,OPT-1.3B,sst-2,16,L_clean32,0.0003,16,1.7308754919057507e-05,3.5198643429100206e-05,4.693137196436339e-05,22773.941357930504,17818.47741868761,0.862072142408527,1.0,0.0,nan,0.10437427162536987,1.3784357628891506,0.09155743945832963,0.788670432743596,False,False,1.0000000005035241,0.9999999997525906,2.03038844344395e-06,1.1924330005189308e-09
C_model,OPT-1.3B,sst-2,16,L_clean32,0.001,16,1.4592282863802885e-05,3.152481055461249e-05,4.4563278068054897e-05,19199.252128601074,16807.973384857178,0.7704508957200977,1.0,0.0,1.3273288204861393,0.373970331945703,0.11653782190333783,0.7835559576976184,0.09155743945832963,False,False,1.0000000000458544,0.9999999973269287,6.500055086114311e-07,1.1734804488649166e-09
C_model,OPT-1.3B,sst-2,16,L_clean32,0.0015,16,2.0691808034195522e-05,4.3314154796216656e-05,6.307006357200807e-05,27224.474483066137,27253.415849473742,0.6737744938783167,1.0,0.0,0.9740947740803868,0.6938712331512784,0.2721822467710181,1.8319409873585235,0.7835559576976184,False,False,1.000000000926617,1.0000000013279684,4.541108347212278e-07,1.1639078755242868e-09
C_model,OPT-1.3B,sst-2,16,L_clean32,0.002,16,2.4478673794740094e-05,7.33686014914441e-05,0.00011191602914375131,32206.609845161438,24254.73928451538,0.8956212837339249,1.0,0.0,0.44485658938901,0.16543379180469375,0.4096363522629759,0.3775747114370532,1.8319409873585235,False,False,0.9999999985518823,0.9999999983684299,3.6157862697677677e-07,1.1592301806063878e-09
C_model,OPT-1.3B,sst-2,16,L_clean32,0.003,16,1.9603015996447665e-05,8.5506247601015e-05,9.931041301961492e-05,25792.260964711506,37010.23591889275,0.4700494675265303,1.0,0.0,nan,0.5236594180512467,0.14195039904284631,2.577922795079086,0.3775747114370532,False,False,1.0000000012882997,1.00000000064421,2.7151647816595585e-07,1.1573409816332242e-09
C_model,OPT-1.3B,sst-2,16,L_clean32,0.004,16,1.822088526059409e-05,4.073009521886226e-05,4.533308034184569e-05,23973.679170012474,16577.625647187233,0.9754126082328052,1.0,0.0,nan,0.5493568254036088,1.099338242206674,3.572047836858683,2.577922795079086,False,False,0.9999999994559714,0.999999998459864,2.2154528589328517e-07,1.1680789276241031e-09
C_model,OPT-1.3B,sst-2,16,L_clean32,0.005,16,8.552611459966495e-06,1.8354738861684557e-05,4.136704288335438e-05,11252.713203430176,10235.604047775269,0.7415147205116438,1.0,0.0,0.49533268548396236,0.49533268548396236,1.2190505845242823,0.9865954433860024,3.572047836858683,False,True,0.9999999983759766,1.0000000026102824,1.9380462402328548e-07,1.1884858800831324e-09
