global_step,eps,precision,zo_quantization_bits,fd_mean,td_mean,mae,mse,rmse,sign_acc,corr,probe_num_seeds
100,3e-06,fp16,16,20.345050811767578,-15.801780700683594,421.79791927337646,258230.2341475389,508.1635899467207,0.5625,0.39563489444549876,16
200,3e-06,fp16,16,0.0,-42.947684019804,262.8191836178303,123906.43551423741,352.0034595202687,0.3125,0.03572592172644868,16
300,3e-06,fp16,16,-20.345046997070312,-3.619350165128708,589.8769121468067,488810.8807205912,699.1501131520978,0.6875,0.4222993687985495,16
400,3e-06,fp16,16,40.69010353088379,19.218609124422073,350.10787239670753,184963.6332181092,430.07398574909087,0.3125,0.2892175553870077,16
500,3e-06,fp16,16,-71.20767593383789,9.050174996256828,453.02459059655666,375203.1556626588,612.538289140082,0.5625,0.13807271973530894,16
600,3e-06,fp16,16,-203.45050811767578,-36.798985078930855,378.83396749198437,200476.63809384595,447.7461759678646,0.625,0.05567354584553911,16
700,3e-06,fp16,16,-10.172525405883789,29.66531366109848,357.65338015556335,246768.90714037942,496.7583991644021,0.5,0.03841799307963335,16
800,3e-06,fp16,16,71.20767593383789,14.495976120233536,263.5680567920208,129548.9081998445,359.9290321714053,0.5625,0.5744354687750081,16
900,3e-06,fp16,16,-81.38020133972168,-11.061084728688002,286.04155303910375,114078.8170881212,337.7555581898264,0.5,-0.22061183977654794,16
1000,3e-06,fp16,16,30.517576217651367,33.491733816917986,247.9747507297434,104132.1040453825,322.6950635590549,0.4375,0.30154441841031815,16
1100,3e-06,fp16,16,61.035152435302734,-4.756616294384003,196.9133111834526,61540.21328812906,248.07299991762315,0.5,0.2987884423357919,16
1200,3e-06,fp16,16,162.76040649414062,12.10689228773117,219.5040528178215,63272.74095167087,251.54073417971665,0.4375,0.2682339036308196,16
1300,3e-06,fp16,16,-81.38020324707031,2.0147207975387573,225.3749704360962,61595.272676151224,248.1839492718077,0.5625,0.19793759390726667,16
1400,3e-06,fp16,16,-81.38020133972168,-10.946443885564804,307.9643493592739,152509.30328344967,390.52439524753083,0.375,0.01821044501625955,16
1500,3e-06,fp16,16,111.89777946472168,16.181426525115967,281.55478835105896,105778.79757776283,325.23652558985873,0.5625,0.5500010018450597,16
1600,3e-06,fp16,16,0.0,2.0368757843971252,254.4136454463005,89886.80812665478,299.81128752376014,0.25,-0.22330208381177874,16
1700,3e-06,fp16,16,-61.035152435302734,26.40260249376297,224.4378752708435,80098.28659891646,283.0164069429835,0.3125,-0.048607706018937734,16
1800,3e-06,fp16,16,-30.517576217651367,-2.234516146592796,159.88923359196633,58813.83488302682,242.5156384298275,0.375,0.0173201245199211,16
1900,3e-06,fp16,16,-10.172525405883789,-11.351767092943192,290.0253404080868,150968.9491861795,388.54722902908406,0.25,-0.06680696547716038,16
2000,3e-06,fp16,16,-71.20767784118652,-12.676874041557312,221.21505463123322,80906.8079431022,284.4412205414367,0.5,0.3606693804486709,16
2100,3e-06,fp16,16,-40.690101623535156,-15.3751540184021,253.01136696338654,97515.06497609218,312.2740222562424,0.375,0.5156791379383014,16
2200,3e-06,fp16,16,-61.0351505279541,-5.815481409430504,278.93132315576077,121667.50495889985,348.80869392677107,0.5625,0.21431652846160318,16
2300,3e-06,fp16,16,61.035152435302734,47.977764278650284,481.5092480480671,285751.0096886186,534.5568348535248,0.5,-0.138738262439879,16
2400,3e-06,fp16,16,132.24282836914062,5.39260596036911,335.0879335999489,157013.9307839477,396.24983379674455,0.4375,0.163247848179309,16
