group,model,dataset,seed,G_method,h_G,G_hat,alignment_eff,norm_ratio_eff,zero_coord_frac_eff,corr_h_2h,sign_flip_rate_h_2h,stability_score,fallback_flags
A_seed,roberta-large,sst-5,16,absG_candidate,1e-05,13.65577127345046,0.7952798800687139,0.9663967046239136,0.5935504604028912,nan,nan,0.8218738757102637,candidate_not_primary_pass
A_seed,roberta-large,sst-5,16,absG_candidate,3e-05,13.376878789382907,0.9414161319626088,1.0197379243485947,0.30571003948927145,nan,nan,0.37403183187525735,candidate_not_primary_pass
A_seed,roberta-large,sst-5,16,absG_candidate,0.0001,13.645312805297927,0.992127168628137,1.0072306819845056,0.10904313159322082,nan,nan,0.11627381357772643,candidate_not_primary_pass
A_seed,roberta-large,sst-5,16,absG_candidate,0.0003,13.599494754343972,0.9991116409810068,1.0008757062392393,0.037379652525847906,nan,nan,0.03825535876508718,
A_seed,roberta-large,sst-5,16,absG_candidate,0.001,13.40148109065601,0.9999226803374133,1.0000805859329596,0.011256094435023435,0.9949710842186484,0.0,0.011336680367983,
A_seed,roberta-large,sst-5,16,absG_candidate,0.0015,13.06073423780062,0.9999662333749548,1.0000346041906913,0.007504832068387466,0.9833700745298916,0.03125,0.007539436259078811,
A_seed,roberta-large,sst-5,16,absG_candidate,0.002,12.60551696090429,0.9999812776795343,1.000022525379893,0.005628331267930322,0.9677006098188845,0.0625,0.005650856647823213,
A_seed,roberta-large,sst-5,16,absG_candidate,0.003,11.829050403922647,0.9999918574920268,1.0000081935068248,0.0037515568353007796,nan,nan,0.0037597503421255736,
A_seed,roberta-large,sst-5,16,absG_candidate,0.004,11.322113511900575,0.999995500730309,1.0000087216310791,0.0028138870990886654,nan,nan,0.002822608730167788,
A_seed,roberta-large,sst-5,16,absG_candidate,0.005,10.880347817137574,0.9999971541759467,1.000003155346361,0.002251458996937825,-0.13661600604824686,0.59375,1.5326206203915458,candidate_not_primary_pass
A_seed,roberta-large,sst-5,16,absG_candidate,0.01,7.192169023146749,0.9999993025990431,1.0000010143344875,0.0011251944908843557,nan,nan,0.0011262088253718703,
A_seed,roberta-large,sst-5,16,absG,0.0003,13.599494754343972,0.9991116409810068,1.0008757062392393,0.037379652525847906,nan,nan,0.03825535876508718,
A_seed,roberta-large,sst-5,16,absG_fixed_0.0003,0.0003,13.599494754343972,,,,,,,diagnostic_only
A_seed,roberta-large,sst-5,16,absG_fixed_0.001,0.001,13.40148109065601,,,,,,,diagnostic_only
A_seed,roberta-large,sst-5,16,richardsonG_candidate,0.001,13.666802467239918,,,,,,,diagnostic_only
A_seed,roberta-large,sst-5,17,absG_candidate,1e-05,17.973624553567728,0.7952718506898574,0.9663539742463418,0.593568694478684,nan,nan,0.8219428695424847,candidate_not_primary_pass
A_seed,roberta-large,sst-5,17,absG_candidate,3e-05,18.252517037635275,0.9414135903473824,1.0197213956441749,0.30572565674675256,nan,nan,0.37403346204354504,candidate_not_primary_pass
A_seed,roberta-large,sst-5,17,absG_candidate,0.0001,18.48160729240505,0.99212605130294,1.0072246103864757,0.10904282302928173,nan,nan,0.11626743341575743,candidate_not_primary_pass
A_seed,roberta-large,sst-5,17,absG_candidate,0.0003,18.308295534448792,0.9991116367772549,1.0008759027476775,0.03738056626732393,nan,nan,0.03825646901500139,
A_seed,roberta-large,sst-5,17,absG_candidate,0.001,18.072083560889432,0.9999226847822152,1.000080531749771,0.01125572366802612,0.9982574757946684,0.0625,0.011336255417797082,
A_seed,roberta-large,sst-5,17,absG_candidate,0.0015,17.783878059943195,0.9999662305824774,1.000034508258862,0.00750609972381548,0.9938648558430657,0.03125,0.007540607982677456,
A_seed,roberta-large,sst-5,17,absG_candidate,0.002,17.393403681133975,0.9999812794439209,1.0000225721480804,0.005630125044791717,0.9810495139854352,0.0,0.005652697192872152,
A_seed,roberta-large,sst-5,17,absG_candidate,0.003,16.42631909151509,0.9999918580033103,1.000008127837246,0.0037528260228238235,nan,nan,0.0037609538600697316,
A_seed,roberta-large,sst-5,17,absG_candidate,0.004,15.117641011142757,0.9999954974403575,1.0000086911836379,0.002814943018983501,nan,nan,0.0028236342026213886,
A_seed,roberta-large,sst-5,17,absG_candidate,0.005,14.021429201400597,0.9999971538776846,1.0000031340459437,0.0022523325975240633,0.5331798538308413,0.3125,0.5815756128126264,candidate_not_primary_pass
A_seed,roberta-large,sst-5,17,absG_candidate,0.01,11.211955960916821,0.9999993029315158,1.0000010290383383,0.0011269236133354746,nan,nan,0.0011279526516737928,
A_seed,roberta-large,sst-5,17,absG,0.0003,18.308295534448792,0.9991116367772549,1.0008759027476775,0.03738056626732393,nan,nan,0.03825646901500139,
A_seed,roberta-large,sst-5,17,absG_fixed_0.0003,0.0003,18.308295534448792,,,,,,,diagnostic_only
A_seed,roberta-large,sst-5,17,absG_fixed_0.001,0.001,18.072083560889432,,,,,,,diagnostic_only
A_seed,roberta-large,sst-5,17,richardsonG_candidate,0.001,18.350154308173572,,,,,,,diagnostic_only
A_seed,roberta-large,sst-5,18,absG_candidate,1e-05,20.169902865599695,0.7952797978231814,0.9663636597383742,0.5935608955021421,nan,nan,0.8219174379405865,candidate_not_primary_pass
A_seed,roberta-large,sst-5,18,absG_candidate,3e-05,18.212675254197055,0.9414184172245194,1.0197276552133343,0.30571384674542146,nan,nan,0.3740230847342364,candidate_not_primary_pass
A_seed,roberta-large,sst-5,18,absG_candidate,0.0001,17.535862958040266,0.992125713687763,1.0072252357550107,0.10903540125453628,nan,nan,0.11626063700954695,candidate_not_primary_pass
A_seed,roberta-large,sst-5,18,absG_candidate,0.0003,17.39243253766267,0.9991115652945759,1.0008758845649721,0.03737641612830604,nan,nan,0.03825230069327816,
A_seed,roberta-large,sst-5,18,absG_candidate,0.001,17.545574392753334,0.9999226809362065,1.0000804337276845,0.011254576435267482,0.9973430233697661,0.0,0.011335010162951997,
A_seed,roberta-large,sst-5,18,absG_candidate,0.0015,17.651204921093917,0.9999662301816025,1.0000345910998885,0.0075040746006045204,0.9914095125139138,0.125,0.03253866570049298,candidate_not_primary_pass
