global_step,eps,precision,zo_quantization_bits,fd_mean,td_mean,mae,mse,rmse,sign_acc,corr,probe_num_seeds
100,0.003,fp16,16,17.39502013847232,25.957070752978325,45.32432431355119,3591.247679400304,59.92701961052547,0.625,0.22537271136815637,16
200,0.003,fp16,16,-13.875325947999954,-23.72005921602249,36.80734172463417,1959.7647756038682,44.269230573885835,0.5625,0.6634736735279573,16
300,0.003,fp16,16,-5.605061873793602,1.0679355934262276,34.143288381397724,1957.6212020549626,44.24501330155708,0.5625,0.3259209791617993,16
400,0.003,fp16,16,-3.489176630973816,-30.338822349905968,55.36327268183231,3931.9889584250845,62.70557358341509,0.625,0.5047483087204861,16
500,0.003,fp16,16,12.583414763212204,13.690667405724525,39.890724912285805,2017.4853201434066,44.916425950240146,0.75,0.8227182847558211,16
600,0.003,fp16,16,-11.088053733110428,-21.978656366467476,53.07375477254391,5255.140367060843,72.4923469551155,0.75,0.688327686188085,16
700,0.003,fp16,16,13.061523824930191,7.282000914216042,47.45391349494457,3586.2525987376325,59.88532874367171,0.6875,0.8501008733061062,16
800,0.003,fp16,16,-10.965983033180237,-32.55199438333511,33.98608237504959,2223.169436490869,47.15049773322514,0.875,0.8207303655195726,16
900,0.003,fp16,16,13.702392578125,10.857519209384918,39.951031506061554,2074.0716031854763,45.54197627667772,0.8125,0.7570344550957294,16
1000,0.003,fp16,16,-9.246826656162739,8.92931048758328,57.2505990806967,6778.500411163276,82.33164890346407,0.75,0.3963047988034427,16
1100,0.003,fp16,16,-1.169840693473816,9.441799253225327,36.87554255127907,1684.43997024599,41.041929416707376,0.625,0.7352050976864434,16
1200,0.003,fp16,16,2.1565755009651184,-8.946233928203583,37.92173361778259,2280.8387425845735,47.75812750291382,0.8125,0.5497008448760404,16
1300,0.003,fp16,16,10.498047173023224,5.364311218261719,54.08357793092728,4892.655635713015,69.94752058302721,0.6875,0.24402777919936647,16
1400,0.003,fp16,16,-4.679361801594496,-11.67491352558136,40.533828515559435,2287.073115442128,47.8233532433907,0.75,0.7353233550981473,16
1500,0.003,fp16,16,-17.903646666556597,-17.325837957672775,38.87111219856888,2288.131338387525,47.83441583616889,0.6875,0.7255476347387244,16
1600,0.003,fp16,16,1.8107097297906876,3.0684128403663635,51.82502765953541,4099.277488025851,64.02560025509992,0.6875,0.43666259747821895,16
1700,0.003,fp16,16,-4.994710331782699,-16.92669080197811,41.79451999999583,4152.082949002685,64.43665842517507,0.8125,0.4295611075802577,16
1800,0.003,fp16,16,0.874837189912796,14.09942802786827,32.31438821554184,1449.8720200666144,38.07718503338468,0.625,0.6241624889982995,16
1900,0.003,fp16,16,13.142904207110405,25.977171540260315,35.64791829884052,1827.5775097766027,42.75017555258227,0.875,0.8513390142816314,16
2000,0.003,fp16,16,27.50651106238365,43.0044926404953,43.71027407050133,3280.250247299191,57.273468965125474,0.875,0.6734700685005539,16
2100,0.003,fp16,16,-0.20345064997673035,-8.931035742163658,40.40764306485653,2500.662900812651,50.006628568747274,0.6875,0.4638216984802917,16
2200,0.003,fp16,16,-6.03230856359005,6.057765230536461,35.98090931773186,2063.173444172102,45.422169082641815,0.75,0.6504105499166236,16
2300,0.003,fp16,16,21.087646827101707,15.131540849804878,41.48875942826271,2227.0578194892673,47.19171346210336,0.5,0.4325870318394605,16
2400,0.003,fp16,16,-10.945638157427311,-25.720449276268482,68.10457089543343,6627.735151058961,81.41090314607105,0.8125,0.6308731094063547,16
