global_step,eps,zo_two_point_precision,fd_mean,td_mean,mae,mse,rmse,sign_acc,corr,probe_num_seeds
200,1e-06,fp16,9.5367431640625,-0.4306824207305908,39.53778001666069,2562.232983013264,50.61850435377624,0.4375,0.10996738240897855,16
400,1e-06,fp16,-27.65655517578125,-1.1171873807907104,54.35404074192047,4600.024329007487,67.82347918683828,0.375,-0.23236232486626468,16
600,1e-06,fp16,-6.67572021484375,-1.5137443095445633,57.72752420604229,4266.4307455799135,65.31792055462202,0.375,-0.26361762114219234,16
800,1e-06,fp16,-1.430511474609375,-1.1162187457084656,57.41864746809006,4416.382546045759,66.45586916176599,0.375,-0.30164008137210346,16
1000,1e-06,fp16,-20.02716064453125,6.467362888157368,90.46623649448156,15606.02720960903,124.92408578656492,0.375,-0.549295631551871,16
1200,1e-06,fp16,-23.84185791015625,-2.0609701722860336,55.34382043778896,4264.629956100699,65.3041342956225,0.5,0.19246979456701252,16
1400,1e-06,fp16,-3.814697265625,3.0407867953181267,53.09113634377718,4968.543195917038,70.48789396709932,0.625,-0.23743900086952008,16
1600,1e-06,fp16,-12.874603271484375,-2.1879070959985256,58.51253501698375,6230.785878209107,78.9353271875724,0.4375,0.22755950849389808,16
1800,1e-06,fp16,-0.95367431640625,-3.2042737156152725,61.84293855726719,4962.753985162619,70.44681671418957,0.1875,-0.4897634380552019,16
2000,1e-06,fp16,19.073486328125,-0.6040096282958984,46.19836676120758,3530.4837968401034,59.41787438843722,0.5,0.2275371960294418,16
2200,1e-06,fp16,10.49041748046875,1.6401128843426704,57.353782169520855,5453.605000169093,73.8485274069097,0.375,-0.10971015020999816,16
2400,1e-06,fp16,19.550323486328125,-1.0254801660776138,110.14085750281811,16804.706044727238,129.63296665866764,0.625,0.5049026171181066,16
2600,1e-06,fp16,32.901763916015625,-0.561087891459465,56.1690409630537,4369.151265419783,66.09955571272612,0.5,0.3236528200184296,16
2800,1e-06,fp16,6.198883056640625,-9.618234604597092,61.17042896151543,5275.326392484691,72.6314421754428,0.5,-0.0829920281534714,16
3000,1e-06,fp16,-22.88818359375,5.569433405995369,75.66563455760479,8776.893446581938,93.685075901031,0.3125,-0.35531455713965,16
3200,1e-06,fp16,0.95367431640625,0.9208497852087021,62.36174826323986,5134.454766273011,71.65510984063182,0.5,-0.18943912191368426,16
3400,1e-06,fp16,45.299530029296875,-0.8896546773612499,73.01167673245072,7049.931289114213,83.96386895036586,0.625,0.03726270711620733,16
3600,1e-06,fp16,-4.291534423828125,-1.540486454963684,60.3523154258728,4727.427508332869,68.7562906818923,0.375,0.1567790013487286,16
3800,1e-06,fp16,4.76837158203125,3.457182615995407,58.61368611454964,4577.625988353038,67.65815537208384,0.4375,-0.16385887211589822,16
4000,1e-06,fp16,-40.0543212890625,5.043590649962425,56.353122875094414,4393.892963233676,66.28644630113818,0.375,-0.011307383081427508,16
4200,1e-06,fp16,41.00799560546875,-4.333850249648094,153.64157544076443,34967.21773744257,186.99523453137132,0.5625,0.08538134339340217,16
4400,1e-06,fp16,7.152557373046875,-0.9969123341143131,52.26497386023402,4786.69225279445,69.18592525069279,0.4375,-0.049626709344460215,16
4600,1e-06,fp16,-11.444091796875,-7.908758964389563,83.03330821171403,8278.957694117922,90.98877784714949,0.5,-0.39762833374521767,16
4800,1e-06,fp16,-27.65655517578125,1.90394526720047,86.59030395746231,12426.965865142614,111.47630180958917,0.5625,0.02562941776726132,16
5000,1e-06,fp16,-15.2587890625,-0.7931488901376724,78.05773942172527,9153.371043119332,95.67325145054564,0.375,-0.4164854768525222,16
5200,1e-06,fp16,-11.920928955078125,3.43635805696249,80.87842171639204,10521.939964707526,102.5765078597801,0.4375,-0.04314446302772618,16
5400,1e-06,fp16,-42.91534423828125,-2.343507267534733,80.74654822796583,11201.21282822876,105.83578236224628,0.4375,-0.3420345887664587,16
5600,1e-06,fp16,27.179718017578125,-3.201296828687191,72.2106877937913,8498.242332426564,92.18591178931065,0.4375,-0.05490425266717572,16
5800,1e-06,fp16,2.86102294921875,-0.5479055196046829,57.39388133585453,5942.444202003409,77.08725058012777,0.5,-0.1026369472300132,16
6000,1e-06,fp16,-3.337860107421875,-1.368466556072235,74.13357973098755,6789.304286169353,82.39723469977226,0.5,0.4892296129353302,16
6200,1e-06,fp16,-18.11981201171875,-1.4752197414636612,57.46495811641216,5338.55978851979,73.06544866432964,0.5,-0.12393584425511837,16
6400,1e-06,fp16,-31.47125244140625,-5.476778291165829,73.73938468843699,9496.070204623102,97.44778193793383,0.5,-0.20780527783099892,16
6600,1e-06,fp16,7.152557373046875,1.137181967496872,105.65718165040016,14279.696347262325,119.49768343889485,0.375,-0.30065852849292074,16
6800,1e-06,fp16,-5.7220458984375,5.396415933966637,83.7581486850977,12266.41033147373,110.75382761545413,0.5,-0.1882778569424652,16
7000,1e-06,fp16,18.11981201171875,-3.3643371760845184,92.19767740368843,11654.338480154242,107.95526147508625,0.25,-0.13681371023252237,16
7200,1e-06,fp16,-22.88818359375,-1.2321804761886597,99.63732415437698,15020.560712830169,122.55839715348014,0.4375,-0.029512675966401062,16
7400,1e-06,fp16,-8.58306884765625,-7.278068959712982,91.25095045566559,12056.018223450918,109.79990083534192,0.625,0.2633571953170251,16
7600,1e-06,fp16,-21.93450927734375,-4.5582097470760345,86.8328049480915,11059.927575746271,105.16619026924134,0.75,0.051635845126964064,16
7800,1e-06,fp16,14.781951904296875,7.8739312030375,136.96353920921683,28562.7307394174,169.0051204532496,0.5,0.23156784308176107,16
8000,1e-06,fp16,24.318695068359375,-2.823220834136009,93.9320411235094,13953.849338414828,118.1264125351093,0.4375,0.06348606896987655,16
8200,1e-06,fp16,-3.814697265625,-7.569571644067764,99.3003868162632,18487.554329662235,135.96894619604225,0.3125,-0.5646409541176143,16
8400,1e-06,fp16,-30.517578125,-2.0653442163020372,85.57463669963181,11400.269945413023,106.7720466480484,0.4375,0.1953937887673266,16
8600,1e-06,fp16,21.93450927734375,-9.818450544029474,109.15982351079583,16686.89909768779,129.17778097524277,0.375,-0.031396179169789026,16
8800,1e-06,fp16,-2.384185791015625,9.374945778399706,70.15515897795558,8348.803436265893,91.37178687245803,0.375,-0.3512201716354637,16
9000,1e-06,fp16,18.11981201171875,-1.9241504520177841,79.57369853556156,9411.236316209259,97.01152671826817,0.3125,-0.1913623252272585,16
9200,1e-06,fp16,-18.596649169921875,-4.876289436593652,51.31499726511538,4719.48001229979,68.69847168823911,0.5,-0.11318628297416948,16
9400,1e-06,fp16,-3.337860107421875,0.8198159337043762,95.32174044847488,11712.245738325852,108.2231294055289,0.4375,-0.19843421170331363,16
9600,1e-06,fp16,-23.365020751953125,-0.5653310418128967,124.8515550494194,27703.691711258958,166.44426007303153,0.5,-0.2370280180410739,16
9800,1e-06,fp16,-5.245208740234375,-5.075593009591103,164.4633416980505,39500.30869912308,198.74684575892792,0.375,0.033012003616378204,16
10000,1e-06,fp16,20.503997802734375,-20.852779805660248,127.69817048311234,26171.143626951896,161.77497837104443,0.5,-0.38679999564817125,16
10200,1e-06,fp16,24.318695068359375,3.8852394074201584,107.48222406208515,16524.9746725069,128.54950280925596,0.4375,-0.11514547591333196,16
10400,1e-06,fp16,20.9808349609375,-2.7863748371601105,107.15678009390831,14120.42393567614,118.82939003325794,0.375,-0.1810546518298352,16
10600,1e-06,fp16,-32.4249267578125,4.954282343387604,100.38517290353775,13674.266221359203,116.93701818226427,0.3125,0.10245649395192431,16
10800,1e-06,fp16,-24.7955322265625,2.830728866159916,131.38866601139307,27852.58547617842,166.890938867808,0.5,-0.15350106607651848,16
11000,1e-06,fp16,23.365020751953125,-4.140610098838806,72.43636882305145,8490.888828375282,92.14601905874872,0.625,0.19766654075505172,16
11200,1e-06,fp16,29.56390380859375,8.189643502235413,110.37317216396332,17088.3118068984,130.72226974352304,0.4375,-0.15322521134092562,16
11400,1e-06,fp16,30.517578125,-17.224452570080757,109.3243840187788,14368.504366102314,119.86869635606418,0.4375,-0.025440401464950628,16
11600,1e-06,fp16,-28.6102294921875,-5.130063369870186,89.92163382470608,13207.607662915769,114.92435626496139,0.375,-0.04772821946635692,16
11800,1e-06,fp16,46.73004150390625,-21.186594486236572,127.36409902572632,21440.587786921275,146.42604886741046,0.3125,-0.47904245534805673,16
12000,1e-06,fp16,-17.642974853515625,4.8004070520401,79.81055337190628,9456.08971711442,97.24242755667107,0.4375,-0.2611013925102014,16
12200,1e-06,fp16,1.9073486328125,3.1407417990267277,94.81756308302283,11796.624099650344,108.61226495958154,0.4375,-0.06645596175252812,16
12400,1e-06,fp16,31.948089599609375,0.784294530749321,77.59583373367786,8588.841862020017,92.67600478020196,0.5,0.3028975535864178,16
12600,1e-06,fp16,-1.430511474609375,3.159640058875084,90.23300935328007,10625.676822404896,103.0809236590597,0.625,0.4945929080856595,16
12800,1e-06,fp16,13.828277587890625,-6.516600430011749,94.07859081029892,11979.72147003752,109.45191396242242,0.4375,-0.11204718500677999,16
13000,1e-06,fp16,-8.106231689453125,6.309824377298355,89.64600041508675,12830.474975037498,113.27168655510299,0.4375,-0.054213122579070606,16
13200,1e-06,fp16,-23.84185791015625,-12.01959553360939,98.11526009440422,15223.255076783687,123.38255580422901,0.5,-0.23882336797094852,16
13400,1e-06,fp16,-11.444091796875,2.4300452768802643,102.34138861298561,13304.619465893727,115.34565213259548,0.5625,0.22075427505216935,16
