precision_mode,direction_type,sparse_rate,sparse_mode,sparse_rescale,h_raw,h_active,num_probe_rows,num_probe_directions,num_probe_batches,probe_active_frac_mean,probe_alignment_mean,probe_norm_ratio_mean,delta_q_norm_mean,nominal_delta_norm_mean,fd_zero_ratio,fd_mean,fd_std,d_true_mean,d_true_std,corr_fd_true,nMSE_fd_true,sign_agreement,window_candidate
bf16,dense,1.0,none,none,0.0001,0.0001,50,50,1,0.999986072545283,0.999999999691771,1.0000000002828395,4.0395152289924185,4.039515227848924,0.02,0.921630859375,15.70769006409527,1.219143921136856,14.648096022490138,0.9213390833172269,0.17314767937051853,0.9,True
bf16,dense,1.0,none,none,0.0003,0.0003,50,50,1,0.9999952841379564,0.9999999954933593,0.999999982300864,12.118547353654874,12.118547568141956,0.0,1.0457356786727905,14.166878222893244,1.2128051292896271,14.644430460128609,0.9861013710833927,0.027893038192781435,0.98,True
bf16,dense,1.0,none,none,0.001,0.001,50,50,1,0.9999985164417403,1.0000000099939217,1.000000018702057,40.39515570575121,40.395154950277636,0.0,0.9863280916586519,14.356577396680086,1.219137854576111,14.648825745077437,0.9979581804430964,0.004620757523848902,0.98,True
bf16,dense,1.0,none,none,0.0015,0.0015,50,50,1,0.9999989978382556,0.9999999988871283,0.9999999649898844,60.592732613785785,60.59273473514252,0.0,0.9334309989213944,14.202449554501055,1.2146854960918427,14.650957662308478,0.9957367584394773,0.009505795912987482,1.0,True
bf16,dense,1.0,none,none,0.002,0.002,50,50,1,0.9999992289026997,1.0000000090700256,1.0000000176348558,80.79031132528138,80.79030990055527,0.0,0.8126830351352692,13.92065204626737,1.219137854576111,14.648825745077437,0.9911182857752815,0.019982850133979442,1.0,True
bf16,dense,1.0,none,none,0.003,0.003,50,50,1,0.999999460408387,0.9999999998863854,0.9999999674937755,121.1854655310061,121.18546947028504,0.0,0.6758626279234886,13.242637003289078,1.2146854960918427,14.650957662308478,0.9748620345275577,0.05565317019776137,0.96,True
bf16,dense,1.0,none,none,0.004,0.004,50,50,1,0.9999995767005283,1.0000000071698463,1.0000000158775728,161.5806223666171,161.58061980111054,0.0,0.49110407594591377,12.387866323299125,1.219137854576111,14.648825745077437,0.9458635036634844,0.11704312012355696,0.92,True
bf16,dense,1.0,none,none,0.005,0.005,50,50,1,0.9999996475936295,1.0000000000000018,0.9999999999999969,201.97577565592456,201.9757756559242,0.0,-0.04156494140625,11.410570059608416,1.214961684346199,14.644816198547831,0.902100218756299,0.20726603014158898,0.86,True
bf16,dense,1.0,none,none,0.01,0.01,50,50,1,0.9999997811923161,1.0,0.9999999999999974,403.9515513118484,403.9515513118484,0.0,-0.6278076171875,7.690478897906092,1.214961684346199,14.644816198547831,-0.10034172425038886,1.387434528387526,0.42,True
bf16,dense,1.0,none,none,1e-05,1e-05,50,50,1,0.9998619636797776,0.9999999997739784,1.0000000172943435,0.4039515875161988,0.4039515805291163,0.0,1.77001953125,53.083360004518156,1.20724285364151,14.645150052306812,0.2041549274974257,12.57405533512491,0.56,True
bf16,dense,1.0,none,none,3e-05,3e-05,50,50,1,0.9999538781053722,0.9999999951734434,0.9999999677229737,1.2118545140086077,1.21185455312272,0.0,-0.4272461748123169,25.12436229426925,1.2155814051628113,14.640182922202793,0.6270547122637764,1.7931033904211042,0.72,True
fp32,dense,1.0,none,none,0.0001,0.0001,50,50,1,0.9999861272594608,0.9999999982291212,1.0000000004340655,4.039520924916917,4.039520923162555,0.0,1.222693920135498,14.69180268968427,1.210969340801239,14.64468881801487,0.9999704455539464,6.981259205452803e-05,1.0,True
fp32,dense,1.0,none,none,0.0003,0.0003,50,50,1,0.9999953018857453,0.9999999990969528,1.0000000019352089,12.11856368376285,12.11856366030943,0.0,1.1912584698200226,14.577793773798286,1.210969340801239,14.64468881801487,0.9998963739573881,0.0002274273157022854,0.98,True
fp32,dense,1.0,none,none,0.001,0.001,50,50,1,0.999998523158445,0.999999999330088,1.000000000437686,40.395212235492735,40.395212217810844,0.0,1.0631573104858398,14.507474743804801,1.210969340801239,14.64468881801487,0.9984971350798002,0.003145719650118696,1.0,True
fp32,dense,1.0,none,none,0.0015,0.0015,50,50,1,0.9999990014172295,1.000000000516906,1.0000000002606326,60.5928159328523,60.59281591705875,0.0,0.9713427519798279,14.29463560255833,1.210969340801239,14.64468881801487,0.9960686634843207,0.00845600700502795,1.0,True
fp32,dense,1.0,none,none,0.002,0.002,50,50,1,0.9999992312069705,0.9999999999172992,0.9999999995448656,80.79042439885313,80.79042443562169,0.0,0.8375107392668724,14.021481036085437,1.210969340801239,14.64468881801487,0.9916371474179961,0.01834973254302744,1.0,True
fp32,dense,1.0,none,none,0.003,0.003,50,50,1,0.9999994616830902,0.9999999990986485,1.000000000615557,121.1856319087156,121.1856318341175,0.0,0.693761186990887,13.275649795415003,1.210969340801239,14.64468881801487,0.9753426330022097,0.05431968635684708,0.96,True
fp32,dense,1.0,none,none,0.004,0.004,50,50,1,0.9999995781223124,0.9999999986482959,1.000000000420037,161.58084893911527,161.58084887124338,0.0,0.5257460598647594,12.415074100516104,1.210969340801239,14.64468881801487,0.9460551764735384,0.11603884686795121,0.92,True
fp32,dense,1.0,none,none,0.005,0.005,50,50,1,0.9999996486722245,0.9999999987794287,1.0000000007126337,201.97604694873513,201.97604680479967,0.0,-0.06607278823852539,11.442354453491966,1.210969340801239,14.64468881801487,0.9015224196982282,0.20788591311594312,0.86,True
fp32,dense,1.0,none,none,0.01,0.01,50,50,1,0.9999997814374514,1.0000000001019573,1.0000000003258158,403.9520937412125,403.95209360959933,0.0,-0.6687584972381592,7.7225595366358695,1.210969340801239,14.64468881801487,-0.09860844632614087,1.389050580311459,0.42,True
fp32,dense,1.0,none,none,1e-05,1e-05,50,50,1,0.9998623606027014,0.9999999972731268,1.0000000791861667,0.4039521243343558,0.403952092345953,0.0,1.2140273666381836,14.647922435485107,1.210969340801239,14.64468881801487,0.9999997106604281,6.666072230573788e-07,1.0,True
fp32,dense,1.0,none,none,3e-05,3e-05,50,50,1,0.9999540376883905,1.000000000016729,1.0000000128380553,1.2118562936400388,1.2118562780811197,0.0,1.209497578293085,14.646970850646673,1.210969340801239,14.64468881801487,0.999993537747967,1.287287977453294e-05,1.0,True
int8,dense,1.0,none,none,0.0001,0.0001,50,50,1,0.9556657624821951,0.23565858009720453,4.243437746971213,17.141282772272454,4.039480210841369,0.0,-2.648162841796875,46.79030730160637,3.6175767827033996,14.18687525240539,0.26706244028693665,9.681650245809939,0.58,False
int8,dense,1.0,none,none,0.0003,0.0003,50,50,1,0.9591464799092015,0.40758976897663973,2.4535204931193277,29.73284452600398,12.118441505214166,0.0,-0.07909134477376938,20.453550016736425,3.6175767827033996,14.18687525240539,0.593826812958855,1.3466336869927324,0.68,False
int8,dense,1.0,none,none,0.001,0.001,50,50,1,0.9690901735292995,0.7181631742624479,1.3924321034010059,56.24702331461762,40.39480504189046,0.0,2.8553769385814665,14.417215089288861,3.6175767827033996,14.18687525240539,0.8595888313023646,0.270916278999858,0.86,True
int8,dense,1.0,none,none,0.0015,0.0015,50,50,1,0.9745614444652738,0.8293570161549783,1.2057415175430084,73.05853747502023,60.59220522968247,0.0,2.5643922412395477,13.008120536052113,3.6175767827033996,14.18687525240539,0.9110203540222924,0.1648676289216817,0.84,True
int8,dense,1.0,none,none,0.002,0.002,50,50,1,0.9787604693262538,0.8910269144599297,1.122298126590846,90.67002804061093,80.78961008378091,0.0,2.349548142850399,14.132760146709828,3.6175767827033996,14.18687525240539,0.9318974186941704,0.1349164500518517,0.88,True
int8,dense,1.0,none,none,0.003,0.003,50,50,1,0.9844043816819659,0.9467247091642914,1.0562734989199134,128.0038812304172,121.18441045936494,0.0,2.0178985866904258,12.868892690293857,3.6175767827033996,14.18687525240539,0.9375666196909768,0.12639306022704247,0.94,True
int8,dense,1.0,none,none,0.004,0.004,50,50,1,0.9878307555266553,0.9689231824825555,1.0320730298280691,166.76155531596518,161.57922016756183,0.0,2.1319387316703797,11.732319870164858,3.6175767827033996,14.18687525240539,0.9187465648212286,0.1645892490613399,0.92,True
int8,dense,1.0,none,none,0.005,0.005,50,50,1,0.9900681238578568,0.9797462951806055,1.0206749350076019,206.1498104439227,201.97401091243978,0.0,1.8127059936523438,10.667174153610784,3.6175767827033996,14.18687525240539,0.861696385751256,0.26827499534506455,0.88,True
int8,dense,1.0,none,none,0.01,0.01,50,50,1,0.9948712461410387,0.9947742097885973,1.0052535267221125,406.0701735564491,403.94802182487956,0.0,-0.5912322998046875,8.437746232107765,3.6175767827033996,14.18687525240539,0.05671528321337012,1.290381585393147,0.52,True
int8,dense,1.0,none,none,1e-05,1e-05,50,50,1,0.9523344237813389,0.07450058398802936,13.424008104733753,5.422601488102636,0.403948020816518,0.0,7.4462890625,124.25427000212055,3.6175767827033996,14.18687525240539,0.12096525191839812,71.0439701638795,0.48,False
