global_step,eps,zo_two_point_precision,fd_mean,td_mean,mae,rmse,sign_acc,corr,probe_num_seeds
200,3e-05,fp32,-2.8596573919057846,-2.8589917421340942,0.002379670739173889,0.002916024970883513,1.0,0.9999999987458392,16
400,3e-05,fp32,7.0874896217137575,7.088806211948395,0.005817485973238945,0.007392839358615938,1.0,0.999999981752939,16
600,3e-05,fp32,-4.600112855434418,-4.602520912885666,0.010903388261795044,0.01677971387956797,1.0,0.9999997822220215,16
800,3e-05,fp32,11.583418808877468,11.586950838565826,0.006774388253688812,0.01133139700839568,1.0,0.9999999704936531,16
1000,3e-05,fp32,-7.984663367271423,-7.9850223660469055,0.007931888103485107,0.010676396530664902,1.0,0.999999976044063,16
1200,3e-05,fp32,3.4915905483067036,3.4921382665634155,0.0032962672412395477,0.004327618400922759,1.0,0.9999999881904019,16
1400,3e-05,fp32,12.591482387855649,12.591688239946961,0.0034492239356040955,0.004349449527903056,1.0,0.9999999902660952,16
1600,3e-05,fp32,12.114769347012043,12.11345499753952,0.004226155579090118,0.005418096072579126,1.0,0.9999999901936306,16
1800,3e-05,fp32,-4.738197259604931,-4.738470152020454,0.0031597092747688293,0.0036370822067560483,1.0,0.9999999934020892,16
2000,3e-05,fp32,-5.095825403928757,-5.095097839832306,0.0028907358646392822,0.003707297530831883,1.0,0.9999999975685272,16
2200,3e-05,fp32,-4.979844450950623,-4.980666935443878,0.005011379718780518,0.005872090582798892,1.0,0.9999999897586536,16
2400,3e-05,fp32,5.031128995120525,4.991333723068237,0.09107279032468796,0.20518883133474083,1.0,0.9999873363722145,16
2600,3e-05,fp32,2.24150750041008,2.242643505334854,0.003948986530303955,0.005421668579497255,1.0,0.9999999928466904,16
2800,3e-05,fp32,3.3715122044086456,3.371401071548462,0.004252344369888306,0.005247660460821789,1.0,0.9999999944176855,16
3000,3e-05,fp32,13.466056481003761,13.46599480509758,0.004263445734977722,0.005303351932634674,1.0,0.9999999913091617,16
3200,3e-05,fp32,6.545708119869232,6.5461379289627075,0.002976357936859131,0.0040882036983872745,1.0,0.9999999953443289,16
3400,3e-05,fp32,30.74693389236927,30.74691879749298,0.005079224705696106,0.006312834799437474,1.0,0.9999999663979345,16
3600,3e-05,fp32,-5.397449254989624,-5.3956946432590485,0.29376420378685,0.43878322994884644,1.0,0.9999672064303572,16
3800,3e-05,fp32,16.023964567109942,16.023285895586014,0.003755105659365654,0.004276852448016899,1.0,0.9999999903884286,16
4000,3e-05,fp32,2.157688617706299,2.1562870740890503,0.005130648612976074,0.006123603689573769,1.0,0.9999999931306981,16
