global_step,h,e_d_abs_mean,corr,sign_match,deltaL,delta_pred
0,3e-05,0.010633109854162416,0.9999997119125245,1.0,-0.00018966197967529297,-0.00018968558289430415
500,3e-05,0.0048771007640028285,0.9999999331743422,1.0,-0.0002516508102416992,-0.0002518606462632781
1000,3e-05,0.003875802689035701,0.9999999267314846,1.0,-0.0002014636993408203,-0.00020152801525502196
1500,1e-05,0.02216753664583057,0.9999968604634328,1.0,-0.00010097026824951172,-0.00010108230657715444
2000,3e-05,0.0040323127630774724,0.9999998269154476,1.0,-6.80685043334961e-05,-6.80524777745685e-05
2500,3e-05,0.002927480864957699,0.9999998574611294,1.0,-5.054473876953125e-05,-5.0246501234576325e-05
3000,1e-06,0.08778365637764235,0.9999460264878601,1.0,-0.0001291036605834961,-0.00012781757931859086
3500,1e-05,0.015284440004075861,0.9999979957267282,1.0,-9.572505950927734e-05,-9.575922797497176e-05
4000,1e-05,0.012944721671693221,0.9999994964364667,1.0,-0.00016200542449951172,-0.00016255949841279509
4500,1e-05,0.011085786378831203,0.9999990513930486,1.0,-9.465217590332031e-05,-9.504441603760604e-05
5000,3e-05,0.006287073643724772,0.999998576067161,1.0,-1.895427703857422e-05,-1.8879945708530648e-05
5500,3e-06,0.05674099991649888,0.9999696071029441,1.0,-7.593631744384766e-05,-7.628493443751023e-05
6000,3e-05,0.01308332052380784,0.99999713723059,1.0,-4.0531158447265625e-05,-3.9998781117249576e-05
6500,3e-05,0.006271307470902376,0.9999997817017461,1.0,-0.00012946128845214844,-0.0001293856837973534
7000,3e-05,0.006244156174255389,0.9999996890345092,1.0,-7.593631744384766e-05,-7.584349351081965e-05
7500,3e-05,0.007429621843292211,0.999999170028068,1.0,-6.580352783203125e-05,-6.561008518185466e-05
8000,3e-05,0.004431680363896712,0.9999996837278565,1.0,-3.266334533691406e-05,-3.25595717793223e-05
8500,3e-05,0.010211863209864419,0.9999991411810041,1.0,-8.821487426757812e-05,-8.769022245437316e-05
9000,3e-06,0.0304645117982819,0.9999874621538172,1.0,-3.218650817871094e-05,-3.239232354485199e-05
9500,3e-05,0.005554685911799945,0.9999996385790835,1.0,-5.5670738220214844e-05,-5.604089507018511e-05
10000,3e-07,0.3895032734005943,0.9984054319580319,0.875,-0.00010395050048828125,-7.829450774571558e-05
10500,3e-06,0.04505008053268067,0.9999894740030474,1.0,-0.00012218952178955078,-0.00012210320814666473
11000,3e-05,0.009479533635108117,0.9999998285170222,1.0,-0.0001443624496459961,-0.000144822194054402
11500,1e-05,0.012264052845570528,0.9999991053747754,1.0,-0.00018513202667236328,-0.00018604648490355618
12000,3e-05,0.003298273031141302,0.9999999293099932,1.0,-0.00012576580047607422,-0.00012582544572070758
12500,3e-05,0.007146901836203812,0.9999998168258727,1.0,-0.00010251998901367188,-0.00010295362939457914
13000,3e-05,0.008745227972085136,0.9999995441450638,1.0,-7.915496826171875e-05,-7.962708515123959e-05
13500,3e-07,1.0176582070277114,0.9992906772396807,1.0,-0.0004010200500488281,-0.0006732188595559853
14000,1e-05,0.03971727543472564,0.999991922278784,1.0,-0.0001544952392578125,-0.00015416963937959404
14500,1e-05,0.016057506403957478,0.9999977006098463,1.0,-7.963180541992188e-05,-7.941316379638434e-05
15000,1e-05,0.011822658477335324,0.9999982480688645,1.0,-0.00010716915130615234,-0.00010708783555895499
15500,1e-05,0.005948365090414576,0.9999993853842457,1.0,-4.839897155761719e-05,-4.874459264007214e-05
16000,1e-05,0.012055055452687952,0.9999991643026442,1.0,-8.392333984375e-05,-8.367618451327245e-05
16500,3e-05,0.00338078925361681,0.9999999344403047,1.0,-0.0001379251480102539,-0.0001378481138689765
17000,3e-05,0.0038648131323193446,0.999999974776295,1.0,-0.00019490718841552734,-0.00019519092710155105
17500,1e-05,0.006362835259279609,0.9999997882295749,1.0,-0.0001577138900756836,-0.00015774281404507733
18000,3e-05,0.0041905037032255454,0.9999998627591887,1.0,-9.739398956298828e-05,-9.742233642683067e-05
18500,3e-05,0.005323455103876051,0.999999551017709,1.0,-4.470348358154297e-05,-4.467808044152069e-05
19000,3e-05,0.004491975196296516,0.9999999398703735,1.0,-0.00015616416931152344,-0.00015563102791650338
19500,1e-05,0.012534326990560216,0.9999996842291644,1.0,-0.00018775463104248047,-0.0001879759770898483
20000,3e-06,0.23625493849570522,0.9998786825878163,1.0,-0.0002518892288208008,-0.00026921087928009376
20500,1e-05,0.024577614945164417,0.9999966570103144,1.0,-5.447864532470703e-05,-5.3997278415146804e-05
21000,1e-05,0.013449269991899104,0.9999991640228169,1.0,-8.90493392944336e-05,-8.939701645552867e-05
21500,3e-05,0.004733942132019997,0.9999998670225276,1.0,-9.250640869140625e-05,-9.222037508537786e-05
22000,1e-05,0.010415394114392407,0.9999992886060111,1.0,-0.00010657310485839844,-0.00010615537331686615
22500,1e-05,0.0160576286199888,0.9999985181174215,1.0,-0.0001068115234375,-0.00010683889793221914
23000,1e-05,0.017658081046548924,0.9999976589748097,1.0,-0.00012540817260742188,-0.00012594891758216828
23500,3e-05,0.0077552139033962575,0.9999995755699054,1.0,-0.00010216236114501953,-0.00010209265062823058
24000,1e-05,0.009239785207509899,0.9999991526223463,1.0,-0.00010406970977783203,-0.00010385997192050825
24500,1e-05,0.01696105680775975,0.9999991792897678,1.0,-0.00018596649169921875,-0.00018614651866116227
25000,1e-05,0.010436691113620666,0.9999996555926004,1.0,-0.00017976760864257812,-0.00017977757254824102
25500,3e-05,0.013155503200459634,0.9999990624483095,1.0,-0.00019860267639160156,-0.00019932724564236583
26000,3e-05,0.004996149887483536,0.9999998235649641,1.0,-0.00013518333435058594,-0.0001352244849765898
26500,3e-05,0.00334672290193741,0.9999999416387368,1.0,-0.00013577938079833984,-0.00013578733636208305
27000,3e-05,0.007700700064346207,0.9999996948466502,1.0,-0.00014829635620117188,-0.00014846119689576124
27500,3e-05,0.0038143481887098485,0.999999956538959,1.0,-0.00031638145446777344,-0.0003153053565894142
28000,3e-05,0.010148212766261017,0.999999760159879,1.0,-0.00018036365509033203,-0.00017961049215471444
28500,3e-05,0.016184902774157184,0.999999679951274,1.0,-0.00042235851287841797,-0.0004183231665734571
29000,3e-05,0.006824898958286418,0.9999999400989786,1.0,-0.00046312808990478516,-0.0004593873447354177
29500,3e-05,0.017301856022360222,0.9999996202827058,1.0,-0.00043463706970214844,-0.000426729931491376
30000,1e-05,0.01859890813833809,0.9999998692868992,1.0,-0.002110719680786133,-0.0021093753338806763
30500,3e-05,0.015726318877330198,0.9999994878203469,1.0,-0.00039017200469970703,-0.00039159388924584377
31000,1e-05,0.011605125349493095,0.999999708635415,1.0,-0.00023245811462402344,-0.00023431600936807016
31500,3e-05,0.016907095542057576,0.9999995804324237,1.0,-0.0004036426544189453,-0.00040638650457301624
32000,1e-05,0.032082725405722545,0.9999996325306234,1.0,-0.001088261604309082,-0.0010941751354317355
32500,3e-05,0.007238993057507932,0.9999999128912931,1.0,-0.0004290342330932617,-0.0004308546540345495
33000,3e-05,0.0125406012094528,0.9999990621437217,1.0,-0.0001785755157470703,-0.00017990093270188695
33500,3e-05,0.004758797215061228,0.9999998595104452,1.0,-0.00016605854034423828,-0.00016594366734439732
34000,3e-05,0.006033599058454464,0.9999998774177221,1.0,-0.00013458728790283203,-0.00013448185078483775
34500,3e-05,0.013612954238135744,0.9999996851855653,1.0,-0.00042366981506347656,-0.00042755662489763125
35000,3e-05,0.013016324247698385,0.9999999223843256,1.0,-0.001745462417602539,-0.0017730858574780512
35500,1e-05,0.017824880169882734,0.9999995704961965,1.0,-0.0011039972305297852,-0.0011136825970819123
36000,3e-05,0.010241743448090188,0.9999998414912631,1.0,-0.0003418922424316406,-0.0003444582281762185
36500,3e-05,0.013237982959656475,0.9999996338669888,1.0,-0.00023627281188964844,-0.0002370231427904213
37000,3e-05,0.018278809114840297,0.9999986241818387,1.0,-0.0004096031188964844,-0.0004106590952457431
37500,3e-05,0.019994169872553612,0.9999987087080232,1.0,-0.0002824068069458008,-0.0002831029669927035
38000,1e-05,0.021270651067693658,0.9999996663180686,1.0,-0.0008627176284790039,-0.0008647854824587092
38500,3e-05,0.013052011598301182,0.999999578105704,1.0,-0.0002485513687133789,-0.0002489279425114749
39000,3e-06,0.6135160949175007,0.9999690250289703,1.0,-0.00019216537475585938,-0.0028106729350628793
39500,3e-06,0.21562346342237965,0.999959686208661,1.0,-0.0007997751235961914,-0.0007357121077425029
40000,3e-05,0.007530168727612918,0.9999999031936727,1.0,-0.0004811286926269531,-0.00048094718265666113
40500,1e-05,0.007495981132594198,0.9999998152347758,1.0,-0.0003490447998046875,-0.00034940497530057467
41000,3e-06,0.1391565205535285,0.9999807454914651,1.0,-0.000644683837890625,-0.000464557978579565
41500,3e-05,0.006403142000542303,0.9999998343517725,1.0,-0.0002478361129760742,-0.00024784665558131853
42000,3e-05,0.00860687899678858,0.999999863934592,1.0,-0.0005983114242553711,-0.0005986293868372101
42500,3e-05,0.008439457713407227,0.9999999551177412,1.0,-0.00083160400390625,-0.000833014944992792
43000,1e-05,0.04927629489022847,0.9999989544624567,1.0,-0.0005772113800048828,-0.0005796726339279396
43500,1e-05,0.030650189206536282,0.9999989151788546,1.0,-0.0005450248718261719,-0.0005413891292640147
44000,3e-05,0.010264161151510076,0.9999993449951639,1.0,-0.00011086463928222656,-0.00011095544303110506
44500,3e-05,0.006986257689930553,0.9999998979081266,1.0,-0.0007734894752502441,-0.0007787793014678493
45000,3e-05,0.012069180579163508,0.9999998718035221,1.0,-0.0008516311645507812,-0.000859408935921455
45500,3e-05,0.014734260243234654,0.9999997351229243,1.0,-0.00046753883361816406,-0.0004680284616669674
46000,1e-05,0.018995319005098765,0.9999984729544257,1.0,-0.00027680397033691406,-0.0002772832188103424
46500,1e-05,0.025373524175443696,0.9999987625444033,1.0,-0.00034165382385253906,-0.00034248723324156917
47000,1e-05,0.031294412363128604,0.999997634022466,1.0,-0.0002878904342651367,-0.0002885719314335384
47500,1e-05,0.029762592395959686,0.9999995078365618,1.0,-0.0010292530059814453,-0.0010344404235992236
48000,1e-05,0.03495866915014023,0.9999987117993778,1.0,-0.0004919767379760742,-0.0004938909278050947
48500,1e-05,0.04175588663646407,0.999994476549847,1.0,-0.00031322240829467773,-0.0003145423165593552
49000,1e-05,0.034738208598974016,0.9999954164991356,1.0,-0.00017255544662475586,-0.00017154246208875225
49500,1e-05,0.06093811374776448,0.9999948565276512,1.0,-0.0005744099617004395,-0.0005753430237614618
