precision,checkpoint_id,h,n_directions,G,G2,d,V_dir_formula,V_dir_sample,scalar_nmse,directional_corr,sign_agreement,V_h_raw,rho_raw,rho_raw_std_or_bootstrap_ci,d_h_mean,d_h_std,d_star_mean,d_star_std,probe_active_frac,probe_alignment,probe_norm_ratio,saturation_frac,dh_zero_fraction
fp16,task_start_seed16_deterministic,3e-06,128,12.78516517950627,163.46044866725958,406883417,66509346061.54813,77389203867.95038,1.0,,0.0,77389204083.90613,1.0000000027905152,4.713105047343958e-05,0.0,0.0,0.8825306538467133,13.79916185524263,1.0,1.0,1.0,0.0,1.0
fp16,task_start_seed16_deterministic,5e-06,128,12.78516517950627,163.46044866725958,406883417,66509346061.54813,77389203867.95038,1.2118330298804596,0.150897794121859,0.0078125,93782263544.14096,1.2118261831994313,0.8987655991242169,-0.7629394531249999,8.631674575031097,0.8825306538467133,13.79916185524263,1.0,1.0,1.0,0.0,0.9921875
fp16,task_start_seed16_deterministic,7e-06,128,12.78516517950627,163.46044866725958,406883417,66509346061.54813,77389203867.95038,1.2163395759058857,0.3883374614497424,0.0390625,94130694662.87897,1.21632850524596,5.565293758528991,1.6348702566964288,13.74294606238135,0.8825306538467133,13.79916185524263,1.0,1.0,1.0,0.0,0.9609375
fp16,task_start_seed16_deterministic,1e-05,128,12.78516517950627,163.46044866725958,406883417,66509346061.54813,77389203867.95038,0.9123123299658946,0.4166187498481518,0.0390625,70603000460.28574,0.9123107220582864,1.4113899940391434,-0.3814697265624999,9.680853131365508,0.8825306538467133,13.79916185524263,1.0,1.0,1.0,0.0,0.9609375
fp16,task_start_seed16_deterministic,2e-05,128,12.78516517950627,163.46044866725958,406883417,66509346061.54813,77389203867.95038,0.439813649863628,0.7770666911355145,0.2421875,34037132235.15296,0.4398175783437532,0.8620429738749865,1.1444091796874998,13.6532479614001,0.8825306538467133,13.79916185524263,1.0,1.0,1.0,0.0,0.7578125
fp16,task_start_seed16_deterministic,3e-05,128,12.78516517950627,163.46044866725958,406883417,66509346061.54813,77389203867.95038,0.2237362545103373,0.9199225509619954,0.4453125,17314795831.337246,0.2237365803747196,2.153902713942457,-0.3814697265625,16.14283319940676,0.8825306538467133,13.79916185524263,1.0,1.0,1.0,0.0,0.5546875
fp16,task_start_seed16_deterministic,5e-05,128,12.78516517950627,163.46044866725958,406883417,66509346061.54813,77389203867.95038,0.0813765172285752,0.966148975440158,0.609375,6297638382.110279,0.0813761877284068,0.5101354795066786,1.983642578125,14.621981060623687,0.8825306538467133,13.79916185524263,1.0,1.0,1.0,0.0,0.390625
fp16,task_start_seed16_deterministic,7e-05,128,12.78516517950627,163.46044866725958,406883417,66509346061.54813,77389203867.95038,0.0403794000174551,0.9807370730260287,0.7109375,3124958879.185865,0.0403797780956372,0.5444454106262869,1.4713832310267858,13.858653292299856,0.8825306538467133,13.79916185524263,1.0,1.0,1.0,0.0,0.2890625
fp16,task_start_seed16_deterministic,0.0001,128,12.78516517950627,163.46044866725958,406883417,66509346061.54813,77389203867.95038,0.0190511219343221,0.9904810913924,0.7265625,1474354585.0853322,0.0190511662014385,0.4913435254062789,1.068115234375,13.673213725848475,0.8825306538467133,13.79916185524263,1.0,1.0,1.0,0.0,0.2734375
fp16,task_start_seed16_deterministic,0.0003,128,12.78516517950627,163.46044866725958,406883417,66509346061.54813,77389203867.95038,0.0044820821168127,0.9977570742090754,0.921875,346869867.3352806,0.004482148025804,1.444969660374661,0.8900960286458334,13.707376488385997,0.8825306538467133,13.79916185524263,1.0,1.0,1.0,0.0,0.0703125
fp16,task_start_seed16_deterministic,0.001,128,12.78516517950627,163.46044866725958,406883417,66509346061.54813,77389203867.95038,0.0076166573894055,0.9964723194581622,0.96875,589439957.366009,0.0076165657211278,19.44463116222289,0.850677490234375,13.41253853019122,0.8825306538467133,13.79916185524263,1.0,1.0,1.0,0.0,0.0078125
fp16,task_start_seed16_deterministic,0.0015,128,12.78516517950627,163.46044866725958,406883417,66509346061.54813,77389203867.95038,0.0126220000593984,0.994493995459259,0.9609375,976798440.1483902,0.0126218954495914,8.923670274748517,0.9053548177083331,13.15597529269618,0.8825306538467133,13.79916185524263,1.0,1.0,1.0,0.0,0.015625
fp16,task_start_seed16_deterministic,0.002,128,12.78516517950627,163.46044866725958,406883417,66509346061.54813,77389203867.95038,0.0228172487342369,0.9901394746495248,0.953125,1765807153.6014335,0.0228172285712415,8.811658855653135,0.926971435546875,12.873156008137268,0.8825306538467133,13.79916185524263,1.0,1.0,1.0,0.0,0.03125
fp16,task_start_seed16_deterministic,0.003,128,12.78516517950627,163.46044866725958,406883417,66509346061.54813,77389203867.95038,0.064994478212884,0.9705712561515104,0.921875,5029890557.560413,0.0649947319026946,60.28302835406881,1.068115234375,12.231258936542655,0.8825306538467133,13.79916185524263,1.0,1.0,1.0,0.0,0.0234375
fp16,task_start_seed16_deterministic,0.005,128,12.78516517950627,163.46044866725958,406883417,66509346061.54813,77389203867.95038,0.2602345428170468,0.8670766296224375,0.828125,20139464390.433887,0.2602360973346872,411.4686268931093,1.151275634765625,10.406971719510944,0.8825306538467133,13.79916185524263,1.0,1.0,1.0,0.0,0.0
