precision,checkpoint_id,checkpoint_step,h,batch_index,direction_index,direction_seed,d_star,d_h,e_h,norm_u2,vector_error_h,loss_plus,loss_minus,loss_base,G,G2,d,V_dir_formula,V_dir_sample_direction,direction_distribution,direction_dtype,quantizer,quant_bits,group_size,probe_active_frac,probe_alignment,probe_norm_ratio,delta_q_norm,nominal_delta_norm,saturation_frac
fp16,task_start_seed16_deterministic,0,3e-06,0,0,730000,-1.2437140626655498,0.0,1.2437140626655498,407932149.44651604,630999512.3162154,1.7080078125,1.7080078125,1.7080078125,12.78516517950627,163.46044866725958,406883417,66509346061.54813,630999672.6830146,torch.randn_like trainable parameters,torch.float16,none,32,0,1.0,1.0,1.0,0.12118398153252179,0.12118398153252179,0.0
fp16,task_start_seed16_deterministic,0,5e-06,0,0,730000,-1.2437140626655498,0.0,1.2437140626655498,407932149.44651604,630999512.3162154,1.7080078125,1.7080078125,1.7080078125,12.78516517950627,163.46044866725958,406883417,66509346061.54813,630999672.6830146,torch.randn_like trainable parameters,torch.float16,none,32,0,1.0,1.0,1.0,0.20197330255420298,0.20197330255420298,0.0
fp16,task_start_seed16_deterministic,0,7e-06,0,0,730000,-1.2437140626655498,0.0,1.2437140626655498,407932149.44651604,630999512.3162154,1.7080078125,1.7080078125,1.7080078125,12.78516517950627,163.46044866725958,406883417,66509346061.54813,630999672.6830146,torch.randn_like trainable parameters,torch.float16,none,32,0,1.0,1.0,1.0,0.28276262357588416,0.28276262357588416,0.0
fp16,task_start_seed16_deterministic,0,1e-05,0,0,730000,-1.2437140626655498,0.0,1.2437140626655498,407932149.44651604,630999512.3162154,1.7080078125,1.7080078125,1.7080078125,12.78516517950627,163.46044866725958,406883417,66509346061.54813,630999672.6830146,torch.randn_like trainable parameters,torch.float16,none,32,0,1.0,1.0,1.0,0.40394660510840597,0.40394660510840597,0.0
fp16,task_start_seed16_deterministic,0,2e-05,0,0,730000,-1.2437140626655498,0.0,1.2437140626655498,407932149.44651604,630999512.3162154,1.7080078125,1.7080078125,1.7080078125,12.78516517950627,163.46044866725958,406883417,66509346061.54813,630999672.6830146,torch.randn_like trainable parameters,torch.float16,none,32,0,1.0,1.0,1.0,0.8078932102168119,0.8078932102168119,0.0
fp16,task_start_seed16_deterministic,0,3e-05,0,0,730000,-1.2437140626655498,0.0,1.2437140626655498,407932149.44651604,630999512.3162154,1.7080078125,1.7080078125,1.7080078125,12.78516517950627,163.46044866725958,406883417,66509346061.54813,630999672.6830146,torch.randn_like trainable parameters,torch.float16,none,32,0,1.0,1.0,1.0,1.211839815325218,1.211839815325218,0.0
fp16,task_start_seed16_deterministic,0,5e-05,0,0,730000,-1.2437140626655498,0.0,1.2437140626655498,407932149.44651604,630999512.3162154,1.7080078125,1.7080078125,1.7080078125,12.78516517950627,163.46044866725958,406883417,66509346061.54813,630999672.6830146,torch.randn_like trainable parameters,torch.float16,none,32,0,1.0,1.0,1.0,2.01973302554203,2.01973302554203,0.0
fp16,task_start_seed16_deterministic,0,7e-05,0,0,730000,-1.2437140626655498,0.0,1.2437140626655498,407932149.44651604,630999512.3162154,1.7080078125,1.7080078125,1.7080078125,12.78516517950627,163.46044866725958,406883417,66509346061.54813,630999672.6830146,torch.randn_like trainable parameters,torch.float16,none,32,0,1.0,1.0,1.0,2.8276262357588413,2.8276262357588413,0.0
fp16,task_start_seed16_deterministic,0,0.0001,0,0,730000,-1.2437140626655498,0.0,1.2437140626655498,407932149.44651604,630999512.3162154,1.7080078125,1.7080078125,1.7080078125,12.78516517950627,163.46044866725958,406883417,66509346061.54813,630999672.6830146,torch.randn_like trainable parameters,torch.float16,none,32,0,1.0,1.0,1.0,4.03946605108406,4.03946605108406,0.0
fp16,task_start_seed16_deterministic,0,0.0003,0,0,730000,-1.2437140626655498,0.0,1.2437140626655498,407932149.44651604,630999512.3162154,1.7080078125,1.7080078125,1.7080078125,12.78516517950627,163.46044866725958,406883417,66509346061.54813,630999672.6830146,torch.randn_like trainable parameters,torch.float16,none,32,0,1.0,1.0,1.0,12.118398153252176,12.118398153252176,0.0
