global_step,eps,zo_two_point_precision,fd_mean,td_mean,td_u2_mean_debug,mae,mse,rmse,sign_acc,corr,mae_u2_debug,mse_u2_debug,rmse_u2_debug,sign_acc_u2_debug,corr_u2_debug,probe_num_seeds
200,3e-05,fp16,362.7642147541046,2981.6475009918213,3915.6023559570312,8202.599051237106,177549693.69807082,13324.777435217102,0.4375,0.08439702970915652,8490.860711336136,170932093.08657354,13074.100087064255,0.4375,0.11787211214936569,16
400,3e-05,fp16,-662.6258201599121,-344494.1220703125,-325933.7880859375,1047705.9630317688,2160666600888.414,1469920.6104033014,0.25,-0.20377113528144922,808105.5609931946,985641267288.562,992794.6752922087,0.25,-0.22317129972824254,16
600,3e-05,fp16,-1682.0273361206055,1070229.1455078125,-693075.4956054688,2900975.571159363,41727486245193.3,6459681.590078051,0.4375,0.48445632023111446,1893653.6693344116,12504660385413.125,3536192.922538747,0.25,-0.21486767667164045,16
800,3e-05,fp16,0.0,0.02418615329952445,0.017348399618640542,0.11493458399490919,0.020779579282739487,0.1441512375345404,0.0,nan,0.13013745681382716,0.02499951741727411,0.15811235694048112,0.0,nan,16
1000,3e-05,fp16,0.0,0.017583898326847702,0.025020614848472178,0.08772523450898007,0.012682950851693566,0.11261860792823523,0.0,nan,0.1054423792520538,0.01654413493861693,0.12862400607435973,0.0,nan,16
1200,3e-05,fp16,-0.3496806100010872,-0.10275272466242313,-0.13023639365565032,1.3755551865324378,4.84948302293836,2.202154177830962,0.0625,-0.15641883019306224,1.36752883635927,4.790560791310632,2.1887349751193343,0.125,-0.1109390160764378,16
1400,3e-05,fp16,0.5086263343691826,-0.05586564925033599,-0.033209349698154256,2.8157737312139943,13.716165896868654,3.7035342440523826,0.3125,-0.054534066671040264,2.8205077496531885,13.678028720378576,3.698381905695865,0.375,-0.053528742309293255,16
1600,3e-05,fp16,0.4450480565428734,0.0912790100555867,0.09626082191243768,2.180215670960024,8.128903953529457,2.85112327925845,0.5625,0.2475527760467604,2.179995037149638,8.241532955188267,2.870807021586137,0.5625,0.19823632840102082,16
1800,3e-05,fp16,2.6702882423996925,0.15264122560620308,0.16528995614498854,5.101971855387092,41.47312862985778,6.439963402835282,0.6875,0.27471708644038956,5.104000491090119,41.7474936949409,6.461230045041029,0.6875,0.20535972021364693,16
2000,3e-05,fp16,-7.450580596923828e-09,-0.21545355580747128,-0.26386409997940063,6.521055089309812,71.30593125854855,8.444283939953023,0.4375,-0.017680554246473773,6.424757055938244,70.47654107453569,8.395030736961937,0.4375,0.03955259345740061,16
