global_step,eps,precision,zo_quantization_bits,fd_mean,td_mean,mae,mse,rmse,sign_acc,corr,probe_num_seeds
100,3e-07,fp16,16,-1220.7030944824219,1.2560098199173808,2042.81655785162,9262912.539864343,3043.5033333092215,0.375,0.06360229491520518,16
200,3e-07,fp16,16,-610.3515472412109,-9.03875707089901,1438.7129756361246,5924328.736579727,2433.994399455292,0.25,0.1461913254405516,16
300,3e-07,fp16,16,-1220.7030944824219,11.10565036139451,2047.659464393044,7979315.757619222,2824.7682661802937,0.1875,-0.03920907476447459,16
400,3e-07,fp16,16,-610.3515472412109,-2.4806101471185684,3461.037499666214,19200182.322802365,4381.801264640189,0.375,0.020202994172689812,16
500,3e-07,fp16,16,3.0517578125e-05,-9.69812547415495,3657.484808333218,21093980.261721082,4592.818335371113,0.5,0.37927947643146265,16
600,3e-07,fp16,16,406.9010314941406,1.9415817484259605,2046.8769564852118,13193316.080103768,3632.260464243137,0.25,0.28581773644092345,16
700,3e-07,fp16,16,-610.3515472412109,-3.439554486423731,3472.088960852474,17888534.033374988,4229.483896809987,0.25,-0.029714242735514644,16
800,3e-07,fp16,16,1729.3293991088867,-4.527417212724686,3161.238525122404,12787469.727673844,3575.957176431765,0.375,-0.193644780708749,16
900,3e-07,fp16,16,1017.2525787353516,5.7366616521030664,3457.9929226394743,16529651.92628052,4065.667463809666,0.5,0.10777423287148506,16
1000,3e-07,fp16,16,0.0,3.940268725156784,4891.470522433519,35887299.232619174,5990.600907473237,0.3125,-0.3556570123657592,16
1100,3e-07,fp16,16,-1424.1536254882812,1.6136841997504234,3056.50711671263,13905369.371382754,3728.9903957214415,0.375,0.046419917925103145,16
1200,3e-07,fp16,16,-7.62939453125e-06,0.3288997709751129,3057.7895673811436,11654280.207185104,3413.836581792559,0.375,-0.39386675383608005,16
1300,3e-07,fp16,16,406.9010467529297,0.9963137730956078,4878.772490940988,33056134.387492217,5749.446441831788,0.5,0.24579284885220581,16
1400,3e-07,fp16,16,813.8020782470703,-5.241296231746674,3664.9178444743156,21125967.24056827,4596.299298410437,0.5625,0.23318538367607117,16
1500,3e-07,fp16,16,-2441.406219482422,-7.198631331324577,4479.375886127353,31824697.642961517,5641.338284747823,0.5,-0.11985175983496435,16
1600,3e-07,fp16,16,-1627.6041259765625,4.204975366592407,8140.4525327682495,126381711.17945081,11241.962069827972,0.5,0.4760087094316227,16
1700,3e-07,fp16,16,1627.6041259765625,12.36325167119503,19597.030497536063,572637330.5029471,23929.84184032454,0.4375,-0.034871330207758296,16
