epoch,global_step,grad_l1_norm,grad_l2_norm,source
0.0,0,4803672497.007317,298087.8666814039,zo_direct
0.003745318352059925,1,3755798998.8608913,233060.26980633498,zo_direct
0.00749063670411985,2,5126243725.868729,318101.5022049189,zo_direct
0.011235955056179775,3,7921917712.879009,491580.82774783915,zo_direct
0.0149812734082397,4,1478302109.818447,91734.64262486224,zo_direct
0.018726591760299626,5,859440584.3433475,53330.631416176264,zo_direct
0.02247191011235955,6,1508119493.9356022,93582.54416086838,zo_direct
0.026217228464419477,7,1395627971.7171822,86603.38371923284,zo_direct
0.0299625468164794,8,1662589133.1404667,103167.71916768697,zo_direct
0.033707865168539325,9,3677654565.7775116,228206.61930073687,zo_direct
0.03745318352059925,10,8084347534.731331,501649.5831058781,zo_direct
0.04119850187265917,11,127403790.43165255,7905.846217026047,zo_direct
0.0449438202247191,12,5088456032.3800125,315757.05526498647,zo_direct
0.04868913857677903,13,334323276.51411486,20745.62848808038,zo_direct
0.052434456928838954,14,6851414809.148544,425140.1093062933,zo_direct
0.056179775280898875,15,2353283154.229721,146027.05723348178,zo_direct
0.0599250936329588,16,2090847104.2495117,129743.0246627462,zo_direct
0.06367041198501873,17,8207282365.722137,509280.4354745502,zo_direct
0.06741573033707865,18,3989380884.3171387,247551.5130949104,zo_direct
0.07116104868913857,19,2878462291.235134,178618.93556394475,zo_direct
0.0749063670411985,20,2465107747.5446987,152968.23813663048,zo_direct
0.07865168539325842,21,7983044791.413803,495380.7505230879,zo_direct
0.08239700374531835,22,6072430620.707886,376809.8631065623,zo_direct
0.08614232209737828,23,543202327.7953115,33707.4807744053,zo_direct
0.0898876404494382,24,2987530045.6904716,185383.9882933866,zo_direct
0.09363295880149813,25,6679589139.774124,414488.69986830704,zo_direct
0.09737827715355805,26,5206163055.624228,323065.72250436345,zo_direct
0.10112359550561797,27,11399230323.693237,707355.4145742726,zo_direct
0.10486891385767791,28,8320980154.072678,516343.75788325333,zo_direct
0.10861423220973783,29,2541422980.1895447,157703.67385227725,zo_direct
0.11235955056179775,30,2832566237.1072807,175771.94121115873,zo_direct
0.11610486891385768,31,9717198883.32341,602972.721238868,zo_direct
0.1198501872659176,32,1105812018.324953,68618.62924015027,zo_direct
0.12359550561797752,33,1140147836.4871864,70748.81393741215,zo_direct
0.12734082397003746,34,1602991391.1661644,99469.33085766168,zo_direct
0.13108614232209737,35,2037011669.1211052,126403.35754727047,zo_direct
0.1348314606741573,36,1203454337.7877274,74677.41659615484,zo_direct
0.13857677902621723,37,3873063906.862549,240334.58320611433,zo_direct
0.14232209737827714,38,2967096526.4611034,184119.53689988883,zo_direct
0.14606741573033707,39,3978948072.5883484,246911.71724712176,zo_direct
0.149812734082397,40,7270026317.982552,451125.945790764,zo_direct
0.15355805243445692,41,6612434102.689156,410318.3642687262,zo_direct
0.15730337078651685,42,1592800444.8814201,98835.26209131272,zo_direct
0.16104868913857678,43,5923008695.214775,367539.32806264836,zo_direct
0.1647940074906367,44,7280580781.867538,451793.81559738127,zo_direct
0.16853932584269662,45,2727044461.753544,169225.73177459178,zo_direct
0.17228464419475656,46,4803510642.9613495,298076.0147835483,zo_direct
0.1760299625468165,47,1408403189.7798939,87397.62878079046,zo_direct
0.1797752808988764,48,8320195714.001869,516293.6333547504,zo_direct
0.18352059925093633,49,2622964469.642433,162761.3603228081,zo_direct
0.18726591760299627,50,2750345686.769417,170668.83597458992,zo_direct
0.19101123595505617,51,1869552420.269287,116012.24922516324,zo_direct
0.1947565543071161,52,6212360367.345543,385489.5536615232,zo_direct
0.19850187265917604,53,2990334691.54142,185555.8906413845,zo_direct
0.20224719101123595,54,2501234163.432724,155210.56248528807,zo_direct
0.20599250936329588,55,2814285800.185402,174634.5979874637,zo_direct
0.20973782771535582,56,4378730754.119251,271706.6256427245,zo_direct
0.21348314606741572,57,7147191719.717453,443502.73650817503,zo_direct
0.21722846441947566,58,5906677809.0863495,366524.06660749624,zo_direct
0.2209737827715356,59,46562548.61928457,2889.3505005687334,zo_direct
0.2247191011235955,60,3083825746.839897,191360.2524986291,zo_direct
0.22846441947565543,61,508910398.2438321,31579.73658495834,zo_direct
0.23220973782771537,62,6682756907.832478,414684.67834019277,zo_direct
0.23595505617977527,63,741117601.0178866,45987.34596125099,zo_direct
0.2397003745318352,64,248975775.47646987,15449.675737007023,zo_direct
0.24344569288389514,65,2723827637.8291416,169021.66012553027,zo_direct
0.24719101123595505,66,5083408900.28051,315444.0538180554,zo_direct
0.250936329588015,67,1403399142.5144615,87084.47233660871,zo_direct
0.2546816479400749,68,7929950919.491062,492088.91824025486,zo_direct
0.25842696629213485,69,1336708129.2632713,82948.7052208027,zo_direct
0.26217228464419473,70,5247878274.110115,325647.47737746657,zo_direct
0.26591760299625467,71,13252399778.619598,822335.4378396247,zo_direct
0.2696629213483146,72,6027211596.177536,374000.07067046873,zo_direct
0.27340823970037453,73,1566187548.2554417,97187.20889117091,zo_direct
0.27715355805243447,74,6286780253.954315,390116.55863502575,zo_direct
0.2808988764044944,75,3309850202.3042336,205381.94525822223,zo_direct
0.2846441947565543,76,4499717860.547619,279216.5351832888,zo_direct
0.2883895131086142,77,3833642013.7301064,237884.58669921744,zo_direct
0.29213483146067415,78,2878302322.9533615,178612.72225409502,zo_direct
0.2958801498127341,79,6108041269.733276,379021.2544385688,zo_direct
0.299625468164794,80,1073494975.7085695,66612.68523544057,zo_direct
0.30337078651685395,81,3359738381.4238853,208478.36393808012,zo_direct
0.30711610486891383,82,8941427343.482773,554841.7906673024,zo_direct
0.31086142322097376,83,1621227038.8632298,100601.9148835172,zo_direct
0.3146067415730337,84,955108878.7836123,59267.12598995864,zo_direct
0.31835205992509363,85,876906746.1301432,54414.837294206955,zo_direct
0.32209737827715357,86,3209522811.4017715,199161.82183905956,zo_direct
0.3258426966292135,87,2402493570.6242123,149081.01712050385,zo_direct
0.3295880149812734,88,882116397.5473328,54738.4322318252,zo_direct
0.3333333333333333,89,9118722951.354568,565852.9262242645,zo_direct
0.33707865168539325,90,7828554711.789421,485778.96197383595,zo_direct
0.3408239700374532,91,5520593105.406193,342570.79347658774,zo_direct
0.3445692883895131,92,2567456956.6878586,159315.68669139224,zo_direct
0.34831460674157305,93,3928847024.023224,243793.1020579868,zo_direct
0.352059925093633,94,5801892389.530617,360030.4653852003,zo_direct
0.35580524344569286,95,2715958231.425068,168537.62500412666,zo_direct
0.3595505617977528,96,1846174858.6599388,114562.46337543055,zo_direct
0.36329588014981273,97,2034447135.0214062,126242.39770915045,zo_direct
0.36704119850187267,98,1509344579.3325233,93658.48577127949,zo_direct
0.3707865168539326,99,9768985716.362984,606203.4426638228,zo_direct
0.37453183520599254,100,3748369143.9075966,232592.70538277208,zo_direct
0.3782771535580524,101,4383303537.176754,271995.96469828277,zo_direct
0.38202247191011235,102,3182293052.2389565,197473.39195481065,zo_direct
0.3857677902621723,103,1160795410.5825863,72031.00044814442,zo_direct
0.3895131086142322,104,2513728241.0562515,155983.72866258616,zo_direct
0.39325842696629215,105,101531666.40526778,6300.401772622468,zo_direct
0.3970037453183521,106,5750410815.5106735,356833.0512816828,zo_direct
0.40074906367041196,107,3486295108.625038,216333.97252314017,zo_direct
0.4044943820224719,108,1987989865.961506,123359.77887842595,zo_direct
0.40823970037453183,109,4443959524.467804,275764.40896765183,zo_direct
0.41198501872659177,110,7472921154.6008,463714.0031081559,zo_direct
0.4157303370786517,111,752097629.8394899,46670.52712220051,zo_direct
0.41947565543071164,112,5314958217.156548,329810.3859235639,zo_direct
0.4232209737827715,113,5933405113.813461,368190.88685141917,zo_direct
0.42696629213483145,114,1784909833.078848,110756.45540883634,zo_direct
0.4307116104868914,115,3018549710.7703724,187312.92599891697,zo_direct
0.4344569288389513,116,9218858246.461975,572053.4869973648,zo_direct
0.43820224719101125,117,1339219165.3703146,83102.32316913715,zo_direct
0.4419475655430712,118,5988162223.121473,371582.90436260845,zo_direct
0.44569288389513106,119,2691520569.107231,167018.46854294778,zo_direct
0.449438202247191,120,6920526073.111649,429438.88235939346,zo_direct
0.45318352059925093,121,6830151832.872551,423830.3150509968,zo_direct
0.45692883895131087,122,1930978222.8225822,119826.39293013432,zo_direct
0.4606741573033708,123,4391643569.80751,272520.37264253217,zo_direct
0.46441947565543074,124,4736512774.3992,293915.2152462125,zo_direct
0.4681647940074906,125,8345776722.640244,517865.86312552844,zo_direct
0.47191011235955055,126,1770022238.1131525,109832.684750709,zo_direct
0.4756554307116105,127,2130210485.5247726,132185.01582890569,zo_direct
0.4794007490636704,128,1881822228.7765236,116771.52623457013,zo_direct
0.48314606741573035,129,5186963611.545746,321872.90610242926,zo_direct
0.4868913857677903,130,2321026575.3696175,144027.79653420224,zo_direct
0.49063670411985016,131,8309346850.279785,515633.76569762256,zo_direct
0.4943820224719101,132,7615417365.058212,472562.89362216636,zo_direct
0.49812734082397003,133,258670990.8165269,16051.232898858141,zo_direct
