global_step,eps,zo_two_point_precision,fd_mean,td_mean,mae,rmse,sign_acc,corr,probe_num_seeds
200,3e-06,fp16,-12.238819241523743,-0.9186162352561951,27.02946037054062,32.62927139474818,0.6875,0.5548020133184747,16
400,3e-06,fp16,10.331470727920532,9.474209874868393,20.400427371263504,25.635184421391447,0.6875,0.6743997056232766,16
600,3e-06,fp16,0.3178914785385132,5.296717464923859,21.183986365795135,24.345244644633663,0.4375,0.45769214978675044,16
800,3e-06,fp16,3.0199685394763947,-2.7260695844888687,30.436565652489662,36.258940450571735,0.5,0.37485193535915257,16
1000,3e-06,fp16,3.0199683606624603,0.15571480244398117,21.063999690115452,26.617467744832847,0.625,0.34103799842527077,16
1200,3e-06,fp16,27.33866187930107,7.702452331781387,32.21717685461044,42.3223892755121,0.5625,0.19635224149141733,16
1400,3e-06,fp16,12.874602526426315,1.4159206375479698,23.28914249688387,27.73956033401285,0.8125,0.7038086811819098,16
1600,3e-06,fp16,-3.178914189338684,1.6082938462495804,21.27157451212406,25.56507918539765,0.75,0.5310860281901678,16
1800,3e-06,fp16,-7.470448553562164,0.19431106746196747,27.802590057253838,31.50265053188845,0.6875,0.5942769477534637,16
2000,3e-06,fp16,0.15894564986228943,-3.7578114718198776,23.01008926331997,29.31432111521464,0.5625,0.26560547605889484,16
2200,3e-06,fp16,-1.1126202642917633,2.8361341543495655,21.251880060881376,29.053170819236797,0.5,0.5398421244065226,16
2400,3e-06,fp16,8.900959819555283,-5.470190703868866,24.215045660734177,30.42178538808085,0.625,0.57296354602263,16
2600,3e-06,fp16,-3.019968271255493,-0.6619940549135208,20.88578389585018,24.971824035045625,0.5,0.3285802554348542,16
2800,3e-06,fp16,7.470448285341263,-3.233735479414463,27.709730960428715,34.5662694816001,0.3125,0.06642429835395598,16
3000,3e-06,fp16,-1.5894570052623749,0.4995220899581909,28.607461005449295,37.0488866688566,0.6875,0.24998658262852477,16
3200,3e-06,fp16,12.397765338420868,11.142608404159546,22.998870968818665,31.512381670661465,0.5625,0.4495184152666682,16
3400,3e-06,fp16,6.675719678401947,-2.1599614322185516,23.884812742471695,27.008073343976804,0.625,0.7678478135932327,16
3600,3e-06,fp16,16.05351683497429,-1.062581717967987,41.77393379807472,50.158294958792936,0.5625,0.03213742928984791,16
3800,3e-06,fp16,3.0199683904647827,0.8037937059998512,18.727223478257656,24.106707486338966,0.5625,0.39865178252192046,16
4000,3e-06,fp16,-13.828276544809341,-8.30881666392088,28.2498614564538,35.443897063036154,0.75,0.6986971973279583,16
4200,3e-06,fp16,-3.1789142191410065,2.8499067425727844,28.630374521017075,32.45571800836922,0.5625,0.20895317098916133,16
4400,3e-06,fp16,1.1126198172569275,0.7206968665122986,35.68107062578201,42.901511840405284,0.6875,0.5566963433363492,16
4600,3e-06,fp16,11.60303658246994,3.8150916397571564,19.64105388522148,24.22418891181866,0.75,0.721568451902766,16
4800,3e-06,fp16,5.086262464523315,3.3258033990859985,15.808156728744507,20.00952971252408,0.8125,0.7809595235209621,16
5000,3e-06,fp16,2.066294312477112,-1.6560006737709045,24.69216138124466,30.606533251114385,0.6875,0.6774631830002174,16
5200,3e-06,fp16,17.325082272291183,0.4324534833431244,31.018105924129486,36.73313748950471,0.4375,0.030063254723935996,16
5400,3e-06,fp16,8.583068042993546,-2.811830535531044,21.63922257721424,25.321098586610162,0.625,0.38607053093845195,16
5600,3e-06,fp16,-1.4305115342140198,-1.6273746266961098,28.64480049163103,35.2594079542326,0.6875,0.12380677530099934,16
5800,3e-06,fp16,-8.424122393131256,-5.6057018637657166,21.29560399055481,27.02846025256956,0.75,0.8274533691817096,16
6000,3e-06,fp16,0.31789153814315796,-0.17240746319293976,19.448494911193848,25.54897450853371,0.75,0.575277245848129,16
6200,3e-06,fp16,4.927316814661026,7.663211010396481,22.64608146995306,24.85815720917996,0.5,0.3933418107811776,16
6400,3e-06,fp16,-4.768371284008026,-2.83200666308403,17.71217867732048,19.77247984319279,0.75,0.6032394358644741,16
6600,3e-06,fp16,-2.066294252872467,0.5847766250371933,29.152903899550438,35.317234401109054,0.5,-0.22895874206430805,16
6800,3e-06,fp16,3.0199683904647827,-3.507635235786438,24.141014873981476,28.31712998477212,0.5625,0.6612837552864456,16
7000,3e-06,fp16,10.490416944026947,0.7767758369445801,22.78209149837494,30.19279252632095,0.5625,0.09484252193471908,16
7200,3e-06,fp16,-12.079874128103256,0.5818237289786339,30.129792623221874,36.66012775791187,0.5,0.07731432486102756,16
7400,3e-06,fp16,12.556710749864578,-3.6240695863962173,20.248406812548637,25.271444297426314,0.625,0.5406728138290348,16
7600,3e-06,fp16,7.629394173622131,2.6347575187683105,24.13366723060608,29.602191257069013,0.5,-0.017515501806727635,16
7800,3e-06,fp16,-16.371408253908157,-2.112396650016308,22.61747581511736,29.924219340686943,0.5,0.3700371047006353,16
8000,3e-06,fp16,-2.066294401884079,-1.8694109916687012,15.362818568944931,19.181615104381336,0.5625,0.5325089503833862,16
8200,3e-06,fp16,3.814697027206421,0.5783339440822601,20.82162255048752,27.123128575109284,0.8125,0.686221755976642,16
8400,3e-06,fp16,-5.880991101264954,2.9687772691249847,33.336587220430374,37.47885036265716,0.625,0.39319390373711055,16
8600,3e-06,fp16,2.225240111351013,9.696229107677937,20.50522891432047,29.57139617044489,0.625,0.11691714387761899,16
8800,3e-06,fp16,2.54313126206398,-2.0827147364616394,14.704139083623886,18.642871989614456,0.875,0.851001281526546,16
9000,3e-06,fp16,-5.404153972864151,-3.5147792994976044,20.978620052337646,24.91736256779067,0.5625,0.07094131979053998,16
9200,3e-06,fp16,4.927316963672638,2.1239128559827805,17.209241643548012,21.725861167969605,0.6875,0.5187207096911697,16
9400,3e-06,fp16,-0.15894541144371033,5.748171269893646,26.441521912813187,31.860657125741785,0.6875,0.45913100219772124,16
9600,3e-06,fp16,-1.4305114448070526,-6.6651884615421295,26.42734181880951,30.633904681369238,0.4375,0.5173639714021662,16
9800,3e-06,fp16,-11.761982470750809,1.4545366764068604,18.15491184592247,24.976206432466334,0.6875,0.46704999599698166,16
10000,3e-06,fp16,-6.198882609605789,4.12107353284955,17.932353157550097,23.544238581675813,0.75,0.638530501445984,16
10200,3e-06,fp16,-7.629394024610519,-3.2162427753210068,19.53247480094433,23.893947024557242,0.5,0.053542253439203866,16
10400,3e-06,fp16,2.0662943720817566,-6.188231855630875,19.549672156572342,22.617832370241434,0.75,0.7131079020503454,16
10600,3e-06,fp16,-1.4305111169815063,-4.241180062294006,23.042323529720306,28.326669501204332,0.625,0.33145288841770304,16
10800,3e-06,fp16,9.854633569717407,9.36209861561656,72.97247918322682,105.69167699504419,0.4375,0.031285157322733084,16
11000,3e-06,fp16,14.146168231964111,9.464733470231295,20.555376011878252,23.979890587359623,0.625,0.6616911079672103,16
11200,3e-06,fp16,4.7683713138103485,-1.7235632240772247,25.86430472135544,33.86015599858318,0.5,0.549161357117927,16
11400,3e-06,fp16,-9.536742389202118,0.8480222523212433,19.726938873529434,25.733322057782953,0.5625,0.10362562273211155,16
11600,3e-06,fp16,7.62939390540123,2.7302085161209106,30.811025708913803,36.82575146375415,0.625,0.23929290951817014,16
11800,3e-06,fp16,-0.4768371880054474,0.603479415178299,24.52188628911972,29.022177654800178,0.625,0.2113681530495837,16
12000,3e-06,fp16,-9.059905111789703,-0.9376693069934845,21.182475835084915,27.332666192156683,0.5625,0.33656342147678203,16
12200,3e-06,fp16,6.834665268659592,3.249287113547325,18.91240458190441,22.371733328532464,0.75,0.4166752550111733,16
12400,3e-06,fp16,7.470448225736618,-4.638747774064541,21.644524700939655,26.119214603339913,0.375,0.45227324397913465,16
12600,3e-06,fp16,8.742013841867447,1.6756185293197632,20.222178727388382,25.88526403625259,0.5625,0.3606078469276205,16
12800,3e-06,fp16,-5.404154300689697,-2.6575175523757935,25.46203577518463,32.874422578989105,0.5,0.08773512307563698,16
13000,3e-06,fp16,3.337859481573105,-7.034216284751892,20.155156165361404,25.999502279788214,0.625,0.6784648375285781,16
13200,3e-06,fp16,10.013579487800598,-1.5254873037338257,26.327719658613205,33.278224553946856,0.625,0.07754496347663357,16
13400,3e-06,fp16,-5.245208382606506,-1.7497162595391273,14.876000680029392,19.044392024734076,0.6875,0.6909891151475874,16
