step,loss_plus,loss_minus,train_loss,d_h,d_h_finite,update_norm,seconds,scale_refreshed,eval_loss,eval_acc,nan_flag
1,1.634765625,1.6728515625,1.65380859375,-63.47656250000001,True,1.2820964861766515,3.659166097640991,True,,,False
2,1.634765625,1.6455078125,1.64013671875,-17.903645833333336,True,0.36157282631963295,1.4034290313720703,True,,,False
3,1.62109375,1.6953125,1.658203125,-123.69791666666667,True,2.4983989544144087,1.3965439796447754,True,,,False
4,1.6875,1.671875,1.6796875,26.041666666666668,True,0.5259510784950918,1.4108028411865234,True,,,False
5,1.701171875,1.6611328125,1.68115234375,66.73177083333334,True,1.3478034105619632,1.421480655670166,True,,,False
6,1.6201171875,1.6796875,1.64990234375,-99.28385416666667,True,2.005286080807635,1.4037442207336426,True,,,False
7,1.6357421875,1.6259765625,1.630859375,16.276041666666668,True,0.3287381145251988,1.4123525619506836,True,,,False
8,1.5986328125,1.6611328125,1.6298828125,-104.16666666666667,True,2.1040115036736995,1.441859245300293,True,,,False
9,1.6083984375,1.6748046875,1.6416015625,-110.67708333333334,True,2.235422334522719,1.43857741355896,True,,,False
10,1.6142578125,1.6201171875,1.6171875,-9.765625,True,0.19724601298992497,1.425837516784668,True,,,False
11,1.685546875,1.66015625,1.6728515625,42.317708333333336,True,0.8547377711729,1.437504529953003,True,,,False
12,1.6669921875,1.6591796875,1.6630859375,13.020833333333334,True,0.2629839230422183,1.4160170555114746,True,,,False
13,1.759765625,1.763671875,1.76171875,-6.510416666666667,True,0.1314894907785053,1.411395788192749,True,,,False
14,1.6298828125,1.68359375,1.65673828125,-89.51822916666667,True,1.8080167334780957,1.4281909465789795,True,,,False
15,1.625,1.69140625,1.658203125,-110.67708333333334,True,2.2353755138803293,1.4139256477355957,True,,,False
16,1.63671875,1.681640625,1.6591796875,-74.86979166666667,True,1.512261700374512,1.4097182750701904,True,,,False
17,1.62109375,1.5966796875,1.60888671875,40.69010416666667,True,0.8218530315784014,1.4001226425170898,True,,,False
18,1.6953125,1.5966796875,1.64599609375,164.38802083333334,True,3.320354425990287,1.4398396015167236,True,,,False
19,1.625,1.6845703125,1.65478515625,-99.28385416666667,True,2.0053652702339018,1.410768985748291,True,,,False
20,1.5849609375,1.6171875,1.60107421875,-53.71093750000001,True,1.0848218267233336,1.4230127334594727,True,,,False
21,1.619140625,1.6494140625,1.63427734375,-50.45572916666667,True,1.0191371681678905,1.411996841430664,True,,,False
22,1.5888671875,1.6181640625,1.603515625,-48.82812500000001,True,0.9861792004533001,1.4549789428710938,True,,,False
23,1.693359375,1.6650390625,1.67919921875,47.200520833333336,True,0.9533720980720712,1.4226531982421875,True,,,False
24,1.662109375,1.65625,1.6591796875,9.765625,True,0.19723893661670358,1.420586347579956,True,,,False
25,1.619140625,1.609375,1.6142578125,16.276041666666668,True,0.3287410423117831,1.4405999183654785,True,,,False
26,1.59375,1.6103515625,1.60205078125,-27.669270833333336,True,0.5588332660477835,1.462498664855957,True,,,False
27,1.60546875,1.640625,1.623046875,-58.59375000000001,True,1.183403446561739,1.436293363571167,True,,,False
28,1.625,1.6396484375,1.63232421875,-24.414062500000004,True,0.4930798446707203,1.4331772327423096,True,,,False
29,1.6123046875,1.6064453125,1.609375,9.765625,True,0.1972457204404453,1.434572696685791,True,,,False
30,1.615234375,1.583984375,1.599609375,52.083333333333336,True,1.0519687430591567,1.4119539260864258,True,,,False
31,1.5654296875,1.634765625,1.60009765625,-115.55989583333334,True,2.3340679679694207,1.454848289489746,True,,,False
32,1.6162109375,1.630859375,1.62353515625,-24.414062500000004,True,0.493048661423105,1.413724422454834,True,,,False
33,1.6337890625,1.62109375,1.62744140625,21.158854166666668,True,0.4273637049833489,1.4124901294708252,True,,,False
34,1.61328125,1.587890625,1.6005859375,42.317708333333336,True,0.854795089870475,1.4220099449157715,True,,,False
35,1.6181640625,1.6142578125,1.6162109375,6.510416666666667,True,0.13148339764678774,1.417649269104004,True,,,False
36,1.6357421875,1.640625,1.63818359375,-8.138020833333334,True,0.16437209396680955,1.4483847618103027,True,,,False
37,1.638671875,1.56640625,1.6025390625,120.44270833333334,True,2.432466635454652,1.3950235843658447,True,,,False
38,1.607421875,1.5712890625,1.58935546875,60.22135416666667,True,1.2163651535473383,1.4628620147705078,True,,,False
39,1.572265625,1.642578125,1.607421875,-117.18750000000001,True,2.366947990660055,1.410285472869873,True,,,False
40,1.677734375,1.6396484375,1.65869140625,63.47656250000001,True,1.2819789615220527,1.4405007362365723,True,,,False
41,1.62890625,1.6162109375,1.62255859375,21.158854166666668,True,0.42736563566721686,1.4347281455993652,True,,,False
