global_step,h,e_d_abs_mean,corr,sign_match,deltaL,delta_pred
0,3e-05,0.004622693838988168,0.9999999664808845,1.0,-0.0003600120544433594,-0.0003600333627490263
500,3e-05,0.0036886266380977695,0.9999999451033126,1.0,-0.00026619434356689453,-0.0002657227701867544
1000,3e-05,0.008289953290416985,0.9999996969480419,1.0,-0.00018984079360961914,-0.00018988130123865648
1500,3e-05,0.00484452287063622,0.9999998858135075,1.0,-0.00016021728515625,-0.00015977701734640258
2000,1e-05,0.006778840306869316,0.9999996991307941,1.0,-0.00011527538299560547,-0.00011535712543320526
2500,3e-05,0.005628799623293455,0.9999995920692635,1.0,-0.00010973215103149414,-0.00010913918590088411
3000,3e-05,0.008366277915004106,0.9999998672318975,1.0,-0.00012946128845214844,-0.00012916384270700767
3500,1e-05,0.01719440588264598,0.9999991252916596,1.0,-0.00018465518951416016,-0.00018428528960777918
4000,1e-05,0.019406775391135556,0.9999967272866378,1.0,-0.00010848045349121094,-0.00010837124085633628
4500,3e-05,0.006166318854007202,0.9999998930380496,1.0,-0.00023871660232543945,-0.0002389132019179626
5000,3e-05,0.005443360395467833,0.99999974048255,1.0,-0.00011986494064331055,-0.00011952780165351799
5500,1e-05,0.04668843042253449,0.9999832896580083,1.0,-6.80685043334961e-05,-6.776321179804496e-05
6000,3e-05,0.010976580838061134,0.9999993612295155,1.0,-0.00014513731002807617,-0.00014461788307636335
6500,1e-05,0.013377477316294573,0.9999994564977274,1.0,-0.00021582841873168945,-0.00021503418504398777
7000,3e-05,0.012018858235028268,0.9999994926822934,1.0,-0.0001831650733947754,-0.00018332383474590504
7500,3e-05,0.0056852423824977905,0.9999999427606325,1.0,-0.0001856684684753418,-0.00018533086714347773
8000,3e-05,0.009440081628236799,0.9999998253375172,1.0,-0.0003170967102050781,-0.00031699161782745014
8500,3e-05,0.00595231052874895,0.999999841084623,1.0,-0.0001087188720703125,-0.00010857407914221108
9000,1e-05,0.009580672559970221,0.9999993372041679,1.0,-6.282329559326172e-05,-6.241099329771449e-05
9500,3e-05,0.013021065999202996,0.9999993791071727,1.0,-0.00030153989791870117,-0.000301284115636922
10000,3e-05,0.007756220079531861,0.99999985373899,1.0,-0.0002263784408569336,-0.00022605634635935692
10500,1e-05,0.012101043932551514,0.9999996565301061,1.0,-0.00020831823348999023,-0.00020800536142312102
11000,1e-05,0.007993036915236673,0.9999993235345802,1.0,-8.565187454223633e-05,-8.67115818634708e-05
11500,1e-05,0.019123748875588667,0.9999986040634882,1.0,-0.00017017126083374023,-0.00016966675358350434
12000,1e-05,0.01048866921104212,0.9999998074856361,1.0,-0.0004259347915649414,-0.00042635354838788125
12500,3e-05,0.01133789890878234,0.999999759872041,1.0,-0.00046253204345703125,-0.00046328033818319087
13000,1e-05,0.014779930152396176,0.9999997511798955,1.0,-0.0009405016899108887,-0.0009469671103820724
13500,1e-05,0.014837866775933406,0.999998694889357,1.0,-0.00020045042037963867,-0.0002000309528792576
14000,1e-05,0.02347629103813359,0.9999983237113792,1.0,-0.0001678466796875,-0.00016780910526138022
14500,3e-05,0.007645526339530376,0.9999999063921994,1.0,-0.0003998279571533203,-0.00039974284327425335
15000,3e-05,0.0059493483893293675,0.9999999563870071,1.0,-0.0005092024803161621,-0.0005085335609706784
15500,3e-05,0.005950566193545587,0.9999999419136236,1.0,-0.00035637617111206055,-0.0003563645352678466
16000,1e-05,0.04979396724260987,0.9999962388383387,1.0,-0.00041937828063964844,-0.0004182981983182361
16500,3e-05,0.007370975253482126,0.99999995351124,1.0,-0.00022262334823608398,-0.0002222028207331367
17000,1e-05,0.025521608424785236,0.9999997146515068,1.0,-0.00014156103134155273,-0.00014230643937316876
17500,1e-05,0.0183752352769595,0.9999976336719055,1.0,-0.0001754164695739746,-0.00017605808623264354
18000,1e-05,0.03156493589041043,0.9999966867558481,1.0,-0.00022232532501220703,-0.0002224871351717827
18500,3e-06,0.10063428454554679,0.9999737515372321,1.0,-0.00026154518127441406,-0.0002591114380461023
19000,3e-05,0.008258370641345048,0.9999997323816407,1.0,-0.000274658203125,-0.00027464888574393187
19500,3e-05,0.008690622595592057,0.9999999540564936,1.0,-0.0010271072387695312,-0.0010273136998709246
20000,3e-05,0.00952248551979587,0.9999995780056647,1.0,-0.00016194581985473633,-0.0001618536143628667
20500,3e-05,0.0081722527636362,0.9999999226161851,1.0,-0.0003909468650817871,-0.0003916159133078041
21000,3e-05,0.009041658257861906,0.9999998718178195,1.0,-0.0008140802383422852,-0.0008154998251810344
21500,1e-05,0.02930587769302509,0.9999993007621921,1.0,-0.0006903409957885742,-0.0006910837001265419
22000,1e-05,0.009894776209024153,0.9999998504668832,1.0,-0.0005192160606384277,-0.0005197634055261968
22500,3e-06,0.08253713850339184,0.999993045867424,1.0,-0.0005115270614624023,-0.0005121766386979461
23000,1e-05,0.028480346898287656,0.9999970346750202,1.0,-0.0004260540008544922,-0.00042721356848830484
23500,3e-05,0.004716087654009993,0.9999999753595572,1.0,-0.0003663301467895508,-0.00036675853944772023
24000,1e-05,0.026613902091834674,0.9999918484818902,1.0,-7.11679458618164e-05,-7.175523396451552e-05
24500,3e-05,0.0076554105087093816,0.9999998312923908,1.0,-0.00022912025451660156,-0.00022903588015832878
25000,3e-05,0.008839164760147011,0.9999998740689806,1.0,-0.0003083348274230957,-0.0003090908095436823
25500,3e-05,0.005780147429757326,0.9999999442401222,1.0,-0.00031065940856933594,-0.00031109300416347195
26000,3e-05,0.007210740707622287,0.9999999376402664,1.0,-0.0005456805229187012,-0.0005487867019779485
26500,3e-05,0.013747697178764284,0.9999996663408438,1.0,-0.00039374828338623047,-0.0003930987848593078
27000,1e-05,0.009387080485307106,0.9999999047112077,1.0,-0.0003973841667175293,-0.0003972952171248131
27500,3e-05,0.014838207297557249,0.9999990297723094,1.0,-0.0003548860549926758,-0.0003557878263641369
