run_dir,eps,metrics_csv,eval_count,last_eval_loss,last_eval_step,converged_eval_loss,eval_loss_last5_mean,eval_loss_last5_count,final_eval_loss
/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/multi_dir/sst5_bs32_multi_dir_eps1e-9/seed16,1e-09,/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/multi_dir/sst5_bs32_multi_dir_eps1e-9/seed16/metrics_logs/metrics_adaptiveH-0_cscale-0.csv,14,1.6036416292190552,49990.0,1.6025993824005127,1.6025993824005127,5,1.6025993824005127
/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/multi_dir/sst5_bs32_multi_dir_eps3e-9/seed16,3e-09,/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/multi_dir/sst5_bs32_multi_dir_eps3e-9/seed16/metrics_logs/metrics_adaptiveH-0_cscale-0.csv,14,1.370572805404663,49990.0,1.369922685623169,1.369922685623169,5,1.369922685623169
/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/multi_dir/sst5_bs32_multi_dir_eps1e-8/seed16,1e-08,/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/multi_dir/sst5_bs32_multi_dir_eps1e-8/seed16/metrics_logs/metrics_adaptiveH-0_cscale-0.csv,14,1.0731004476547241,49990.0,1.0731663227081298,1.0731663227081298,5,1.0731663227081298
/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/multi_dir/sst5_bs32_multi_dir_eps3e-8/seed16,3e-08,/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/multi_dir/sst5_bs32_multi_dir_eps3e-8/seed16/metrics_logs/metrics_adaptiveH-0_cscale-0.csv,14,1.0390586853027344,49990.0,1.0390912771224976,1.0390912771224976,5,1.0390912771224976
/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/multi_dir/sst5_bs32_multi_dir_eps1e-7/seed16,1e-07,/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/multi_dir/sst5_bs32_multi_dir_eps1e-7/seed16/metrics_logs/metrics_adaptiveH-0_cscale-0.csv,14,1.0496257543563843,49990.0,1.0496047735214233,1.0496047735214233,5,1.0496047735214233
/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/multi_dir/sst5_bs32_multi_dir_eps3e-7/seed16,3e-07,/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/multi_dir/sst5_bs32_multi_dir_eps3e-7/seed16/metrics_logs/metrics_adaptiveH-0_cscale-0.csv,14,1.0345163345336914,49990.0,1.0345730304718017,1.0345730304718017,5,1.0345730304718017
/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/multi_dir/sst5_bs32_multi_dir_eps1e-6/seed16,1e-06,/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/multi_dir/sst5_bs32_multi_dir_eps1e-6/seed16/metrics_logs/metrics_adaptiveH-0_cscale-0.csv,14,1.0454933643341064,49990.0,1.0455068349838257,1.0455068349838257,5,1.0455068349838257
/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/multi_dir/sst5_bs32_multi_dir_eps3e-6/seed16,3e-06,/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/multi_dir/sst5_bs32_multi_dir_eps3e-6/seed16/metrics_logs/metrics_adaptiveH-0_cscale-0.csv,14,1.040417194366455,49990.0,1.0404597282409669,1.0404597282409669,5,1.0404597282409669
/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/multi_dir/sst5_bs32_multi_dir_eps1e-5/seed16,1e-05,/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/multi_dir/sst5_bs32_multi_dir_eps1e-5/seed16/metrics_logs/metrics_adaptiveH-0_cscale-0.csv,14,1.0423012971878052,49990.0,1.0423115730285644,1.0423115730285644,5,1.0423115730285644
/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/multi_dir/sst5_bs32_multi_dir_eps3e-5/seed16,3e-05,/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/multi_dir/sst5_bs32_multi_dir_eps3e-5/seed16/metrics_logs/metrics_adaptiveH-0_cscale-0.csv,14,1.0422260761260986,49990.0,1.042259931564331,1.042259931564331,5,1.042259931564331
/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/multi_dir/sst5_bs32_multi_dir_eps1e-4/seed16,0.0001,/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/multi_dir/sst5_bs32_multi_dir_eps1e-4/seed16/metrics_logs/metrics_adaptiveH-0_cscale-0.csv,14,1.0414904356002808,49990.0,1.0415175676345825,1.0415175676345825,5,1.0415175676345825
/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/multi_dir/sst5_bs32_multi_dir_eps3e-4/seed16,0.0003,/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/multi_dir/sst5_bs32_multi_dir_eps3e-4/seed16/metrics_logs/metrics_adaptiveH-0_cscale-0.csv,14,1.0416070222854614,49990.0,1.04160532951355,1.04160532951355,5,1.04160532951355
/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/multi_dir/sst5_bs32_multi_dir_eps1e-3/seed16,0.001,/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/multi_dir/sst5_bs32_multi_dir_eps1e-3/seed16/metrics_logs/metrics_adaptiveH-0_cscale-0.csv,14,1.0428264141082764,49990.0,1.0428467750549317,1.0428467750549317,5,1.0428467750549317
/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/multi_dir/sst5_bs32_multi_dir_eps3e-3/seed16,0.003,/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/multi_dir/sst5_bs32_multi_dir_eps3e-3/seed16/metrics_logs/metrics_adaptiveH-0_cscale-0.csv,14,1.0748196840286255,49990.0,1.0747994899749755,1.0747994899749755,5,1.0747994899749755
/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/multi_dir/sst5_bs32_multi_dir_eps1e-2/seed16,0.01,/Users/jichaoyu/Documents/GitHub/MeZO/medium_models/sh_file/sst5/bs32/multi_dir/sst5_bs32_multi_dir_eps1e-2/seed16/metrics_logs/metrics_adaptiveH-0_cscale-0.csv,14,1.661826491355896,49990.0,1.6618338346481323,1.6618338346481323,5,1.6618338346481323
