global_step,eps,precision,zo_quantization_bits,fd_mean,td_mean,td_u2_mean_debug,mae,mse,rmse,sign_acc,corr,mae_u2_debug,mse_u2_debug,rmse_u2_debug,sign_acc_u2_debug,corr_u2_debug,probe_num_seeds
200,3e-06,fp16,16,20.345050811767578,3.915180526673794,,266.7875088080764,92063.60585261138,303.4198507886578,0.25,-0.2678751304029933,,,,,,16
400,3e-06,fp16,16,-50.862627029418945,-12.916456937789917,,215.97609907388687,68461.75956882817,261.6519817789045,0.4375,-0.11278681934836396,,,,,,16
600,3e-06,fp16,16,111.89777755737305,6.356828942894936,,286.77631236612797,122530.78246832217,350.0439721925264,0.5625,0.36295577549149344,,,,,,16
800,3e-06,fp16,16,20.345050811767578,13.003491453826427,,282.0882165506482,113493.61407240925,336.88813287560197,0.5,0.14662692372114067,,,,,,16
1000,3e-06,fp16,16,81.38020324707031,7.735982663929462,,210.9807891175151,76260.22813047448,276.1525450371126,0.4375,0.17282015138575754,,,,,,16
1200,3e-06,fp16,16,162.76040649414062,-5.078824609518051,,251.20091804862022,96315.23936577966,310.3469660972694,0.25,-0.06637883939266642,,,,,,16
1400,3e-06,fp16,16,-20.345050811767578,-7.346506936475635,,169.00232102163136,47845.37830559912,218.73586424178163,0.25,-0.17830270071545437,,,,,,16
1600,3e-06,fp16,16,-10.172525405883789,-3.4292364418506622,,190.19890269637108,63495.73963324737,251.9836098504174,0.375,0.25297853838423023,,,,,,16
1800,3e-06,fp16,16,10.172525405883789,2.7351255416870117,,171.73780524730682,47190.030507772586,217.23266445857672,0.3125,0.13150586893535937,,,,,,16
2000,3e-06,fp16,16,152.58788108825684,5.066013127565384,,154.23495548963547,54301.9843762329,233.02786180247395,0.3125,0.47059790160809445,,,,,,16
2200,3e-06,fp16,16,-40.690101623535156,-32.36395911127329,,217.49269887059927,58524.14844975629,241.91764807420788,0.5,0.21400462752957744,,,,,,16
2400,3e-06,fp16,16,-91.5527286529541,-0.8670868016779423,,194.41042459383607,66781.39842988914,258.4209713430571,0.4375,0.15330812899087612,,,,,,16
2600,3e-06,fp16,16,20.345050811767578,1.8537200540304184,,208.8683112412691,53797.88302680137,231.94370659020126,0.6875,0.5601165549060609,,,,,,16
2800,3e-06,fp16,16,-61.0351505279541,6.510449647903442,,312.10218381881714,144744.02842593397,380.4523996848147,0.375,-0.1425102213004053,,,,,,16
3000,3e-06,fp16,16,50.862627029418945,2.168143980205059,,191.25155138224363,53374.414448148214,231.02903377746316,0.5,0.43057941367340036,,,,,,16
3200,3e-06,fp16,16,50.862627029418945,7.554764211177826,,208.05648636817932,52481.2490216585,229.08786310422144,0.5,0.1825249898300029,,,,,,16
3400,3e-06,fp16,16,0.0,-1.496785905212164,,205.86613140627742,67120.01709625282,259.07531163013743,0.4375,0.29038464381864987,,,,,,16
3600,3e-06,fp16,16,10.172525405883789,-4.484859228134155,,294.01930472254753,112566.79119875882,335.5097482916984,0.5,0.15667639560670624,,,,,,16
3800,3e-06,fp16,16,-111.89777946472168,-2.30808262526989,,193.71542374789715,64251.05898320798,253.47792602751028,0.375,0.25786379806998516,,,,,,16
4000,3e-06,fp16,16,61.035152435302734,1.903750292956829,,143.4870209619403,32427.361097591594,180.07598700990533,0.375,0.12633484282092838,,,,,,16
4200,3e-06,fp16,16,50.862627029418945,5.026736126746982,,167.08864557137713,52831.27098902971,229.8505405454373,0.25,-0.10453336231602929,,,,,,16
4400,3e-06,fp16,16,142.41535568237305,-2.0799375250935555,,204.84983238577843,56316.8364640271,237.31168631996846,0.4375,0.16144113443581584,,,,,,16
4600,3e-06,fp16,16,-61.035152435302734,0.6324725449085236,,194.20789217948914,68778.7810924119,262.2570896895104,0.375,-0.08626416896678081,,,,,,16
4800,3e-06,fp16,16,-30.517576217651367,-0.032059263437986374,,172.33148623630404,47357.03151777172,217.61670780933093,0.375,0.14307959135722909,,,,,,16
5000,3e-06,fp16,16,50.862627029418945,1.6230630439240485,,136.29237881186418,45701.448805843684,213.7789718514047,0.3125,0.32440427426466845,,,,,,16
5200,3e-06,fp16,16,-20.345050811767578,4.20869617909193,,153.54373867064714,46597.604226848955,215.86478227549986,0.1875,-0.35620262704742267,,,,,,16
5400,3e-06,fp16,16,-40.690101623535156,-21.2102769613266,,203.53823614120483,62502.43097173423,250.0048618961924,0.5,0.20200136584035505,,,,,,16
5600,3e-06,fp16,16,20.345050811767578,-0.5048143863677979,,167.48345637321472,42427.52284514567,205.97942335375558,0.5,-0.06235586996382768,,,,,,16
5800,3e-06,fp16,16,10.172525405883789,0.5768213979899883,,140.34249191358685,45754.29033150424,213.90252530417737,0.125,-0.10214336069723726,,,,,,16
6000,3e-06,fp16,16,20.345050811767578,3.31460902094841,,154.08385756611824,33259.726717240774,182.37249440976777,0.5,0.5794944151221258,,,,,,16
6200,3e-06,fp16,16,-61.035152435302734,-1.1919423043727875,,194.313512891531,50708.79145240572,225.18612624317183,0.5625,0.45482233468343597,,,,,,16
6400,3e-06,fp16,16,20.345050811767578,5.280672371387482,,149.83948570489883,45594.02793816758,213.52758121181344,0.3125,-0.29176398980357104,,,,,,16
6600,3e-06,fp16,16,-106.81151676177979,-2.8487505987286568,,164.39898888021708,44381.73479578046,210.66972918713418,0.5625,0.23256976213224456,,,,,,16
6800,3e-06,fp16,16,20.345050811767578,-6.59750662278384,,262.77618517447263,96331.48844580754,310.37314388620604,0.4375,-0.2754287418519139,,,,,,16
7000,3e-06,fp16,16,-45.77636528015137,0.9232208975590765,,184.37112909043208,58979.6714843184,242.8573068374069,0.625,0.5098625818213705,,,,,,16
7200,3e-06,fp16,16,30.517576217651367,-3.8270047903060913,,217.24901258945465,76033.62571117404,275.7419549346346,0.625,0.2604365042199574,,,,,,16
7400,3e-06,fp16,16,122.07030487060547,-1.5376506950706244,,187.8408847246319,51769.712875698075,227.52958681388685,0.3125,-0.25157828688159684,,,,,,16
7600,3e-06,fp16,16,50.862627029418945,-6.732129592914134,,191.4291572761722,55815.431145560164,236.25289658660307,0.4375,0.3530589657134263,,,,,,16
7800,3e-06,fp16,16,-122.07030487060547,7.5253428518772125,,232.6385922729969,87247.32273958015,295.37657784526544,0.4375,-0.16331873946882225,,,,,,16
8000,3e-06,fp16,16,50.862627029418945,22.97333252429962,,194.28124463558197,61329.49152079235,247.64791846650428,0.375,0.04397744586059845,,,,,,16
8200,3e-06,fp16,16,-40.690101623535156,-7.985443219542503,,234.65344692766666,73121.9575877416,270.4107201790299,0.75,0.45904255061017624,,,,,,16
8400,3e-06,fp16,16,183.1054573059082,9.116456296294928,,281.8465404249728,114743.42680147677,338.73799137604385,0.625,0.29376120113319587,,,,,,16
8600,3e-06,fp16,16,-50.862627029418945,-0.7889710068702698,,197.81263941526413,63265.74319264044,251.5268240022134,0.4375,0.364128162212927,,,,,,16
8800,3e-06,fp16,16,-122.07030296325684,-2.15416057407856,,281.25055335462093,126775.79546569593,356.05588812108687,0.4375,0.21583489540127349,,,,,,16
9000,3e-06,fp16,16,-111.89777946472168,-0.3812924399971962,,139.81694471091032,35012.093844522125,187.11518870610726,0.25,-0.025652338710441383,,,,,,16
9200,3e-06,fp16,16,91.5527286529541,-0.957406546920538,,158.52376401796937,42394.840559392134,205.90007420929246,0.375,0.3123691758297862,,,,,,16
9400,3e-06,fp16,16,40.690101623535156,-1.7125389128923416,,243.63502962887287,92413.38919469032,303.99570588199157,0.4375,0.07008740659133095,,,,,,16
9600,3e-06,fp16,16,-20.345050811767578,0.8208795189857483,,151.0431314110756,46101.88133794725,214.7134866233308,0.3125,0.08562717970144305,,,,,,16
9800,3e-06,fp16,16,-142.41535568237305,-1.3699907641857862,,226.23140925355256,67864.11503081291,260.5074183796172,0.5,-0.17205580746941454,,,,,,16
10000,3e-06,fp16,16,10.172525405883789,-6.239857628941536,,152.17043893039227,39104.45971413127,197.74847588320694,0.5625,0.5618048373154226,,,,,,16
10200,3e-06,fp16,16,-81.38020324707031,-4.658965598791838,,203.22879462316632,66760.73195341273,258.38098218215043,0.4375,0.3590375685454822,,,,,,16
10400,3e-06,fp16,16,91.5527286529541,-6.606370992958546,,300.56694466620684,143070.37884271878,378.2464525183531,0.5,0.4585552372463986,,,,,,16
10600,3e-06,fp16,16,-254.31313133239746,6.639364063739777,,311.4558079838753,169832.2922382855,412.1071368446384,0.375,0.0912345287915318,,,,,,16
10800,3e-06,fp16,16,20.345048904418945,1.2336294800043106,,437.9893715530634,227720.30764414836,477.20048998733057,0.375,0.059508382870828304,,,,,,16
11000,3e-06,fp16,16,223.79555892944336,0.7873780106892809,,325.6302526568761,127196.3190762556,356.64592956636363,0.5625,0.19371617500113134,,,,,,16
11200,3e-06,fp16,16,-10.172525405883789,-8.501434713602066,,397.1656031906605,229804.79675619258,479.3795956819528,0.4375,0.28112434306794526,,,,,,16
11400,3e-06,fp16,16,-20.345050811767578,-2.7994887679815292,,219.22248102724552,64750.26509113316,254.46073388861623,0.5625,0.3959179662728141,,,,,,16
11600,3e-06,fp16,16,-162.76040267944336,12.230869874358177,,353.97857923805714,181017.50312297593,425.46151779329693,0.4375,-0.03667232597310321,,,,,,16
11800,3e-06,fp16,16,50.86262893676758,4.058052606880665,,255.58849897235632,114491.7164692813,338.36624605489436,0.375,-0.026519120906655157,,,,,,16
12000,3e-06,fp16,16,20.345050811767578,-2.392107456922531,,183.6646765768528,51006.67169496048,225.8465667105889,0.4375,0.261737566406912,,,,,,16
12200,3e-06,fp16,16,122.07030487060547,-11.856061309576035,,338.04034742712975,141039.50237501878,375.5522631738741,0.25,-0.06951847001352682,,,,,,16
12400,3e-06,fp16,16,-30.517574310302734,-0.2260245382785797,,300.22324457764626,132616.49276796603,364.1654744315639,0.3125,-0.4172502155065829,,,,,,16
12600,3e-06,fp16,16,101.72525596618652,-10.915326446294785,,375.3943823873997,215715.79354198833,464.45214343567017,0.4375,-0.12771578103248576,,,,,,16
12800,3e-06,fp16,16,-81.38020324707031,0.6534136086702347,,252.08817492425442,95804.83062615572,309.52355423482027,0.25,-0.28642510809728544,,,,,,16
13000,3e-06,fp16,16,40.690101623535156,0.6276898309588432,,198.36310645192862,65131.81296576285,255.209351250621,0.5625,0.4424396926512072,,,,,,16
13200,3e-06,fp16,16,-40.69009971618652,4.208924051374197,,228.06322884187102,98137.64399808331,313.2692835215149,0.375,0.128647445899738,,,,,,16
13400,3e-06,fp16,16,101.72525215148926,1.0029139053076506,,202.3941655624658,92064.28433466043,303.42096884470664,0.25,-0.09949909938971949,,,,,,16
13600,3e-06,fp16,16,-30.517576217651367,17.618287421762943,,313.4369471296668,140383.58937047026,374.6779808988917,0.375,-0.0626184278145739,,,,,,16
13800,3e-06,fp16,16,-40.690101623535156,-9.431519739329815,,262.09469617158175,108952.11983307589,330.07895999756767,0.5625,0.16420619288220245,,,,,,16
14000,3e-06,fp16,16,-61.0351505279541,5.267092697322369,,357.7460239306092,210084.14391041378,458.3493688338774,0.3125,-0.2148590102238207,,,,,,16
14200,3e-06,fp16,16,-295.0032329559326,11.451549023389816,,501.16056457161903,356640.46614099084,597.1938262750134,0.5,0.12366290627410846,,,,,,16
14400,3e-06,fp16,16,15.258790016174316,-0.7837396077811718,,295.7037769071758,137643.46762786002,371.0033256291108,0.5,0.43675110084075264,,,,,,16
14600,3e-06,fp16,16,-101.72525405883789,2.16428148932755,,233.27527669258416,81072.35998562141,284.73208457358896,0.375,-0.06968211896357926,,,,,,16
14800,3e-06,fp16,16,20.345050811767578,15.856971360743046,,364.7397114261985,228733.87049686152,478.26129939277075,0.5,0.17559163005743664,,,,,,16
15000,3e-06,fp16,16,10.172527313232422,-2.3177244774997234,,341.66059137508273,173872.1912555379,416.9798451430691,0.6875,0.4283671833958897,,,,,,16
15200,3e-06,fp16,16,91.5527286529541,-12.055889278650284,,353.4176053106785,167547.14905515322,409.32523627935916,0.625,0.21513707457931794,,,,,,16
15400,3e-06,fp16,16,91.55272388458252,-2.3283310383558273,,334.78365674614906,170100.93537514756,412.43294651997377,0.4375,0.2023276521958309,,,,,,16
15600,3e-06,fp16,16,-10.172525405883789,3.2428995072841644,,264.03045693039894,101315.21356316443,318.3005082672103,0.4375,0.1782954576228591,,,,,,16
15800,3e-06,fp16,16,10.172527313232422,-5.609088689088821,,482.5476749241352,306938.52791057364,554.0203316761703,0.5625,-0.32327043525807025,,,,,,16
16000,3e-06,fp16,16,20.345048904418945,1.2096339911222458,,272.7772627621889,113483.62157349044,336.87330196008475,0.4375,0.00534777576536945,,,,,,16
16200,3e-06,fp16,16,10.172529220581055,-4.526343274861574,,351.5888749398291,180297.01063163212,424.6139548244171,0.6875,0.514906121830337,,,,,,16
16400,3e-06,fp16,16,-50.86262512207031,-7.8381547927856445,,403.5263261795044,308506.76795089466,555.4338556037925,0.4375,-0.21085470086269698,,,,,,16
