global_step,eps,zo_two_point_precision,fd_mean,td_mean,td_u2_mean_debug,mae,mse,rmse,sign_acc,corr,mae_u2_debug,mse_u2_debug,rmse_u2_debug,sign_acc_u2_debug,corr_u2_debug,probe_num_seeds
200,0.001,fp16,2.33125664293766,2.3958317190408707,2.3653092980384827,0.5450400114059448,0.4373456022384872,0.6613211037298652,1.0,0.9981488147558321,0.5306224972009659,0.4047202056243542,0.6361762378652273,1.0,0.997985114663061,16
400,0.001,fp16,5.2771564200520515,5.373323246836662,5.375250294804573,0.6258078888058662,0.5023036151175644,0.7087338111855285,1.0,0.995892648720753,0.6781760528683662,0.6256461302302219,0.7909779581190755,1.0,0.9949316754911911,16
600,0.001,fp16,2.6404854292050004,2.6548256278038025,2.5480884574353695,0.6249805325642228,0.6482343648899733,0.8051300298026235,0.9375,0.998808748958327,0.6461464138701558,0.730405613717235,0.8546377090423959,0.9375,0.9984737099262679,16
800,0.001,fp16,2.362966313958168,2.3894027993083,2.422213263809681,0.33209378272295,0.13876304845047915,0.3725091253251109,1.0,0.9989729606754801,0.30669062584638596,0.13607600751124505,0.36888481604864826,1.0,0.9990962913750536,16
1000,0.001,fp16,-6.965874964371324,-7.084550254046917,-7.1002190336585045,0.7115425784140825,0.7763351155774014,0.8810988114720173,1.0,0.9955905925467089,0.6778205316513777,0.7260706184609358,0.8520977751766142,1.0,0.9962658880486978,16
1200,0.001,fp16,3.1301973201334476,2.9028047174215317,2.910192161798477,0.6384203843772411,0.5583830353369212,0.7472503163846244,1.0,0.9977244226266535,0.6371800564229488,0.6000886068363169,0.7746538625969129,1.0,0.9978968984930721,16
1400,0.001,fp16,-0.9386538565158844,-1.085463386029005,-1.0790552869439125,0.6864518038928509,0.6359423303119185,0.7974599239534979,1.0,0.994194407951893,0.739735446870327,0.6947782380904775,0.8335335854604045,1.0,0.9928396983033714,16
1600,0.001,fp16,1.247882735915482,1.6027294024825096,1.6903581116348505,0.6029028603807092,0.5454403264816937,0.7385393195231339,1.0,0.9921642746028838,0.6342665171250701,0.6308152346791429,0.7942387768669715,0.9375,0.9916083130255371,16
1800,0.001,fp16,6.332158524543047,6.549326419830322,6.485243931412697,0.6633699797093868,0.6119378837563023,0.7822645867967578,1.0,0.9976683047742277,0.6611903645098209,0.5839862630934587,0.7641899391469759,1.0,0.9977384586081207,16
2000,0.001,fp16,5.339383617043495,5.207313980907202,5.247428435832262,0.668306652456522,0.7871672682096886,0.8872244745326228,0.875,0.99751424672667,0.6924136243760586,0.8139458941487769,0.9021895001321933,0.875,0.997531956692917,16
