global_step,eps,zo_two_point_precision,fd_mean,td_mean,mae,rmse,sign_acc,corr,probe_num_seeds
200,1e-06,fp16,-47.6837158203125,-2.66511607170105,80.52017736434937,92.05942664425348,0.5,0.7378243453637112,16
400,1e-06,fp16,-23.84185791015625,0.19592994451522827,83.7469362616539,98.155922816323,0.4375,0.01903976578640239,16
600,1e-06,fp16,-36.2396240234375,-6.328212171792984,71.92424353957176,90.34560519233506,0.4375,0.04478186936550786,16
800,1e-06,fp16,24.7955322265625,13.628023356199265,71.513652831316,93.04427079764439,0.6875,0.47229156783101633,16
1000,1e-06,fp16,-43.8690185546875,-4.77186781167984,92.8492414355278,112.20622939681411,0.375,-0.0612516390348059,16
1200,1e-06,fp16,20.02716064453125,3.4855347871780396,42.657647252082825,50.675417639573304,0.625,0.44901601056058327,16
1400,1e-06,fp16,16.21246337890625,14.949935615062714,57.370494186878204,69.23495681361493,0.5,0.3811182447991681,16
1600,1e-06,fp16,32.4249267578125,8.976524263620377,83.75836476683617,100.49979870877924,0.5,0.222034421530935,16
1800,1e-06,fp16,-7.62939453125,7.307190030813217,74.2364909350872,89.0689779544679,0.5,0.34222627887225465,16
2000,1e-06,fp16,32.4249267578125,-2.3606916069984436,105.35980862379074,125.15928887388058,0.625,0.28767183077944747,16
2200,1e-06,fp16,29.56390380859375,-5.862250454723835,85.68190633505583,105.55926435411898,0.625,0.5252499046521072,16
2400,1e-06,fp16,-44.82269287109375,-10.101145207881927,97.61420625448227,116.65047333979872,0.4375,-0.2085766388995463,16
2600,1e-06,fp16,-7.62939453125,1.1815020442008972,96.7879928946495,119.86616639734397,0.5,0.21053874118225735,16
2800,1e-06,fp16,36.2396240234375,0.40278929471969604,70.53820878267288,99.48543071157347,0.75,0.3947712889304754,16
3000,1e-06,fp16,-11.444091796875,-2.2623516023159027,89.82229915261269,106.65629756612559,0.6875,0.4564280092350666,16
3200,1e-06,fp16,15.2587890625,5.2977602034807205,88.65748362243176,115.86238755533063,0.3125,0.18562806777141785,16
3400,1e-06,fp16,36.2396240234375,22.788021743297577,102.08048766851425,130.46087183820148,0.625,0.06176565505841123,16
3600,1e-06,fp16,-41.961669921875,-19.376278311014175,81.96488234400749,105.33767028045942,0.5625,-0.004154253914195541,16
3800,1e-06,fp16,78.2012939453125,27.735078632831573,105.51568859815598,138.56840526652022,0.75,0.4380963598733857,16
4000,1e-06,fp16,75.34027099609375,22.24845179915428,154.06942257285118,173.88436772494967,0.5,-0.11068124025770981,16
4200,1e-06,fp16,-18.11981201171875,-0.04392600059509277,140.54032397270203,184.03069772104982,0.625,0.31297030613825727,16
4400,1e-06,fp16,-64.849853515625,-18.023718059062958,182.23255342245102,229.47751933647834,0.625,0.14719690096607688,16
4600,1e-06,fp16,-40.0543212890625,-34.64102232456207,185.61581075191498,225.7215227432006,0.6875,0.42933369568785645,16
4800,1e-06,fp16,60.08148193359375,-28.178640872240067,180.43748328089714,222.79295162979253,0.5,0.40339276162680615,16
5000,1e-06,fp16,-103.47366333007812,-79.00332459807396,232.82724657654762,295.55374656743885,0.875,0.3943402500434914,16
5200,1e-06,fp16,-64.849853515625,-22.195408582687378,422.28711223602295,517.1568822379197,0.625,0.2678125000517082,16
5400,1e-06,fp16,103.95050048828125,20.46508252620697,275.2376421689987,337.9895650588022,0.625,-0.2969917046063477,16
5600,1e-06,fp16,-48.63739013671875,51.75010085105896,363.9660909175873,419.66531187340445,0.5625,0.5251236107938582,16
5800,1e-06,fp16,-48.63739013671875,-56.002026200294495,417.0907303094864,554.7668545204497,0.6875,0.39451615022802067,16
6000,1e-06,fp16,0.0,22.462118476629257,274.83356776833534,320.96018519771746,0.875,0.47120924825295224,16
6200,1e-06,fp16,-178.33709716796875,-30.157256066799164,432.0308772921562,488.6786808629011,0.5625,0.10056832256595476,16
6400,1e-06,fp16,0.0,6.299781888723373,305.8802047073841,406.1251237088559,0.625,0.18454782104756182,16
6600,1e-06,fp16,156.402587890625,-3.5904860496520996,447.75384759902954,548.8764591295916,0.4375,-0.2021668564083356,16
6800,1e-06,fp16,-28.133392333984375,-28.400577500462532,316.00727738440037,425.72751721925744,0.75,0.5255292193725333,16
7000,1e-06,fp16,35.28594970703125,-57.9488639831543,581.0233216285706,795.5939032871335,0.625,0.21639261153643383,16
7200,1e-06,fp16,-164.98565673828125,-26.172060012817383,1735.3175506591797,1994.0665640496081,0.5,0.12224815150239643,16
7400,1e-06,fp16,398.6358642578125,-50.59981721639633,1280.507847249508,1434.1611783049802,0.6875,0.10514725130902036,16
7600,1e-06,fp16,-569.3435516357422,-30.200485706329346,2330.764060497284,2782.797733150228,0.6875,0.036463058227301136,16
7800,1e-06,fp16,3095.895004272461,6343.5766525268555,12993.8127784729,16602.1900689327,0.625,0.18252848578531491,16
8000,1e-06,fp16,-4211.42578125,957.7479476928711,19068.779502868652,24186.72390061156,0.8125,0.3386365460413993,16
8200,1e-06,fp16,541.68701171875,691.2707376480103,4729.25780582428,6212.262019871741,0.6875,0.4933454327597459,16
8400,1e-06,fp16,-152.52826499938965,142.64929008483887,3806.7678298950195,5213.898400773762,0.5,-0.22209923447900218,16
8600,1e-06,fp16,6652.83203125,704.4994659423828,10664.162094116211,13131.153176396658,0.625,0.1326323579023951,16
8800,1e-06,fp16,-1937.8662109375,1324.9937555789948,9631.241243600845,12192.58961535503,0.375,-0.17104313486328743,16
