global_step,eps,zo_two_point_precision,fd_mean,td_mean,td_u2_mean_debug,mae,mse,rmse,sign_acc,corr,mae_u2_debug,mse_u2_debug,rmse_u2_debug,sign_acc_u2_debug,corr_u2_debug,probe_num_seeds
200,0.0001,fp16,12.003779411315918,0.77919040620327,0.77919040620327,28.669716641306877,1399.6756194042482,37.41223889857767,0.5625,0.04304640215645046,28.669716641306877,1399.6756194042482,37.41223889857767,0.5625,0.04304640215645046,16
400,0.0001,fp16,-2.2399425506591797,1.4701903015375137,1.4701903015375137,28.324915185570717,1299.3048711459292,36.04587176287916,0.6875,0.31336138583333656,28.324915185570717,1299.3048711459292,36.04587176287916,0.6875,0.31336138583333656,16
600,0.0001,fp16,-17.697811126708984,-5.581980288028717,-5.581980288028717,48.20948591828346,4053.6791195986166,63.6685096385852,0.4375,0.0801782220925821,48.20948591828346,4053.6791195986166,63.6685096385852,0.4375,0.0801782220925821,16
800,0.0001,fp16,-25.099514961242676,-8.036115676164627,-8.036115676164627,82.32024201750755,11288.316648232578,106.24649005135453,0.625,0.33237917159206787,82.32024201750755,11288.316648232578,106.24649005135453,0.625,0.33237917159206787,16
1000,0.0001,fp16,-8.707046508789062,13.145559132099152,13.145559132099152,122.02814668416977,26078.920358656054,161.48969118385253,0.5,0.3289390875084035,122.02814668416977,26078.920358656054,161.48969118385253,0.5,0.3289390875084035,16
1200,0.0001,fp16,-9.901822090148926,19.364688113331795,19.364688113331795,113.97669641673565,21278.640359478097,145.87199991594719,0.375,-0.12075622793529171,113.97669641673565,21278.640359478097,145.87199991594719,0.375,-0.12075622793529171,16
1400,0.0001,fp16,-54.48877763748169,31.783508986234665,31.783508986234665,156.5129015147686,44264.67493926549,210.39171784855384,0.625,0.27585234646264656,156.5129015147686,44264.67493926549,210.39171784855384,0.625,0.27585234646264656,16
1600,0.0001,fp16,-25.88063383102417,25.739818304777145,25.739818304777145,230.1808542907238,89783.89286470895,299.63960496688173,0.625,0.8043944564226033,230.1808542907238,89783.89286470895,299.63960496688173,0.625,0.8043944564226033,16
1800,0.0001,fp16,-105.12560510635376,-7.054808348417282,-7.054808348417282,198.54005786776543,61824.90069749731,248.64613549680863,0.4375,-0.0034824553454689596,198.54005786776543,61824.90069749731,248.64613549680863,0.4375,-0.0034824553454689596,16
2000,0.0001,fp16,72.01358795166016,18.857006192207336,18.857006192207336,184.45436036586761,58113.295096167814,241.06699296288534,0.4375,-0.23391488423038076,184.45436036586761,58113.295096167814,241.06699296288534,0.4375,-0.23391488423038076,16
2200,0.0001,fp16,-82.32175874710083,2.0702255964279175,2.0702255964279175,252.22853696346283,81663.36632449128,285.7680288704306,0.4375,0.38910339131424165,252.22853696346283,81663.36632449128,285.7680288704306,0.4375,0.38910339131424165,16
2400,0.0001,fp16,-141.40889358520508,-39.60460966825485,-39.60460966825485,244.9515250325203,79490.03419909986,281.93977051686034,0.4375,-0.15586585730309405,244.9515250325203,79490.03419909986,281.93977051686034,0.4375,-0.15586585730309405,16
