global_step,eps,zo_two_point_precision,fd_mean,td_mean,td_u2_mean_debug,mae,mse,rmse,sign_acc,corr,mae_u2_debug,mse_u2_debug,rmse_u2_debug,sign_acc_u2_debug,corr_u2_debug,probe_num_seeds
200,1e-06,fp16,6536.364685058594,-747.5518493652344,-781.1696745753288,22645.222045898438,742831007.1230972,27254.926290912936,0.4375,-0.2331498320105609,22697.728726089,744916998.6297705,27293.167618101248,0.375,-0.23329733505628775,16
400,1e-06,fp16,976.5028381347656,-700.8734722137451,-673.0607414245605,17620.45311164856,490878086.0519948,22155.768685649226,0.5,-0.1275207131107839,17583.561595916748,489209389.45036364,22118.07833990927,0.5,-0.12772260567718116,16
600,1e-06,fp16,30.517578125,-2467.017191886902,-2452.5498151779175,11025.625781059265,154967727.9961139,12448.603455653727,0.3125,-0.38248562133022146,11000.935175895691,154105756.43471038,12413.933962878584,0.3125,-0.3750490567883817,16
800,1e-06,fp16,1586.9140625,-5943.079042434692,-6038.985570907593,12749.207956314087,449655201.96411264,21205.07491059894,0.625,0.1138064644388937,12857.547903060913,461830256.28792495,21490.23630135148,0.625,0.11447173703998939,16
1000,1e-06,fp16,1678.466796875,-1271.300072669983,-1320.6553092002869,15845.373663902283,441423261.7847637,21010.075244624033,0.5625,-0.03094455408576242,15748.30591058731,439281245.41815054,20959.03732088262,0.5625,-0.022136810552280003,16
1200,1e-06,fp16,2380.37109375,51.27167275547981,56.616312980651855,7769.115180522203,85774847.15487406,9261.471111809076,0.6875,0.561845435771711,7776.29202747345,85919404.70027667,9269.27206960054,0.75,0.5586276042592374,16
1400,1e-06,fp16,8575.439453125,3521.4124512672424,3493.581400513649,12371.367649555206,255506254.51347852,15984.563006647335,0.5625,-0.26584159805039,12343.079005599022,254508466.34820104,15953.32148325862,0.5,-0.26026118801410275,16
1600,1e-06,fp16,-2044.677734375,-2109.6237716674805,-2111.1379866600037,12363.720824241638,246782401.81359988,15709.309399639435,0.375,-0.4191617152330274,12356.069140911102,246071784.3182345,15686.675374923601,0.375,-0.4192023198022851,16
1800,1e-06,fp16,2503.3951416015625,-1166.0414409637451,-1209.9436151981354,6998.939157485962,84460509.6611339,9190.239913143394,0.5625,-0.10696048282672882,7028.376678705215,85447890.4668122,9243.802814145929,0.5625,-0.1023768093669843,16
2000,1e-06,fp16,0.0,-0.06915257539367303,-0.07124631281476468,0.3102622171281837,0.13412706689465115,0.3662336233808293,0.0,nan,0.3115963771706447,0.13389269604111625,0.36591350896231783,0.0,nan,16
