global_step,eps,precision,zo_quantization_bits,fd_mean,td_mean,td_u2_mean_debug,mae,mse,rmse,sign_acc,corr,mae_u2_debug,mse_u2_debug,rmse_u2_debug,sign_acc_u2_debug,corr_u2_debug,probe_num_seeds
200,1e-05,fp16,16,6.103515625,0.19079304486513138,,24.039569556713104,856.9011187877372,29.27287342895701,0.5625,0.22158996952712653,,,,,,16
400,1e-05,fp16,16,-3.0517578125,0.08196230756584555,,22.447690397850238,1160.711514571711,34.06921652418369,0.25,0.4675819255092483,,,,,,16
600,1e-05,fp16,16,-12.20703125,0.6708315378054976,,32.84561306703836,1826.1531869377568,42.73351362733653,0.25,-0.0053135865412862904,,,,,,16
800,1e-05,fp16,16,-4.57763671875,0.436957411468029,,35.43875152617693,1714.616483550702,41.407927786242844,0.6875,0.7579307477211159,,,,,,16
1000,1e-05,fp16,16,-6.103515625,-0.05923491483554244,,19.624524550978094,687.6184846913956,26.222480521327412,0.3125,-0.10324788814253219,,,,,,16
1200,1e-05,fp16,16,-12.20703125,-0.3245090921409428,,42.424159220885485,2307.4944855793924,48.03638709956643,0.375,0.22876048041949662,,,,,,16
1600,1e-05,fp16,16,0.0,1.2523113498464227,,14.606805223040283,368.401454343197,19.19378686823413,0.4375,0.4535928592578149,,,,,,16
1800,1e-05,fp16,16,-10.68115234375,0.8542350605130196,,23.63611612468958,921.9576387428108,30.363755346511585,0.5,0.1876757826511616,,,,,,16
2000,1e-05,fp16,16,3.0517578125,-0.5926892068237066,,13.077191879507154,284.5515525163711,16.86865591908173,0.25,0.2540993388165451,,,,,,16
2200,1e-05,fp16,16,3.0517578125,0.7228554449975491,,14.722000405192375,394.42258956384103,19.86007526581511,0.25,-0.03456389703292193,,,,,,16
2400,1e-05,fp16,16,9.1552734375,0.7722559524700046,,25.409398666583,921.8512496787723,30.362003387108242,0.375,-0.02418810710646682,,,,,,16
2600,1e-05,fp16,16,-12.20703125,0.21773561835289001,,23.388656109571457,1329.1216653476051,36.45712091413151,0.0625,-0.2266184075966739,,,,,,16
2800,1e-05,fp16,16,-12.20703125,-2.7589475456625223,,26.30541448481381,891.9987179733511,29.866347583414868,0.5625,0.1434261106184675,,,,,,16
3000,1e-05,fp16,16,13.73291015625,1.337058886885643,,25.955633997917175,1031.1149706760725,32.11097897411526,0.4375,0.1281442375754663,,,,,,16
3200,1e-05,fp16,16,-3.0517578125,-0.5344618335366249,,26.818478398025036,1052.378425707113,32.44038263811191,0.375,-0.16738626073348983,,,,,,16
3400,1e-05,fp16,16,-6.103515625,-0.9832883104681969,,27.103908337652683,1060.6990241169974,32.56837460047703,0.5,0.2637912732695521,,,,,,16
3600,1e-05,fp16,16,4.57763671875,0.8304758369922638,,17.556459836661816,469.05960346262395,21.657783900081373,0.375,0.1383669674197055,,,,,,16
3800,1e-05,fp16,16,-21.3623046875,-3.474614344537258,,23.79523903876543,1208.807801967267,34.767913396798306,0.3125,0.08829369410996443,,,,,,16
4000,1e-05,fp16,16,-7.62939453125,-2.4009559294208884,,22.910882136784494,724.0597800399273,26.90835892506132,0.5625,0.20841293028712293,,,,,,16
4200,1e-05,fp16,16,6.103515625,1.187498095445335,,25.076150412671268,969.4484848221305,31.135967703319107,0.3125,-0.013285236491071793,,,,,,16
4400,1e-05,fp16,16,0.0,0.022990654222667217,,18.610334399156272,732.5378402418052,27.065436265499308,0.3125,0.14250824650713467,,,,,,16
4600,1e-05,fp16,16,-4.57763671875,0.021237211301922798,,17.66574046202004,463.9926488234112,21.540488592959335,0.3125,0.2171672463393545,,,,,,16
4800,1e-05,fp16,16,9.1552734375,0.32039575278759,,20.510231360793114,712.82180459643,26.69872290197473,0.3125,-0.17159038060243345,,,,,,16
