global_step,eps,zo_two_point_precision,fd_mean,td_mean,mae,mse,rmse,sign_acc,corr,probe_num_seeds
200,3e-06,fp16,-1.2715656459331512,0.5578784570097923,27.58463067561388,884.6385624581801,29.742874145888795,0.5625,0.04137888815186412,16
400,3e-06,fp16,-2.702077478170395,0.627285972237587,19.392887949943542,594.7929264197335,24.388376871365047,0.4375,-0.05399953936745877,16
600,3e-06,fp16,0.6357826888561249,-6.21647135913372,18.862163618206978,476.2348115222718,21.822804850024934,0.5,0.33223307589158013,16
800,3e-06,fp16,2.7020770609378815,-4.315242391079664,24.828365046530962,1195.6265999705915,34.57783393983191,0.375,-0.39147680793734096,16
1000,3e-06,fp16,16.053516507148743,3.09491403400898,20.93237878382206,781.172344106239,27.94946053336699,0.5,0.04062940228849014,16
1200,3e-06,fp16,-5.40415433049202,0.7452176958322525,17.27019204199314,450.6855629998127,21.229356160746203,0.375,0.06431039959718407,16
1400,3e-06,fp16,-1.5894567966461182,1.0002722963690758,21.365137316286564,966.0530392922424,31.081393779755796,0.375,-0.21057459196342088,16
1600,3e-06,fp16,-9.059905409812927,-2.36806358397007,31.40722244977951,1473.1122674535513,38.38114468659776,0.4375,-0.15361969865234198,16
1800,3e-06,fp16,2.543131470680237,-1.4266042150557041,17.5610515139997,379.13954972562385,19.471506098030112,0.25,0.1432903053628596,16
2000,3e-06,fp16,3.3378597795963287,-1.5505754947662354,26.918182283639908,1165.7891005479423,34.143653883964184,0.5,-0.1609355192835084,16
2200,3e-06,fp16,1.589456856250763,2.1048339307308197,18.530415445566177,579.867890859035,24.080446234632674,0.8125,0.5715246447056616,16
2400,3e-06,fp16,2.5431313514709473,2.6808734834194183,15.451052814722061,393.36307254334463,19.833382781143126,0.6875,0.5237151189078862,16
2600,3e-06,fp16,5.086262732744217,-0.4568519424647093,21.84545655734837,810.77720054753,28.474149689631297,0.375,-0.23443042056541302,16
2800,3e-06,fp16,-2.2252399921417236,1.1591404937207699,23.139758143574,819.0892263221596,28.619734910060917,0.375,-0.20028655551650124,16
3000,3e-06,fp16,-4.291534215211868,0.1280812993645668,22.96711043268442,736.1841899915486,27.132714386724167,0.4375,-0.05018726248043507,16
