global_step,eps,zo_two_point_precision,fd_mean,td_mean,td_u2_mean_debug,mae,mse,rmse,sign_acc,corr,mae_u2_debug,mse_u2_debug,rmse_u2_debug,sign_acc_u2_debug,corr_u2_debug,probe_num_seeds
200,1e-06,fp16,0.0,0.0005073835782241076,0.007230448885820806,0.14045618052477948,0.03070662099399762,0.17523304766509548,0.0,nan,0.14272566221188754,0.029787296852370318,0.17258996741517255,0.0,nan,16
400,1e-06,fp16,0.0,-0.0963567509315908,-0.11285036610206589,0.21800394961610436,0.0750168058885869,0.27389196024817325,0.0,nan,0.20342355052707717,0.07737686477178438,0.27816697282708525,0.0,nan,16
600,1e-06,fp16,0.0,-0.020106530864723027,0.008861286798492074,0.16090970032382756,0.04236918756208308,0.20583777000852657,0.0,nan,0.16275694710202515,0.04029406399160891,0.2007338137723909,0.0,nan,16
800,1e-06,fp16,0.0,-0.025357049133162946,-0.005844144499860704,0.12539153842953965,0.022463278736579814,0.1498775458051666,0.0,nan,0.11824729444924742,0.019052602094812313,0.13803116349148228,0.0,nan,16
1000,1e-06,fp16,0.0,0.034147246391512454,0.03378118376713246,0.1037585943704471,0.017330453764832575,0.1316451813202161,0.0,nan,0.12523797911126167,0.023658341007469795,0.15381268155607258,0.0,nan,16
1200,1e-06,fp16,0.0,-0.04968007514253259,-0.03942418424412608,0.23823130363598466,0.07992693196368869,0.2827135157074891,0.0,nan,0.28312974562868476,0.10322449267379884,0.32128568700425925,0.0,nan,16
1400,1e-06,fp16,0.0,0.02894873498007655,0.0026421011425554752,0.1857714275829494,0.04333858345015376,0.20817920993738487,0.0,nan,0.17879424849525094,0.03826501794373337,0.19561446251167977,0.0,nan,16
1600,1e-06,fp16,0.0,0.018421908411255572,0.022143469541333616,0.11296466128987959,0.01729573420007619,0.1315132472417748,0.0,nan,0.11475410975981504,0.017215967775327128,0.131209632936485,0.0,nan,16
1800,1e-06,fp16,0.0,-0.11695487628458068,-0.1028637527488172,0.1836093215388246,0.06803513467574004,0.26083545517383183,0.0,nan,0.19911587424576283,0.06974198237349602,0.264087073469142,0.0,nan,16
2000,1e-06,fp16,0.0,-0.04965748090762645,-0.08719751064199954,0.31745412398595363,0.1670204501693563,0.4086813552994023,0.0,nan,0.33383911673445255,0.17023590308240238,0.4125965378943483,0.0,nan,16
2200,1e-06,fp16,4.76837158203125,-0.009070137573871762,-0.015396515576867387,23.887141090759542,1818.2492514956068,42.64093398948488,0.1875,0.1102209191319562,23.88276878654142,1818.7637832913072,42.64696687094297,0.1875,0.053275296947233805,16
2400,1e-06,fp16,-21.93450927734375,-0.005687545984983444,-0.00868901761714369,22.021967627340928,3502.485542300419,59.18180076932789,0.125,0.26176018056976136,22.017985177924857,3502.7023688289346,59.18363260926905,0.125,0.2562306542863401,16
2600,1e-06,fp16,0.0,0.008039535023272038,-0.006089258007705212,0.1997497845441103,0.05632075212658095,0.2373199362181377,0.0,nan,0.1910171452909708,0.059010998570580134,0.2429217951740439,0.0,nan,16
2800,1e-06,fp16,-11.444091796875,0.057578464737161994,0.03558208607137203,11.561867847340181,699.3660768450658,26.445530375567547,0.0625,0.05586988867919155,11.54954229760915,698.4634583905688,26.42845925116651,0.0625,0.10049513981814262,16
3000,1e-06,fp16,0.0,-0.015370415057986975,-0.020083304261788726,0.2358070951886475,0.09056143411605162,0.30093426876321616,0.0,nan,0.2219048652332276,0.07210263085578825,0.2685193305067407,0.0,nan,16
3200,1e-06,fp16,0.0,0.0002470663748681545,-0.018233837326988578,0.10880855889990926,0.019734015238152706,0.1404778104831959,0.0,nan,0.11988754733465612,0.023364673482756934,0.15285507346096477,0.0,nan,16
3400,1e-06,fp16,-9.5367431640625,-0.007152455043978989,-0.036967647436540574,9.644663835526444,1459.6855148388443,38.205830901039754,0.0,-0.47407735858918404,9.663608918141108,1460.7307068308824,38.21950688890272,0.0,-0.5627871558373997,16
3600,1e-06,fp16,-4.76837158203125,-0.012103112298063934,-0.000346734537743032,14.355063798255287,1352.6679766500804,36.77863478502268,0.0625,0.10211670118472656,14.361700408742763,1353.4755266495806,36.78961166755611,0.0625,-0.02530727707319301,16
3800,1e-06,fp16,-4.76837158203125,-0.023880089342128485,-0.030608978704549372,8.692530521482695,773.4130748951824,27.81030519241352,0.0,-0.31619249787337583,8.715229365625419,774.0819270550458,27.82232785111709,0.0,-0.3569602536997314,16
